rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/value_loss,train/explained_variance,train/is_line_search_success,train/n_updates,train/kl_divergence_loss,train/policy_objective,train/learning_rate,train/std
604.7557400000001,24.0,54,6884,372736,182,142.74490208625792,0.9937852625735104,1.0,181,0.0072740898467600346,0.08014025539159775,0.001,0.9245555400848389
604.48702,24.0,54,6922,374784,183,143.0283730506897,0.993573805782944,1.0,182,0.007172504439949989,0.054695650935173035,0.001,0.924163818359375
604.7001300000001,24.0,54,6959,376832,184,141.46358060836792,0.9936842760071158,1.0,183,0.00830787979066372,0.06634829193353653,0.001,0.9224516153335571
604.70745,24.0,54,6997,378880,185,142.836847114563,0.9935403438284993,1.0,184,0.0077412324026227,0.05754343420267105,0.001,0.9173939228057861
604.77641,24.0,54,7035,380928,186,142.90750370025634,0.9937693369574845,1.0,185,0.00668723089620471,0.03470488265156746,0.001,0.9124019145965576
605.22686,24.0,54,7072,382976,187,144.59752569198608,0.9937029024586082,1.0,186,0.008598152548074722,0.07393757253885269,0.001,0.9144461154937744
604.9554400000001,24.0,54,7110,385024,188,141.3326340198517,0.9936944576911628,1.0,187,0.007605351507663727,0.056744273751974106,0.001,0.9147655367851257
604.9917099999999,24.0,54,7149,387072,189,143.57395167350768,0.9937038831412792,1.0,188,0.0073329852893948555,0.06527768820524216,0.001,0.9110258221626282
604.9359,24.0,54,7187,389120,190,147.67377438545228,0.993762013502419,1.0,189,0.007847193628549576,0.055620282888412476,0.001,0.9140316247940063
605.63856,24.0,54,7225,391168,191,148.26795120239257,0.9928403189405799,1.0,190,0.00887073203921318,0.04782670736312866,0.001,0.9135364294052124
606.06779,24.0,54,7264,393216,192,144.53518877029418,0.9936667489819229,1.0,191,0.008887729607522488,0.06366010010242462,0.001,0.9132906198501587
606.2633700000001,24.0,54,7301,395264,193,141.41217727661132,0.9936965047381818,1.0,192,0.008387748152017593,0.06724699586629868,0.001,0.9105865955352783
606.26035,24.0,54,7338,397312,194,140.6803195476532,0.9938903730362654,1.0,193,0.006759807467460632,0.05258854106068611,0.001,0.9116238951683044
606.14713,24.0,54,7376,399360,195,145.99397530555726,0.9936780850403011,1.0,194,0.006921151652932167,0.04145567864179611,0.001,0.9086423516273499
606.59132,24.0,54,7414,401408,196,147.5707624912262,0.9935535183176398,1.0,195,0.008531559258699417,0.06036592274904251,0.001,0.9084625840187073
606.5118699999999,24.0,54,7451,403456,197,144.9153182029724,0.9934549094177783,1.0,196,0.008523075841367245,0.06335201114416122,0.001,0.9076662063598633
606.49747,24.0,54,7488,405504,198,134.40409989356993,0.9937550015747547,1.0,197,0.009274422191083431,0.05695164576172829,0.001,0.9064372777938843
606.49607,24.0,54,7526,407552,199,138.047043800354,0.9940686719492078,1.0,198,0.005714151076972485,0.05205060914158821,0.001,0.9084802269935608
606.75994,24.0,54,7563,409600,200,128.32150917053224,0.9944679671898484,1.0,199,0.00801679864525795,0.05482420697808266,0.001,0.9062696099281311
606.3774900000001,24.0,54,7600,411648,201,129.21225700378417,0.9943614695221186,1.0,200,0.007299764547497034,0.039948832243680954,0.001,0.903531014919281
606.66355,24.0,54,7638,413696,202,132.13858294487,0.9945403784513474,1.0,201,0.005113132297992706,0.04418026655912399,0.001,0.9026075005531311
606.7214499999999,24.0,54,7675,415744,203,130.38273859024048,0.9943011021241546,1.0,202,0.007638983894139528,0.07070860266685486,0.001,0.904017984867096
606.81692,24.0,54,7713,417792,204,129.21364393234253,0.9942551166750491,1.0,203,0.007811151910573244,0.04125107824802399,0.001,0.9012273550033569
606.69041,24.0,54,7752,419840,205,130.24177007675172,0.9941007518209517,1.0,204,0.009257453493773937,0.0717441737651825,0.001,0.9030429720878601
606.5674899999999,24.0,54,7790,421888,206,126.24716787338257,0.9945039013400674,1.0,205,0.00797947309911251,0.06732428818941116,0.001,0.9034683704376221
606.5951299999999,24.0,54,7827,423936,207,126.66199426651,0.9945037234574556,1.0,206,0.008058377541601658,0.07175368070602417,0.001,0.9032590985298157
606.5392199999999,24.0,54,7865,425984,208,129.14726629257203,0.9944596374407411,1.0,207,0.00810749176889658,0.06250137835741043,0.001,0.9031883478164673
606.50849,24.0,54,7903,428032,209,128.08127851486205,0.9944024989381433,1.0,208,0.009193388745188713,0.06369294226169586,0.001,0.9040822386741638
606.3490400000001,24.0,54,7941,430080,210,132.62380089759827,0.9945154669694602,1.0,209,0.009027012623846531,0.06970110535621643,0.001,0.9019685983657837
606.5599500000001,24.0,54,7979,432128,211,133.76726636886596,0.9941517282277346,1.0,210,0.009951731190085411,0.08280862867832184,0.001,0.9030330777168274
606.5418,24.0,54,8018,434176,212,129.0581389427185,0.9942797641269863,1.0,211,0.008678323589265347,0.0824403390288353,0.001,0.9074481725692749
607.1332000000001,24.0,54,8055,436224,213,129.71879801750183,0.9943473911844194,1.0,212,0.00866574328392744,0.0774080902338028,0.001,0.9069532155990601
606.70884,24.0,54,8094,438272,214,127.95146450996398,0.9943420314230025,1.0,213,0.008961080573499203,0.06999136507511139,0.001,0.9067011475563049
606.78698,24.0,54,8131,440320,215,129.64477410316468,0.9942072536796331,1.0,214,0.008063358254730701,0.08489913493394852,0.001,0.9034551382064819
607.0421699999999,24.0,54,8169,442368,216,132.07293376922607,0.9940239116549492,1.0,215,0.0074090794660151005,0.04904266074299812,0.001,0.904534101486206
607.2117499999999,24.0,54,8207,444416,217,133.6611662864685,0.9941223156638443,1.0,216,0.008086197078227997,0.0707191675901413,0.001,0.9047994017601013
607.3825200000001,24.0,54,8246,446464,218,130.95960245132446,0.9943194561637938,1.0,217,0.008240236900746822,0.07556258141994476,0.001,0.906049370765686
606.7696699999999,24.0,54,8284,448512,219,136.21590394973754,0.9943643095903099,1.0,218,0.009106118232011795,0.048230405896902084,0.001,0.9049596190452576
606.46362,24.0,54,8322,450560,220,132.7103078365326,0.9941114075481892,1.0,219,0.008272752165794373,0.07029305398464203,0.001,0.9039138555526733
606.96768,24.0,54,8359,452608,221,127.9666919708252,0.9942309120669961,1.0,220,0.008929409086704254,0.08731687813997269,0.001,0.9025270342826843
605.6670399999999,24.0,54,8396,454656,222,136.9762894630432,0.9940712274983525,1.0,221,0.008158852346241474,0.05285552889108658,0.001,0.9004918932914734
606.6187,24.0,54,8434,456704,223,141.4985405921936,0.9941616798751056,1.0,222,0.008528455160558224,0.06608118116855621,0.001,0.8993802666664124
607.1219299999998,24.0,54,8472,458752,224,132.70693788528442,0.9942518067546189,1.0,223,0.007700400426983833,0.05913450941443443,0.001,0.8986652493476868
607.1175500000002,24.0,54,8509,460800,225,131.932723903656,0.9944197167642415,1.0,224,0.007499001920223236,0.07651633024215698,0.001,0.89794921875
606.85356,24.0,54,8546,462848,226,128.37103161811828,0.9943802850320935,1.0,225,0.007775671314448118,0.0310059804469347,0.001,0.8951606154441833
606.9897,24.0,54,8584,464896,227,130.4838758468628,0.9943202985450625,1.0,226,0.0077679050154984,0.09495750069618225,0.001,0.897611677646637
606.7499500000001,24.0,54,8622,466944,228,126.24209871292115,0.9943881058134139,1.0,227,0.008271373808383942,0.08315146714448929,0.001,0.903641939163208
606.33448,24.0,54,8660,468992,229,128.87470145225524,0.994508211966604,1.0,228,0.006850410718470812,0.05897381529211998,0.001,0.9051647782325745
606.35673,24.0,54,8698,471040,230,127.66000709533691,0.9944733367301524,1.0,229,0.007081740070134401,0.05940379947423935,0.001,0.9031051993370056
606.73366,24.0,54,8737,473088,231,123.47445712089538,0.9944154149852693,1.0,230,0.007119003217667341,0.07311569154262543,0.001,0.9018931984901428
606.58975,24.0,54,8774,475136,232,125.4829176902771,0.994557608384639,1.0,231,0.00916293915361166,0.08667460083961487,0.001,0.9040165543556213
606.53991,24.0,54,8812,477184,233,126.12793359756469,0.9942003195174038,1.0,232,0.009388820268213749,0.07143355906009674,0.001,0.9002533555030823
606.7384499999998,24.0,54,8851,479232,234,126.69708485603333,0.9945884798653424,1.0,233,0.00789447221904993,0.04858603700995445,0.001,0.9027562737464905
606.64882,24.0,54,8888,481280,235,128.5909776687622,0.9944473854266107,1.0,234,0.008836383000016212,0.08415725827217102,0.001,0.89933180809021
606.77578,24.0,54,8925,483328,236,128.00500464439392,0.9944894886575639,1.0,235,0.008373529650270939,0.06369928270578384,0.001,0.8983434438705444
606.9076699999999,24.0,54,8963,485376,237,126.42337846755981,0.9944507358595729,1.0,236,0.008686996065080166,0.07353677600622177,0.001,0.898672342300415
606.90973,24.0,54,9001,487424,238,125.91299304962158,0.9944101665169001,1.0,237,0.008834597654640675,0.06435491144657135,0.001,0.9000463485717773
606.839,24.0,54,9038,489472,239,124.22954540252685,0.9946183832362294,1.0,238,0.007753442507237196,0.05423656105995178,0.001,0.9011936187744141
606.7323,24.0,54,9076,491520,240,130.4340838909149,0.9946012794971466,1.0,239,0.007607214618474245,0.05539339780807495,0.001,0.9019429683685303
606.5953,24.0,54,9114,493568,241,126.98353095054627,0.9946853639557958,1.0,240,0.009620285592973232,0.060778290033340454,0.001,0.9022405743598938
606.82892,24.0,54,9151,495616,242,126.81456370353699,0.9945649080909789,1.0,241,0.007970471866428852,0.05839935317635536,0.001,0.8994674682617188
606.6972999999999,24.0,54,9190,497664,243,126.26414613723755,0.9945605304092169,1.0,242,0.009381565265357494,0.08763521164655685,0.001,0.8982039093971252
607.2379400000001,24.0,54,9228,499712,244,123.48814406394959,0.9945164425298572,1.0,243,0.00860387459397316,0.0642949640750885,0.001,0.9005130529403687
607.11249,24.0,54,9265,501760,245,121.4587673664093,0.9948599920608103,1.0,244,0.008180687204003334,0.06346531957387924,0.001,0.8990873694419861
607.28805,24.0,54,9304,503808,246,122.48312673568725,0.9946310790255666,1.0,245,0.009442375041544437,0.08246441930532455,0.001,0.8975751996040344
607.3947599999999,24.0,54,9342,505856,247,122.92698197364807,0.9947119797579944,1.0,246,0.007616295013576746,0.04473643749952316,0.001,0.8994432091712952
607.2480499999999,24.0,54,9382,507904,248,121.86808161735534,0.9947997061535716,1.0,247,0.008563855662941933,0.09721674025058746,0.001,0.8990831971168518
607.0661100000001,24.0,54,9420,509952,249,136.41895518302917,0.9945942820049822,1.0,248,0.008016552776098251,0.047269247472286224,0.001,0.8995523452758789
606.9060699999999,24.0,54,9459,512000,250,143.80472836494445,0.9923145431093872,1.0,249,0.00798066146671772,0.07641124725341797,0.001,0.90079665184021
607.30606,24.0,54,9497,514048,251,122.57074446678162,0.9948065597563982,1.0,250,0.00869512464851141,0.07438730448484421,0.001,0.9003807306289673
607.3485300000001,24.0,54,9535,516096,252,122.72365055084228,0.9945797780528665,1.0,251,0.008816131390631199,0.07517872005701065,0.001,0.9016483426094055
607.66099,24.0,54,9574,518144,253,121.75369634628296,0.9946343400515616,1.0,252,0.008616220206022263,0.07876988500356674,0.001,0.9015657901763916
607.9835899999999,24.0,54,9612,520192,254,123.94345741271972,0.994753242470324,1.0,253,0.008319209329783916,0.0635472908616066,0.001,0.9033063650131226
607.7176000000001,24.0,54,9650,522240,255,111.10780758857727,0.9948214581236243,1.0,254,0.0076635670848190784,0.06652975082397461,0.001,0.9025678038597107
608.0787,24.0,54,9689,524288,256,97.40133757591248,0.9957849020138383,1.0,255,0.008728199638426304,0.056333497166633606,0.001,0.9016492366790771
608.13958,24.0,54,9729,526336,257,90.6637484073639,0.9960912643000484,1.0,256,0.0077721672132611275,0.04374624043703079,0.001,0.9005869030952454
607.9115,24.0,54,9767,528384,258,92.34443140029907,0.9960927525535226,1.0,257,0.007620437536388636,0.0665905624628067,0.001,0.9015726447105408
608.06996,24.0,54,9805,530432,259,94.3046730518341,0.9958897060714662,1.0,258,0.007763691246509552,0.05066952481865883,0.001,0.9018489718437195
608.03709,24.0,54,9843,532480,260,91.84929947853088,0.9954055533744395,1.0,259,0.008944976143538952,0.07419323176145554,0.001,0.902650773525238
608.3729099999999,24.0,54,9881,534528,261,92.61330070495606,0.9959250609390438,1.0,260,0.00918253418058157,0.07625744491815567,0.001,0.9029123187065125
608.24175,24.0,54,9919,536576,262,89.63672771453858,0.9960526414215565,1.0,261,0.008773263543844223,0.09987954795360565,0.001,0.9024408459663391
608.5279,24.0,54,9957,538624,263,90.36046249866486,0.9960449333302677,1.0,262,0.008933644741773605,0.07628419995307922,0.001,0.9020569324493408
608.4925199999999,24.0,54,9995,540672,264,92.12489631175995,0.9961104849353433,1.0,263,0.007611650507897139,0.050207290798425674,0.001,0.9015581607818604
608.2698800000001,24.0,54,10033,542720,265,95.17999377250672,0.9950138642452657,1.0,264,0.00987920630723238,0.08027210086584091,0.001,0.9010748267173767
608.1239,24.0,54,10070,544768,266,91.30244851112366,0.9960893956013024,1.0,265,0.009142186492681503,0.028793491423130035,0.001,0.9011745452880859
608.1713199999999,24.0,54,10107,546816,267,92.79625782966613,0.99607087764889,1.0,266,0.007761247921735048,0.06654085218906403,0.001,0.9014893174171448
608.1120099999999,24.0,54,10145,548864,268,91.48577756881714,0.9949893252924085,1.0,267,0.008318567648530006,0.06656091660261154,0.001,0.9033588767051697
608.25724,24.0,54,10182,550912,269,95.1413604259491,0.9959118305705488,1.0,268,0.00795084610581398,0.060417354106903076,0.001,0.903455376625061
608.36612,24.0,54,10220,552960,270,93.50027813911439,0.996030970942229,1.0,269,0.00847457256168127,0.05558891221880913,0.001,0.9011945128440857
608.4789,24.0,54,10258,555008,271,91.23096182346345,0.9960236796177924,1.0,270,0.0084233358502388,0.06511348485946655,0.001,0.9025490283966064
608.19024,24.0,54,10295,557056,272,95.2894392967224,0.9958087811246514,1.0,271,0.00917754601687193,0.05257459729909897,0.001,0.9025065898895264
608.05036,24.0,54,10332,559104,273,93.98918089866638,0.9959725807420909,1.0,272,0.007521785330027342,0.06981844455003738,0.001,0.9015743136405945
608.16704,24.0,54,10370,561152,274,90.16167821884156,0.9960620473138988,1.0,273,0.0094153368845582,0.14048966765403748,0.001,0.9027995467185974
608.53147,24.0,54,10408,563200,275,91.95875287055969,0.995708822272718,1.0,274,0.006910666357725859,0.041400935500860214,0.001,0.9024153351783752
608.4543900000001,24.0,54,10445,565248,276,90.05125155448914,0.996153547661379,1.0,275,0.009338971227407455,0.06239616870880127,0.001,0.9023763537406921
608.3463,24.0,54,10483,567296,277,89.6014839887619,0.996129103936255,1.0,276,0.008917832747101784,0.07972204685211182,0.001,0.9032793641090393
608.06052,24.0,54,10520,569344,278,90.5112589597702,0.9961173352785408,1.0,277,0.008300026878714561,0.07850056886672974,0.001,0.9054676294326782
608.10508,24.0,54,10559,571392,279,92.07725076675415,0.9959677257575095,1.0,278,0.00808950886130333,0.05489828810095787,0.001,0.9054266214370728
608.13418,24.0,54,10597,573440,280,94.39756278991699,0.9960608799010515,1.0,279,0.008293707855045795,0.1133846566081047,0.001,0.9059118032455444
608.04528,24.0,54,10636,575488,281,92.30782403945923,0.9958073333837092,1.0,280,0.007372839841991663,0.05338927358388901,0.001,0.9062341451644897
608.2094,24.0,54,10673,577536,282,92.7246545791626,0.9961262524593621,1.0,281,0.009665192104876041,0.059032171964645386,0.001,0.9052653908729553
608.49012,24.0,54,10712,579584,283,94.57635393142701,0.9956674594432116,1.0,282,0.008515519089996815,0.066020168364048,0.001,0.9067173004150391
608.29303,24.0,54,10750,581632,284,93.08176164627075,0.9958928218111396,1.0,283,0.008694670163094997,0.0771932378411293,0.001,0.9086018204689026
608.5826000000001,24.0,54,10787,583680,285,92.41360321044922,0.9958784761838615,1.0,284,0.008612624369561672,0.05239992216229439,0.001,0.9073508977890015
608.52922,24.0,54,10825,585728,286,91.77434253692627,0.9960381649434566,1.0,285,0.007682308088988066,0.06877189129590988,0.001,0.9076157212257385
608.328,24.0,54,10863,587776,287,92.02339143753052,0.9961365452036262,1.0,286,0.008805004879832268,0.0891139879822731,0.001,0.9076296091079712
608.70344,24.0,54,10901,589824,288,93.37805728912353,0.9958930476568639,1.0,287,0.008234103210270405,0.061435505747795105,0.001,0.9083223938941956
609.12909,24.0,54,10939,591872,289,93.22695755958557,0.9958883626386523,1.0,288,0.00840052030980587,0.08022057265043259,0.001,0.9042423367500305
609.1401099999999,24.0,54,10977,593920,290,89.37788996696472,0.9956430476158857,1.0,289,0.00791447889059782,0.06129508838057518,0.001,0.9054884314537048
609.0550999999999,24.0,54,11015,595968,291,95.57845134735108,0.9961176123470068,1.0,290,0.00866628997027874,0.06286875158548355,0.001,0.9024690985679626
609.00503,24.0,54,11054,598016,292,93.10534987449645,0.99594656098634,1.0,291,0.008096718229353428,0.05389667674899101,0.001,0.9044039249420166
609.3658700000001,24.0,54,11092,600064,293,94.79209699630738,0.9940531360916793,1.0,292,0.007854986935853958,0.07448994368314743,0.001,0.906059980392456
609.52324,24.0,54,11131,602112,294,95.00077819824219,0.9959960211999714,1.0,293,0.00825638696551323,0.04949262738227844,0.001,0.9063099026679993
609.53694,24.0,54,11169,604160,295,93.94731373786927,0.9961521732620895,1.0,294,0.008921247906982899,0.08782429993152618,0.001,0.9052450060844421
609.47807,24.0,54,11207,606208,296,92.80216464996337,0.9959417385980487,1.0,295,0.008913266472518444,0.07335575670003891,0.001,0.9042142629623413
609.44898,24.0,54,11245,608256,297,92.89224600791931,0.9961176295764744,1.0,296,0.008741439320147038,0.08056382089853287,0.001,0.9044384360313416
609.42508,24.0,54,11284,610304,298,92.88788061141967,0.9960465803742409,1.0,297,0.007797535043209791,0.07501501590013504,0.001,0.904930830001831
609.3732699999999,24.0,54,11321,612352,299,99.99044380187988,0.995924670714885,1.0,298,0.007657051086425781,0.06044395640492439,0.001,0.901994526386261
609.4350999999999,24.0,54,11360,614400,300,92.47747755050659,0.9959223377518356,1.0,299,0.006669457070529461,0.06550043821334839,0.001,0.90236496925354
609.5255199999999,24.0,54,11398,616448,301,93.51356172561646,0.9952630335465074,1.0,300,0.007002163212746382,0.06651677191257477,0.001,0.9032540917396545
609.9489300000001,24.0,54,11437,618496,302,93.5924723148346,0.9959999774582684,1.0,301,0.007679788861423731,0.06532318145036697,0.001,0.9047042727470398
609.94023,24.0,54,11474,620544,303,94.20400123596191,0.9958913121372461,1.0,302,0.008531618863344193,0.04526475444436073,0.001,0.9085311889648438
610.31612,24.0,54,11512,622592,304,95.03633089065552,0.9958638618700206,1.0,303,0.008952727541327477,0.06374414265155792,0.001,0.9070708751678467
610.4077300000001,24.0,54,11549,624640,305,91.58814878463745,0.996151418890804,1.0,304,0.007200238294899464,0.05576656013727188,0.001,0.9084191918373108
610.42984,24.0,54,11586,626688,306,94.83362326622009,0.9959208983927965,1.0,305,0.008234894834458828,0.07686148583889008,0.001,0.9051262140274048
610.30602,24.0,54,11624,628736,307,91.83328862190247,0.9960541357286274,1.0,306,0.007850118912756443,0.07437016814947128,0.001,0.9029861092567444
610.5205,24.0,54,11661,630784,308,109.74439849853516,0.9961293039377779,1.0,307,0.007212819065898657,0.07220672070980072,0.001,0.9023239016532898
610.2993700000001,24.0,54,11697,632832,309,112.44844088554382,0.9951671408489347,1.0,308,0.007123833987861872,0.05775352567434311,0.001,0.903380811214447
610.47015,24.0,54,11735,634880,310,109.21403212547303,0.9953222232870758,1.0,309,0.008478906005620956,0.06455430388450623,0.001,0.9042293429374695
610.2572499999999,24.0,54,11772,636928,311,108.26230053901672,0.995459069032222,1.0,310,0.0084659019485116,0.0608631893992424,0.001,0.9062450528144836
610.5222200000001,24.0,54,11809,638976,312,108.0056209564209,0.9952517761848867,1.0,311,0.007697042543441057,0.092958964407444,0.001,0.904270350933075
610.75693,24.0,54,11847,641024,313,106.71987733840942,0.9955088356509805,1.0,312,0.0032579319085925817,0.009262260980904102,0.001,0.9031215906143188
610.56004,24.0,54,11884,643072,314,106.38527164459228,0.9954645237885416,1.0,313,0.009245684370398521,0.08664939552545547,0.001,0.901573121547699
610.78267,24.0,54,11921,645120,315,100.31695036888122,0.99544528266415,1.0,314,0.007099837064743042,0.07133440673351288,0.001,0.9027789831161499
610.99829,24.0,54,11959,647168,316,95.05786771774292,0.9959438601508737,1.0,315,0.006377213168889284,0.03896992281079292,0.001,0.9003894329071045
610.95168,24.0,54,11996,649216,317,96.29168710708618,0.9952552784234285,1.0,316,0.007386379409581423,0.05717221274971962,0.001,0.8990116715431213
610.67224,24.0,54,12035,651264,318,96.72640247344971,0.9958260878920555,1.0,317,0.007018618751317263,0.0796307772397995,0.001,0.9008452892303467
610.81038,24.0,54,12074,653312,319,95.34504017829894,0.995944466907531,1.0,318,0.008614783175289631,0.07178473472595215,0.001,0.9024930596351624
610.7554700000001,24.0,54,12113,655360,320,92.8583880186081,0.995826511643827,1.0,319,0.007510371971875429,0.0721437931060791,0.001,0.902076005935669
610.5582,24.0,54,12151,657408,321,100.8672170162201,0.9958906332030892,1.0,320,0.007895967923104763,0.05625604838132858,0.001,0.9035351276397705
610.41358,24.0,54,12188,659456,322,97.0624276638031,0.995717354118824,1.0,321,0.009334806352853775,0.09421028196811676,0.001,0.9065074324607849
610.7895199999999,24.0,54,12225,661504,323,95.140181350708,0.9958927319385111,1.0,322,0.008886812254786491,0.07006543129682541,0.001,0.9068641662597656
610.6292100000001,24.0,54,12262,663552,324,98.89993405342102,0.9958372702822089,1.0,323,0.007976175285875797,0.06084481626749039,0.001,0.9069872498512268
610.9357000000001,24.0,54,12300,665600,325,113.14122643470765,0.9956646813079715,1.0,324,0.009155472740530968,0.06219857558608055,0.001,0.9063932299613953
610.9430500000001,24.0,54,12337,667648,326,100.46256272792816,0.9957953202538192,1.0,325,0.008771412074565887,0.10849209874868393,0.001,0.9047297835350037
611.2746400000001,24.0,54,12375,669696,327,97.90610790252686,0.9957028497010469,1.0,326,0.00904686376452446,0.09115772694349289,0.001,0.9044172763824463
611.03457,24.0,54,12413,671744,328,98.24726643562317,0.9958349051885307,1.0,327,0.008513560518622398,0.05634169280529022,0.001,0.9022871255874634
611.24662,24.0,54,12453,673792,329,108.74489312171936,0.9956894465722144,1.0,328,0.008762255311012268,0.09374973177909851,0.001,0.9040629863739014
611.1195,24.0,54,12490,675840,330,97.28829412460327,0.9958895673044026,1.0,329,0.008431140333414078,0.04795050621032715,0.001,0.899864137172699
611.1263899999999,24.0,54,12528,677888,331,97.44297485351562,0.9959122515283525,1.0,330,0.009221148677170277,0.06567404419183731,0.001,0.8954083919525146
611.26197,24.0,54,12566,679936,332,95.96919178962708,0.995804148260504,1.0,331,0.008812762796878815,0.0942469984292984,0.001,0.895235002040863
611.5627299999999,24.0,54,12605,681984,333,96.25575985908509,0.9957988425157964,1.0,332,0.007716212887316942,0.0637032762169838,0.001,0.8917812705039978
611.44541,24.0,54,12643,684032,334,96.20109062194824,0.9959883196279407,1.0,333,0.00882799830287695,0.08267353475093842,0.001,0.8889502882957458
611.52316,24.0,54,12681,686080,335,95.39356808662414,0.995959097519517,1.0,334,0.008121531456708908,0.07554398477077484,0.001,0.8880143761634827
611.6994,24.0,54,12719,688128,336,99.17856240272522,0.9959352919831872,1.0,335,0.008161899633705616,0.07105860859155655,0.001,0.8879122138023376
611.53404,24.0,54,12757,690176,337,100.00487337112426,0.9958465327508748,1.0,336,0.00967936310917139,0.08197805285453796,0.001,0.8881811499595642
611.60049,24.0,54,12796,692224,338,100.49201459884644,0.9958413881249726,1.0,337,0.007867987267673016,0.07398668676614761,0.001,0.8889362812042236
611.5815799999999,24.0,54,12834,694272,339,99.25292863845826,0.9957410921342671,1.0,338,0.007767010014504194,0.0644354298710823,0.001,0.8877964019775391
611.4490299999999,24.0,54,12873,696320,340,102.01484022140502,0.9958179788663983,1.0,339,0.00874414388090372,0.06859755516052246,0.001,0.885425329208374
611.37912,24.0,54,12911,698368,341,97.05632724761963,0.9953455668874085,1.0,340,0.008922308683395386,0.07495298981666565,0.001,0.8837774395942688
611.32997,24.0,54,12949,700416,342,100.43943519592285,0.9958968563005328,1.0,341,0.008576760068535805,0.07234238088130951,0.001,0.8848708868026733
611.41107,24.0,54,12987,702464,343,94.9059959411621,0.995805598795414,1.0,342,0.008882161229848862,0.07591647654771805,0.001,0.8835794925689697
611.33072,24.0,54,13025,704512,344,94.80127449035645,0.9956369958817959,1.0,343,0.006836782209575176,0.061172328889369965,0.001,0.8837902545928955
611.53921,24.0,54,13063,706560,345,94.28878211975098,0.9960075616836548,1.0,344,0.008460674434900284,0.07605075091123581,0.001,0.8821325898170471
611.7815200000001,24.0,54,13101,708608,346,98.81189684867859,0.9959280863404274,1.0,345,0.008867996744811535,0.06943676620721817,0.001,0.8823642730712891
611.42471,24.0,54,13139,710656,347,94.51341590881347,0.9959707725793123,1.0,346,0.007966727018356323,0.07670450210571289,0.001,0.8824051022529602
611.66115,24.0,54,13179,712704,348,101.4079119682312,0.9957789345644414,1.0,347,0.00870483834296465,0.07298010587692261,0.001,0.8839055895805359
611.68582,24.0,54,13218,714752,349,94.87146091461182,0.9956458434462547,1.0,348,0.007741561625152826,0.07409961521625519,0.001,0.8830268979072571
611.8543999999998,24.0,54,13257,716800,350,97.47985925674439,0.9960486353375018,1.0,349,0.006897419225424528,0.04465264827013016,0.001,0.8809655904769897
612.17653,24.0,54,13297,718848,351,99.02373991012573,0.9957952555269003,1.0,350,0.007984352298080921,0.07220698148012161,0.001,0.8800315856933594
611.71904,24.0,54,13337,720896,352,93.24609861373901,0.9959044079296291,1.0,351,0.007411850616335869,0.056655287742614746,0.001,0.8798377513885498
611.67077,24.0,54,13376,722944,353,98.87815761566162,0.9959240187890828,1.0,352,0.009021852165460587,0.07538773119449615,0.001,0.8778921365737915
611.7987099999999,24.0,54,13415,724992,354,99.40641112327576,0.9958247398026288,1.0,353,0.008533581160008907,0.07400168478488922,0.001,0.8762940764427185
612.10146,24.0,54,13454,727040,355,97.48748598098754,0.996008241083473,1.0,354,0.009095258079469204,0.075679711997509,0.001,0.875393807888031
611.7137299999999,24.0,54,13493,729088,356,98.95358662605285,0.9958963296376169,1.0,355,0.0071031819097697735,0.06465783715248108,0.001,0.8737776279449463
611.87765,24.0,54,13531,731136,357,94.35171799659729,0.9958672835491598,1.0,356,0.008632760494947433,0.09012508392333984,0.001,0.8756037354469299
612.14539,24.0,54,13568,733184,358,103.0489494562149,0.995863969437778,1.0,357,0.007519478909671307,0.058765389025211334,0.001,0.8747344613075256
612.25716,24.0,54,13607,735232,359,97.14877777099609,0.9958839803002775,1.0,358,0.007371574640274048,0.05839543789625168,0.001,0.8710651397705078
612.35788,24.0,54,13645,737280,360,99.97754516601563,0.9959941464476287,1.0,359,0.007499657571315765,0.06275907158851624,0.001,0.8710029125213623
612.4014,24.0,54,13683,739328,361,96.10196213722229,0.9955813130363822,1.0,360,0.007892939262092113,0.07166881859302521,0.001,0.8722307085990906
612.5046499999999,24.0,54,13722,741376,362,94.92043762207031,0.9956284016370773,1.0,361,0.008945967070758343,0.07216058671474457,0.001,0.8720317482948303
612.3840000000001,24.0,54,13760,743424,363,99.66446652412415,0.9958300632424653,1.0,362,0.009684554301202297,0.06851998716592789,0.001,0.8731139898300171
612.5485199999999,24.0,54,13799,745472,364,96.00913958549499,0.9957334967330098,1.0,363,0.008869686163961887,0.07348797470331192,0.001,0.8722807168960571
612.57204,24.0,54,13837,747520,365,93.40529084205627,0.9961889055557549,1.0,364,0.007915795780718327,0.061561208218336105,0.001,0.87367844581604
612.54579,24.0,54,13876,749568,366,92.90441598892212,0.9960803268477321,1.0,365,0.008757480420172215,0.06402628868818283,0.001,0.872260332107544
612.5294400000001,24.0,54,13914,751616,367,92.75711340904236,0.9961189224850386,1.0,366,0.007963077165186405,0.06262227892875671,0.001,0.8711912035942078
612.4792399999999,24.0,54,13952,753664,368,91.73841276168824,0.9951125611551106,1.0,367,0.008342995308339596,0.0738706886768341,0.001,0.8709596395492554
612.3584599999999,24.0,54,13990,755712,369,92.44462375640869,0.9959192434325814,1.0,368,0.008911686949431896,0.07355073094367981,0.001,0.8708793520927429
