rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/value_loss,train/explained_variance,train/is_line_search_success,train/n_updates,train/kl_divergence_loss,train/policy_objective,train/learning_rate,train/std
-108.50793000000002,24.0,53,1803,96256,47,728.1308225631714,0.7554964125156403,1.0,46,0.008877410553395748,0.08426663279533386,0.001,1.0089141130447388
-94.41543,24.0,53,1842,98304,48,834.1028741836548,0.6835959553718567,1.0,47,0.007602283731102943,0.05694495514035225,0.001,1.0260677337646484
-76.49920999999999,24.0,53,1881,100352,49,752.3582046508789,0.7191129326820374,1.0,48,0.007582077290862799,0.07449734956026077,0.001,1.0039634704589844
-59.4137,24.0,53,1919,102400,50,594.6659116744995,0.7580450028181076,1.0,49,0.007395129185169935,0.060636140406131744,0.001,0.9951175451278687
-49.4424,24.0,53,1957,104448,51,487.60465850830076,0.7969339042901993,1.0,50,0.00732381921261549,0.06889043003320694,0.001,0.9999781250953674
-32.525270000000006,24.0,53,1995,106496,52,469.6104167938232,0.8061055094003677,1.0,51,0.008945513516664505,0.09687360376119614,0.001,1.0121912956237793
-17.86112,24.0,53,2033,108544,53,518.1014600753784,0.8089624792337418,1.0,52,0.007658039219677448,0.06546419858932495,0.001,1.0057941675186157
-11.142290000000001,24.0,53,2071,110592,54,544.2625310897827,0.8054708242416382,1.0,53,0.0082838861271739,0.07382325083017349,0.001,1.002691388130188
4.816739999999999,24.0,53,2108,112640,55,438.0641525268555,0.8290187865495682,1.0,54,0.008649603463709354,0.08245986700057983,0.001,0.9937179088592529
19.6103,24.0,53,2146,114688,56,393.7798650741577,0.8539039194583893,1.0,55,0.007667535915970802,0.06380274891853333,0.001,0.9896122217178345
35.26235,24.0,53,2183,116736,57,443.5978189468384,0.8484777510166168,1.0,56,0.008483338169753551,0.09350714087486267,0.001,1.001104474067688
53.06286,24.0,53,2221,118784,58,501.3500146865845,0.832874983549118,1.0,57,0.008388549089431763,0.08717954903841019,0.001,0.9852603673934937
69.11717999999999,24.0,53,2258,120832,59,509.43648796081544,0.8293642401695251,1.0,58,0.008678318001329899,0.0628458634018898,0.001,0.9958668351173401
89.68071999999998,24.0,53,2296,122880,60,403.87344732284544,0.8209776282310486,1.0,59,0.00875199493020773,0.05267255753278732,0.001,0.9918673038482666
105.46566000000001,24.0,53,2333,124928,61,492.13282165527346,0.8655950427055359,1.0,60,0.009045279584825039,0.09382583945989609,0.001,0.9923839569091797
111.97268,24.0,53,2370,126976,62,559.1425506591797,0.8573994338512421,1.0,61,0.008064072579145432,0.0825338140130043,0.001,0.9884049892425537
127.62258,24.0,53,2407,129024,63,475.20135107040403,0.8745099157094955,1.0,62,0.008339686319231987,0.08049023151397705,0.001,0.9803556799888611
143.99424000000002,24.0,53,2447,131072,64,452.3315719604492,0.8997761905193329,1.0,63,0.008158246986567974,0.09715307503938675,0.001,0.9811097979545593
159.08199,24.0,53,2486,133120,65,443.8519916534424,0.9075280278921127,1.0,64,0.00839422456920147,0.07820341736078262,0.001,0.983799397945404
175.51729999999995,24.0,53,2525,135168,66,451.57999458312986,0.9104324579238892,1.0,65,0.009086444973945618,0.06484484672546387,0.001,0.9819900989532471
189.82522,24.0,53,2563,137216,67,463.7590181350708,0.916172593832016,1.0,66,0.008374677039682865,0.08587029576301575,0.001,0.9799575805664062
197.85252,24.0,53,2602,139264,68,473.2063108444214,0.9190666601061821,1.0,67,0.007936296984553337,0.0790099948644638,0.001,0.9889616370201111
206.41394000000003,24.0,53,2639,141312,69,439.1252067565918,0.9230251237750053,1.0,68,0.008234996348619461,0.08364351838827133,0.001,0.9965830445289612
211.60513,24.0,53,2676,143360,70,367.35952615737915,0.9390381574630737,1.0,69,0.008766435086727142,0.06436975300312042,0.001,1.0023722648620605
218.731,24.0,53,2714,145408,71,328.03208408355715,0.9535369053483009,1.0,70,0.008153887465596199,0.07693669199943542,0.001,1.003943681716919
232.20977000000002,24.0,53,2752,147456,72,330.2366623878479,0.9537036381661892,1.0,71,0.008211302570998669,0.07975208759307861,0.001,1.0098381042480469
