time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,train/clip_fraction,train/entropy_loss,train/std,train/learning_rate,train/approx_kl,train/n_updates,train/clip_range,train/value_loss,train/explained_variance,train/loss,train/policy_gradient_loss
4566,120,-88.70638000000001,245760,24.0,53,0.235205078125,-14.736858171224593,0.9267362952232361,0.0003,0.017882153,1190,0.2,1190.414287853241,0.5477339327335358,318.6669921875,-0.0007419031680910848
4603,121,-74.66519,247808,24.0,53,0.23818359375,-14.712889128923416,0.9278686046600342,0.0003,0.024571452,1200,0.2,1132.9452447891235,0.5337940454483032,506.8084411621094,0.0018422614826704375
4642,122,-66.98804999999999,249856,24.0,53,0.218994140625,-14.72978965640068,0.9277511239051819,0.0003,0.022037264,1210,0.2,1128.4487882614135,0.46765440702438354,411.5825500488281,-0.008818818553118035
4680,123,-63.42732999999999,251904,24.0,53,0.24755859375,-14.719587922096252,0.9274098873138428,0.0003,0.018691892,1220,0.2,1136.79924659729,0.42857569456100464,799.1786499023438,-0.0041096091365034225
4719,124,-57.455920000000006,253952,24.0,53,0.15830078125,-14.714821547269821,0.9268321990966797,0.0003,0.011048737,1230,0.2,1169.0872159957885,0.40782278776168823,468.776611328125,-0.0029549919519922694
4757,125,-56.332119999999996,256000,24.0,53,0.171826171875,-14.676515147089958,0.9209463000297546,0.0003,0.01686739,1240,0.2,1166.8968263626098,0.39262527227401733,586.1124877929688,-0.004050133888085838
4795,126,-54.91647999999999,258048,24.0,53,0.24921875,-14.616191658377648,0.9176990389823914,0.0003,0.045624904,1250,0.2,1187.484637069702,0.38593196868896484,736.8097534179688,-0.0023626448935829105
4834,127,-49.05690999999999,260096,24.0,53,0.19990234375,-14.58543919324875,0.9148833751678467,0.0003,0.020538352,1260,0.2,1139.8378693580628,0.3703647255897522,570.6893920898438,-0.00746501326066209
4872,128,-44.34479,262144,24.0,53,0.206982421875,-14.54360673725605,0.9121841788291931,0.0003,0.015646959,1270,0.2,1010.4182713508606,0.34151679277420044,308.24542236328125,-0.011610802666109522
4910,129,-36.678580000000004,264192,24.0,53,0.21484375,-14.509748011827469,0.909390389919281,0.0003,0.022549363,1280,0.2,793.5642647743225,0.5353973805904388,295.92364501953125,-0.010686029081989545
4948,130,-27.850830000000002,266240,24.0,53,0.170703125,-14.50002454817295,0.9108906388282776,0.0003,0.014018789,1290,0.2,661.8889627933502,0.6019155383110046,242.0025177001953,-0.005589120501826983
4987,131,-19.46647,268288,24.0,53,0.158154296875,-14.498370623588562,0.9098079204559326,0.0003,0.013183923,1300,0.2,649.5160165786743,0.5555392503738403,412.72125244140625,-0.008780109212966635
5025,132,-9.43291,270336,24.0,53,0.202880859375,-14.502246588468552,0.9107626080513,0.0003,0.019129705,1310,0.2,662.6762998104095,0.5665296614170074,237.4986572265625,-0.009497568677761591
5064,133,-2.37868,272384,24.0,53,0.25703125,-14.491684931516648,0.9085322022438049,0.0003,0.034692664,1320,0.2,678.5221980094909,0.5485495626926422,369.2693786621094,-0.0023859897104557604
5103,134,6.342040000000001,274432,24.0,53,0.206396484375,-14.463414910435677,0.9064185619354248,0.0003,0.019676078,1330,0.2,708.5691736221313,0.5305040180683136,380.5896301269531,-0.007741913704376202
