time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,train/clip_fraction,train/entropy_loss,train/std,train/learning_rate,train/approx_kl,train/n_updates,train/clip_range,train/value_loss,train/explained_variance,train/loss,train/policy_gradient_loss
5143,135,14.340120000000002,276480,24.0,53,0.23447265625,-14.453912499547005,0.906341552734375,0.0003,0.014412373,1340,0.2,693.5118081569672,0.5484544932842255,297.5751037597656,-0.009030067618004978
5183,136,22.26688,278528,24.0,53,0.223876953125,-14.428749006986617,0.9027562737464905,0.0003,0.016464029,1350,0.2,734.6601120471954,0.48834747076034546,483.4154357910156,-0.008927191184193361
5221,137,28.850130000000004,280576,24.0,53,0.22216796875,-14.41988251209259,0.9044581055641174,0.0003,0.033316705,1360,0.2,722.7985806941986,0.4913598299026489,332.0008544921875,-0.005457382807799149
5261,138,37.65862,282624,24.0,53,0.206982421875,-14.430406492948531,0.9056462645530701,0.0003,0.030834492,1370,0.2,773.0062295913697,0.5124410092830658,319.27886962890625,-0.005889997161284554
5299,139,46.8512,284672,24.0,53,0.2224609375,-14.432621562480927,0.9050081372261047,0.0003,0.015238104,1380,0.2,788.9269234657288,0.49654096364974976,271.6895751953125,-0.008259893814101815
5336,140,53.20248000000001,286720,24.0,53,0.18798828125,-14.427928909659386,0.9049186110496521,0.0003,0.01809058,1390,0.2,837.0595381259918,0.49843132495880127,369.7434997558594,-0.005370577395660802
5375,141,59.53075,288768,24.0,53,0.191357421875,-14.43415138721466,0.9060260653495789,0.0003,0.023193296,1400,0.2,862.5599098205566,0.46551787853240967,360.01812744140625,-0.008872859429538948
5414,142,73.35904,290816,24.0,53,0.19658203125,-14.434308508038521,0.906039834022522,0.0003,0.015308112,1410,0.2,847.4667726516724,0.5115689039230347,291.2443542480469,-0.006908244684018428
5452,143,80.89622,292864,24.0,53,0.17978515625,-14.438232064247131,0.9049964547157288,0.0003,0.026869655,1420,0.2,966.1678285598755,0.5197186768054962,287.6665344238281,-0.010402586882992181
5490,144,85.47875999999998,294912,24.0,53,0.25,-14.425767123699188,0.9041003584861755,0.0003,0.022590354,1430,0.2,973.8957950592041,0.5055925846099854,474.7802429199219,-0.009829480474581941
5531,145,94.34891999999998,296960,24.0,53,0.16025390625,-14.403146982192993,0.9023536443710327,0.0003,0.019242033,1440,0.2,983.2867038726806,0.5184185802936554,356.64593505859375,-0.006049389200052246
5569,146,97.05194999999999,299008,24.0,53,0.201611328125,-14.364969250559806,0.8975773453712463,0.0003,0.01455217,1450,0.2,930.770045375824,0.5910545289516449,475.4230041503906,-0.0034852685101213867
5607,147,103.12212,301056,24.0,53,0.198583984375,-14.334270459413528,0.8967394232749939,0.0003,0.025324356,1460,0.2,929.2050965309143,0.6113831698894501,324.61749267578125,-0.008563665114343167
5645,148,106.52146,303104,24.0,53,0.27216796875,-14.326561638712883,0.8962593674659729,0.0003,0.06599915,1470,0.2,910.6078436851501,0.6569137871265411,373.3067626953125,0.000884393039450515
5683,149,109.53213,305152,24.0,53,0.14189453125,-14.314766946434975,0.8946108222007751,0.0003,0.010420576,1480,0.2,840.6931638717651,0.6545698642730713,247.36204528808594,-0.010635933683079201
5722,150,114.89125,307200,24.0,53,0.139501953125,-14.301276829838752,0.8925748467445374,0.0003,0.018884607,1490,0.2,692.2854937076569,0.7463038861751556,401.6107482910156,-0.008457766396168154
5760,151,120.25263000000001,309248,24.0,53,0.204638671875,-14.279171502590179,0.8915190100669861,0.0003,0.021780767,1500,0.2,710.5414559364319,0.7435630857944489,361.1824645996094,-0.011481969401938841
5801,152,122.54560999999998,311296,24.0,53,0.12529296875,-14.29002479314804,0.8939546942710876,0.0003,0.016134057,1510,0.2,726.4633274555206,0.7648392170667648,415.22076416015625,-0.0017109449559939093
5839,153,125.18654000000002,313344,24.0,53,0.16025390625,-14.302908885478974,0.8932886719703674,0.0003,0.013710514,1520,0.2,694.871251630783,0.7860655039548874,372.0614929199219,-0.009246140939649195
5877,154,125.60425,315392,24.0,53,0.237841796875,-14.3005150526762,0.8931713104248047,0.0003,0.08117026,1530,0.2,690.2691276550293,0.7953663766384125,461.8564758300781,0.005427402303030249
5915,155,129.81977,317440,24.0,53,0.18271484375,-14.29033836722374,0.8912851810455322,0.0003,0.03942374,1540,0.2,623.0845405101776,0.8166100680828094,157.84344482421875,-0.00771575584076345
5954,156,135.96251999999998,319488,24.0,53,0.1837890625,-14.269928640127182,0.8898776769638062,0.0003,0.045794763,1550,0.2,600.0211379051209,0.8348379582166672,231.66787719726562,-0.00623414504370885
5992,157,143.20636,321536,24.0,53,0.202001953125,-14.253416869044305,0.8882333636283875,0.0003,0.016252931,1560,0.2,633.2769611358642,0.8378937095403671,313.26434326171875,-0.014028257213067264
6030,158,146.36527,323584,24.0,53,0.1662109375,-14.241293826699257,0.8883352875709534,0.0003,0.015741881,1570,0.2,669.0556664943695,0.8373134285211563,347.5433044433594,-0.00552714274963364
6068,159,148.26309,325632,24.0,53,0.18154296875,-14.231932309269904,0.887223482131958,0.0003,0.052446436,1580,0.2,593.5207880496979,0.8462410718202591,289.41485595703125,-0.004462915771000553
6107,160,152.22065000000003,327680,24.0,53,0.165380859375,-14.218828645348548,0.8863587975502014,0.0003,0.036648266,1590,0.2,494.09150819778444,0.8821224644780159,130.07847595214844,-0.008585239591775462
6145,161,153.32745,329728,24.0,53,0.1822265625,-14.210706669092179,0.8862844109535217,0.0003,0.022563724,1600,0.2,512.4790968418122,0.8871330469846725,80.58422088623047,0.005847130733309313
6183,162,158.75582,331776,24.0,53,0.213134765625,-14.213834792375565,0.8863840699195862,0.0003,0.017242406,1610,0.2,487.23639450073244,0.8933346197009087,290.53582763671875,-0.004954267823632108
6222,163,162.94970999999998,333824,24.0,53,0.162890625,-14.217833340168,0.8874767422676086,0.0003,0.021390673,1620,0.2,495.3448020219803,0.8983352705836296,100.01022338867188,-0.004800556367263198
6260,164,169.38846,335872,24.0,53,0.18095703125,-14.196302449703216,0.8831548094749451,0.0003,0.12983584,1630,0.2,497.13522894382476,0.9042884707450867,190.83944702148438,0.014401455625193193
6297,165,175.57344999999998,337920,24.0,53,0.17822265625,-14.162258586287498,0.8816635608673096,0.0003,0.12935966,1640,0.2,529.3913497447968,0.9087402299046516,140.50462341308594,0.0063777753748581745
6335,166,177.16177999999996,339968,24.0,53,0.182568359375,-14.159684273600579,0.8827669024467468,0.0003,0.029782489,1650,0.2,535.2678199291229,0.9090801328420639,68.44230651855469,-0.004405477404361591
6373,167,180.82883,342016,24.0,53,0.185595703125,-14.159939941763877,0.881758451461792,0.0003,0.02115348,1660,0.2,521.6827115535737,0.9129239246249199,173.92547607421875,-0.011983220794354566
6410,168,180.64032000000003,344064,24.0,53,0.217724609375,-14.144851955771447,0.8803591132164001,0.0003,0.026935037,1670,0.2,520.8561120033264,0.9168030396103859,231.7158660888672,-0.007899367770005484
6447,169,184.60046999999997,346112,24.0,53,0.16171875,-14.130573850870132,0.8796522617340088,0.0003,0.02153461,1680,0.2,467.3432627916336,0.9234123528003693,366.1075744628906,-0.004959132176009007
6486,170,190.53721,348160,24.0,53,0.20380859375,-14.138365462422371,0.8814907670021057,0.0003,0.03118121,1690,0.2,466.874585723877,0.9287920445203781,267.05908203125,-0.004901491451892071
6523,171,193.17082999999994,350208,24.0,53,0.189501953125,-14.145176556706428,0.8804239630699158,0.0003,0.030844634,1700,0.2,498.43550808429717,0.9248837679624557,340.9173278808594,-0.004681759569211863
6561,172,196.31549000000004,352256,24.0,53,0.250634765625,-14.131862351298333,0.879474401473999,0.0003,0.12996453,1710,0.2,473.64701747894287,0.9300272390246391,240.98577880859375,0.011338608963706065
6601,173,199.27576999999997,354304,24.0,53,0.19326171875,-14.133779615163803,0.8814809322357178,0.0003,0.054210953,1720,0.2,469.86812982559206,0.9316675961017609,215.65560913085938,-0.0014689772651763633
6640,174,204.91187,356352,24.0,53,0.17265625,-14.147377696633338,0.8811902403831482,0.0003,0.044804826,1730,0.2,492.37092728614806,0.9284008368849754,334.2255859375,-0.0012630601559067145
6679,175,207.60727000000003,358400,24.0,53,0.1908203125,-14.144954761862754,0.8803805708885193,0.0003,0.044853006,1740,0.2,437.0535267353058,0.9334449619054794,227.71060180664062,-0.00948008318846405
6719,176,209.99461999999997,360448,24.0,53,0.172412109375,-14.135410061478614,0.880257785320282,0.0003,0.031796157,1750,0.2,442.1189772605896,0.9402173273265362,171.99981689453125,-0.005771202065807302
6758,177,215.72630999999998,362496,24.0,53,0.23134765625,-14.140125933289529,0.8808055520057678,0.0003,0.04102475,1760,0.2,386.159851026535,0.9476498179137707,162.62818908691406,-0.004435379212372937
6796,178,218.36147999999997,364544,24.0,53,0.20107421875,-14.140945845842362,0.8798248171806335,0.0003,0.038808104,1770,0.2,371.85649094581606,0.953750241547823,167.63839721679688,-0.004458049762615701
6834,179,223.58075,366592,24.0,53,0.190283203125,-14.141000148653983,0.881016194820404,0.0003,0.14669465,1780,0.2,375.8756265878677,0.9532975777983665,252.79017639160156,-0.006708792224526405
6872,180,227.9149,368640,24.0,53,0.196728515625,-14.150795406103134,0.8813638091087341,0.0003,0.021628305,1790,0.2,389.0075790166855,0.9519888460636139,175.0653076171875,-0.005109370578429662
6911,181,232.10078,370688,24.0,53,0.18681640625,-14.14233792424202,0.879479169845581,0.0003,0.114626125,1800,0.2,389.5663773059845,0.9516161344945431,365.97198486328125,-0.0037942496790492443
6949,182,235.5106,372736,24.0,53,0.197509765625,-14.120117625594139,0.8777428269386292,0.0003,0.038498923,1810,0.2,362.46696577072146,0.9562287107110023,299.19647216796875,-0.008146865895832888
6988,183,241.28479000000004,374784,24.0,53,0.244140625,-14.11405552327633,0.878659188747406,0.0003,0.03888204,1820,0.2,357.6889715909958,0.9582330100238323,191.70965576171875,-0.008019521090318449
7027,184,244.83181000000002,376832,24.0,53,0.177197265625,-14.137451896071434,0.8817093372344971,0.0003,0.067554235,1830,0.2,357.1024391889572,0.9582849815487862,113.86463928222656,-0.005439996444329154
7065,185,245.00277999999997,378880,24.0,53,0.189111328125,-14.14429630637169,0.8802700042724609,0.0003,0.10404797,1840,0.2,347.6248905658722,0.9616547413170338,133.39956665039062,-0.007646577307605184
7102,186,249.2671,380928,24.0,53,0.2375,-14.127047914266587,0.8778579235076904,0.0003,0.05925096,1850,0.2,345.6460463285446,0.962419830262661,197.71583557128906,-0.012603790526918601
7141,187,252.55808000000002,382976,24.0,53,0.166650390625,-14.11808809041977,0.8787875771522522,0.0003,0.046261568,1860,0.2,338.51018397808076,0.9593109413981438,197.9753875732422,-0.005023087013978511
7180,188,257.59442,385024,24.0,53,0.212548828125,-14.117998984456062,0.8784325122833252,0.0003,0.03696801,1870,0.2,323.21215028762816,0.963759358972311,184.57945251464844,-0.011261428151919972
7218,189,258.44865,387072,24.0,53,0.212158203125,-14.109323719143868,0.8770706653594971,0.0003,0.10196513,1880,0.2,313.7482217669487,0.9646556302905083,48.863563537597656,-0.00812520976032829
7258,190,262.98081,389120,24.0,53,0.26484375,-14.097268402576447,0.876543402671814,0.0003,0.27196538,1890,0.2,278.65444428920745,0.969915084540844,82.33607482910156,0.010858569131232797
7297,191,268.18437,391168,24.0,53,0.272705078125,-14.092489781975747,0.8762776851654053,0.0003,0.08060785,1900,0.2,284.5895794868469,0.9704188127070665,83.36705780029297,-0.001559465406171512
7336,192,274.62212,393216,24.0,53,0.247607421875,-14.088816696405411,0.8762127161026001,0.0003,0.016165487,1910,0.2,271.0383974790573,0.9716823361814022,156.9207000732422,-0.004260661345324479
7374,193,276.13745,395264,24.0,53,0.206787109375,-14.08405434191227,0.8749127984046936,0.0003,0.076692864,1920,0.2,291.4362502336502,0.969088438898325,98.21578979492188,-0.001921558289177483
7413,194,279.67426,397312,24.0,53,0.203857421875,-14.060014951229096,0.8729656338691711,0.0003,0.032136757,1930,0.2,269.79532542228696,0.9719625543802977,74.99623107910156,0.006604491521284217
7452,195,285.09584,399360,24.0,53,0.210888671875,-14.038064229488374,0.8712984323501587,0.0003,0.020204306,1940,0.2,257.69690572023393,0.9729022439569235,154.75961303710938,-0.006293782113061752
7491,196,288.91643,401408,24.0,53,0.189208984375,-14.029970520734787,0.8718103766441345,0.0003,0.081854165,1950,0.2,261.03484399318694,0.972911698743701,119.43644714355469,-0.006125124802929349
7529,197,296.8377,403456,24.0,53,0.33603515625,-14.016393351554871,0.8694868683815002,0.0003,0.42792946,1960,0.2,259.001771068573,0.9747125152498484,127.15386962890625,0.0210013291973155
7568,198,302.33065999999997,405504,24.0,53,0.239599609375,-14.000045657157898,0.8694843649864197,0.0003,0.08675352,1970,0.2,279.3420419454575,0.9734216760843992,130.35952758789062,-0.0014793998474488036
7606,199,312.16023999999993,407552,24.0,53,0.27236328125,-14.003610381484032,0.870015561580658,0.0003,0.14726907,1980,0.2,275.0073944807053,0.9747652895748615,118.85580444335938,0.022046184493228795
7644,200,317.02004999999997,409600,24.0,53,0.267236328125,-13.99612174332142,0.868110716342926,0.0003,0.22094986,1990,0.2,320.8946355342865,0.9712231531739235,155.07969665527344,0.019025644120119978
7684,201,322.1766,411648,24.0,53,0.194091796875,-13.970083150267602,0.8664628863334656,0.0003,0.029540427,2000,0.2,318.1095057010651,0.9727524816989899,148.3587646484375,-0.008573031181003898
7723,202,329.12269999999995,413696,24.0,53,0.147314453125,-13.955207937955857,0.8656482100486755,0.0003,0.1357302,2010,0.2,334.17395474910734,0.9685730785131454,156.97085571289062,-0.003347141429549083
7761,203,330.38095,415744,24.0,53,0.20185546875,-13.939766454696656,0.8635099530220032,0.0003,0.19344291,2020,0.2,354.485147857666,0.9676496870815754,177.8246307373047,-0.0033136756988824344
7800,204,332.75628000000006,417792,24.0,53,0.227001953125,-13.941542229056358,0.8658197522163391,0.0003,0.08200735,2030,0.2,318.299923992157,0.9709048122167587,109.85816192626953,0.003178545823902823
7838,205,340.47015000000005,419840,24.0,53,0.24658203125,-13.925735992193221,0.8616265654563904,0.0003,0.069997504,2040,0.2,282.8624806404114,0.9752642288804054,105.92202758789062,-0.010851815091155004
7876,206,347.1839,421888,24.0,53,0.327294921875,-13.902811923623085,0.8624288439750671,0.0003,0.118098125,2050,0.2,306.0563026428223,0.9744554962962866,153.8761444091797,0.02414601767959539
7915,207,351.19888,423936,24.0,53,0.232470703125,-13.905176502466201,0.8618031144142151,0.0003,0.028324937,2060,0.2,322.1796622276306,0.975887842476368,115.32872009277344,-0.005743371669086628
7954,208,350.7225499999999,425984,24.0,53,0.21337890625,-13.874288287758826,0.8578476309776306,0.0003,0.03937956,2070,0.2,330.55036997795105,0.973671980202198,109.26295471191406,0.004804330917249899
7993,209,354.75239999999997,428032,24.0,53,0.17333984375,-13.850199943780899,0.8573706150054932,0.0003,0.01915485,2080,0.2,296.70806369781496,0.9763507321476936,318.6995849609375,-0.0047987815240048805
8031,210,360.37041,430080,24.0,53,0.191796875,-13.84221167564392,0.8572816848754883,0.0003,0.021155622,2090,0.2,287.088383436203,0.977638578042388,169.8563232421875,0.00020812636066693812
8070,211,361.9015800000001,432128,24.0,53,0.1890625,-13.83992235660553,0.8578293323516846,0.0003,0.02627724,2100,0.2,284.40046327114106,0.9783294014632702,82.6089859008789,-0.005919529694801895
8109,212,366.13593999999995,434176,24.0,53,0.16953125,-13.831797412037849,0.8568577170372009,0.0003,0.16938134,2110,0.2,287.4322777032852,0.9782409854233265,179.74281311035156,-0.0013267976581119
8147,213,369.1804899999999,436224,24.0,53,0.258544921875,-13.81891396343708,0.8549508452415466,0.0003,0.0618806,2120,0.2,269.9000180482864,0.9798744712024927,146.0817108154297,0.0004535998887149617
8187,214,371.57961,438272,24.0,53,0.185693359375,-13.797960484027863,0.8533845543861389,0.0003,0.02927432,2130,0.2,287.1760140895843,0.9760293662548065,60.577850341796875,-0.009159371545683826
8225,215,374.58954,440320,24.0,53,0.213134765625,-13.782676324248314,0.8520889282226562,0.0003,0.017882269,2140,0.2,284.23541564941405,0.9774662796407938,118.9755630493164,-0.0025743837089976297
8263,216,380.34051000000005,442368,24.0,53,0.172216796875,-13.765497425198555,0.8505857586860657,0.0003,0.037917413,2150,0.2,261.2057267904282,0.9795890729874372,88.04054260253906,-0.0034844688576413318
8301,217,384.37658000000005,444416,24.0,53,0.17607421875,-13.759289973974228,0.8509925603866577,0.0003,0.05579009,2160,0.2,251.11620693206788,0.9804727863520384,97.25395965576172,-0.010040661091625224
8341,218,386.35026999999997,446464,24.0,53,0.2052734375,-13.745868149399758,0.8495018482208252,0.0003,0.04201544,2170,0.2,238.9960856795311,0.9826633743941784,168.8013153076172,-0.00477437255467521
8378,219,390.85371999999995,448512,24.0,53,0.2515625,-13.73332801759243,0.8488819599151611,0.0003,0.052663896,2180,0.2,223.9605167865753,0.9834335092455149,109.56873321533203,-0.0027174145900062284
8417,220,396.7795400000001,450560,24.0,53,0.221435546875,-13.737808248400688,0.8498719930648804,0.0003,0.23905352,2190,0.2,231.8975611925125,0.9835468232631683,139.47833251953125,2.7289359422866255e-05
8455,221,400.09918,452608,24.0,53,0.190966796875,-13.760577887296677,0.8515217304229736,0.0003,0.02053468,2200,0.2,229.51583676338197,0.984144551679492,117.78252410888672,-0.006763549937750213
8493,222,407.34384000000006,454656,24.0,53,0.198193359375,-13.766282412409783,0.8518852591514587,0.0003,0.072687805,2210,0.2,223.03548941612243,0.9837132766842842,33.60334396362305,-0.008477362602570792
8532,223,409.21846000000005,456704,24.0,53,0.196533203125,-13.754893687367439,0.8495404720306396,0.0003,0.06473172,2220,0.2,235.86441779136658,0.9839964304119349,103.2564926147461,-0.006298872188199312
8571,224,414.47638,458752,24.0,53,0.196875,-13.72371023595333,0.847334086894989,0.0003,0.04135612,2230,0.2,247.6640328168869,0.9804453831166029,88.82472229003906,-0.004081112286803546
8609,225,415.3848699999999,460800,24.0,53,0.189453125,-13.682737371325493,0.8435109853744507,0.0003,0.14886111,2240,0.2,232.32429914474488,0.9844325482845306,92.00414276123047,-0.0012007242781692184
8648,226,418.85790000000003,462848,24.0,53,0.24501953125,-13.661272278428077,0.8436509966850281,0.0003,0.10489314,2250,0.2,217.05451335906983,0.9852619646117091,90.59920501708984,0.0013986773919896223
8686,227,417.9772600000001,464896,24.0,53,0.18115234375,-13.654317891597747,0.8414201736450195,0.0003,0.017584879,2260,0.2,223.69138576984406,0.9826283063739538,132.26861572265625,-0.0043375356508477125
8725,228,420.43646,466944,24.0,53,0.2623046875,-13.637917268276215,0.8421997427940369,0.0003,0.089017496,2270,0.2,196.60162031650543,0.9855792233720422,46.26490783691406,0.003904826178768417
8763,229,422.77615,468992,24.0,53,0.20390625,-13.638471937179565,0.8413133025169373,0.0003,0.1601533,2280,0.2,185.84225528240205,0.9874201966449618,110.79031372070312,-0.0012550421408377588
8801,230,422.24043,471040,24.0,53,0.2494140625,-13.620815819501876,0.8393270373344421,0.0003,0.1264875,2290,0.2,175.86756432056427,0.9887670390307903,88.52430725097656,-0.0015399886906379834
8840,231,427.66569,473088,24.0,53,0.182373046875,-13.621374356746674,0.8416232466697693,0.0003,0.04015503,2300,0.2,152.73401317596435,0.9895367128774524,73.41903686523438,-0.00326432323345216
8879,232,433.56809999999984,475136,24.0,53,0.22998046875,-13.625932663679123,0.8401380181312561,0.0003,0.113233924,2310,0.2,175.25762917995453,0.9886916894465685,57.280677795410156,-0.002350388684135396
8917,233,433.94929000000013,477184,24.0,53,0.16982421875,-13.605241683125495,0.838365375995636,0.0003,0.021635111,2320,0.2,163.07684185504914,0.9895135052502155,88.38726043701172,-0.002446327678626403
8955,234,436.22677,479232,24.0,53,0.246728515625,-13.588115984201432,0.8376079201698303,0.0003,0.06813419,2330,0.2,155.8194462776184,0.9892085865139961,74.76493072509766,0.0071375641724444
8992,235,441.2635399999999,481280,24.0,53,0.220361328125,-13.58821958899498,0.838483989238739,0.0003,0.017790461,2340,0.2,158.83011109828948,0.9901162041351199,78.7371826171875,-0.003696607936581131
9031,236,443.6267399999999,483328,24.0,53,0.226953125,-13.58189050257206,0.8369559645652771,0.0003,0.08492373,2350,0.2,169.00844155550004,0.9892459036782384,78.6653060913086,0.0056273770169354975
9072,237,445.4058599999999,485376,24.0,53,0.221142578125,-13.56807328760624,0.836764395236969,0.0003,0.075201824,2360,0.2,172.73929781913756,0.9886357393115759,100.3331527709961,-0.0036393724207300694
9111,238,444.33222,487424,24.0,53,0.222607421875,-13.564570528268813,0.8355082869529724,0.0003,0.04608191,2370,0.2,169.17616164684296,0.9892582707107067,66.4493637084961,-0.002452749932126608
9149,239,445.09318,489472,24.0,53,0.188427734375,-13.545633831620217,0.8334932923316956,0.0003,0.041309554,2380,0.2,162.78109481334687,0.9891268480569124,81.14209747314453,-0.011213144120119978
9188,240,452.21770000000004,491520,24.0,53,0.222607421875,-13.518858942389489,0.8318451046943665,0.0003,0.02204338,2390,0.2,138.25874707698821,0.9905563713982701,91.58679962158203,0.005100582449813373
9226,241,453.4121199999999,493568,24.0,53,0.1705078125,-13.508808264136315,0.8313432931900024,0.0003,0.024356844,2400,0.2,156.14555728435516,0.989282414317131,76.19600677490234,-0.006876763748005032
9264,242,458.0408,495616,24.0,53,0.220654296875,-13.50209662616253,0.831780195236206,0.0003,0.10865651,2410,0.2,149.50397794246675,0.9908185200765729,63.90550994873047,-0.0016028141879360191
9301,243,461.0212999999999,497664,24.0,53,0.19716796875,-13.509114360809326,0.8321943879127502,0.0003,0.15605114,2420,0.2,147.78925802707673,0.9908996913582087,70.80854797363281,-0.0024555371390306393
9339,244,464.47732999999994,499712,24.0,53,0.151513671875,-13.504696795344353,0.8307110071182251,0.0003,0.061877385,2430,0.2,138.27638300657273,0.9917401941493154,85.57561492919922,-0.0028013026152621024
9378,245,467.36762999999996,501760,24.0,53,0.215625,-13.485209456086158,0.8296157717704773,0.0003,0.05899218,2440,0.2,137.96957137584687,0.9919292852282524,51.657264709472656,0.0026520749903284012
9417,246,457.00014000000004,503808,24.0,53,0.228173828125,-13.462190887331962,0.8272789120674133,0.0003,0.67462015,2450,0.2,139.0878809928894,0.9907277822494507,57.711708068847656,0.027750968375767116
9456,247,468.79555000000005,505856,24.0,53,0.30556640625,-13.439961779117585,0.8260824680328369,0.0003,1.0765266,2460,0.2,112.19868782758712,0.9904122166335583,56.22879409790039,0.020107036095578224
9496,248,478.18356,507904,24.0,53,0.282421875,-13.41987487077713,0.8243159651756287,0.0003,0.064749606,2470,0.2,125.29498031139374,0.9923619613982737,70.54219818115234,0.014382917631883175
9536,249,480.7223999999999,509952,24.0,53,0.210107421875,-13.408877944946289,0.8247081637382507,0.0003,0.24215743,2480,0.2,134.42170445919038,0.9915931019932032,92.78016662597656,-0.0003436767314269673
9576,250,490.9854900000001,512000,24.0,53,0.2427734375,-13.405932247638702,0.8235843181610107,0.0003,0.22713104,2490,0.2,133.49472092390062,0.9924904638901353,55.55443572998047,0.004132407611177768
9615,251,493.26484999999985,514048,24.0,53,0.23232421875,-13.386245828866958,0.821786105632782,0.0003,0.09473017,2500,0.2,141.88740599155426,0.9925852073356509,72.3253173828125,0.004485944149200805
9654,252,496.99321999999984,516096,24.0,53,0.20625,-13.36260577738285,0.8201391100883484,0.0003,0.08056806,2510,0.2,142.06384699344636,0.9923210935667157,63.06418991088867,-0.0010586618242086842
9693,253,499.51671999999996,518144,24.0,53,0.194189453125,-13.354742342233658,0.820781946182251,0.0003,0.0765686,2520,0.2,154.30055956840516,0.9917979268357158,85.82703399658203,0.0014727874076925218
9731,254,502.54258000000004,520192,24.0,53,0.22138671875,-13.366005989909173,0.8209974765777588,0.0003,0.087606125,2530,0.2,153.98518801927565,0.9917434649541974,61.84012985229492,-0.002422117163951043
9771,255,501.9598,522240,24.0,53,0.218994140625,-13.35502395927906,0.8198438882827759,0.0003,0.06530513,2540,0.2,143.9166162610054,0.9916881565004587,60.07715606689453,-0.0005100554146338255
9810,256,505.30992000000003,524288,24.0,53,0.213134765625,-13.33932792544365,0.8183090686798096,0.0003,0.05618672,2550,0.2,136.84447288513184,0.9921462619677186,37.20191955566406,-2.6283051556674764e-05
9849,257,509.32543999999984,526336,24.0,53,0.195849609375,-13.313675209879875,0.8160886764526367,0.0003,0.0404092,2560,0.2,127.92745524644852,0.9929793807677925,67.20220184326172,0.0011584802534343908
9888,258,513.89333,528384,24.0,53,0.209765625,-13.307563364505768,0.8170387744903564,0.0003,0.10341845,2570,0.2,124.84243605136871,0.9934924324043095,73.90898895263672,0.00029491627792594955
9927,259,513.6358100000001,530432,24.0,53,0.187548828125,-13.308458536863327,0.8163498044013977,0.0003,0.031042872,2580,0.2,143.23105690479278,0.9923600233159959,52.02063751220703,-0.002278781270433683
9966,260,516.4525600000001,532480,24.0,53,0.247265625,-13.28813407421112,0.8142492771148682,0.0003,0.054011103,2590,0.2,121.11744844913483,0.9937434387393296,56.58591842651367,0.0029874080268200488
10005,261,515.02945,534528,24.0,53,0.195166015625,-13.276682582497596,0.814422607421875,0.0003,0.057256095,2600,0.2,121.34163600206375,0.9936628555878997,65.48005676269531,0.002206032955291448
10044,262,519.72104,536576,24.0,53,0.265673828125,-13.281458446383477,0.815046489238739,0.0003,0.11013949,2610,0.2,113.92472050189971,0.9939269996248186,61.574886322021484,0.01359162046283018
10083,263,520.1385600000001,538624,24.0,53,0.22578125,-13.278453454375267,0.8132286071777344,0.0003,0.11415058,2620,0.2,118.34051288366318,0.9934786623343825,64.82522583007812,0.005788887049129698
10122,264,521.4372200000001,540672,24.0,53,0.22119140625,-13.268276184797287,0.8142327666282654,0.0003,0.1348433,2630,0.2,112.3594818353653,0.9935831832699478,61.072654724121094,0.011538098772871309
10161,265,523.88233,542720,24.0,53,0.1798828125,-13.269005846977233,0.8127754330635071,0.0003,0.04072603,2640,0.2,115.48026642799377,0.9938573744148016,54.40366744995117,0.0006995415140409022
10199,266,527.93295,544768,24.0,53,0.212353515625,-13.256458014249802,0.8130664229393005,0.0003,0.023691244,2650,0.2,120.5500073671341,0.9936062376946211,76.59246063232422,-0.0046133951102092395
10238,267,530.01554,546816,24.0,53,0.2060546875,-13.276778203248977,0.8148766160011292,0.0003,0.051165737,2660,0.2,114.31568820476532,0.9928421252407134,60.02482604980469,-0.008318926785432269
10276,268,542.1105400000001,548864,24.0,53,0.328076171875,-13.288990771770477,0.8150733709335327,0.0003,0.3273626,2670,0.2,121.46499407291412,0.9935928047634661,41.42829895019531,0.0314033266477054
10315,269,545.38727,550912,24.0,53,0.21103515625,-13.2931622505188,0.8146455883979797,0.0003,0.11118227,2680,0.2,139.03209394216537,0.9931947533041239,47.78281784057617,0.0007004284518188797
10353,270,549.49169,552960,24.0,53,0.2357421875,-13.281182831525802,0.8134914636611938,0.0003,0.084232405,2690,0.2,147.51095561981202,0.9929667804390192,67.830322265625,0.008089038620528299
10393,271,551.7296,555008,24.0,53,0.223193359375,-13.25672115087509,0.8115916848182678,0.0003,0.15301286,2700,0.2,148.274081158638,0.9928914261981845,72.6294174194336,-0.0031193339862511495
10430,272,553.25914,557056,24.0,53,0.278955078125,-13.247146254777908,0.8120851516723633,0.0003,0.051255338,2710,0.2,146.4985183596611,0.9918594313785434,89.58049011230469,0.010440394832403398
10468,273,554.14184,559104,24.0,53,0.205029296875,-13.25408357679844,0.8129722476005554,0.0003,0.14516848,2720,0.2,145.20913331508638,0.9930223487317562,52.345054626464844,-0.0006575203595275525
10507,274,559.5672299999999,561152,24.0,53,0.200537109375,-13.258380609750748,0.8124328255653381,0.0003,0.054751694,2730,0.2,143.05866353511811,0.9932953212410212,70.68395233154297,-0.0006527891644509509
10546,275,558.8789,563200,24.0,53,0.281298828125,-13.247701743245125,0.8120243549346924,0.0003,0.11559966,2740,0.2,151.7529921889305,0.992030393332243,81.92164611816406,0.02415788372163661
