train/n_updates,train/learning_rate,train/explained_variance,train/entropy_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/value_loss,train/policy_loss,time/iterations,rollout/ep_rew_mean,train/std,time/fps
109099,0.0007,0,-17.25543785,24,10406,545500,8019.09082,-1456.96167,109100,-204.52832,1.177779675,52
109199,0.0007,0,-17.24822807,24,10416,546000,5277.439941,-1070.44458,109200,-206.95172,1.17715919,52
109299,0.0007,0,-17.24297905,24,10426,546500,1938.479858,-708.2567139,109300,-205.74318,1.176273227,52
109399,0.0007,0.842906177,-17.25642014,24,10435,547000,600.7476807,313.4246826,109400,-204.84899,1.177950621,52
109499,0.0007,0.9490165,-17.27401352,24,10444,547500,58.91114044,76.70033264,109500,-197.76065,1.180442333,52
109599,0.0007,-1.455637455,-17.26537132,24,10454,548000,144254.9219,4185.789551,109600,-187.01674,1.179341197,52
109699,0.0007,0.00235045,-17.29655838,24,10463,548500,5362.203613,-1092.864624,109700,-171.3686,1.182677507,52
109799,0.0007,1.19E-07,-17.35840225,24,10473,549000,3528.340576,-947.7566528,109800,-159.27237,1.189411879,52
109899,0.0007,0,-17.30737877,24,10482,549500,1853.030273,-753.9910889,109900,-148.79977,1.184842706,52
109999,0.0007,0.834605083,-17.34024239,24,10492,550000,288.3822632,-122.3985138,110000,-145.7846,1.188950777,52
110099,0.0007,0.971636578,-17.32380867,24,10501,550500,413.3148804,344.769928,110100,-136.96325,1.186922908,52
110199,0.0007,-1.296956778,-17.35884285,24,10510,551000,147066.3281,3964.568848,110200,-136.20501,1.190067768,52
110299,0.0007,0,-17.39149094,24,10520,551500,6956.070313,-1261.515503,110300,-140.27056,1.194069982,52
110399,0.0007,-1.31E-06,-17.3891449,24,10529,552000,4066.374268,-1060.081177,110400,-138.01427,1.193498731,52
110499,0.0007,-4.05E-06,-17.41355324,24,10539,552500,1793.266235,-734.2987061,110500,-135.32629,1.196208954,52
110599,0.0007,0.849786952,-17.43071365,24,10549,553000,228.1938782,-45.28242111,110600,-145.79033,1.19821918,52
110699,0.0007,0.819320738,-17.42762756,24,10558,553500,1232.38501,566.2994385,110700,-155.23792,1.197422028,52
110799,0.0007,-1.346275091,-17.46236992,24,10568,554000,147977.5,4708.618164,110800,-162.63365,1.201764464,52
110899,0.0007,-1.19E-07,-17.44462013,24,10578,554500,8159.941406,-1341.16748,110900,-177.16165,1.199740171,52
110999,0.0007,0,-17.45645332,24,10588,555000,4364.315918,-1114.842041,111000,-190.12471,1.200611949,52
111099,0.0007,0,-17.45266151,24,10597,555500,2543.799072,-826.0784302,111100,-197.87678,1.200682163,52
111199,0.0007,0.926441878,-17.46788788,24,10608,556000,122.2791595,95.70613861,111200,-196.71433,1.202289701,52
111299,0.0007,0.932691127,-17.47970963,24,10618,556500,343.3788452,304.5783691,111300,-200.57066,1.203096151,52
111399,0.0007,-1.129884958,-17.43201828,24,10628,557000,153533.1563,4176.933105,111400,-206.3129,1.197856069,52
111499,0.0007,0,-17.46828842,24,10638,557500,8409.06543,-1544.08252,111500,-211.60851,1.201807022,52
111599,0.0007,0,-17.49335861,24,10648,558000,5340.531738,-1086.661377,111600,-215.01884,1.204508781,52
111699,0.0007,0,-17.47624207,24,10657,558500,2719.393311,-903.0996094,111700,-222.30246,1.202067137,52
111799,0.0007,0.829000205,-17.50149155,24,10667,559000,405.9633179,-247.5607452,111800,-222.73354,1.204836369,52
111899,0.0007,0.498454511,-17.52147102,24,10676,559500,475.3884888,121.1350327,111900,-224.40345,1.207294106,52
111999,0.0007,-1.144720316,-17.55846024,24,10686,560000,158178.9063,4341.336914,112000,-231.4755,1.211897254,52
112099,0.0007,0,-17.56645012,24,10696,560500,11262.41211,-1499.548706,112100,-243.82573,1.213347316,52
112199,0.0007,-1.19E-07,-17.59712982,24,10706,561000,5633.301758,-1264.518921,112200,-250.0835,1.215064049,52
112299,0.0007,0,-17.58018494,24,10716,561500,3529.274902,-929.0852661,112300,-252.72447,1.213720202,52
112399,0.0007,0.877282612,-17.60833931,24,10725,562000,214.4907684,164.8126221,112400,-255.13601,1.216288924,52
112499,0.0007,0.635127485,-17.63910484,24,10735,562500,330.7002563,10.29680157,112500,-252.25248,1.219493032,52
112599,0.0007,-0.929829121,-17.64758301,24,10745,563000,166249.1094,4481.623535,112600,-246.98521,1.220624924,52
112699,0.0007,0.321874976,-17.640131,24,10754,563500,6872.838867,-1511.057617,112700,-245.23567,1.219976068,52
112799,0.0007,0.002897739,-17.62918663,24,10764,564000,5241.5625,-1183.063843,112800,-240.41837,1.218188643,52
112899,0.0007,5.96E-08,-17.67002869,24,10774,564500,2911.666748,-874.6549072,112900,-235.50713,1.222588778,52
112999,0.0007,0.898994207,-17.66293335,24,10784,565000,202.4426727,143.0672302,113000,-229.65596,1.220854759,52
113099,0.0007,0.581319541,-17.63278198,24,10793,565500,481.6139526,-141.7266541,113100,-223.47393,1.218093753,52
113199,0.0007,-1.156877279,-17.6536808,24,10803,566000,173128.5938,4190.765137,113200,-215.98539,1.220145106,52
113299,0.0007,5.72E-06,-17.68660545,24,10813,566500,6267.868652,-1332.817139,113300,-204.15827,1.223192453,52
113399,0.0007,0,-17.68029213,24,10822,567000,2892.58252,-792.3585205,113400,-190.2034,1.222815752,52
113499,0.0007,0.000735343,-17.68902779,24,10832,567500,948.8626099,-552.6991577,113500,-169.38292,1.223305225,52
113599,0.0007,0.932905726,-17.68093491,24,10841,568000,186.783371,172.0591125,113600,-145.65938,1.222792029,52
113699,0.0007,0.979889417,-17.64300156,24,10851,568500,377.4791565,319.8489685,113700,-126.07533,1.218877673,52
113799,0.0007,-1.272186518,-17.64297676,24,10861,569000,186263.2344,4335.519043,113800,-109.93837,1.219029903,52
113899,0.0007,0,-17.67910576,24,10870,569500,3053.143066,-969.0734253,113900,-86.11802,1.222985983,52
113999,0.0007,-0.001729369,-17.67716026,24,10880,570000,1236.963257,-646.9680786,114000,-63.56917,1.22365427,52
114099,0.0007,0.785223886,-17.65685654,24,10889,570500,157.721405,-205.616745,114100,-46.38592,1.22157073,52
114199,0.0007,0.95047022,-17.63783646,24,10899,571000,106.4620514,93.9392395,114200,-27.89662,1.21993041,52
114299,0.0007,0.941340875,-17.68120384,24,10909,571500,212.4288635,213.0471649,114300,-12.68697,1.224550605,52
114399,0.0007,-1.410286665,-17.72682571,24,10918,572000,186082.9844,5709.06543,114400,-13.09322,1.230053544,52
114499,0.0007,0,-17.73608589,24,10928,572500,3229.29834,-955.3231201,114500,-19.54171,1.229921579,52
114599,0.0007,0,-17.75675583,24,10938,573000,1600.557983,-571.2879639,114600,-31.18726,1.23363483,52
114699,0.0007,-0.000139952,-17.80926323,24,10947,573500,881.1639404,-517.2663574,114700,-43.34532,1.2390064,52
114799,0.0007,0.975781811,-17.78407097,24,10957,574000,119.6284943,159.1899414,114800,-57.17887,1.236530781,52
114899,0.0007,0.953704223,-17.81787872,24,10966,574500,92.27470398,139.699585,114900,-74.08994,1.241089463,52
114999,0.0007,-1.148464203,-17.83890724,24,10976,575000,184559.6875,4734.583984,115000,-97.72416,1.243358016,52
115099,0.0007,-2.38E-07,-17.88092804,24,10985,575500,6672.334961,-1204.912598,115100,-118.65838,1.248417974,52
115199,0.0007,0,-17.8735733,24,10994,576000,4378.085938,-1056.444946,115200,-141.51783,1.246686935,52
115299,0.0007,0,-17.88288498,24,11004,576500,1895.010986,-708.0755615,115300,-167.41411,1.247473717,52
115399,0.0007,0.917616062,-17.86301804,24,11014,577000,210.9819641,158.4785156,115400,-184.50554,1.244972229,52
115499,0.0007,0.853197917,-17.8479805,24,11023,577500,150.5632629,-58.3071785,115500,-196.46086,1.242736101,52
115599,0.0007,-1.12852335,-17.88585281,24,11033,578000,188528.0156,5344.961914,115600,-205.40679,1.247075915,52
115699,0.0007,0,-17.8672905,24,11043,578500,9719.975586,-1439.133545,115700,-215.28199,1.244991779,52
115799,0.0007,-1.19E-07,-17.85499954,24,11052,579000,5302.59082,-1247.902344,115800,-220.30475,1.242068291,52
115899,0.0007,0,-17.86860466,24,11062,579500,2613.010742,-846.1085815,115900,-224.43827,1.244590044,52
115999,0.0007,0.889834456,-17.8514595,24,11071,580000,192.1723938,156.9579773,116000,-229.13603,1.243146896,52
116099,0.0007,0.700716823,-17.87005615,24,11080,580500,491.4182739,257.8821411,116100,-236.88611,1.244866848,52
116199,0.0007,-0.969618917,-17.92783165,24,11090,581000,192660,5956.078125,116200,-236.66697,1.25222683,52
116299,0.0007,1.19E-07,-17.92088318,24,11100,581500,8738.138672,-1495.206909,116300,-236.13198,1.251003146,52
116399,0.0007,0,-17.92221069,24,11109,582000,5257.967285,-1139.921265,116400,-238.49903,1.250947356,52
116499,0.0007,-2.98E-06,-17.90848541,24,11119,582500,3240.569824,-942.4088745,116500,-238.25796,1.248646021,52
116599,0.0007,0.879357614,-17.93439293,24,11129,583000,409.4617004,236.4460907,116600,-234.50498,1.251706004,52
116699,0.0007,0.830859333,-17.96345711,24,11139,583500,214.8809509,-117.1442032,116700,-228.80265,1.255404711,52
116799,0.0007,-0.955697536,-17.97019577,24,11148,584000,199291.8906,5079.213867,116800,-224.54823,1.256194949,52
116899,0.0007,0.127266347,-17.99807167,24,11158,584500,7009.06543,-1343.112671,116900,-221.57795,1.259639621,52
116999,0.0007,0,-17.98028946,24,11168,585000,4942.224121,-1156.479858,117000,-218.62258,1.258222699,52
117099,0.0007,0,-17.9493885,24,11177,585500,2677.354492,-954.9344482,117100,-219.16456,1.253397822,52
117199,0.0007,0.913900644,-17.93640327,24,11187,586000,189.6717377,136.2520294,117200,-222.75924,1.251858592,52
117299,0.0007,0.923761874,-17.94105148,24,11197,586500,170.4405975,188.6782074,117300,-226.38908,1.252584577,52
117399,0.0007,-0.914554358,-17.93750572,24,11206,587000,211631.9531,4818.943848,117400,-220.05196,1.251603365,52
117499,0.0007,0.282852113,-17.96631241,24,11215,587500,5522.224609,-1164.474976,117500,-211.54472,1.25502038,52
117599,0.0007,0.809180588,-17.95003128,24,11225,588000,243.2042542,209.0763245,117600,-203.62136,1.2533288,52
117699,0.0007,0.003437877,-17.95274162,24,11235,588500,2380.05542,-901.0357666,117700,-195.07512,1.253163457,52
117799,0.0007,0.860125959,-17.96068573,24,11244,589000,240.9342346,97.10918427,117800,-188.41957,1.254402995,52
117899,0.0007,0.804555446,-17.96824265,24,11254,589500,202.0418243,88.25339508,117900,-178.41137,1.255311251,52
117999,0.0007,0.12255013,-17.96726799,24,11264,590000,88082.28906,3383.365234,118000,-170.16685,1.255174398,52
118099,0.0007,0.759033859,-17.96158409,24,11273,590500,647.7963257,-438.7749634,118100,-160.55724,1.254234195,52
118199,0.0007,0.355780542,-17.98028183,24,11283,591000,613.0842285,-232.1517639,118200,-146.0826,1.256334305,52
118299,0.0007,0.759576395,-17.99314499,24,11293,591500,237.4977722,-283.7498169,118300,-132.39042,1.257158399,52
118399,0.0007,0.340426147,-17.99427795,24,11302,592000,1542.384155,-440.2370605,118400,-122.21847,1.257786632,52
118499,0.0007,0.468314707,-17.9994297,24,11312,592500,1313.875732,571.7316284,118500,-111.58381,1.258649349,52
118599,0.0007,-0.319486141,-17.99987984,24,11322,593000,59746,2478.867676,118600,-107.63855,1.25812459,52
118699,0.0007,0.186182499,-17.98913574,24,11331,593500,2798.466309,-828.7276611,118700,-107.22055,1.256760359,52
118799,0.0007,1.19E-07,-17.9796257,24,11341,594000,2886.447266,-899.0925903,118800,-99.47049,1.255693913,52
118899,0.0007,-2.094107866,-17.96844101,24,11351,594500,390.9300232,55.99365997,118900,-98.4519,1.254539967,52
118999,0.0007,0.948275477,-17.96695137,24,11361,595000,130.345932,147.4412079,119000,-92.41374,1.254219174,52
119099,0.0007,0.884712934,-17.92300987,24,11370,595500,88.31393433,51.08251953,119100,-76.4034,1.249070406,52
119199,0.0007,-0.665086508,-17.91135788,24,11379,596000,72462.25,2404.409424,119200,-75.03229,1.247335911,52
119299,0.0007,1.19E-07,-17.89422035,24,11389,596500,4003.76709,-1114.244019,119300,-82.49407,1.245749474,52
119399,0.0007,-2.677114964,-17.86202621,24,11399,597000,1192.826172,-295.2057495,119400,-81.064,1.242529988,52
119499,0.0007,0.66585511,-17.83827972,24,11408,597500,597.5152588,-421.3027344,119500,-74.42614,1.239464879,52
119599,0.0007,0.669526756,-17.89389229,24,11418,598000,666.5266724,-284.1806946,119600,-84.56775,1.246470332,52
119699,0.0007,0.751059368,-17.8989048,24,11427,598500,1063.657349,546.6217041,119700,-84.62624,1.247190952,52
119799,0.0007,-0.199227571,-17.88579178,24,11437,599000,41324.84375,1860.382813,119800,-85.42095,1.245227575,52
119899,0.0007,7.75E-06,-17.86750793,24,11447,599500,4331.932129,-1160.170288,119900,-94.07086,1.243018985,52
119999,0.0007,0.897824869,-17.83080673,24,11456,600000,3353.703857,934.5958252,120000,-106.63447,1.239109755,52
120099,0.0007,0.387567341,-17.8340435,24,11466,600500,445.3605957,123.1256485,120100,-115.87505,1.239588499,52
120199,0.0007,0.845463216,-17.83777618,24,11476,601000,173.3692169,-77.73342896,120200,-130.89662,1.23943007,52
120299,0.0007,0.90877936,-17.85461998,24,11486,601500,94.84259033,-108.7186279,120300,-143.54222,1.241343379,52
120399,0.0007,0.327193439,-17.8295784,24,11495,602000,4809.553711,747.253479,120400,-157.77822,1.238709927,52
120499,0.0007,0.472666025,-17.82408714,24,11505,602500,2829.568359,-775.7697754,120500,-169.11166,1.23854506,52
120599,0.0007,0.523037344,-17.79820061,24,11515,603000,772.215271,285.9047241,120600,-166.9932,1.236429691,52
120699,0.0007,0.577156246,-17.77665901,24,11524,603500,887.8084106,-424.4822693,120700,-161.99082,1.234127402,52
120799,0.0007,0.946492948,-17.77616119,24,11534,604000,503.9085083,-394.8218689,120800,-163.3183,1.234091759,52
120899,0.0007,0.853466108,-17.7347393,24,11544,604500,367.5081177,297.6835327,120900,-164.35623,1.229742408,52
120999,0.0007,0.842383981,-17.70641136,24,11553,605000,785.1959229,155.5297699,121000,-163.71724,1.22681129,52
121099,0.0007,0.398712754,-17.69993019,24,11562,605500,1790.737305,-623.5169067,121100,-165.33982,1.226069331,52
121199,0.0007,0.475595772,-17.67751503,24,11572,606000,675.8538208,-170.6448059,121200,-164.36677,1.223188519,52
121299,0.0007,0.700834483,-17.66663361,24,11581,606500,973.5125732,-549.0591431,121300,-162.94916,1.222630024,52
121399,0.0007,0.789290786,-17.69993782,24,11591,607000,429.1115112,280.3548279,121400,-163.24756,1.226679683,52
121499,0.0007,0.872376725,-17.72880363,24,11600,607500,81.08141327,39.14288712,121500,-164.27993,1.229326844,52
121599,0.0007,0.946780477,-17.69275093,24,11610,608000,270.4751892,160.5558319,121600,-168.63941,1.225753903,52
121699,0.0007,0.66413331,-17.7050972,24,11619,608500,1374.270752,-566.0185547,121700,-172.26538,1.227914333,52
121799,0.0007,0.831730887,-17.67960548,24,11629,609000,692.3219604,-354.4749451,121800,-175.59259,1.224930882,52
121899,0.0007,0.306193113,-17.69753075,24,11639,609500,615.2940674,191.6468964,121900,-178.5744,1.22600615,52
121999,0.0007,0.240043998,-17.69733047,24,11648,610000,1645.553101,-468.3369141,122000,-179.04754,1.226639867,52
122099,0.0007,0.885789812,-17.7226944,24,11658,610500,81.15116882,55.32484818,122100,-177.94042,1.228942394,52
122199,0.0007,0.556039274,-17.74616814,24,11667,611000,909.1407471,237.4272003,122200,-174.46945,1.23191607,52
122299,0.0007,-0.376971602,-17.76845932,24,11677,611500,3327.825439,-790.0410156,122300,-170.32636,1.234561324,52
122399,0.0007,0.14585495,-17.73955536,24,11686,612000,955.0670776,74.0952301,122400,-165.48845,1.232597232,52
122499,0.0007,-0.186958194,-17.72997475,24,11696,612500,2455.947998,617.9508057,122500,-165.7098,1.230606437,52
122599,0.0007,0.951665007,-17.76627922,24,11705,613000,79.56008148,-120.0712433,122600,-162.71079,1.234191775,52
122699,0.0007,0.918687008,-17.79383659,24,11715,613500,341.5899658,-292.638031,122700,-161.08563,1.23740685,52
122799,0.0007,0.767214298,-17.78712463,24,11724,614000,286.2901611,170.0419769,122800,-157.55814,1.237185478,52
122899,0.0007,0.671108514,-17.76851082,24,11733,614500,2967.711426,-957.3126221,122900,-151.70713,1.234025836,52
122999,0.0007,0.039152503,-17.75325012,24,11743,615000,4876.206055,-1192.096436,123000,-145.35414,1.232419848,52
123099,0.0007,0.81830439,-17.75479507,24,11753,615500,2797.166992,973.8631592,123100,-141.99801,1.232197165,52
123199,0.0007,0.894514672,-17.73544312,24,11762,616000,94.09970093,-29.71328163,123200,-138.80864,1.229941249,52
123299,0.0007,0.982529711,-17.74092293,24,11772,616500,11.67755604,14.94203949,123300,-140.29481,1.229893565,52
123399,0.0007,0.881164312,-17.72343063,24,11781,617000,159.3124084,63.46038818,123400,-140.45158,1.227541327,52
123499,0.0007,-0.139759541,-17.74750328,24,11791,617500,834.7625122,-84.84623718,123500,-140.09382,1.230410218,52
123599,0.0007,0.388787985,-17.75966454,24,11800,618000,964.0703125,-323.8311157,123600,-139.56464,1.231778979,52
123699,0.0007,0.245028615,-17.76251221,24,11810,618500,3453.973877,1022.672668,123700,-139.82745,1.232182384,52
123799,0.0007,0.815860167,-17.78422356,24,11819,619000,235.5106964,-165.6436005,123800,-141.21082,1.234719157,52
123899,0.0007,0.955523983,-17.76176262,24,11829,619500,34.84035492,43.36641312,123900,-142.93872,1.231710911,52
123999,0.0007,0.895286791,-17.78041458,24,11839,620000,410.0331116,-145.0317535,124000,-146.71625,1.234000564,52
124099,0.0007,0.574442893,-17.75236511,24,11848,620500,1565.897461,544.3921509,124100,-152.02669,1.23061049,52
124199,0.0007,0.770125985,-17.77472687,24,11858,621000,512.0077515,-294.4931641,124200,-155.28523,1.23213613,52
124299,0.0007,0.548688024,-17.76651382,24,11867,621500,1011.802124,401.1288452,124300,-157.98878,1.231580496,52
124399,0.0007,0.970975434,-17.79582596,24,11877,622000,80.61380768,-133.7046051,124400,-159.69679,1.23521781,52
124499,0.0007,0.969955128,-17.78658485,24,11886,622500,26.25941086,51.67070389,124500,-161.20504,1.233554006,52
124599,0.0007,0.957409665,-17.78440666,24,11896,623000,163.9675293,100.2244034,124600,-160.97053,1.233189583,52
124699,0.0007,0.335319936,-17.80137253,24,11906,623500,1175.33728,-413.5664673,124700,-158.57341,1.234650254,52
124799,0.0007,0.739755601,-17.81035805,24,11915,624000,6174.23291,1382.624268,124800,-155.15024,1.235904098,52
124899,0.0007,0.691513479,-17.79536629,24,11924,624500,2270.23877,-796.8289795,124900,-150.39189,1.233868122,52
124999,0.0007,0.875300832,-17.82690811,24,11934,625000,2820.727051,854.132019,125000,-142.32478,1.237275004,52
125099,0.0007,0.971232263,-17.84261131,24,11944,625500,23.96684837,52.69009399,125100,-132.79707,1.239276528,52
125199,0.0007,0.920339234,-17.8848114,24,11953,626000,82.06280518,82.63657379,125200,-125.0826,1.243651628,52
125299,0.0007,0.726810992,-17.8975811,24,11963,626500,716.8479614,-417.6333008,125300,-118.57094,1.245532751,52
125399,0.0007,0.655328274,-17.85369301,24,11972,627000,336.0656433,110.5857697,125400,-113.31632,1.241298199,52
125499,0.0007,0.525412679,-17.84631538,24,11982,627500,401.2663269,-63.7453804,125500,-108.68088,1.239704967,52
125599,0.0007,0.957345996,-17.84815788,24,11992,628000,195.0711365,-224.9078064,125600,-104.39601,1.23978281,52
125699,0.0007,0.962511431,-17.85893631,24,12001,628500,27.23334885,-29.60843468,125700,-101.48897,1.240259647,52
125799,0.0007,0.966220327,-17.86387444,24,12011,629000,44.51557159,-23.02676582,125800,-100.95378,1.240799785,52
125899,0.0007,0.445325017,-17.86729431,24,12021,629500,474.38974,-167.9845886,125900,-104.86822,1.240752697,52
125999,0.0007,0.760059729,-17.90039063,24,12030,630000,355.9318542,-194.5718536,126000,-109.65691,1.245572567,52
126099,0.0007,0.710790128,-17.8942585,24,12039,630500,2497.54248,-752.4378662,126100,-118.2401,1.245031238,52
126199,0.0007,0.848717973,-17.895895,24,12049,631000,1019.868774,620.9716187,126200,-127.28898,1.245348096,52
126299,0.0007,0.968264747,-17.86930466,24,12058,631500,19.60292816,0.854560852,126300,-130.8011,1.243775606,52
126399,0.0007,0.947644994,-17.90267181,24,12068,632000,68.73152924,-3.669436693,126400,-133.09944,1.246244431,52
126499,0.0007,0.768592805,-17.914711,24,12078,632500,1702.910522,-773.5667725,126500,-131.8325,1.247810721,52
126599,0.0007,0.227037072,-17.90658951,24,12087,633000,1004.568176,302.1227417,126600,-127.30545,1.24758184,52
126699,0.0007,0.482751608,-17.93003464,24,12097,633500,677.9673462,279.9876404,126700,-125.17455,1.249737501,52
126799,0.0007,0.735940546,-17.9435215,24,12106,634000,287.8027649,151.8552551,126800,-123.66776,1.250943542,52
126899,0.0007,0.965086117,-17.95618629,24,12115,634500,43.30892181,85.48370361,126900,-119.24275,1.251709819,52
126999,0.0007,0.829144031,-17.98002434,24,12125,635000,157.584259,3.626999378,127000,-116.55813,1.254308343,52
127099,0.0007,0.790606156,-17.9587307,24,12135,635500,268.9362183,-195.3577118,127100,-112.82172,1.252042532,52
127199,0.0007,0.688377351,-17.94137955,24,12144,636000,625.4578247,-343.4672852,127200,-106.11091,1.24984467,52
127299,0.0007,0.907007508,-17.9504509,24,12153,636500,387.1865845,349.2310486,127300,-103.06535,1.251156211,52
127399,0.0007,0.960122347,-17.93317223,24,12163,637000,124.980751,-169.0126038,127400,-104.37466,1.248878837,52
127499,0.0007,0.965985063,-17.91858101,24,12173,637500,48.78326797,95.09455109,127500,-109.61212,1.246777415,52
127599,0.0007,0.947047621,-17.9109478,24,12182,638000,128.9576263,122.3995972,127600,-114.42442,1.246031284,52
127699,0.0007,0.868697166,-17.89430237,24,12192,638500,155.3525848,-158.5737,127700,-114.3681,1.244224548,52
127799,0.0007,0.761042193,-17.88796616,24,12201,639000,318.7904663,-162.1364594,127800,-110.13175,1.244085312,52
127899,0.0007,0.877568729,-17.8812027,24,12211,639500,492.1893005,375.4277649,127900,-100.78405,1.2433604,52
127999,0.0007,0.610594869,-17.88964462,24,12220,640000,1611.163086,642.6052856,128000,-86.79737,1.243726611,52
128099,0.0007,0.961952768,-17.86880302,24,12229,640500,31.58482742,-66.8116684,128100,-71.57533,1.241365075,52
128199,0.0007,0.926831923,-17.86074829,24,12239,641000,168.359848,214.7276611,128200,-63.28849,1.241156697,52
128299,0.0007,0.419768691,-17.85429382,24,12248,641500,281.8873901,-290.3451233,128300,-55.64636,1.240050077,52
128399,0.0007,0.744476944,-17.82827759,24,12258,642000,261.5767517,-132.7671814,128400,-52.21977,1.238610029,52
128499,0.0007,0.701028287,-17.8231926,24,12267,642500,327.7440491,201.8562317,128500,-54.25288,1.23753202,52
128599,0.0007,0.972794874,-17.80792999,24,12277,643000,80.41806793,-145.5127563,128600,-57.64144,1.235895753,52
128699,0.0007,0.997226838,-17.80323601,24,12287,643500,2.85422945,20.65498543,128700,-60.30058,1.235318303,52
128799,0.0007,0.948057283,-17.76890182,24,12296,644000,32.24906158,-6.402517796,128800,-62.03154,1.231292605,52
128899,0.0007,0.724306077,-17.77243996,24,12306,644500,91.2660675,-14.7563324,128900,-61.58439,1.231830478,52
128999,0.0007,0.779470935,-17.73499107,24,12315,645000,252.950119,-193.7768707,129000,-60.25146,1.228036284,52
129099,0.0007,0.802900001,-17.74209213,24,12325,645500,291.5928955,210.1325226,129100,-57.13371,1.229940414,52
129199,0.0007,0.972872723,-17.7383194,24,12335,646000,102.4619522,-167.8126678,129200,-54.75471,1.229759932,52
129299,0.0007,0.997809264,-17.74613762,24,12344,646500,9.080698013,50.45493317,129300,-52.94735,1.231051207,52
129399,0.0007,0.766028807,-17.75113106,24,12353,647000,130.02005,94.54860687,129400,-51.25345,1.231615186,52
129499,0.0007,0.662428588,-17.73290634,24,12363,647500,282.8749695,-251.4109344,129500,-46.72332,1.229446769,52
129599,0.0007,0.875835583,-17.70820045,24,12373,648000,328.1646423,-293.6220703,129600,-43.32072,1.226990223,52
129699,0.0007,0.64823997,-17.69270325,24,12383,648500,291.3262329,10.98890972,129700,-39.31894,1.225596189,52
129799,0.0007,0.904379092,-17.65389633,24,12392,649000,76.69685364,-11.86943626,129800,-33.48861,1.22150135,52
129899,0.0007,0.983479427,-17.6223774,24,12402,649500,10.19441414,18.64318466,129900,-29.24958,1.217946172,52
129999,0.0007,0.942672625,-17.64683533,24,12412,650000,34.71321869,77.51786804,130000,-28.83429,1.221096396,52
130099,0.0007,0.473369122,-17.68777084,24,12421,650500,206.7620392,-195.0746613,130100,-28.06773,1.224775076,52
130199,0.0007,0.827058688,-17.68022537,24,12431,651000,601.6842041,344.2898865,130200,-30.51823,1.223580837,52
130299,0.0007,0.84940809,-17.65635109,24,12440,651500,639.142395,-366.0697632,130300,-34.92328,1.221355438,52
130399,0.0007,0.969771197,-17.67216301,24,12450,652000,89.97996521,-139.32724,130400,-36.84702,1.223036528,52
130499,0.0007,0.803493947,-17.66446114,24,12459,652500,164.4601593,-118.3588486,130500,-38.28285,1.222594738,52
130599,0.0007,0.923302203,-17.64169884,24,12469,653000,60.78310394,71.55493927,130600,-39.12191,1.220074415,52
130699,0.0007,0.432900012,-17.66149712,24,12478,653500,84.9541626,20.21463585,130700,-37.62662,1.222702265,52
130799,0.0007,0.889192037,-17.6503315,24,12488,654000,251.3472595,224.0151062,130800,-36.5149,1.221400738,52
130899,0.0007,0.850265115,-17.65660858,24,12497,654500,203.4855652,-158.803009,130900,-35.36114,1.222326159,52
130999,0.0007,0.973675733,-17.62358665,24,12507,655000,23.23257065,28.43745995,131000,-34.01831,1.21868813,52
131099,0.0007,0.994806222,-17.62169647,24,12517,655500,7.230084896,-40.93715286,131100,-33.26797,1.217386603,52
131199,0.0007,0.987000093,-17.61850166,24,12526,656000,9.68794632,35.91464996,131200,-31.77463,1.2176162,52
131299,0.0007,0.492052019,-17.62146378,24,12536,656500,133.3514709,-177.909729,131300,-33.10015,1.217848659,52
131399,0.0007,0.974888362,-17.63620567,24,12545,657000,247.9326935,-255.8468933,131400,-36.03112,1.219598651,52
131499,0.0007,0.887616932,-17.6465416,24,12555,657500,286.680542,-247.7116699,131500,-38.16419,1.220553517,52
131599,0.0007,0.9979166,-17.66272736,24,12564,658000,89.27549744,-161.2447052,131600,-39.27396,1.222413182,52
131699,0.0007,0.996153836,-17.66872406,24,12574,658500,4.165510178,-22.78281403,131700,-38.89769,1.22317183,52
131799,0.0007,0.982231107,-17.67656136,24,12584,659000,9.762854576,4.143366814,131800,-34.59749,1.223903179,52
131899,0.0007,0.505053431,-17.67056656,24,12593,659500,127.0079346,-181.6821289,131900,-26.71644,1.222753406,52
131999,0.0007,0.766089246,-17.67241859,24,12602,660000,254.341095,192.7368317,132000,-20.26498,1.223608017,52
132099,0.0007,0.809772849,-17.67452049,24,12612,660500,682.5396118,429.0741577,132100,-12.36627,1.223742723,52
132199,0.0007,0.970534291,-17.66721344,24,12622,661000,109.4025726,-171.0269928,132200,-4.0829,1.223127484,52
132299,0.0007,0.99758909,-17.65852928,24,12631,661500,2.444707394,-18.30332947,132300,3.77254,1.222128272,52
132399,0.0007,0.967913132,-17.66259956,24,12640,662000,27.41274452,54.18654251,132400,15.56522,1.221342802,52
132499,0.0007,0,-17.64795685,24,12650,662500,25.63200378,-65.12601471,132500,28.09636,1.220674753,52
132599,0.0007,0.962197207,-17.65627289,24,12660,663000,21.29046822,19.62452698,132600,37.09684,1.220997691,52
132699,0.0007,0.84988904,-17.61953354,24,12669,663500,152.212326,72.26702881,132700,41.72295,1.216557264,52
132799,0.0007,0.971125083,-17.63952446,24,12679,664000,76.02164459,-125.9882584,132800,44.70267,1.21923697,52
