train/n_updates,train/learning_rate,train/explained_variance,train/entropy_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/value_loss,train/policy_loss,time/iterations,rollout/ep_rew_mean,train/std,time/fps
55799,0.0007,0.911030352,-17.6290493,24,5322,279000,417.8219299,360.9887085,55800,467.9509,1.210359097,52
55899,0.0007,0.874828666,-17.62882996,24,5332,279500,309.4640503,6.144125462,55900,468.73937,1.210223794,52
55999,0.0007,0.670691162,-17.65947342,24,5342,280000,1231.582031,-519.3052979,56000,472.44229,1.213750362,52
56099,0.0007,0.943866856,-17.67534256,24,5351,280500,20.08279991,35.43655014,56100,477.03614,1.215982795,52
56199,0.0007,0.995656859,-17.70349884,24,5361,281000,147.8373718,-28.80145645,56200,473.54962,1.218145967,52
56299,0.0007,0.015440345,-17.71386147,24,5370,281500,3789.705566,1011.439819,56300,471.95165,1.219807863,52
56399,0.0007,-0.211253762,-17.681427,24,5380,282000,1185.497437,607.4683838,56400,477.28237,1.216260076,52
56499,0.0007,0.886551544,-17.66419029,24,5389,282500,323.2072144,-123.6951904,56500,476.10351,1.214067698,52
56599,0.0007,0.919101804,-17.67040253,24,5399,283000,91.28427124,102.6367035,56600,473.30585,1.215275645,52
56699,0.0007,0.998980161,-17.66726112,24,5409,283500,13.08537579,58.84653473,56700,476.38233,1.214821219,52
56799,0.0007,0.996231378,-17.66112518,24,5419,284000,152.7040253,-73.49908447,56800,488.19406,1.214570165,52
56899,0.0007,-0.168017149,-17.68727875,24,5428,284500,575.9488525,150.6384735,56900,489.04985,1.217833757,52
56999,0.0007,-3.283180237,-17.73406601,24,5438,285000,1369.093628,-433.3795471,57000,496.49444,1.223478794,52
57099,0.0007,0.925380133,-17.72731781,24,5447,285500,204.2837219,-70.18379211,57100,506.61404,1.222747564,52
57199,0.0007,0.659709662,-17.72022629,24,5457,286000,214.991333,-12.42677021,57200,512.12306,1.221848965,52
57299,0.0007,0.863292247,-17.76765823,24,5466,286500,196.0170746,-222.2359924,57300,503.51804,1.226755381,52
57399,0.0007,0.998979666,-17.76935959,24,5476,287000,40.89211655,-39.96773148,57400,497.08759,1.227013469,52
57499,0.0007,0.524406552,-17.77729225,24,5485,287500,1073.592896,512.3387451,57500,490.30378,1.227059245,52
57599,0.0007,-0.401911378,-17.77290916,24,5495,288000,180.9964752,133.6136322,57600,479.36456,1.226575971,52
57699,0.0007,0.839181036,-17.80132675,24,5504,288500,392.1252136,-55.56841278,57700,468.48165,1.229491115,52
57799,0.0007,0.95901918,-17.78696442,24,5514,289000,627.5734863,431.8857422,57800,460.05529,1.227887988,52
57899,0.0007,0.845146105,-17.82528687,24,5524,289500,74.85618591,-98.61312103,57900,456.15808,1.232762218,52
57999,0.0007,0.997954548,-17.80671692,24,5534,290000,97.18016052,-90.36897278,58000,456.83105,1.230980158,52
58099,0.0007,0.609207124,-17.80739594,24,5543,290500,1545.946533,662.7828979,58100,458.473,1.230925441,52
58199,0.0007,-1.413584709,-17.79029083,24,5553,291000,259.6606445,-188.6278381,58200,461.47323,1.228615046,52
58299,0.0007,0.996041228,-17.80015373,24,5562,291500,24.44960594,-69.9380722,58300,465.55161,1.229959607,52
58399,0.0007,0.878278367,-17.77149391,24,5572,292000,266.3162231,241.3118439,58400,463.02705,1.226742744,52
58499,0.0007,0.91483409,-17.77755928,24,5581,292500,27.39414597,-8.888495445,58500,455.65305,1.227019906,52
58599,0.0007,0.998461267,-17.77540398,24,5591,293000,74.7805481,-93.4730835,58600,443.79807,1.227178693,52
58699,0.0007,0.661545187,-17.77259445,24,5600,293500,954.1355591,494.8267212,58700,433.78285,1.226094961,52
58799,0.0007,0.155452013,-17.73397064,24,5610,294000,27.86980247,-7.114153862,58800,424.91349,1.220832705,52
58899,0.0007,0.979090698,-17.69882774,24,5619,294500,67.78187561,75.00012207,58900,418.49006,1.217512727,52
58999,0.0007,0.898056388,-17.73436546,24,5629,295000,1854.956787,803.7232666,59000,416.5189,1.221478939,52
59099,0.0007,0.88882985,-17.71724892,24,5639,295500,214.1063538,-229.9000549,59100,420.5548,1.219788074,52
59199,0.0007,0.992904636,-17.70791817,24,5648,296000,282.1035156,-110.4001007,59200,423.49182,1.218135834,52
59299,0.0007,0.411741674,-17.70640182,24,5658,296500,212.4794159,218.8172302,59300,428.20279,1.217885256,52
59399,0.0007,-1.366381645,-17.68327904,24,5667,297000,278.7520752,254.1765137,59400,426.90985,1.214887738,52
59499,0.0007,0.876440465,-17.63858032,24,5677,297500,911.4208984,-390.8174438,59500,422.70186,1.21017766,52
59599,0.0007,0.932342827,-17.66594124,24,5686,298000,209.2227783,-219.9771729,59600,417.09161,1.212680459,52
59699,0.0007,0.964313928,-17.67137909,24,5696,298500,131.9219666,-225.9358826,59700,411.32146,1.213227272,52
59799,0.0007,0.991799757,-17.66523743,24,5705,299000,224.2809296,-59.00910187,59800,401.26084,1.213023067,52
59899,0.0007,0.641447157,-17.67460823,24,5715,299500,294.336853,308.9105225,59900,395.52413,1.214246273,52
59999,0.0007,-0.160019517,-17.63492775,24,5724,300000,153.8644409,59.16761398,60000,401.89506,1.209286451,52
60099,0.0007,0.92107822,-17.62754059,24,5734,300500,188.4894867,16.98825455,60100,405.36347,1.208173633,52
60199,0.0007,0.747481525,-17.62866211,24,5743,301000,170.7800903,-12.93637657,60200,416.00827,1.20831573,52
60299,0.0007,0.958163597,-17.67040443,24,5753,301500,146.3934021,192.7625885,60300,431.55113,1.212530494,52
60399,0.0007,0.996544169,-17.67411041,24,5763,302000,168.5946045,-123.9871597,60400,444.1096,1.213409662,52
60499,0.0007,0.318651855,-17.68519974,24,5772,302500,2993.395996,868.661499,60500,450.81587,1.214372993,52
60599,0.0007,0.002436578,-17.6645813,24,5782,303000,269.5756836,-172.7217102,60600,461.46685,1.212601185,52
60699,0.0007,0.982070755,-17.68446541,24,5791,303500,58.06859207,78.64845276,60700,467.02229,1.214898944,52
60799,0.0007,0.753374234,-17.67785454,24,5801,304000,177.2602844,-78.35847473,60800,468.89317,1.213729739,52
60899,0.0007,0.99031096,-17.6811657,24,5811,304500,26.10181808,-77.56904602,60900,463.20877,1.214891195,52
60999,0.0007,0.995051245,-17.69055367,24,5820,305000,299.555481,-232.4682617,61000,451.16902,1.215412021,52
61099,0.0007,0.097992361,-17.73584366,24,5830,305500,1127.365356,-729.4066772,61100,435.47616,1.220287204,52
61199,0.0007,-0.316886425,-17.7640419,24,5839,306000,164.4866638,124.2199478,61200,415.86941,1.223946333,52
61299,0.0007,0.925128356,-17.73602676,24,5849,306500,228.6737823,126.1363525,61300,400.11474,1.220822453,52
61399,0.0007,0.955410052,-17.75792122,24,5858,307000,61.4779129,99.73350525,61400,389.18295,1.223691821,52
61499,0.0007,0.997470814,-17.77343941,24,5867,307500,12.70343208,64.24876404,61500,382.78075,1.224987864,52
61599,0.0007,0.998135735,-17.79112625,24,5877,308000,67.14457703,-69.90119934,61600,378.71092,1.228348732,52
61699,0.0007,0.187540114,-17.80657387,24,5887,308500,47.81803513,-97.65605927,61700,381.15963,1.228616118,52
61799,0.0007,-0.002619505,-17.76941872,24,5896,309000,18.77816582,52.6939621,61800,384.99808,1.224493861,52
61899,0.0007,0.942162272,-17.77085495,24,5905,309500,174.1084137,-87.98446655,61900,384.26314,1.224564552,52
61999,0.0007,0.878263816,-17.78246117,24,5915,310000,658.2095337,382.5428162,62000,383.76731,1.225549221,52
62099,0.0007,0.960558169,-17.79226875,24,5925,310500,21.83196831,-46.66901398,62100,382.01419,1.226862073,52
62199,0.0007,0.995089469,-17.82259941,24,5934,311000,114.3071747,-57.48905182,62200,373.08968,1.230044127,52
62299,0.0007,0.419556201,-17.78664398,24,5944,311500,11.33851147,-0.025457764,62300,367.50273,1.227490783,52
62399,0.0007,0.013485074,-17.78538895,24,5953,312000,27.83761597,-15.47141075,62400,364.53813,1.227122426,52
62499,0.0007,0.90426936,-17.78176117,24,5963,312500,241.415329,5.312594414,62500,362.73172,1.226737022,52
62599,0.0007,0.802461848,-17.75172424,24,5972,313000,234.2853546,-178.7471161,62600,367.82599,1.222969532,52
62699,0.0007,0.991519686,-17.7504673,24,5982,313500,165.3696289,221.4441376,62700,380.07808,1.222847462,52
62799,0.0007,0.998373559,-17.76825905,24,5991,314000,64.26499176,-82.10975647,62800,390.94304,1.225150704,52
62899,0.0007,0.017866731,-17.77340698,24,6001,314500,99.01371765,-31.62325668,62900,401.12358,1.224896908,52
62999,0.0007,0.081331909,-17.78852081,24,6010,315000,92.18440247,-58.75330734,63000,406.13814,1.227035642,52
63099,0.0007,0.922453165,-17.78387642,24,6020,315500,190.4914398,30.637537,63100,412.98945,1.226119041,52
63199,0.0007,0.796938434,-17.77733803,24,6029,316000,190.758316,131.8144836,63200,418.92182,1.225088477,52
63299,0.0007,0.990713066,-17.78437996,24,6039,316500,64.39654541,137.2106934,63300,428.77504,1.225652695,52
63399,0.0007,0.998121797,-17.80560303,24,6048,317000,89.5200119,-100.630249,63400,446.13182,1.228206515,52
63499,0.0007,0.730365068,-17.83296013,24,6057,317500,1504.663452,624.6259155,63500,470.34764,1.23142767,52
63599,0.0007,0.530581385,-17.85439301,24,6067,318000,2107.254639,840.2105713,63600,486.16708,1.234055042,52
63699,0.0007,0.944159172,-17.83695602,24,6077,318500,152.5824585,-117.9667206,63700,504.02404,1.231702089,52
63799,0.0007,0.935776256,-17.8514595,24,6086,319000,124.973587,-158.0941925,63800,511.93928,1.233837008,52
63899,0.0007,0.996026739,-17.84547043,24,6096,319500,90.33977509,-170.5059814,63900,515.3001,1.232791662,52
63999,0.0007,0.995938749,-17.86920547,24,6105,320000,203.5492249,-142.0596466,64000,513.87176,1.234619021,52
64099,0.0007,0.249904156,-17.84760284,24,6115,320500,3137.356201,991.4033203,64100,511.95252,1.233142972,52
64199,0.0007,0.833598435,-17.82803917,24,6124,321000,86.44233704,49.63382721,64200,510.4948,1.229942441,52
64299,0.0007,0.942512348,-17.85214424,24,6134,321500,236.4818878,229.132782,64300,510.51389,1.233271837,52
64399,0.0007,0.868218184,-17.81985855,24,6144,322000,92.75111389,-48.03158951,64400,508.46603,1.229610682,52
64499,0.0007,0.974840237,-17.801054,24,6153,322500,30.03710938,89.94062805,64500,505.46178,1.22748363,52
64599,0.0007,0.999418451,-17.79245758,24,6163,323000,25.01957893,-39.05169296,64600,500.31917,1.226096034,52
64699,0.0007,0.548170835,-17.79620743,24,6172,323500,256.2130737,147.9154816,64700,491.88839,1.226402521,52
64799,0.0007,0.88686683,-17.81980705,24,6182,324000,278.0908508,284.2949829,64800,482.28739,1.228782177,52
64899,0.0007,0.991182587,-17.82582474,24,6191,324500,68.55831146,122.4594574,64900,472.75295,1.230057597,52
64999,0.0007,0.793654755,-17.82476807,24,6200,325000,1982.217773,-742.9188843,65000,462.978,1.22945106,52
65099,0.0007,0.922889359,-17.80885315,24,6210,325500,61.74097824,114.144165,65100,442.14528,1.227413893,52
65199,0.0007,0.994407847,-17.80253983,24,6219,326000,154.0018616,-33.03060532,65200,425.43225,1.227056146,52
65299,0.0007,0.71997416,-17.77589798,24,6229,326500,197.6306,200.1805725,65300,414.206,1.22378087,52
65399,0.0007,-1.606988907,-17.80572891,24,6239,327000,589.6647949,-282.040802,65400,405.56753,1.227025628,52
65499,0.0007,0.977265442,-17.74265671,24,6248,327500,238.4251404,241.5321045,65500,403.24836,1.219763517,52
65599,0.0007,0.939554024,-17.71776581,24,6258,328000,585.7531738,401.7500916,65600,408.70344,1.216924787,52
65699,0.0007,0.995973332,-17.72887802,24,6267,328500,86.64343262,169.1027069,65700,414.41028,1.218518376,52
65799,0.0007,0.989476639,-17.72519302,24,6277,329000,511.6234436,-223.986618,65800,416.67713,1.218508601,52
65899,0.0007,0.273157597,-17.75806999,24,6287,329500,525.7057495,335.3457642,65900,413.76087,1.221951962,52
65999,0.0007,0.860678583,-17.75011444,24,6296,330000,480.8485413,372.9818726,66000,413.46612,1.220988631,52
66099,0.0007,0.963572133,-17.74973869,24,6305,330500,573.836853,-366.0097961,66100,417.9658,1.221009731,52
66199,0.0007,0.966323741,-17.74157906,24,6315,331000,170.6426086,-237.8245087,66200,417.30914,1.21990788,52
66299,0.0007,0.975613061,-17.73106194,24,6325,331500,23.1276226,77.22757721,66300,416.83703,1.218691349,52
66399,0.0007,0.999423757,-17.70219231,24,6334,332000,17.01420975,-22.15981293,66400,417.30317,1.215954065,52
66499,0.0007,-33.12581253,-17.73790932,24,6344,332500,516.1477051,-238.9832458,66500,411.23669,1.219368577,52
66599,0.0007,0.203870833,-17.74825668,24,6353,333000,142.6903381,-139.6140137,66600,401.43956,1.220517635,52
66699,0.0007,0.918167613,-17.74966431,24,6363,333500,411.4116821,-256.7197571,66700,397.40463,1.220162749,52
66799,0.0007,0.858136013,-17.70868111,24,6372,334000,561.0321045,381.1936646,66800,398.81363,1.215793252,52
66899,0.0007,0.972519128,-17.70211029,24,6382,334500,12.28122711,38.38339996,66900,394.99583,1.215595603,52
66999,0.0007,0.988907055,-17.70650482,24,6391,335000,432.348938,-241.2299347,67000,393.45943,1.216397166,52
67099,0.0007,0.509811223,-17.64797211,24,6401,335500,364.1481018,296.4098511,67100,395.09385,1.210400462,52
67199,0.0007,0.191248715,-17.67369461,24,6410,336000,520.9064331,367.1918335,67200,392.12562,1.21278441,52
67299,0.0007,0.993005994,-17.73370743,24,6420,336500,115.7417984,-169.9870911,67300,391.38271,1.21969521,52
67399,0.0007,0.862864077,-17.73577499,24,6430,337000,680.9425049,454.9955444,67400,397.66535,1.220396638,52
67499,0.0007,0.973237231,-17.75208282,24,6440,337500,163.535553,-203.6513367,67500,409.70451,1.22252512,52
67599,0.0007,0.988714401,-17.78192139,24,6449,338000,499.5256958,-227.1617889,67600,420.93385,1.226392746,52
67699,0.0007,0,-17.80093384,24,6459,338500,1992.984131,689.2322998,67700,435.44656,1.228448629,52
67799,0.0007,-0.208674908,-17.79730606,24,6468,339000,176.8075256,-132.681427,67800,440.74502,1.227706552,52
67899,0.0007,0.912858151,-17.81095505,24,6478,339500,191.2799225,59.28245926,67900,444.59369,1.229076505,52
67999,0.0007,0.959380753,-17.77249336,24,6488,340000,623.6825562,424.6376953,68000,439.44906,1.224704862,52
68099,0.0007,0.961727209,-17.74625778,24,6497,340500,190.5893402,225.181839,68100,431.57679,1.221507549,52
68199,0.0007,0.999276087,-17.76029015,24,6507,341000,35.19774246,-53.69853592,68200,419.83757,1.223739505,52
68299,0.0007,0.444054246,-17.73409462,24,6517,341500,289.1427612,278.4496765,68300,407.83664,1.220051646,52
68399,0.0007,1.19E-07,-17.75944328,24,6526,342000,1021.821655,545.5053101,68400,397.67401,1.222740531,52
68499,0.0007,0.786614046,-17.74238777,24,6536,342500,856.293457,-337.5682678,68500,395.33579,1.220607519,52
68599,0.0007,0.896230146,-17.75287628,24,6545,343000,189.0137024,-189.1036377,68600,391.16887,1.221660495,52
68699,0.0007,0.966431372,-17.75541496,24,6555,343500,73.99019623,131.6874084,68700,388.28531,1.221847653,52
68799,0.0007,0.999687198,-17.76432419,24,6565,344000,12.97504234,-43.90850449,68800,385.6056,1.223067164,52
68899,0.0007,-0.059441805,-17.73009109,24,6574,344500,147.8922577,168.0780334,68900,378.32834,1.219864726,52
68999,0.0007,-0.573717356,-17.68836975,24,6584,345000,101.9220886,118.3834,69000,373.67475,1.214814782,52
69099,0.0007,0.919586338,-17.68198395,24,6593,345500,501.5609436,-302.9708557,69100,366.40029,1.214391589,52
69199,0.0007,0.956677195,-17.68201065,24,6603,346000,186.1149292,236.5146027,69200,359.68284,1.214542389,52
69299,0.0007,0.997651521,-17.70436859,24,6612,346500,106.5763931,195.9328156,69300,359.8389,1.216455817,52
69399,0.0007,0.996426441,-17.69754982,24,6621,347000,103.4537354,-101.1029129,69400,362.16422,1.215172291,52
69499,0.0007,0.166371644,-17.68986893,24,6631,347500,303.4412537,257.3930359,69500,359.87299,1.214615345,52
69599,0.0007,0,-17.69409943,24,6640,348000,40.01771545,76.31063843,69600,362.95118,1.215039968,52
69699,0.0007,0.942167759,-17.6729393,24,6650,348500,205.2322693,182.4596863,69700,358.78545,1.213192463,52
69799,0.0007,0.922539786,-17.68864441,24,6659,349000,72.14865112,75.93327332,69800,350.3503,1.215442181,52
69899,0.0007,0.999042873,-17.68968773,24,6669,349500,89.79563141,182.2171936,69900,347.07494,1.215537429,52
69999,0.0007,0.996154534,-17.69498444,24,6678,350000,97.29527283,-65.42644501,70000,349.58856,1.215628862,52
70099,0.0007,0.608802468,-17.65141487,24,6688,350500,295.1436462,270.5820923,70100,356.42174,1.210952759,52
70199,0.0007,-6.464635849,-17.66341209,24,6698,351000,147.8887024,-44.93484879,70200,364.545,1.212500811,52
70299,0.0007,0.907583639,-17.67816925,24,6708,351500,684.1367798,-465.7444763,70300,372.74538,1.213962197,52
70399,0.0007,0.679311365,-17.64803505,24,6717,352000,224.6151886,57.97309494,70400,377.09881,1.211119175,52
70499,0.0007,0.975683581,-17.64969254,24,6727,352500,32.27837372,96.54576111,70500,379.65615,1.211960912,52
70599,0.0007,0.99806668,-17.63020515,24,6737,353000,71.63114166,-103.0763321,70600,385.1147,1.208663225,52
70699,0.0007,0.285868227,-17.6374836,24,6746,353500,54.86678314,31.40609741,70700,395.63231,1.209341288,52
70799,0.0007,-0.004288793,-17.62473106,24,6756,354000,276.0300903,279.2367554,70800,400.6937,1.208860993,52
70899,0.0007,0.901301824,-17.64255524,24,6765,354500,384.9179077,-200.5458984,70900,403.74272,1.210916042,52
70999,0.0007,0.968933212,-17.58543777,24,6774,355000,117.9629898,-157.6569061,71000,405.07381,1.204789281,52
71099,0.0007,0.972758012,-17.60338593,24,6784,355500,215.9219666,-272.3413696,71100,400.86348,1.206353664,52
71199,0.0007,0.999751675,-17.6023407,24,6793,356000,5.806900024,-8.475866318,71200,391.0647,1.206652164,52
71299,0.0007,-1.42474246,-17.57680702,24,6802,356500,109.0270615,-151.5744476,71300,386.52294,1.204888463,52
71399,0.0007,-0.585830688,-17.60074425,24,6812,357000,40.35980988,-43.59229279,71400,381.30532,1.206800342,52
71499,0.0007,0.944589436,-17.59861755,24,6822,357500,140.352417,50.87961578,71500,379.00072,1.206625462,52
71599,0.0007,0.8656708,-17.6067524,24,6831,358000,118.2402954,95.99391937,71600,377.57518,1.207600117,52
71699,0.0007,0.972804027,-17.59788895,24,6840,358500,12.45696545,-34.79068375,71700,376.31003,1.206117272,52
71799,0.0007,0.999314499,-17.60565567,24,6850,359000,32.18475342,-65.96530151,71800,376.01808,1.207844019,52
71899,0.0007,0.207636237,-17.62478065,24,6860,359500,242.1414032,-279.3691101,71900,372.53144,1.209942937,52
71999,0.0007,0.896688923,-17.69008636,24,6869,360000,98.67061615,151.0366516,72000,370.59438,1.216949344,52
72099,0.0007,0.878382146,-17.70508957,24,6879,360500,294.5555115,60.03590012,72100,378.12788,1.218824267,52
72199,0.0007,0.978761984,-17.68773651,24,6888,361000,914.0613403,497.6807556,72200,392.18464,1.216040969,52
72299,0.0007,0.995880832,-17.66688919,24,6898,361500,85.76270294,151.9231567,72300,403.04698,1.213683248,52
72399,0.0007,0.999431411,-17.64441109,24,6907,362000,23.95108414,-42.05787659,72400,414.69022,1.21176064,52
72499,0.0007,2.38E-07,-17.62562561,24,6917,362500,771.9868164,432.9749146,72500,417.75726,1.208707213,52
72599,0.0007,-0.001420259,-17.61704063,24,6926,363000,94.31616211,148.6720886,72600,411.31899,1.207810283,52
72699,0.0007,0.960570794,-17.59680176,24,6936,363500,213.9733124,-221.4618683,72700,401.2789,1.205797076,52
72799,0.0007,0.97816135,-17.61047554,24,6945,364000,19.35416794,34.13913727,72800,386.01187,1.207141161,52
72899,0.0007,0.99194036,-17.65681839,24,6955,364500,2.791106701,2.314451694,72900,370.66293,1.2128824,52
72999,0.0007,0.999212896,-17.67001724,24,6964,365000,27.98346519,-56.39821243,73000,360.28732,1.214343309,52
73099,0.0007,0.010017157,-17.70017624,24,6974,365500,36.73937225,114.1955338,73100,351.65519,1.218449354,52
73199,0.0007,-0.584641337,-17.71870422,24,6983,366000,84.81891632,157.869339,73200,349.86486,1.219558239,52
73299,0.0007,0.930358745,-17.70373535,24,6993,366500,243.4655304,153.0806427,73300,355.54645,1.217976928,52
73399,0.0007,0.98410682,-17.6835804,24,7002,367000,16.85836983,38.42655945,73400,366.4284,1.215289593,52
73499,0.0007,0.995583509,-17.67205429,24,7012,367500,46.63932419,-108.4629669,73500,382.13026,1.214871883,52
73599,0.0007,0.994398355,-17.64723015,24,7022,368000,197.7477417,-92.21330261,73600,394.22913,1.212425709,52
73699,0.0007,0.686977208,-17.62897682,24,7031,368500,14.67682934,-23.20181847,73700,400.12606,1.210417032,52
73799,0.0007,0.309328556,-17.62838745,24,7041,369000,35.45629501,81.69799042,73800,398.9266,1.210007787,52
73899,0.0007,0.939641546,-17.66012383,24,7051,369500,210.8088074,143.8404846,73900,391.52361,1.213717103,52
73999,0.0007,0.750873148,-17.64546013,24,7060,370000,411.9623108,-348.2790833,74000,375.68779,1.211405873,52
74099,0.0007,0.997062183,-17.65374565,24,7070,370500,4.922675133,35.49799347,74100,360.72112,1.212759376,52
74199,0.0007,0.996041702,-17.62478065,24,7079,371000,98.22762299,-39.39048767,74200,348.50437,1.209923148,52
74299,0.0007,4.26E-05,-17.63576508,24,7089,371500,275.8848572,-286.31073,74300,337.16897,1.210672259,52
74399,0.0007,-0.395463467,-17.66548538,24,7098,372000,22.68839264,69.98262024,74400,329.94813,1.214697957,52
74499,0.0007,0.913086817,-17.6774044,24,7108,372500,479.6212463,290.8449097,74500,324.84467,1.215976238,52
74599,0.0007,0.990455631,-17.67139053,24,7117,373000,602.3265381,416.9663696,74600,322.2533,1.215883732,52
74699,0.0007,0.96962956,-17.70265579,24,7127,373500,28.75368118,-68.85456085,74700,325.06443,1.219583988,52
74799,0.0007,0.995904069,-17.7431469,24,7137,374000,90.95109558,-40.60912323,74800,328.86077,1.223787308,52
74899,0.0007,1.19E-07,-17.73190498,24,7146,374500,54.8224411,-133.176178,74900,330.79825,1.222178578,52
74999,0.0007,-1.19E-07,-17.75848198,24,7156,375000,3.987763166,-16.92523003,75000,333.52026,1.225400805,52
75099,0.0007,0.997968113,-17.71099472,24,7165,375500,5.707214832,-13.76621723,75100,338.06581,1.219550729,52
75199,0.0007,0.982842401,-17.72140503,24,7175,376000,14.79420185,-36.11013794,75200,344.75612,1.220612049,52
75299,0.0007,0.928499497,-17.68757629,24,7184,376500,31.27850342,54.19317627,75300,354.67743,1.216976643,52
75399,0.0007,0.976579826,-17.69763565,24,7194,377000,1631.188721,-532.5548096,75400,363.69839,1.217762113,52
75499,0.0007,5.96E-08,-17.66809273,24,7204,377500,295.3005981,271.3181763,75500,374.74691,1.214898229,52
75599,0.0007,0,-17.63884354,24,7213,378000,98.14265442,171.2805023,75600,381.69018,1.211436749,52
75699,0.0007,0.938277438,-17.62160301,24,7223,378500,160.8841248,65.38148499,75700,383.9336,1.209420085,52
75799,0.0007,0.969087567,-17.62143707,24,7232,379000,22.60485077,-37.7949791,75800,385.38044,1.208954453,52
75899,0.0007,0.973276393,-17.63475037,24,7242,379500,58.36481476,123.8350067,75900,391.83885,1.210756779,52
75999,0.0007,0.871855706,-17.59363365,24,7252,380000,7389.365723,-955.7835693,76000,396.36592,1.20627141,52
76099,0.0007,0,-17.58724213,24,7262,380500,516.937561,354.2636414,76100,398.21315,1.205671191,52
76199,0.0007,0,-17.60562134,24,7271,381000,226.2617493,283.0942993,76200,399.81368,1.207660556,52
76299,0.0007,0.989268899,-17.61496925,24,7280,381500,49.98655319,94.56678772,76300,398.16134,1.208538532,52
76399,0.0007,0.947397698,-17.58914566,24,7290,382000,86.81987762,-132.5297699,76400,394.28581,1.205803275,52
76499,0.0007,0.979378909,-17.57720757,24,7299,382500,37.56217194,-92.84883118,76500,388.41446,1.204521894,52
76599,0.0007,0.812212452,-17.56998062,24,7309,383000,12245.10156,-1083.568481,76600,385.09509,1.20396173,52
76699,0.0007,0,-17.53243065,24,7318,383500,68.84886169,108.2696304,76700,382.90191,1.19990623,52
76799,0.0007,1.19E-07,-17.54564476,24,7328,384000,129.8521881,178.0780792,76800,379.66647,1.201543689,52
76899,0.0007,0.927560315,-17.55690575,24,7337,384500,210.4791565,-118.5058212,76900,378.51936,1.202643037,52
76999,0.0007,0.941215515,-17.57791519,24,7347,385000,45.86063385,37.9071579,77000,377.56048,1.205147982,52
77099,0.0007,0.984840985,-17.61606216,24,7356,385500,52.70078659,114.1415863,77100,373.16749,1.209145188,52
77199,0.0007,0.911925949,-17.61550331,24,7366,386000,5286.424805,-828.6640625,77200,368.48221,1.209043503,52
77299,0.0007,0,-17.64888191,24,7375,386500,289.3680115,233.9399109,77300,365.18238,1.212804437,52
77399,0.0007,-0.724362135,-17.69318771,24,7385,387000,73.97923279,144.2919617,77400,361.70802,1.218278408,52
77499,0.0007,0.974823065,-17.71530533,24,7394,387500,218.6881866,198.8590698,77500,357.13147,1.220555305,52
77599,0.0007,0.993258776,-17.70734787,24,7404,388000,5.419835091,16.73133278,77600,357.3784,1.220022321,52
77699,0.0007,0.975657161,-17.70813179,24,7413,388500,10.12928772,26.98623276,77700,362.57352,1.220279694,52
77799,0.0007,0.970895462,-17.74061012,24,7423,389000,1387.699951,-347.3954468,77800,363.11482,1.224242449,52
77899,0.0007,-60.9257164,-17.69651222,24,7432,389500,33.86393356,-48.61124802,77900,364.91801,1.218679428,52
77999,0.0007,2.38E-07,-17.73093987,24,7442,390000,202.2509766,-222.0990448,78000,368.88999,1.222342014,52
78099,0.0007,0.995226083,-17.74325752,24,7452,390500,56.84051514,111.584671,78100,368.15687,1.223222017,52
78199,0.0007,0.991841855,-17.76154137,24,7461,391000,6.861861229,-15.25066185,78200,367.18876,1.225114584,52
78299,0.0007,0.977334954,-17.75336456,24,7471,391500,8.655997276,15.01289368,78300,367.77503,1.224663854,52
78399,0.0007,0.999812643,-17.78462219,24,7480,392000,9.200083733,36.21059418,78400,362.20452,1.227143407,52
78499,0.0007,0,-17.75201988,24,7490,392500,17.33945084,55.4640274,78500,355.97479,1.223448277,52
78599,0.0007,-0.00411427,-17.78096962,24,7499,393000,59.61346436,-89.45606995,78600,353.31156,1.226366639,52
78699,0.0007,0.963940687,-17.77828979,24,7509,393500,156.4852295,-151.5552216,78700,350.58446,1.226010799,52
78799,0.0007,0.991349394,-17.7326889,24,7518,394000,21.58295059,-62.93746948,78800,344.6998,1.221379519,52
78899,0.0007,0.975445161,-17.70119858,24,7528,394500,13.90501976,40.46066284,78900,341.02732,1.217812896,52
78999,0.0007,0.996228276,-17.73661232,24,7537,395000,112.5716705,92.82256317,79000,334.06426,1.221137166,52
79099,0.0007,5.96E-08,-17.71242905,24,7547,395500,68.63273621,93.75735474,79100,331.25462,1.219296932,52
79199,0.0007,0.094217062,-17.7116127,24,7556,396000,86.72001648,152.5510712,79200,332.56583,1.219193697,52
79299,0.0007,0.978958014,-17.71439362,24,7566,396500,175.0432892,172.2667999,79300,335.97786,1.219525218,52
79399,0.0007,0.995534836,-17.69771957,24,7576,397000,3.939670563,-16.20628357,79400,341.52985,1.217066288,52
79499,0.0007,0.977009263,-17.71754837,24,7585,397500,11.02330208,-36.06148529,79500,346.78892,1.219024539,52
79599,0.0007,0.999885048,-17.70018387,24,7595,398000,3.094610929,11.90473557,79600,344.94136,1.217181802,52
79699,0.0007,0,-17.65630722,24,7604,398500,230.7632751,241.930542,79700,344.7326,1.213053226,52
79799,0.0007,0.14400351,-17.64538002,24,7614,399000,33.46277618,78.19746399,79800,347.69227,1.212367892,52
79899,0.0007,0.892293148,-17.62845612,24,7623,399500,596.3760986,-272.5593262,79900,354.54165,1.210524559,52
