train/iterations,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/delta_std,train/step_size,train/learning_rate,time/fps,rollout/return_std
361,139008,403.308125,24,2509,0.05,2.69E-06,0.02,55,930.3414917
362,139392,637.1621875,24,2516,0.05,0.002052394,0.02,55,1.218089223
363,139776,632.880625,24,2523,0.05,0.000297397,0.02,55,8.406261444
364,140160,518.36,24,2530,0.05,5.37E-06,0.02,55,465.2558289
365,140544,544.560625,24,2537,0.05,7.42E-06,0.02,55,336.8212891
366,140928,634.435125,24,2544,0.05,0.00054438,0.02,55,4.592377663
367,141312,633.1946875,24,2551,0.05,0.000430733,0.02,55,5.804063797
368,141696,634.9244375,24,2558,0.05,0.000397927,0.02,55,6.282560349
369,142080,636.233875,24,2565,0.05,0.000725351,0.02,55,3.446606398
370,142464,636.8359375,24,2572,0.05,0.001037569,0.02,55,2.409478664
371,142848,635.2453125,24,2579,0.05,0.000634731,0.02,55,3.938674688
372,143232,-676.2175,24,2586,0.05,4.77E-07,0.02,55,5243.493164
373,143616,626.190625,24,2593,0.05,7.07E-05,0.02,55,35.35416031
374,144000,588.019375,24,2600,0.05,1.37E-05,0.02,55,182.201767
375,144384,633.770625,24,2607,0.05,0.000472347,0.02,55,5.292721272
376,144768,636.6374375,24,2613,0.05,0.001410493,0.02,55,1.772430301
377,145152,634.391375,24,2620,0.05,0.000347764,0.02,55,7.188792229
378,145536,603.870625,24,2627,0.05,1.85E-05,0.02,55,135.1878204
379,145920,428.713375,24,2634,0.05,4.95E-06,0.02,55,505.3869934
380,146304,635.79,24,2641,0.05,0.000410952,0.02,55,6.083432674
381,146688,634.3804375,24,2648,0.05,0.000311491,0.02,55,8.025913239
382,147072,636.7375,24,2655,0.05,0.000626339,0.02,55,3.991450071
383,147456,593.75125,24,2662,0.05,2.16E-05,0.02,55,115.6436996
384,147840,635.0945625,24,2669,0.05,0.000397323,0.02,55,6.292107582
385,148224,636.2875,24,2676,0.05,0.000990419,0.02,55,2.524182796
386,148608,636.8930625,24,2683,0.05,0.001258299,0.02,55,1.986809373
387,148992,581.59625,24,2690,0.05,1.17E-05,0.02,55,213.9009399
388,149376,635.193625,24,2697,0.05,0.000667451,0.02,55,3.745594501
389,149760,636.582375,24,2704,0.05,0.001257937,0.02,55,1.987380385
390,150144,636.151,24,2711,0.05,0.000659242,0.02,55,3.792234898
391,150528,622.49075,24,2718,0.05,5.05E-05,0.02,55,49.54389954
392,150912,577.1458125,24,2725,0.05,1.06E-05,0.02,55,235.765274
393,151296,635.839,24,2732,0.05,0.000927868,0.02,55,2.694347382
394,151680,577.618125,24,2739,0.05,1.06E-05,0.02,55,235.4123077
395,152064,636.105625,24,2746,0.05,0.001773109,0.02,55,1.409952879
396,152448,635.01025,24,2753,0.05,0.000494563,0.02,55,5.054971695
397,152832,636.0654375,24,2760,0.05,0.00080247,0.02,55,3.115379572
398,153216,636.675625,24,2767,0.05,0.000988114,0.02,55,2.530073166
399,153600,635.213125,24,2774,0.05,0.00035999,0.02,55,6.944628239
400,153984,636.585,24,2781,0.05,0.001469706,0.02,55,1.701019764
401,154368,636.7784375,24,2788,0.05,0.001740873,0.02,55,1.436061263
402,154752,633.9633125,24,2795,0.05,0.000409279,0.02,55,6.108302116
403,155136,636.8615625,24,2802,0.05,0.001370252,0.02,55,1.824481368
404,155520,618.463125,24,2809,0.05,5.05E-05,0.02,55,49.47737503
405,155904,617.795375,24,2816,0.05,3.91E-05,0.02,55,63.97758865
406,156288,601.670875,24,2823,0.05,1.85E-05,0.02,55,134.8881531
407,156672,598.7628125,24,2830,0.05,1.86E-05,0.02,55,134.0697784
408,157056,565.9649375,24,2837,0.05,1.05E-05,0.02,55,237.8125458
409,157440,634.336875,24,2844,0.05,0.000454548,0.02,55,5.499964714
410,157824,-448.4275,24,2850,0.05,5.78E-07,0.02,55,4322.75293
411,158208,635.3296875,24,2858,0.05,0.000502086,0.02,55,4.979228497
412,158592,520.553125,24,2864,0.05,5.37E-06,0.02,55,465.2932434
413,158976,634.770375,24,2872,0.05,0.000739914,0.02,55,3.378769875
414,159360,17.831375,24,2878,0.05,1.09E-06,0.02,55,2300.090576
415,159744,579.0375,24,2885,0.05,1.23E-05,0.02,55,204.0760193
416,160128,633.68475,24,2892,0.05,0.000356997,0.02,55,7.002858162
417,160512,634.98575,24,2899,0.05,0.00047526,0.02,55,5.260278225
418,160896,636.006875,24,2906,0.05,0.001153354,0.02,55,2.167590618
419,161280,636.1325,24,2913,0.05,0.001035676,0.02,55,2.41388154
420,161664,635.51125,24,2920,0.05,0.000460584,0.02,55,5.42788744
421,162048,635.29,24,2927,0.05,0.000452565,0.02,55,5.524071693
422,162432,633.1234375,24,2934,0.05,0.00033409,0.02,55,7.483007908
423,162816,636.9964375,24,2940,0.05,0.001694824,0.02,55,1.475079179
424,163200,531.480875,24,2947,0.05,5.98E-06,0.02,55,418.4042969
425,163584,635.9625,24,2954,0.05,0.001025883,0.02,55,2.436925888
426,163968,591.86125,24,2961,0.05,1.36E-05,0.02,55,183.1843567
427,164352,635.26125,24,2968,0.05,0.00062972,0.02,55,3.970016956
428,164736,637.11875,24,2975,0.05,0.000818256,0.02,55,3.055278778
429,165120,635.8425,24,2982,0.05,0.000688974,0.02,55,3.628585815
430,165504,636.29875,24,2989,0.05,0.001253634,0.02,55,1.994202495
431,165888,636.2180625,24,2995,0.05,0.000946118,0.02,55,2.642375708
432,166272,637.6625,24,3002,0.05,0.0019346,0.02,55,1.292256594
433,166656,637.29625,24,3009,0.05,0.001028917,0.02,55,2.429737806
434,167040,555.9178125,24,3016,0.05,1.05E-05,0.02,55,238.3919678
435,167424,242.3721875,24,3024,0.05,1.68E-06,0.02,55,1487.955811
436,167808,635.55625,24,3031,0.05,0.000408755,0.02,55,6.116131306
437,168192,636.310625,24,3038,0.05,0.000634586,0.02,55,3.939575434
438,168576,636.16775,24,3045,0.05,0.000531208,0.02,55,4.706254005
439,168960,637.099375,24,3051,0.05,0.001073966,0.02,55,2.327819347
440,169344,634.9075,24,3058,0.05,0.000328016,0.02,55,7.62158823
441,169728,637.60625,24,3066,0.05,0.000977456,0.02,55,2.55766058
442,170112,637.595625,24,3073,0.05,0.002105766,0.02,55,1.187216163
443,170496,634.39375,24,3080,0.05,0.000450534,0.02,55,5.548970699
444,170880,638.14,24,3087,0.05,0.002306139,0.02,55,1.084063053
445,171264,607.9625,24,3093,0.05,3.60E-05,0.02,55,69.41799164
446,171648,636.43,24,3100,0.05,0.000472703,0.02,55,5.288733959
447,172032,637.1396875,24,3107,0.05,0.000743431,0.02,55,3.362786293
448,172416,636.710625,24,3114,0.05,0.000766383,0.02,55,3.262077808
449,172800,636.8975,24,3121,0.05,0.000792468,0.02,55,3.154702187
450,173184,603.346375,24,3128,0.05,1.88E-05,0.02,55,132.64151
451,173568,636.388375,24,3135,0.05,0.000426743,0.02,55,5.858329296
452,173952,636.165625,24,3142,0.05,0.000565775,0.02,55,4.418715477
453,174336,637.22375,24,3149,0.05,0.00155712,0.02,55,1.605527878
454,174720,634.7240625,24,3156,0.05,0.000307095,0.02,55,8.140797615
455,175104,635.22375,24,3163,0.05,0.000471082,0.02,55,5.306936264
456,175488,253.79625,24,3170,0.05,1.63E-06,0.02,55,1530.221069
457,175872,585.88875,24,3176,0.05,1.22E-05,0.02,55,205.4279022
458,176256,633.58975,24,3183,0.05,0.000167914,0.02,55,14.88854694
459,176640,636.385,24,3190,0.05,0.000523269,0.02,55,4.777655125
460,177024,636.715625,24,3197,0.05,0.000793936,0.02,55,3.148868799
461,177408,636.120625,24,3204,0.05,0.000422259,0.02,55,5.920534611
462,177792,637.063125,24,3211,0.05,0.00162679,0.02,55,1.536768913
463,178176,637.935,24,3218,0.05,0.002355315,0.02,55,1.061429143
464,178560,638.165625,24,3225,0.05,0.002289195,0.02,55,1.09208703
465,178944,513.638125,24,3232,0.05,5.11E-06,0.02,55,489.0844116
466,179328,637.0233125,24,3239,0.05,0.000486006,0.02,55,5.143967628
467,179712,636.811875,24,3245,0.05,0.000698659,0.02,55,3.578283787
468,180096,636.7603125,24,3252,0.05,0.000553089,0.02,55,4.520065308
469,180480,635.7255625,24,3259,0.05,0.000531347,0.02,55,4.705021858
470,180864,635.771875,24,3266,0.05,0.000355749,0.02,55,7.027427197
471,181248,368.9284375,24,3273,0.05,2.34E-06,0.02,55,1066.76062
472,181632,602.751,24,3280,0.05,1.85E-05,0.02,55,134.9760895
473,182016,635.54775,24,3287,0.05,0.000566215,0.02,55,4.415280342
474,182400,636.53875,24,3294,0.05,0.000742834,0.02,55,3.365488052
475,182784,637.185,24,3301,0.05,0.000992915,0.02,55,2.517837524
476,183168,636.34075,24,3307,0.05,0.000457972,0.02,55,5.458851814
477,183552,637.5446875,24,3314,0.05,0.00217641,0.02,55,1.148680449
478,183936,636.1245,24,3321,0.05,0.000484595,0.02,55,5.158943653
479,184320,637.315625,24,3328,0.05,0.001292922,0.02,55,1.933605075
480,184704,569.8559375,24,3335,0.05,1.26E-05,0.02,55,198.3152008
481,185088,635.734375,24,3342,0.05,0.000478243,0.02,55,5.227472305
482,185472,637.721625,24,3349,0.05,0.001571518,0.02,55,1.590818644
483,185856,638.04375,24,3356,0.05,0.002743938,0.02,55,0.911099076
484,186240,636.49725,24,3363,0.05,0.0007679,0.02,55,3.255633354
485,186624,637.025625,24,3371,0.05,0.000975893,0.02,55,2.561755419
486,187008,636.92,24,3378,0.05,0.000916191,0.02,55,2.728689194
487,187392,573.7175,24,3385,0.05,1.05E-05,0.02,55,238.2327271
488,187776,637.778,24,3392,0.05,0.001977171,0.02,55,1.264432669
489,188160,636.10125,24,3398,0.05,0.000418434,0.02,55,5.974651814
490,188544,638.1625,24,3405,0.05,0.003373261,0.02,55,0.741122544
491,188928,637.32,24,3412,0.05,0.000932417,0.02,55,2.681203127
492,189312,-225.259375,24,3419,0.05,7.56E-07,0.02,55,3308.439941
493,189696,635.9820625,24,3426,0.05,0.000565041,0.02,55,4.42445755
494,190080,635.6628125,24,3433,0.05,0.00056127,0.02,55,4.454184532
495,190464,620.279375,24,3439,0.05,3.71E-05,0.02,55,67.43231964
496,190848,635.963125,24,3447,0.05,0.000457418,0.02,55,5.465455532
497,191232,637.460625,24,3454,0.05,0.000972071,0.02,55,2.57182765
498,191616,637.72625,24,3461,0.05,0.001742298,0.02,55,1.434886217
499,192000,634.118125,24,3467,0.05,0.000315788,0.02,55,7.916694164
500,192384,638.1816875,24,3474,0.05,0.001451766,0.02,55,1.722040176
501,192768,635.70875,24,3481,0.05,0.000398282,0.02,55,6.27696085
502,193152,636.52,24,3488,0.05,0.000422488,0.02,55,5.917324066
503,193536,590.69575,24,3495,0.05,1.37E-05,0.02,55,182.620163
504,193920,637.046875,24,3502,0.05,0.001352724,0.02,55,1.848122954
505,194304,637.5328125,24,3508,0.05,0.000898572,0.02,55,2.782191992
506,194688,603.69125,24,3515,0.05,1.85E-05,0.02,55,135.1591339
507,195072,638.089375,24,3522,0.05,0.002429326,0.02,55,1.029092073
508,195456,636.7400625,24,3529,0.05,0.000628353,0.02,55,3.9786551
509,195840,637.3355,24,3536,0.05,0.00082184,0.02,55,3.041953087
510,196224,637.5321875,24,3543,0.05,0.000877914,0.02,55,2.847659111
511,196608,636.948125,24,3550,0.05,0.00100441,0.02,55,2.489023447
512,196992,620.538125,24,3557,0.05,3.86E-05,0.02,55,64.7038269
513,197376,624.59975,24,3564,0.05,5.05E-05,0.02,55,49.47166061
514,197760,637.819375,24,3571,0.05,0.002034121,0.02,55,1.229032159
515,198144,637.5590625,24,3578,0.05,0.000650462,0.02,55,3.843419552
516,198528,637.9875,24,3585,0.05,0.001718534,0.02,55,1.454728365
517,198912,636.47125,24,3592,0.05,0.000645615,0.02,55,3.872278452
518,199296,637.456875,24,3599,0.05,0.000482267,0.02,55,5.183851242
519,199680,596.2218125,24,3606,0.05,1.53E-05,0.02,55,163.4862671
520,200064,635.905,24,3613,0.05,0.000652869,0.02,55,3.829250813
521,200448,636.44675,24,3620,0.05,0.000465733,0.02,55,5.36787796
522,200832,581.4581875,24,3626,0.05,1.43E-05,0.02,55,174.496994
523,201216,637.425,24,3634,0.05,0.002120957,0.02,55,1.178713322
524,201600,609.741875,24,3640,0.05,2.20E-05,0.02,55,113.7455673
525,201984,625.2105,24,3647,0.05,5.04E-05,0.02,55,49.58038712
526,202368,637.8125,24,3654,0.05,0.001860097,0.02,55,1.344015837
527,202752,636.0703125,24,3661,0.05,0.000501902,0.02,55,4.981053352
528,203136,625.60125,24,3668,0.05,4.99E-05,0.02,55,50.07090759
529,203520,637.3871875,24,3675,0.05,0.001766205,0.02,55,1.415463805
530,203904,637.078125,24,3682,0.05,0.001077605,0.02,55,2.319959641
531,204288,637.000625,24,3689,0.05,0.000480387,0.02,55,5.204134464
532,204672,635.100625,24,3695,0.05,0.000361286,0.02,55,6.919732571
533,205056,637.596875,24,3702,0.05,0.001211774,0.02,55,2.063090324
534,205440,637.416875,24,3709,0.05,0.000909168,0.02,55,2.74976635
535,205824,637.2715625,24,3716,0.05,0.0007072,0.02,55,3.535067081
536,206208,637.441875,24,3723,0.05,0.000761975,0.02,55,3.280948877
537,206592,637.1175,24,3730,0.05,0.000599224,0.02,55,4.172064781
538,206976,637.123125,24,3737,0.05,0.000477635,0.02,55,5.234117508
539,207360,638.3653125,24,3744,0.05,0.002705731,0.02,55,0.9239645
540,207744,-514.8805,24,3751,0.05,5.42E-07,0.02,55,4608.611816
541,208128,569.5780625,24,3758,0.05,1.42E-05,0.02,55,176.4963226
542,208512,622.309375,24,3765,0.05,5.01E-05,0.02,55,49.93610764
543,208896,636.60525,24,3771,0.05,0.000678694,0.02,55,3.683542252
544,209280,637.593125,24,3778,0.05,0.000964414,0.02,55,2.592247725
545,209664,637.738125,24,3785,0.05,0.000954655,0.02,55,2.61874795
546,210048,625.26125,24,3792,0.05,5.00E-05,0.02,55,50.03893661
547,210432,606.226875,24,3799,0.05,2.26E-05,0.02,55,110.4701233
548,210816,630.66275,24,3806,0.05,0.000103787,0.02,55,24.08769226
549,211200,638.18875,24,3813,0.05,0.002242631,0.02,55,1.114762068
550,211584,634.070625,24,3820,0.05,0.000232679,0.02,55,10.74442005
551,211968,576.4446875,24,3827,0.05,1.04E-05,0.02,55,240.9648132
552,212352,635.8270625,24,3834,0.05,0.00036044,0.02,55,6.935963631
553,212736,637.485125,24,3841,0.05,0.000991222,0.02,55,2.522138596
554,213120,634.369375,24,3848,0.05,0.000347014,0.02,55,7.204323292
555,213504,636.1925,24,3855,0.05,0.000506365,0.02,55,4.937149525
556,213888,618.466375,24,3862,0.05,3.56E-05,0.02,55,70.30193329
557,214272,637.608875,24,3870,0.05,0.001916326,0.02,55,1.304579258
558,214656,637.75375,24,3877,0.05,0.001692887,0.02,55,1.476767182
559,215040,638.2084375,24,3884,0.05,0.003653779,0.02,55,0.684222937
560,215424,612.02375,24,3891,0.05,2.41E-05,0.02,55,103.6146622
561,215808,637.5715625,24,3898,0.05,0.000700812,0.02,55,3.567289829
562,216192,636.97975,24,3905,0.05,0.000478581,0.02,55,5.223780155
563,216576,636.66375,24,3912,0.05,0.000433238,0.02,55,5.770504951
564,216960,637.91,24,3919,0.05,0.001698756,0.02,55,1.471665025
565,217344,635.92425,24,3926,0.05,0.000355104,0.02,55,7.040198803
566,217728,637.026875,24,3933,0.05,0.000536919,0.02,55,4.656193256
567,218112,615.158125,24,3940,0.05,2.95E-05,0.02,55,84.70253754
568,218496,155.039375,24,3947,0.05,1.29E-06,0.02,55,1930.976196
569,218880,520.90125,24,3955,0.05,5.40E-06,0.02,55,462.6780701
570,219264,635.325,24,3962,0.05,0.000463259,0.02,55,5.396544933
571,219648,630.826375,24,3969,0.05,0.000131539,0.02,55,19.00581551
572,220032,634.808125,24,3976,0.05,0.000306863,0.02,55,8.146949768
573,220416,636.943125,24,3983,0.05,0.00049204,0.02,55,5.080891609
574,220800,636.60825,24,3990,0.05,0.000684658,0.02,55,3.65145874
575,221184,637.98275,24,3997,0.05,0.002362362,0.02,55,1.058262587
576,221568,637.47125,24,4004,0.05,0.001024167,0.02,55,2.441007376
577,221952,636.9575,24,4011,0.05,0.000500739,0.02,55,4.992625713
578,222336,633.5475,24,4018,0.05,0.000220581,0.02,55,11.33368778
579,222720,595.603125,24,4025,0.05,1.48E-05,0.02,55,168.9097137
580,223104,636.97125,24,4032,0.05,0.000836733,0.02,55,2.987809181
581,223488,637.280625,24,4039,0.05,0.000936757,0.02,55,2.668781757
582,223872,638.304875,24,4046,0.05,0.003715551,0.02,55,0.672847569
583,224256,633.82925,24,4053,0.05,0.000355072,0.02,55,7.040827751
584,224640,638.37675,24,4060,0.05,0.004442605,0.02,55,0.562732756
585,225024,567.64875,24,4067,0.05,8.95E-06,0.02,55,279.4739685
586,225408,637.821875,24,4074,0.05,0.000992003,0.02,55,2.520153761
587,225792,638.0403125,24,4081,0.05,0.001880353,0.02,55,1.329537749
588,226176,636.026875,24,4088,0.05,0.000393723,0.02,55,6.349647522
589,226560,637.794375,24,4095,0.05,0.000976666,0.02,55,2.559728622
590,226944,636.76625,24,4103,0.05,0.0004738,0.02,55,5.276484966
591,227328,637.56375,24,4110,0.05,0.001501157,0.02,55,1.665381551
592,227712,637.4125,24,4117,0.05,0.000688939,0.02,55,3.628768682
593,228096,635.785625,24,4124,0.05,0.000424796,0.02,55,5.885177135
594,228480,638.4590625,24,4131,0.05,0.002851882,0.02,55,0.876613975
595,228864,638.615625,24,4138,0.05,0.003819199,0.02,55,0.654587448
596,229248,636.682875,24,4145,0.05,0.000657634,0.02,55,3.801507235
597,229632,596.67375,24,4152,0.05,1.52E-05,0.02,55,164.5480194
598,230016,637.95,24,4160,0.05,0.001251259,0.02,55,1.99798739
599,230400,637.0425,24,4167,0.05,0.000699835,0.02,55,3.572272301
600,230784,637.0744375,24,4174,0.05,0.000696275,0.02,55,3.590536833
601,231168,637.5965625,24,4181,0.05,0.000964444,0.02,55,2.592165709
602,231552,637.8590625,24,4188,0.05,0.000889527,0.02,55,2.810483456
603,231936,634.53375,24,4195,0.05,0.000368082,0.02,55,6.791964531
604,232320,637.336875,24,4202,0.05,0.001381353,0.02,55,1.809820175
605,232704,637.4775,24,4209,0.05,0.000702471,0.02,55,3.558866978
606,233088,602.200625,24,4216,0.05,2.70E-05,0.02,55,92.73827362
607,233472,636.451875,24,4223,0.05,0.000547537,0.02,55,4.565897465
608,233856,638.145,24,4230,0.05,0.002454366,0.02,55,1.018592954
609,234240,638.38,24,4237,0.05,0.001986729,0.02,55,1.258349299
610,234624,637.074375,24,4245,0.05,0.000581378,0.02,55,4.300127029
611,235008,637.8809375,24,4252,0.05,0.000981394,0.02,55,2.547395706
612,235392,637.7225,24,4259,0.05,0.001171844,0.02,55,2.133389711
613,235776,637.3925,24,4266,0.05,0.000633519,0.02,55,3.946209908
614,236160,584.406875,24,4273,0.05,1.17E-05,0.02,55,213.8591309
615,236544,616.0425,24,4280,0.05,2.94E-05,0.02,55,85.16622162
616,236928,637.575625,24,4287,0.05,0.000856766,0.02,55,2.91795063
617,237312,637.510625,24,4295,0.05,0.000789565,0.02,55,3.16629982
618,237696,638.41875,24,4302,0.05,0.003658772,0.02,55,0.683289349
619,238080,638.3225,24,4309,0.05,0.001943236,0.02,55,1.286513686
620,238464,636.01,24,4316,0.05,0.000531184,0.02,55,4.706469059
621,238848,637.81575,24,4324,0.05,0.001245902,0.02,55,2.006578445
622,239232,583.980625,24,4331,0.05,1.17E-05,0.02,55,214.3423767
623,239616,638.409375,24,4338,0.05,0.002849333,0.02,55,0.877398193
624,240000,637.6471875,24,4346,0.05,0.000772445,0.02,55,3.236474514
625,240384,638.849375,24,4353,0.05,0.003513126,0.02,55,0.711616874
626,240768,638.405625,24,4360,0.05,0.002843657,0.02,55,0.879149616
627,241152,638.559375,24,4367,0.05,0.004483238,0.02,55,0.557632506
628,241536,635.819125,24,4374,0.05,0.000479109,0.02,55,5.218020916
629,241920,637.898125,24,4382,0.05,0.00092915,0.02,55,2.69063139
630,242304,637.755625,24,4389,0.05,0.000691041,0.02,55,3.61772871
631,242688,638.293125,24,4397,0.05,0.001391547,0.02,55,1.79656136
632,243072,638.136875,24,4404,0.05,0.001012606,0.02,55,2.468878031
633,243456,638.678,24,4411,0.05,0.001758054,0.02,55,1.422026515
634,243840,637.169375,24,4418,0.05,0.000573312,0.02,55,4.360624313
635,244224,638.58375,24,4425,0.05,0.003344469,0.02,55,0.747502685
636,244608,637.350625,24,4432,0.05,0.000740591,0.02,55,3.375683308
637,244992,637.055625,24,4439,0.05,0.000535455,0.02,55,4.668921947
638,245376,638.21875,24,4446,0.05,0.000886162,0.02,55,2.821153164
639,245760,638.58125,24,4453,0.05,0.001289867,0.02,55,1.938183665
640,246144,639.0375,24,4460,0.05,0.001794412,0.02,55,1.393213868
641,246528,634.916875,24,4467,0.05,0.000231548,0.02,55,10.79688072
642,246912,-516.0903125,24,4474,0.05,5.42E-07,0.02,55,4613.532227
643,247296,638.207625,24,4481,0.05,0.000778541,0.02,55,3.211132288
644,247680,638.7775,24,4488,0.05,0.001240234,0.02,55,2.015748262
645,248064,637.73375,24,4495,0.05,0.000500582,0.02,55,4.994186878
646,248448,636.4969375,24,4502,0.05,0.000374826,0.02,55,6.669763088
647,248832,638.290625,24,4509,0.05,0.000963471,0.02,55,2.594785452
648,249216,637.606875,24,4516,0.05,0.000740928,0.02,55,3.374146938
649,249600,637.70125,24,4523,0.05,0.000656019,0.02,55,3.810866833
650,249984,636.41625,24,4530,0.05,0.000510202,0.02,55,4.900016308
651,250368,638.4275,24,4537,0.05,0.001239294,0.02,55,2.017277241
652,250752,638.884375,24,4544,0.05,0.003355025,0.02,55,0.745150864
653,251136,637.943125,24,4551,0.05,0.001026728,0.02,55,2.43491888
654,251520,638.546875,24,4557,0.05,0.00332376,0.02,55,0.752160132
655,251904,638.7486875,24,4564,0.05,0.001437413,0.02,55,1.739235163
656,252288,639.1275,24,4571,0.05,0.002153679,0.02,55,1.160804272
657,252672,639.21375,24,4578,0.05,0.001595228,0.02,55,1.567174435
658,253056,637.525625,24,4585,0.05,0.000385683,0.02,55,6.481999874
659,253440,636.83175,24,4592,0.05,0.000307817,0.02,55,8.121718407
660,253824,637.45375,24,4599,0.05,0.00051643,0.02,55,4.840927601
661,254208,637.891875,24,4607,0.05,0.000377446,0.02,55,6.623470783
662,254592,636.841875,24,4613,0.05,0.000429786,0.02,55,5.816854477
663,254976,637.176875,24,4621,0.05,0.000453146,0.02,55,5.516982079
664,255360,638.840625,24,4628,0.05,0.000842283,0.02,55,2.968122244
665,255744,631.45,24,4635,0.05,8.72E-05,0.02,55,28.66724014
666,256128,638.054375,24,4642,0.05,0.000531277,0.02,55,4.705638885
667,256512,630.811875,24,4649,0.05,0.000114251,0.02,55,21.88155174
668,256896,635.21225,24,4657,0.05,0.0001511,0.02,55,16.54533768
669,257280,637.4153125,24,4664,0.05,0.000371392,0.02,55,6.731426239
670,257664,637.051375,24,4671,0.05,0.000580265,0.02,55,4.308378696
671,258048,637.8525,24,4678,0.05,0.000812942,0.02,55,3.075248241
672,258432,637.096875,24,4685,0.05,0.000566738,0.02,55,4.411206245
673,258816,639.2065625,24,4692,0.05,0.001881233,0.02,55,1.328915715
674,259200,636.815,24,4699,0.05,0.000298982,0.02,55,8.361700058
675,259584,639.1834375,24,4707,0.05,0.000514123,0.02,55,4.86264658
676,259968,638.066875,24,4714,0.05,0.000324317,0.02,55,7.708497524
677,260352,613.57,24,4721,0.05,2.89E-05,0.02,55,86.55171967
678,260736,640.19875,24,4728,0.05,0.001415326,0.02,55,1.766377687
679,261120,637.84125,24,4736,0.05,0.000395457,0.02,55,6.321793556
680,261504,639.9655,24,4743,0.05,0.001064506,0.02,55,2.348505974
681,261888,-5.599375,24,4750,0.05,9.69E-07,0.02,55,2580.368164
682,262272,640.11125,24,4757,0.05,0.000895164,0.02,55,2.792785168
683,262656,636.535625,24,4764,0.05,0.000174394,0.02,55,14.33538628
684,263040,640.5325,24,4771,0.05,0.00122753,0.02,55,2.036609888
685,263424,639.934375,24,4778,0.05,0.000624215,0.02,55,4.005032539
686,263808,604.563375,24,4785,0.05,1.85E-05,0.02,55,135.1280823
687,264192,639.620625,24,4793,0.05,0.000464576,0.02,55,5.38125658
688,264576,640.8446875,24,4800,0.05,0.00107919,0.02,55,2.316551685
689,264960,635.418125,24,4807,0.05,0.000131727,0.02,55,18.97862625
690,265344,639.491625,24,4814,0.05,0.000352054,0.02,55,7.10119009
691,265728,85.766875,24,4821,0.05,1.13E-06,0.02,55,2211.563477
692,266112,640.60125,24,4828,0.05,0.001080497,0.02,55,2.313750029
693,266496,633.183125,24,4835,0.05,0.000168269,0.02,55,14.8571682
694,266880,637.151875,24,4842,0.05,0.000246667,0.02,55,10.13512802
695,267264,639.5505,24,4850,0.05,0.000847884,0.02,55,2.948517799
696,267648,636.88,24,4857,0.05,0.000346329,0.02,55,7.218559265
697,268032,639.46625,24,4864,0.05,0.000729952,0.02,55,3.424884319
698,268416,640.26625,24,4871,0.05,0.000740125,0.02,55,3.377809525
699,268800,639.17625,24,4878,0.05,0.000519137,0.02,55,4.815686703
700,269184,639.831875,24,4886,0.05,0.000823316,0.02,55,3.036499977
701,269568,639.800625,24,4893,0.05,0.000721939,0.02,55,3.462896109
702,269952,641.280625,24,4900,0.05,0.00148269,0.02,55,1.68612504
703,270336,593.88375,24,4907,0.05,1.36E-05,0.02,55,183.4716949
704,270720,618.905625,24,4914,0.05,3.08E-05,0.02,55,81.24713135
705,271104,637.4154375,24,4922,0.05,0.000321946,0.02,55,7.765275955
706,271488,641.55375,24,4929,0.05,0.001375489,0.02,55,1.817534804
707,271872,641.33375,24,4936,0.05,0.00121518,0.02,55,2.057308435
708,272256,639.27875,24,4943,0.05,0.000252395,0.02,55,9.905112267
709,272640,639.96,24,4950,0.05,0.000567428,0.02,55,4.405846119
710,273024,565.475,24,4957,0.05,8.29E-06,0.02,55,301.4606018
711,273408,638.184375,24,4964,0.05,0.000278132,0.02,55,8.988527298
712,273792,637.260375,24,4971,0.05,0.000271019,0.02,55,9.224445343
713,274176,639.32625,24,4978,0.05,0.000540106,0.02,55,4.628724575
714,274560,640.789375,24,4985,0.05,0.000873726,0.02,55,2.861309528
715,274944,638.143125,24,4992,0.05,0.00024805,0.02,55,10.07860756
716,275328,641.141875,24,4999,0.05,0.001187022,0.02,55,2.106109858
717,275712,637.548125,24,5006,0.05,0.000189278,0.02,55,13.20806217
718,276096,640.7195,24,5013,0.05,0.00109892,0.02,55,2.274960279
719,276480,626.535625,24,5021,0.05,4.28E-05,0.02,55,58.40765381
720,276864,638.1669375,24,5027,0.05,0.000416221,0.02,55,6.006427288
721,277248,638.280625,24,5034,0.05,0.00025696,0.02,55,9.729147911
722,277632,640.6153125,24,5041,0.05,0.001254475,0.02,55,1.992864966
723,278016,641.135,24,5048,0.05,0.001515877,0.02,55,1.649210453
724,278400,638.185625,24,5055,0.05,0.00025918,0.02,55,9.645807266
725,278784,638.73125,24,5062,0.05,0.000473094,0.02,55,5.284358501
726,279168,637.209375,24,5069,0.05,0.000146336,0.02,55,17.08400917
727,279552,639.85375,24,5076,0.05,0.000685259,0.02,55,3.648253679
728,279936,640.562375,24,5083,0.05,0.001456244,0.02,55,1.716744423
729,280320,636.9631875,24,5090,0.05,0.000207254,0.02,55,12.06248093
730,280704,635.394375,24,5097,0.05,0.000191927,0.02,55,13.02576542
731,281088,639.41875,24,5105,0.05,0.000661243,0.02,55,3.780758142
732,281472,639.296875,24,5112,0.05,0.000448369,0.02,55,5.575769424
733,281856,442.00125,24,5119,0.05,3.15E-06,0.02,55,793.50354
