train/iterations,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/delta_std,train/step_size,train/learning_rate,time/fps,rollout/return_std
734,282240,639.384375,24,5126,0.05,0.000669793,0.02,55,3.732494116
735,282624,639.2425,24,5133,0.05,0.000416611,0.02,55,6.000807285
736,283008,639.416875,24,5140,0.05,0.000358304,0.02,55,6.977314472
737,283392,641.84,24,5148,0.05,0.001565281,0.02,55,1.597156763
738,283776,641.6290625,24,5155,0.05,0.001510331,0.02,55,1.655266643
739,284160,572.023125,24,5162,0.05,9.40E-06,0.02,55,265.8269348
740,284544,638.76125,24,5169,0.05,0.000246759,0.02,55,10.13135719
741,284928,640.23125,24,5176,0.05,0.000638648,0.02,55,3.914517879
742,285312,639.707,24,5183,0.05,0.000533412,0.02,55,4.686807156
743,285696,532.051375,24,5190,0.05,7.62E-06,0.02,55,328.094635
744,286080,633.98875,24,5197,0.05,0.000195324,0.02,55,12.79923534
745,286464,636.9575,24,5204,0.05,0.000223805,0.02,55,11.17044258
746,286848,640.627625,24,5211,0.05,0.00090565,0.02,55,2.760447264
747,287232,640.18,24,5218,0.05,0.000526329,0.02,55,4.74987793
748,287616,641.401875,24,5225,0.05,0.001314759,0.02,55,1.901488662
749,288000,624.229375,24,5232,0.05,4.82E-05,0.02,55,51.88595963
750,288384,636.966875,24,5239,0.05,0.000146762,0.02,55,17.03434563
751,288768,640.299375,24,5246,0.05,0.001225036,0.02,55,2.040755749
752,289152,639.063125,24,5253,0.05,0.000341267,0.02,55,7.325648308
753,289536,641.139375,24,5260,0.05,0.001091059,0.02,55,2.291350842
754,289920,641.451875,24,5267,0.05,0.000996342,0.02,55,2.509177446
755,290304,545.05675,24,5274,0.05,8.96E-06,0.02,55,279.075531
756,290688,641.680625,24,5281,0.05,0.001568943,0.02,55,1.593429089
757,291072,637.335,24,5288,0.05,0.000233382,0.02,55,10.71205044
758,291456,639.02875,24,5295,0.05,0.000188941,0.02,55,13.23165417
759,291840,583.903875,24,5302,0.05,1.13E-05,0.02,55,220.2735596
760,292224,640.233125,24,5309,0.05,0.00070023,0.02,55,3.570257187
761,292608,641.7925,24,5316,0.05,0.001529519,0.02,55,1.634500146
762,292992,637.6475,24,5323,0.05,0.000242441,0.02,55,10.31177616
763,293376,639.2909375,24,5330,0.05,0.000212233,0.02,55,11.77949715
764,293760,640.3800625,24,5337,0.05,0.000831727,0.02,55,3.005793095
765,294144,599.295,24,5344,0.05,1.87E-05,0.02,55,133.6804504
766,294528,640.590625,24,5351,0.05,0.000869687,0.02,55,2.874597549
767,294912,638.585,24,5358,0.05,0.000355769,0.02,55,7.027022839
768,295296,636.14875,24,5365,0.05,0.000181785,0.02,55,13.75251961
769,295680,546.677375,24,5372,0.05,9.11E-06,0.02,55,274.3146057
770,296064,606.98625,24,5379,0.05,1.84E-05,0.02,55,135.8540039
771,296448,638.360625,24,5386,0.05,0.000460219,0.02,55,5.432195663
772,296832,637.0571875,24,5393,0.05,0.000241128,0.02,55,10.36792564
773,297216,637.827625,24,5400,0.05,0.000213496,0.02,55,11.70982361
774,297600,637.982875,24,5407,0.05,0.000364104,0.02,55,6.86616087
775,297984,639.71375,24,5414,0.05,0.00069834,0.02,55,3.579918385
776,298368,621.201875,24,5421,0.05,4.75E-05,0.02,55,52.679039
777,298752,640.8075,24,5427,0.05,0.001387964,0.02,55,1.801199794
778,299136,569.21625,24,5434,0.05,1.23E-05,0.02,55,202.467041
779,299520,604.9684375,24,5441,0.05,1.86E-05,0.02,55,134.4966278
780,299904,637.360625,24,5448,0.05,0.000392079,0.02,55,6.376271248
781,300288,637.383125,24,5455,0.05,0.000235746,0.02,55,10.60461712
782,300672,640.353125,24,5462,0.05,0.001028824,0.02,55,2.429957628
783,301056,638.926875,24,5469,0.05,0.00041331,0.02,55,6.048726559
784,301440,639.796875,24,5476,0.05,0.000657436,0.02,55,3.802652597
785,301824,638.833125,24,5483,0.05,0.000348327,0.02,55,7.177156448
786,302208,641.45875,24,5490,0.05,0.001218289,0.02,55,2.052057981
787,302592,554.266,24,5497,0.05,1.21E-05,0.02,55,206.9634552
788,302976,605.741875,24,5504,0.05,2.01E-05,0.02,55,124.4769516
789,303360,624.06125,24,5511,0.05,3.47E-05,0.02,55,72.13373566
790,303744,620.19125,24,5518,0.05,3.48E-05,0.02,55,71.76918793
791,304128,596.0609375,24,5525,0.05,1.39E-05,0.02,55,179.8435974
792,304512,639.2325,24,5532,0.05,0.000541042,0.02,55,4.620709896
793,304896,641.0740625,24,5539,0.05,0.001132674,0.02,55,2.207166433
794,305280,639.598125,24,5546,0.05,0.000645538,0.02,55,3.872740269
795,305664,550.92625,24,5553,0.05,7.02E-06,0.02,55,356.3589478
796,306048,639.910625,24,5560,0.05,0.000663002,0.02,55,3.770726681
797,306432,641.274375,24,5567,0.05,0.001127333,0.02,55,2.217623949
798,306816,638.129375,24,5574,0.05,0.000254941,0.02,55,9.806183815
799,307200,640.3575,24,5581,0.05,0.000492514,0.02,55,5.076001644
800,307584,637.9923125,24,5588,0.05,0.000239437,0.02,55,10.44115162
801,307968,641.8155625,24,5595,0.05,0.001137458,0.02,55,2.197883129
802,308352,621.43375,24,5602,0.05,3.48E-05,0.02,55,71.80410004
803,308736,639.675,24,5609,0.05,0.000734499,0.02,55,3.403680801
804,309120,641.1675,24,5616,0.05,0.000518038,0.02,55,4.82589817
805,309504,639.8739375,24,5622,0.05,0.000305455,0.02,55,8.184504509
806,309888,641.416875,24,5629,0.05,0.001111972,0.02,55,2.248256922
807,310272,641.091875,24,5636,0.05,0.001406118,0.02,55,1.777944088
808,310656,641.064375,24,5643,0.05,0.00079631,0.02,55,3.139480829
809,311040,642.38,24,5650,0.05,0.002347921,0.02,55,1.064771891
810,311424,641.03625,24,5657,0.05,0.000534751,0.02,55,4.67507267
811,311808,638.74375,24,5664,0.05,0.000257236,0.02,55,9.718719482
812,312192,638.255625,24,5670,0.05,0.000297519,0.02,55,8.402830124
813,312576,640.849375,24,5677,0.05,0.000914778,0.02,55,2.732903004
814,312960,636.751375,24,5684,0.05,0.000237071,0.02,55,10.5453701
815,313344,641.555,24,5691,0.05,0.001323635,0.02,55,1.888738036
816,313728,634.9986875,24,5698,0.05,0.000202104,0.02,55,12.36985588
817,314112,640.544375,24,5705,0.05,0.000605935,0.02,55,4.125856876
818,314496,639.89875,24,5712,0.05,0.000613341,0.02,55,4.076037884
819,314880,638.37625,24,5719,0.05,0.000231306,0.02,55,10.80818462
820,315264,627.839375,24,5726,0.05,4.71E-05,0.02,55,53.06712341
821,315648,640.645,24,5733,0.05,0.000728218,0.02,55,3.433036804
822,316032,639.33125,24,5740,0.05,0.000311598,0.02,55,8.02314949
823,316416,640.8,24,5748,0.05,0.000948343,0.02,55,2.63617754
824,316800,641.053125,24,5754,0.05,0.001316136,0.02,55,1.899500132
825,317184,641.005,24,5761,0.05,0.001075947,0.02,55,2.323533297
826,317568,641.745,24,5768,0.05,0.001639503,0.02,55,1.524851799
827,317952,642.626875,24,5775,0.05,0.00339979,0.02,55,0.735339463
828,318336,641.496875,24,5782,0.05,0.001344319,0.02,55,1.859677434
829,318720,641.94375,24,5789,0.05,0.001863247,0.02,55,1.341743588
830,319104,642.37375,24,5796,0.05,0.002981697,0.02,55,0.838448703
831,319488,639.905,24,5803,0.05,0.000543992,0.02,55,4.595652103
832,319872,642.1206875,24,5810,0.05,0.001660047,0.02,55,1.505981684
833,320256,642.0975,24,5817,0.05,0.001570634,0.02,55,1.591713548
834,320640,639.87625,24,5824,0.05,0.000243977,0.02,55,10.24687481
835,321024,594.125,24,5831,0.05,1.36E-05,0.02,55,184.019989
836,321408,642.633125,24,5838,0.05,0.003693735,0.02,55,0.676821589
837,321792,641.9654375,24,5845,0.05,0.001720325,0.02,55,1.453213573
838,322176,640.406875,24,5852,0.05,0.000560514,0.02,55,4.460193634
839,322560,639.5375,24,5859,0.05,0.000251073,0.02,55,9.957280159
840,322944,640.818125,24,5866,0.05,0.000327627,0.02,55,7.630635262
841,323328,638.94875,24,5873,0.05,0.000186016,0.02,55,13.43967056
842,323712,640.4389375,24,5880,0.05,0.000636569,0.02,55,3.927306414
843,324096,640.84875,24,5886,0.05,0.000485374,0.02,55,5.150669098
844,324480,640.5346875,24,5893,0.05,0.000343038,0.02,55,7.287822247
845,324864,638.80075,24,5900,0.05,0.000233742,0.02,55,10.69557571
846,325248,641.096875,24,5907,0.05,0.001281799,0.02,55,1.950383902
847,325632,641.494375,24,5914,0.05,0.000755798,0.02,55,3.307761908
848,326016,642.6775,24,5921,0.05,0.006494198,0.02,55,0.384958863
849,326400,638.833125,24,5928,0.05,0.000238141,0.02,55,10.49796963
850,326784,639.82875,24,5935,0.05,0.000607757,0.02,55,4.113484383
851,327168,640.98625,24,5942,0.05,0.000985688,0.02,55,2.536298513
852,327552,641.520625,24,5949,0.05,0.001171534,0.02,55,2.133954525
853,327936,641.0621875,24,5957,0.05,0.000730556,0.02,55,3.422049284
854,328320,515.67625,24,5963,0.05,4.99E-06,0.02,55,500.5625
855,328704,641.98,24,5970,0.05,0.002193749,0.02,55,1.139601707
856,329088,641.76125,24,5977,0.05,0.001800137,0.02,55,1.388783216
857,329472,640.3925,24,5984,0.05,0.000634453,0.02,55,3.940399408
858,329856,638.83625,24,5992,0.05,0.000283925,0.02,55,8.805132866
859,330240,642.28625,24,5999,0.05,0.001752939,0.02,55,1.426175952
860,330624,642.0403125,24,6005,0.05,0.002211088,0.02,55,1.130664825
861,331008,642.2925,24,6012,0.05,0.002526515,0.02,55,0.989505231
862,331392,641.7225,24,6020,0.05,0.000752872,0.02,55,3.320617676
863,331776,638.76,24,6026,0.05,0.000240551,0.02,55,10.39281273
864,332160,639.711625,24,6033,0.05,0.000524315,0.02,55,4.768128872
865,332544,638.314375,24,6040,0.05,0.000236086,0.02,55,10.58938026
866,332928,642.348125,24,6047,0.05,0.001679393,0.02,55,1.488632679
867,333312,641.829375,24,6054,0.05,0.001415595,0.02,55,1.766042113
868,333696,639.35125,24,6061,0.05,0.00024537,0.02,55,10.18869114
869,334080,639.633125,24,6068,0.05,0.000501512,0.02,55,4.984926224
870,334464,639.54625,24,6075,0.05,0.000251072,0.02,55,9.957298279
871,334848,641.9225,24,6082,0.05,0.001715858,0.02,55,1.456996918
872,335232,641.594375,24,6089,0.05,0.000731909,0.02,55,3.415726185
873,335616,590.45125,24,6096,0.05,1.22E-05,0.02,55,204.8783264
874,336000,641.4425,24,6103,0.05,0.000970002,0.02,55,2.577312946
875,336384,642.130625,24,6110,0.05,0.001247578,0.02,55,2.003882647
876,336768,642.120625,24,6117,0.05,0.001814908,0.02,55,1.37748003
877,337152,587.524375,24,6124,0.05,1.22E-05,0.02,55,205.297699
878,337536,642.3875,24,6131,0.05,0.002714107,0.02,55,0.921113253
879,337920,642.664375,24,6138,0.05,0.006105879,0.02,55,0.409441352
880,338304,642.61375,24,6145,0.05,0.003688749,0.02,55,0.677736461
881,338688,642.2575,24,6152,0.05,0.001772421,0.02,55,1.410499811
882,339072,642.625625,24,6159,0.05,0.003962846,0.02,55,0.630859673
883,339456,639.91,24,6166,0.05,0.000292193,0.02,55,8.555996895
884,339840,635.994375,24,6173,0.05,0.000161927,0.02,55,15.43908119
885,340224,642.47125,24,6180,0.05,0.002531122,0.02,55,0.987703919
886,340608,639.554375,24,6187,0.05,0.000412772,0.02,55,6.056615353
887,340992,640.490625,24,6194,0.05,0.000388164,0.02,55,6.440574169
888,341376,641.675,24,6201,0.05,0.000707231,0.02,55,3.534914255
889,341760,623.153125,24,6208,0.05,3.18E-05,0.02,55,78.70508575
890,342144,638.80875,24,6214,0.05,0.000243761,0.02,55,10.25593662
891,342528,642.010625,24,6221,0.05,0.001200162,0.02,55,2.083051682
892,342912,455.943125,24,6228,0.05,3.39E-06,0.02,55,737.6524048
893,343296,642.266875,24,6235,0.05,0.00242622,0.02,55,1.030409098
894,343680,642.856875,24,6242,0.05,0.010833958,0.02,55,0.230755806
895,344064,639.039375,24,6249,0.05,0.000244867,0.02,55,10.20961094
896,344448,641,24,6256,0.05,0.000759523,0.02,55,3.291538477
897,344832,642.79125,24,6263,0.05,0.008291283,0.02,55,0.301521391
898,345216,641.931875,24,6270,0.05,0.001350324,0.02,55,1.851407647
899,345600,642.923125,24,6277,0.05,0.030748338,0.02,55,0.081305079
900,345984,639.87875,24,6284,0.05,0.000243448,0.02,55,10.26913071
901,346368,640.715125,24,6291,0.05,0.000671228,0.02,55,3.724515438
902,346752,642.506875,24,6298,0.05,0.002686206,0.02,55,0.930680573
903,347136,642.58,24,6305,0.05,0.002798216,0.02,55,0.893426359
904,347520,640.34,24,6311,0.05,0.000340586,0.02,55,7.340287209
905,347904,533.109375,24,6318,0.05,5.73E-06,0.02,55,436.6019287
906,348288,642.16875,24,6325,0.05,0.001306813,0.02,55,1.913051605
907,348672,638.490625,24,6332,0.05,0.000248567,0.02,55,10.05763912
908,349056,641.70125,24,6339,0.05,0.001597926,0.02,55,1.564527512
909,349440,82.859375,24,6346,0.05,1.12E-06,0.02,55,2226.0354
910,349824,524.2390625,24,6354,0.05,5.78E-06,0.02,55,432.8312988
911,350208,641.520625,24,6360,0.05,0.000889197,0.02,55,2.811525106
912,350592,642.68,24,6368,0.05,0.004101297,0.02,55,0.609563053
913,350976,616.362375,24,6375,0.05,4.40E-05,0.02,55,56.80381775
914,351360,641.625625,24,6381,0.05,0.00133465,0.02,55,1.873149753
915,351744,642.8125,24,6388,0.05,0.00784609,0.02,55,0.31862992
916,352128,642.3465625,24,6395,0.05,0.002308144,0.02,55,1.083121419
917,352512,642.57625,24,6402,0.05,0.002299601,0.02,55,1.087144732
918,352896,635.595,24,6409,0.05,0.000129334,0.02,55,19.32980919
919,353280,638.884375,24,6416,0.05,0.000225168,0.02,55,11.10281086
920,353664,620.9318125,24,6423,0.05,3.20E-05,0.02,55,78.22921753
921,354048,630.531875,24,6430,0.05,5.33E-05,0.02,55,46.9041214
922,354432,640.476875,24,6437,0.05,0.000542314,0.02,55,4.609875679
923,354816,641.461875,24,6445,0.05,0.000480991,0.02,55,5.197604179
924,355200,640.231875,24,6451,0.05,0.0002485,0.02,55,10.0603466
925,355584,642.1428125,24,6458,0.05,0.002205861,0.02,55,1.133344293
926,355968,640.776875,24,6465,0.05,0.000632502,0.02,55,3.952557087
927,356352,642.675,24,6472,0.05,0.004022932,0.02,55,0.621437132
928,356736,639.36,24,6479,0.05,0.00020002,0.02,55,12.49877548
929,357120,640.8975,24,6486,0.05,0.000512817,0.02,55,4.875034809
930,357504,642.733125,24,6493,0.05,0.004274384,0.02,55,0.584879458
931,357888,641.82175,24,6500,0.05,0.000991062,0.02,55,2.522544861
932,358272,642.37375,24,6507,0.05,0.002493277,0.02,55,1.002696157
933,358656,641.29,24,6514,0.05,0.000555412,0.02,55,4.501159191
934,359040,609.33625,24,6521,0.05,1.87E-05,0.02,55,133.9351959
935,359424,639.2625,24,6528,0.05,0.000197278,0.02,55,12.6724472
936,359808,641.108625,24,6535,0.05,0.000892403,0.02,55,2.801424742
937,360192,642.483125,24,6542,0.05,0.002713812,0.02,55,0.92121315
938,360576,641.47625,24,6549,0.05,0.000845151,0.02,55,2.958050013
939,360960,642.12375,24,6556,0.05,0.001240999,0.02,55,2.014506102
940,361344,642.57875,24,6563,0.05,0.002823619,0.02,55,0.885388494
941,361728,642.86875,24,6570,0.05,0.010401157,0.02,55,0.240357742
942,362112,642.484375,24,6577,0.05,0.002000182,0.02,55,1.249886274
943,362496,642.255625,24,6584,0.05,0.001259607,0.02,55,1.984745502
944,362880,639.7925,24,6591,0.05,0.000244284,0.02,55,10.23399067
945,363264,642.510625,24,6598,0.05,0.002317834,0.02,55,1.078593135
946,363648,640.826875,24,6605,0.05,0.000338396,0.02,55,7.387784481
947,364032,641.208125,24,6612,0.05,0.000737772,0.02,55,3.388580561
948,364416,639.995,24,6619,0.05,0.000334243,0.02,55,7.479579449
949,364800,641.38625,24,6626,0.05,0.000615609,0.02,55,4.061017513
950,365184,618.396375,24,6633,0.05,2.59E-05,0.02,55,96.40516663
951,365568,554.4025,24,6640,0.05,7.10E-06,0.02,55,351.9841919
952,365952,631.1189375,24,6647,0.05,5.77E-05,0.02,55,43.30365372
953,366336,641.11375,24,6654,0.05,0.00081179,0.02,55,3.079613924
954,366720,640.84125,24,6661,0.05,0.000580482,0.02,55,4.306764126
955,367104,642.094375,24,6667,0.05,0.00176962,0.02,55,1.41273284
956,367488,640.138125,24,6674,0.05,0.000278337,0.02,55,8.981902122
957,367872,622.685625,24,6681,0.05,3.18E-05,0.02,55,78.59009552
958,368256,610.425,24,6688,0.05,2.21E-05,0.02,55,113.2970352
959,368640,642.790625,24,6695,0.05,0.007081522,0.02,55,0.353031307
960,369024,541.090375,24,6702,0.05,6.17E-06,0.02,55,404.99646
961,369408,604.449375,24,6710,0.05,1.68E-05,0.02,55,149.1724854
962,369792,642.1306875,24,6717,0.05,0.001426368,0.02,55,1.752703428
963,370176,641.568125,24,6724,0.05,0.001347626,0.02,55,1.855113864
964,370560,642.541875,24,6731,0.05,0.002490459,0.02,55,1.003830791
965,370944,641.17125,24,6738,0.05,0.000668607,0.02,55,3.739117384
966,371328,641.71875,24,6745,0.05,0.000793857,0.02,55,3.149183273
967,371712,642.479375,24,6752,0.05,0.002617979,0.02,55,0.954934895
968,372096,640.639875,24,6759,0.05,0.000339875,0.02,55,7.355645657
969,372480,291.2464375,24,6766,0.05,2.10E-06,0.02,55,1193.220337
970,372864,642.470625,24,6773,0.05,0.002009366,0.02,55,1.244173288
971,373248,642.029375,24,6780,0.05,0.0008063,0.02,55,3.100581884
972,373632,640.990625,24,6787,0.05,0.000521918,0.02,55,4.79002142
973,374016,640.89375,24,6794,0.05,0.000720864,0.02,55,3.468061209
974,374400,642.3225,24,6801,0.05,0.001981873,0.02,55,1.261433005
975,374784,641.924375,24,6808,0.05,0.001745189,0.02,55,1.432509422
976,375168,595.741875,24,6815,0.05,1.36E-05,0.02,55,183.9579468
977,375552,641.79125,24,6822,0.05,0.001623829,0.02,55,1.539570928
978,375936,642.741875,24,6829,0.05,0.004385917,0.02,55,0.570006073
979,376320,639.58875,24,6836,0.05,0.000242464,0.02,55,10.31080723
980,376704,642.1665625,24,6843,0.05,0.00201812,0.02,55,1.238776326
981,377088,642.185,24,6850,0.05,0.001707442,0.02,55,1.464178205
982,377472,640.553125,24,6857,0.05,0.000585927,0.02,55,4.266740322
983,377856,639.850625,24,6864,0.05,0.000249237,0.02,55,10.03062248
984,378240,642.0334375,24,6871,0.05,0.001369209,0.02,55,1.82587111
985,378624,642.48,24,6878,0.05,0.001964207,0.02,55,1.272778153
986,379008,642.78625,24,6885,0.05,0.003855271,0.02,55,0.648462594
987,379392,641.744375,24,6892,0.05,0.000747491,0.02,55,3.344520569
988,379776,642.77375,24,6899,0.05,0.003045781,0.02,55,0.820807338
989,380160,213.0144375,24,6906,0.05,1.46E-06,0.02,55,1718.116333
990,380544,642.889375,24,6913,0.05,0.008071182,0.02,55,0.309743851
991,380928,642.61875,24,6920,0.05,0.002486616,0.02,55,1.005382419
992,381312,631.41175,24,6927,0.05,0.000113587,0.02,55,22.00961304
993,381696,642.288125,24,6934,0.05,0.001026209,0.02,55,2.436149836
994,382080,642.666875,24,6941,0.05,0.002703556,0.02,55,0.92470777
995,382464,640.806875,24,6948,0.05,0.000378372,0.02,55,6.607249737
996,382848,641.2625,24,6955,0.05,0.000642074,0.02,55,3.893632889
997,383232,89.50125,24,6962,0.05,1.14E-06,0.02,55,2200.657471
998,383616,641.869375,24,6969,0.05,0.001010435,0.02,55,2.474180698
999,384000,642.020625,24,6976,0.05,0.001728778,0.02,55,1.446108341
1000,384384,642.5625,24,6983,0.05,0.001851734,0.02,55,1.350085497
1001,384768,623.405625,24,6990,0.05,3.78E-05,0.02,55,66.13072968
1002,385152,639.856875,24,6997,0.05,0.000249617,0.02,55,10.01533413
1003,385536,642.4753125,24,7004,0.05,0.001815745,0.02,55,1.376845002
1004,385920,642.531875,24,7011,0.05,0.00244205,0.02,55,1.023729801
1005,386304,639.65,24,7018,0.05,0.000329159,0.02,55,7.595122814
1006,386688,642.138125,24,7025,0.05,0.000991855,0.02,55,2.520530462
1007,387072,642.535,24,7032,0.05,0.002869287,0.02,55,0.871296644
1008,387456,642.79875,24,7039,0.05,0.004079464,0.02,55,0.612825394
1009,387840,642.755625,24,7046,0.05,0.002849487,0.02,55,0.877350867
1010,388224,635.791875,24,7053,0.05,0.00015223,0.02,55,16.4224987
1011,388608,641.97375,24,7059,0.05,0.00079669,0.02,55,3.137983084
1012,388992,637.6725,24,7066,0.05,0.000144372,0.02,55,17.31632423
1013,389376,641.394375,24,7073,0.05,0.000723892,0.02,55,3.453552723
1014,389760,628.833125,24,7080,0.05,4.71E-05,0.02,55,53.06967926
1015,390144,608.8,24,7087,0.05,1.87E-05,0.02,55,133.5909119
1016,390528,608.599375,24,7094,0.05,1.87E-05,0.02,55,133.7512817
1017,390912,641.364375,24,7101,0.05,0.000721987,0.02,55,3.46266675
1018,391296,641.785,24,7108,0.05,0.00095299,0.02,55,2.623322248
1019,391680,641.985,24,7115,0.05,0.001026087,0.02,55,2.436439753
1020,392064,642.819375,24,7122,0.05,0.007662431,0.02,55,0.326267093
1021,392448,613.461875,24,7129,0.05,2.20E-05,0.02,55,113.6582718
1022,392832,642.084375,24,7136,0.05,0.001770497,0.02,55,1.412033081
1023,393216,641.664375,24,7144,0.05,0.000934356,0.02,55,2.675639629
1024,393600,642.2375,24,7151,0.05,0.002032999,0.02,55,1.229710102
1025,393984,641.91,24,7158,0.05,0.001592428,0.02,55,1.569929242
1026,394368,642.303125,24,7165,0.05,0.001003642,0.02,55,2.490928173
1027,394752,642.18375,24,7172,0.05,0.001013999,0.02,55,2.465485573
1028,395136,642.226875,24,7179,0.05,0.001607483,0.02,55,1.555225849
1029,395520,642.24625,24,7185,0.05,0.002482987,0.02,55,1.006851554
1030,395904,642.535,24,7192,0.05,0.002487509,0.02,55,1.005021334
1031,396288,609.17375,24,7199,0.05,1.87E-05,0.02,55,133.8940125
1032,396672,642.35,24,7206,0.05,0.002338727,0.02,55,1.068957448
1033,397056,642.561,24,7213,0.05,0.002897199,0.02,55,0.862902462
1034,397440,642.789375,24,7220,0.05,0.008205253,0.02,55,0.304682761
1035,397824,639.9225,24,7227,0.05,0.000248883,0.02,55,10.04488754
1036,398208,571.210625,24,7234,0.05,9.12E-06,0.02,55,274.1400146
1037,398592,642.57375,24,7241,0.05,0.002830761,0.02,55,0.883154571
1038,398976,642.6675,24,7248,0.05,0.002763137,0.02,55,0.904768527
1039,399360,642.046875,24,7255,0.05,0.001021909,0.02,55,2.446402073
1040,399744,642.485625,24,7262,0.05,0.002540728,0.02,55,0.983969808
1041,400128,642.4941875,24,7269,0.05,0.002338842,0.02,55,1.068904996
1042,400512,642.773125,24,7276,0.05,0.008788036,0.02,55,0.284477532
1043,400896,43.026875,24,7283,0.05,1.04E-06,0.02,55,2399.188477
1044,401280,642.794375,24,7290,0.05,0.006390085,0.02,55,0.391231
1045,401664,238.028125,24,7297,0.05,1.55E-06,0.02,55,1613.539307
1046,402048,568.0525,24,7304,0.05,8.35E-06,0.02,55,299.2888184
1047,402432,640.413125,24,7311,0.05,0.0002487,0.02,55,10.05226326
1048,402816,642.440625,24,7318,0.05,0.002582828,0.02,55,0.967931211
1049,403200,642.605,24,7325,0.05,0.002672775,0.02,55,0.935357273
1050,403584,640.72625,24,7332,0.05,0.000403028,0.02,55,6.203050137
1051,403968,642.725625,24,7339,0.05,0.00337681,0.02,55,0.740343571
1052,404352,642.94375,24,7346,0.05,0.025933603,0.02,55,0.096399896
1053,404736,585.982125,24,7353,0.05,2.00E-05,0.02,55,124.7676086
1054,405120,640.410625,24,7360,0.05,0.000247413,0.02,55,10.10456181
1055,405504,642.9575,24,7367,0.05,0.02007911,0.02,55,0.12450739
1056,405888,-9.200625,24,7374,0.05,1.04E-06,0.02,55,2411.326416
1057,406272,626.3825,24,7381,0.05,3.78E-05,0.02,55,66.1689682
1058,406656,-11.9375,24,7388,0.05,9.59E-07,0.02,55,2606.110596
1059,407040,619.042,24,7395,0.05,3.19E-05,0.02,55,78.33145905
1060,407424,641.601875,24,7403,0.05,0.000514059,0.02,55,4.863256454
1061,407808,642.85375,24,7410,0.05,0.010907813,0.02,55,0.229193389
1062,408192,642.945,24,7417,0.05,0.026176764,0.02,55,0.095504418
1063,408576,544.9354375,24,7424,0.05,9.60E-06,0.02,55,260.3814087
1064,408960,641.786875,24,7431,0.05,0.000810408,0.02,55,3.084864378
1065,409344,642.80875,24,7437,0.05,0.00423072,0.02,55,0.59091574
1066,409728,626.02125,24,7444,0.05,3.78E-05,0.02,55,66.07920837
1067,410112,641.80625,24,7451,0.05,0.000739674,0.02,55,3.379865646
1068,410496,602.4284375,24,7458,0.05,1.55E-05,0.02,55,160.7835846
1069,410880,642.420625,24,7465,0.05,0.001880763,0.02,55,1.329247713
1070,411264,641.40125,24,7472,0.05,0.000756869,0.02,55,3.303080559
1071,411648,594.676875,24,7479,0.05,1.31E-05,0.02,55,191.2131348
1072,412032,593.384375,24,7486,0.05,1.31E-05,0.02,55,190.9984436
1073,412416,596.58375,24,7493,0.05,1.36E-05,0.02,55,184.2699738
1074,412800,584.15175,24,7500,0.05,1.47E-05,0.02,55,170.1109314
1075,413184,642.760625,24,7507,0.05,0.007586767,0.02,55,0.329520971
1076,413568,642.763125,24,7514,0.05,0.007625858,0.02,55,0.327831835
1077,413952,590.8784375,24,7521,0.05,1.62E-05,0.02,55,154.2990417
1078,414336,641.10625,24,7528,0.05,0.000678427,0.02,55,3.684994936
1079,414720,642.090375,24,7535,0.05,0.001124207,0.02,55,2.223790407
1080,415104,639.0578125,24,7542,0.05,0.000185103,0.02,55,13.50598145
1081,415488,642.255,24,7549,0.05,0.002451763,0.02,55,1.019674182
1082,415872,405.173125,24,7556,0.05,2.74E-06,0.02,55,912.9122314
1083,416256,642.639375,24,7562,0.05,0.002925006,0.02,55,0.854699016
1084,416640,491.8321875,24,7569,0.05,4.42E-06,0.02,55,565.3665771
1085,417024,642.66875,24,7576,0.05,0.002681862,0.02,55,0.932187974
1086,417408,642.321875,24,7582,0.05,0.001917596,0.02,55,1.303715467
1087,417792,642.594375,24,7589,0.05,0.00322985,0.02,55,0.774029672
1088,418176,558.349375,24,7597,0.05,1.07E-05,0.02,55,232.703476
1089,418560,639.22625,24,7604,0.05,0.000244258,0.02,55,10.23507404
1090,418944,419.3425,24,7610,0.05,2.80E-06,0.02,55,893.3051147
1091,419328,642.236875,24,7617,0.05,0.001310368,0.02,55,1.907860756
1092,419712,640.4775,24,7624,0.05,0.000549749,0.02,55,4.547530174
1093,420096,642.41,24,7631,0.05,0.002096589,0.02,55,1.192412734
1094,420480,642.9075,24,7638,0.05,0.035049256,0.02,55,0.071328059
1095,420864,642.034375,24,7645,0.05,0.001000962,0.02,55,2.497598171
1096,421248,642.03125,24,7652,0.05,0.000795399,0.02,55,3.14307642
1097,421632,640.348125,24,7659,0.05,0.000249048,0.02,55,10.03820515
1098,422016,641.434375,24,7666,0.05,0.000517857,0.02,55,4.827586174
1099,422400,642.683125,24,7673,0.05,0.006218572,0.02,55,0.402021438
1100,422784,642.723125,24,7680,0.05,0.003736193,0.02,55,0.669130147
1101,423168,641.12,24,7687,0.05,0.000477054,0.02,55,5.240499973
1102,423552,530.9675,24,7694,0.05,7.78E-06,0.02,55,321.1736145
1103,423936,641.87125,24,7701,0.05,0.001474977,0.02,55,1.694941521
1104,424320,631.31125,24,7708,0.05,6.96E-05,0.02,55,35.94103622
