time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/total_timesteps,train/policy_objective,train/is_line_search_success,train/learning_rate,train/kl_divergence_loss,train/std,train/n_updates,train/value_loss,train/explained_variance
54,1087,-89.72332000000002,29,24.0,59392,0.1007680669426918,1.0,0.001,0.008856091648340225,1.0321983098983765,28,783.0404014587402,0.7506983727216721
54,1125,-50.706199999999995,30,24.0,61440,0.0813731998205185,1.0,0.001,0.007899895310401917,1.0275777578353882,29,460.9761627197266,0.7557523548603058
54,1162,-11.969550000000002,31,24.0,63488,0.08902792632579803,1.0,0.001,0.007691319566220045,1.0261398553848267,30,542.4861574172974,0.5920092761516571
54,1200,15.815359999999998,32,24.0,65536,0.07678903639316559,1.0,0.001,0.007266156375408173,1.0260323286056519,31,642.937017250061,0.4696710705757141
54,1236,28.641940000000005,33,24.0,67584,0.046532124280929565,1.0,0.001,0.007106580305844545,1.0214778184890747,32,707.4292284011841,0.578467845916748
54,1274,51.28977999999999,34,24.0,69632,0.08055298030376434,1.0,0.001,0.006757722701877356,1.0071954727172852,33,764.7818943023682,0.5753625333309174
54,1312,69.07813000000002,35,24.0,71680,0.07084842771291733,1.0,0.001,0.009344225749373436,1.0119423866271973,34,1091.2952836990357,0.5024097263813019
54,1350,83.40802,36,24.0,73728,0.08658343553543091,1.0,0.001,0.007280430290848017,1.0157004594802856,35,989.3188816070557,0.5006288588047028
54,1387,97.21764999999999,37,24.0,75776,0.08541235327720642,1.0,0.001,0.006874597165733576,1.0368603467941284,36,1201.0330543518066,0.6035033464431763
54,1424,110.41385,38,24.0,77824,0.09439943730831146,1.0,0.001,0.009573840536177158,1.032888412475586,37,1432.4707481384278,0.5839515626430511
54,1462,120.95827,39,24.0,79872,0.06893043965101242,1.0,0.001,0.00738353468477726,1.037864089012146,38,1584.7286125183105,0.5852367281913757
54,1498,131.11648000000002,40,24.0,81920,0.06740475445985794,1.0,0.001,0.007120916154235601,1.0580614805221558,39,1537.5870761871338,0.6379120051860809
54,1536,140.20689,41,24.0,83968,0.10651140660047531,1.0,0.001,0.007311336230486631,1.0684622526168823,40,1532.2069915771485,0.6530504822731018
54,1573,146.25203000000002,42,24.0,86016,0.06574711948633194,1.0,0.001,0.006946659181267023,1.059550166130066,41,1355.9189949035645,0.675151526927948
54,1611,148.28223,43,24.0,88064,0.0578618198633194,1.0,0.001,0.0066374000161886215,1.0565533638000488,42,1017.5015727996827,0.7819404453039169
54,1648,145.93743999999998,44,24.0,90112,0.08390210568904877,1.0,0.001,0.007245856802910566,1.0568064451217651,43,944.1714923858642,0.8135453909635544
54,1685,152.07433,45,24.0,92160,0.07989354431629181,1.0,0.001,0.007937922142446041,1.0546265840530396,44,822.8650903701782,0.8491505682468414
54,1723,153.35972,46,24.0,94208,0.06817330420017242,1.0,0.001,0.0073233251459896564,1.0415555238723755,45,764.8674268722534,0.8704362660646439
54,1760,160.11351000000002,47,24.0,96256,0.09236371517181396,1.0,0.001,0.007748128846287727,1.0564491748809814,46,805.3076057434082,0.8768871650099754
54,1798,171.05287,48,24.0,98304,0.08267825841903687,1.0,0.001,0.008403989486396313,1.0550016164779663,47,814.0261316299438,0.8836127072572708
54,1835,173.56688000000003,49,24.0,100352,0.05017050355672836,1.0,0.001,0.00922382716089487,1.0463533401489258,48,801.8561603546143,0.8958345279097557
54,1873,181.34221999999997,50,24.0,102400,0.08638463169336319,1.0,0.001,0.008050248958170414,1.0564216375350952,49,801.8705173492432,0.8988643437623978
54,1910,180.30308999999997,51,24.0,104448,0.057128939777612686,1.0,0.001,0.007856360636651516,1.0598219633102417,50,776.432015991211,0.9017480164766312
54,1947,184.08009999999996,52,24.0,106496,0.09195907413959503,1.0,0.001,0.007208223920315504,1.0659221410751343,51,792.1072437286377,0.9021049067378044
54,1985,189.85245999999998,53,24.0,108544,0.06713347136974335,1.0,0.001,0.007893280126154423,1.0684013366699219,52,810.642618560791,0.9059670567512512
54,2022,199.05261,54,24.0,110592,0.05593642592430115,1.0,0.001,0.008418035693466663,1.071839451789856,53,789.0715482711792,0.9114765301346779
54,2060,195.50652,55,24.0,112640,0.08214765042066574,1.0,0.001,0.007254910655319691,1.070224404335022,54,768.5504356384278,0.9128758311271667
54,2097,192.8866,56,24.0,114688,0.06678453087806702,1.0,0.001,0.00808536633849144,1.0718859434127808,55,783.2861167907715,0.9116780310869217
54,2135,200.66436,57,24.0,116736,0.06457649171352386,1.0,0.001,0.0073810163885355,1.053730845451355,56,748.209061050415,0.9127364382147789
54,2172,201.63372999999999,58,24.0,118784,0.0554710291326046,1.0,0.001,0.007310174405574799,1.0514522790908813,57,711.0276544570922,0.9125074446201324
54,2209,204.38881000000003,59,24.0,120832,0.07924138009548187,1.0,0.001,0.008149325847625732,1.0585358142852783,58,751.4196706771851,0.9149799048900604
54,2247,212.73243,60,24.0,122880,0.06169314682483673,1.0,0.001,0.008033492602407932,1.0501599311828613,59,770.9059085845947,0.9162822067737579
54,2284,225.57155999999998,61,24.0,124928,0.06714941561222076,1.0,0.001,0.007927816361188889,1.05176842212677,60,773.1549629211426,0.9163418486714363
54,2322,235.82364,62,24.0,126976,0.08565714210271835,1.0,0.001,0.007408564910292625,1.0712302923202515,61,796.7450933456421,0.9159141778945923
54,2360,236.47460999999998,63,24.0,129024,0.07533618807792664,1.0,0.001,0.006815518252551556,1.0870827436447144,62,680.8528524398804,0.9191230461001396
54,2397,247.47306000000003,64,24.0,131072,0.0803232491016388,1.0,0.001,0.00825551338493824,1.0905264616012573,63,591.8516151428223,0.9301126152276993
54,2435,253.18155,65,24.0,133120,0.06076890230178833,1.0,0.001,0.00715412013232708,1.0999394655227661,64,583.5818098068237,0.9396952688694
54,2472,268.0411700000001,66,24.0,135168,0.08216140419244766,1.0,0.001,0.008531169965863228,1.100326657295227,65,555.1286470413208,0.9359854236245155
54,2510,276.39438,67,24.0,137216,0.08849243819713593,1.0,0.001,0.007800872903317213,1.1193487644195557,66,567.0704273223877,0.9481794983148575
54,2548,291.29435,68,24.0,139264,0.06518146395683289,1.0,0.001,0.008013520389795303,1.1116892099380493,67,568.0005651473999,0.9493107125163078
54,2585,306.78063,69,24.0,141312,0.07620013505220413,1.0,0.001,0.00808956939727068,1.1168291568756104,68,536.7313602447509,0.9519691802561283
54,2622,321.75935,70,24.0,143360,0.0502249114215374,1.0,0.001,0.007533298339694738,1.1144821643829346,69,515.4072208404541,0.9586419686675072
54,2659,328.57849000000004,71,24.0,145408,0.059970673173666,1.0,0.001,0.009652583859860897,1.1165331602096558,70,541.2064685821533,0.9581678956747055
54,2697,338.59994000000006,72,24.0,147456,0.08056281507015228,1.0,0.001,0.008055929094552994,1.1128262281417847,71,496.7016298294067,0.9632033370435238
54,2734,344.97752999999994,73,24.0,149504,0.08192172646522522,1.0,0.001,0.008605483919382095,1.1140214204788208,72,498.0857208251953,0.9609165415167809
54,2771,349.95861999999994,74,24.0,151552,0.0627049058675766,1.0,0.001,0.008350747637450695,1.1160069704055786,73,443.736328125,0.9663301892578602
54,2808,358.92155999999994,75,24.0,153600,0.05989760905504227,1.0,0.001,0.009562220424413681,1.1174354553222656,74,437.9576183319092,0.9698457699269056
54,2845,370.72936000000004,76,24.0,155648,0.0578283965587616,1.0,0.001,0.008230019360780716,1.1085147857666016,75,454.14663314819336,0.9699460193514824
54,2883,373.2741899999999,77,24.0,157696,0.06479208916425705,1.0,0.001,0.00632287235930562,1.1089425086975098,76,444.946879196167,0.9696894492954016
54,2921,377.96376000000004,78,24.0,159744,0.07034038007259369,1.0,0.001,0.008484077639877796,1.1088314056396484,77,431.66980800628664,0.9717044793069363
54,2959,389.56800000000004,79,24.0,161792,0.059615764766931534,1.0,0.001,0.008486209437251091,1.1066139936447144,78,427.9462934494019,0.9719805736094713
54,2996,393.5194799999999,80,24.0,163840,0.058889102190732956,1.0,0.001,0.008523188531398773,1.1060616970062256,79,481.2636180877686,0.968333076685667
54,3034,404.96862,81,24.0,165888,0.06411134451627731,1.0,0.001,0.008114153519272804,1.1013915538787842,80,449.4250680923462,0.9704150557518005
54,3072,415.64334,82,24.0,167936,0.0631798729300499,1.0,0.001,0.008435218594968319,1.0967556238174438,81,423.47827301025393,0.9714134149253368
54,3110,427.19133999999997,83,24.0,169984,0.07820932567119598,1.0,0.001,0.007641431875526905,1.1048880815505981,82,429.7745065689087,0.9730732329189777
54,3147,439.84426999999994,84,24.0,172032,0.061251576989889145,1.0,0.001,0.008859371766448021,1.1039519309997559,83,447.1073518753052,0.97188232652843
54,3184,444.42029,85,24.0,174080,0.06189003586769104,1.0,0.001,0.00753193162381649,1.1024173498153687,84,441.35377712249755,0.9740491602569818
54,3222,447.88211,86,24.0,176128,0.0714351236820221,1.0,0.001,0.008921905420720577,1.101758360862732,85,457.9166124343872,0.9744411557912827
54,3260,453.77077999999995,87,24.0,178176,0.055683381855487823,1.0,0.001,0.009178165346384048,1.100078821182251,86,428.36265926361085,0.9709802605211735
54,3298,456.14758,88,24.0,180224,0.07482500374317169,1.0,0.001,0.008726587519049644,1.1025208234786987,87,440.395546913147,0.9732965975999832
54,3335,463.59992000000005,89,24.0,182272,0.06643205136060715,1.0,0.001,0.00815378874540329,1.1061460971832275,88,425.34888591766355,0.9759155847132206
54,3373,472.73433000000006,90,24.0,184320,0.057924799621105194,1.0,0.001,0.007732659578323364,1.1102367639541626,89,420.3111488342285,0.9761509262025356
54,3410,480.59195,91,24.0,186368,0.05699871480464935,1.0,0.001,0.0076815043576061726,1.1004841327667236,90,433.4169626235962,0.9733929000794888
54,3447,489.73714,92,24.0,188416,0.07324744015932083,1.0,0.001,0.008879906497895718,1.103177785873413,91,413.9505857467651,0.9757596310228109
54,3485,498.5878799999999,93,24.0,190464,0.06351424753665924,1.0,0.001,0.008650281466543674,1.1016291379928589,92,435.40755157470704,0.9752307683229446
54,3522,508.24784,94,24.0,192512,0.06046309322118759,1.0,0.001,0.008475122042000294,1.0972236394882202,93,408.9175745010376,0.9784987326711416
54,3560,514.9364400000001,95,24.0,194560,0.0789346918463707,1.0,0.001,0.007337568327784538,1.1008515357971191,94,428.9546232223511,0.9779269620776176
54,3598,518.62492,96,24.0,196608,0.07509908825159073,1.0,0.001,0.008436455391347408,1.0958596467971802,95,376.04607076644896,0.9798099063336849
54,3635,524.7267200000001,97,24.0,198656,0.07424835115671158,1.0,0.001,0.008892904035747051,1.0911158323287964,96,383.3270673751831,0.9803250674158335
54,3673,534.5235,98,24.0,200704,0.08656183630228043,1.0,0.001,0.009033452719449997,1.0909037590026855,97,370.2982395172119,0.9806698616594076
54,3710,541.10272,99,24.0,202752,0.07492700219154358,1.0,0.001,0.008214998058974743,1.08639395236969,98,372.842624092102,0.979557566344738
54,3748,544.6882899999999,100,24.0,204800,0.0723860114812851,1.0,0.001,0.008617939427495003,1.095291018486023,99,378.99758129119874,0.9813399277627468
54,3785,548.3258099999999,101,24.0,206848,0.0741417407989502,1.0,0.001,0.009034483693540096,1.097802996635437,100,364.2541916847229,0.9825049992650747
54,3824,555.19612,102,24.0,208896,0.06659115850925446,1.0,0.001,0.007960916496813297,1.0928566455841064,101,354.88757305145265,0.9832646790891886
54,3862,565.5278200000001,103,24.0,210944,0.06885053217411041,1.0,0.001,0.008065003901720047,1.0956112146377563,102,395.54191875457764,0.9795365184545517
54,3901,568.0537400000001,104,24.0,212992,0.0670674592256546,1.0,0.001,0.008848213590681553,1.0940394401550293,103,375.5474917411804,0.9817462023347616
54,3939,571.1028299999999,105,24.0,215040,0.1284790188074112,1.0,0.001,0.0071324435994029045,1.0953410863876343,104,394.764725112915,0.9801290910691023
54,3978,576.51277,106,24.0,217088,0.06878986209630966,1.0,0.001,0.008552469313144684,1.0921183824539185,105,368.38094940185545,0.9824777171015739
54,4016,580.38186,107,24.0,219136,0.05879587680101395,1.0,0.001,0.00974123552441597,1.0927352905273438,106,369.7434913635254,0.9833023436367512
54,4054,585.31599,108,24.0,221184,0.06919582933187485,1.0,0.001,0.007609834894537926,1.0984711647033691,107,370.5525110244751,0.9836066402494907
54,4092,591.41358,109,24.0,223232,0.08180825412273407,1.0,0.001,0.007944338023662567,1.0871577262878418,108,375.32796535491946,0.9831988513469696
54,4130,590.39312,110,24.0,225280,0.06311796605587006,1.0,0.001,0.006687851157039404,1.0898422002792358,109,358.82030220031737,0.9819727018475533
54,4170,594.5165099999999,111,24.0,227328,0.09187209606170654,1.0,0.001,0.00860239751636982,1.0861345529556274,110,374.1466667175293,0.9830227419734001
54,4208,594.9476099999999,112,24.0,229376,0.08536408841609955,1.0,0.001,0.007601839490234852,1.0816489458084106,111,362.49288902282717,0.9828189164400101
54,4248,596.11157,113,24.0,231424,0.06743191182613373,1.0,0.001,0.0074350531212985516,1.0810246467590332,112,378.953248500824,0.9827415328472853
54,4287,599.96935,114,24.0,233472,0.07390802353620529,1.0,0.001,0.007929484359920025,1.0846257209777832,113,349.8602527618408,0.9840972069650888
54,4327,598.8528100000001,115,24.0,235520,0.06618674099445343,1.0,0.001,0.008099701255559921,1.082572102546692,114,332.7574586868286,0.9845250025391579
54,4367,599.0694599999999,116,24.0,237568,0.0645705908536911,1.0,0.001,0.009200364351272583,1.0794129371643066,115,340.60261459350585,0.9848881307989359
54,4406,601.5463,117,24.0,239616,0.0770854577422142,1.0,0.001,0.008590874262154102,1.0766640901565552,116,343.30481204986575,0.9850378902629018
54,4443,602.8744700000001,118,24.0,241664,0.06516174972057343,1.0,0.001,0.008273952640593052,1.0721207857131958,117,332.22361068725587,0.9852618807926774
54,4481,603.4472499999999,119,24.0,243712,0.06419599056243896,1.0,0.001,0.007515385746955872,1.0692343711853027,118,323.37336406707766,0.9859091155230999
54,4519,603.7611499999999,120,24.0,245760,0.05756377801299095,1.0,0.001,0.007841655053198338,1.0737055540084839,119,329.0693968772888,0.9822943806648254
54,4556,604.33147,121,24.0,247808,0.07495147734880447,1.0,0.001,0.007059475407004356,1.0846613645553589,120,341.08096199035646,0.9852618565782905
54,4595,603.94029,122,24.0,249856,0.07872306555509567,1.0,0.001,0.008257587440311909,1.0845324993133545,121,327.853994846344,0.9838434755802155
54,4634,604.16505,123,24.0,251904,0.05726558342576027,1.0,0.001,0.007376957219094038,1.0822443962097168,122,330.3681486129761,0.9853335246443748
54,4673,602.7860799999999,124,24.0,253952,0.06890400499105453,1.0,0.001,0.007063394878059626,1.0863641500473022,123,323.8120701789856,0.9852098328992724
54,4712,602.10694,125,24.0,256000,0.05289687216281891,1.0,0.001,0.009523913264274597,1.0845423936843872,124,341.4517746925354,0.9849964259192348
54,4750,603.22574,126,24.0,258048,0.07157453149557114,1.0,0.001,0.007964431308209896,1.0838475227355957,125,353.9296685218811,0.9843028746545315
54,4790,603.48708,127,24.0,260096,0.05969182029366493,1.0,0.001,0.007214585319161415,1.084409475326538,126,325.3953864097595,0.9860488409176469
54,4828,605.0602700000001,128,24.0,262144,0.05577855184674263,1.0,0.001,0.0075420779176056385,1.0747376680374146,127,329.61402769088744,0.985318292863667
54,4868,605.2115100000001,129,24.0,264192,0.034901343286037445,1.0,0.001,0.006575962528586388,1.0768487453460693,128,324.51209869384763,0.9837479777634144
54,4906,605.43696,130,24.0,266240,0.06777088344097137,1.0,0.001,0.0073164706118404865,1.0815939903259277,129,327.41786909103394,0.9837543684989214
54,4945,605.88764,131,24.0,268288,0.06431184709072113,1.0,0.001,0.007955152541399002,1.077275037765503,130,321.1089405059814,0.985502727329731
54,4984,605.8246200000001,132,24.0,270336,0.07792410254478455,1.0,0.001,0.007950002327561378,1.0791436433792114,131,324.65289611816405,0.9857664061710238
54,5022,606.31823,133,24.0,272384,0.08130304515361786,1.0,0.001,0.008212096057832241,1.07114839553833,132,332.2963143348694,0.9854908529669046
54,5060,606.77901,134,24.0,274432,0.05867789685726166,1.0,0.001,0.008085050620138645,1.0680168867111206,133,320.4879716873169,0.9856283012777567
54,5099,606.98283,135,24.0,276480,0.06477539241313934,1.0,0.001,0.007868875749409199,1.0674407482147217,134,301.0195830345154,0.9869425501674414
54,5136,606.65489,136,24.0,278528,0.046609990298748016,1.0,0.001,0.007598028983920813,1.0693472623825073,135,329.6805341720581,0.98613041639328
54,5174,606.79504,137,24.0,280576,0.05142419412732124,1.0,0.001,0.009236166253685951,1.064558982849121,136,317.3357051849365,0.9865442104637623
54,5212,607.55852,138,24.0,282624,0.08174294233322144,1.0,0.001,0.0080952737480402,1.0716832876205444,137,310.9210918426514,0.9858845248818398
54,5250,607.59566,139,24.0,284672,0.04758160933852196,1.0,0.001,0.0071291071362793446,1.0654269456863403,138,306.0750479698181,0.9860826069489121
54,5288,607.5434799999999,140,24.0,286720,0.08135451376438141,1.0,0.001,0.007835903204977512,1.0698286294937134,139,295.1387313842773,0.9856623187661171
54,5326,607.7929700000001,141,24.0,288768,0.06945770978927612,1.0,0.001,0.007612435147166252,1.0638664960861206,140,309.2648128509521,0.986208419315517
54,5364,607.4499899999998,142,24.0,290816,0.05330418795347214,1.0,0.001,0.007042438257485628,1.064953327178955,141,296.5695737838745,0.9871984031051397
54,5402,607.8345300000001,143,24.0,292864,0.07840681821107864,1.0,0.001,0.00821995735168457,1.0651285648345947,142,321.06863651275637,0.9858643673360348
54,5440,607.25673,144,24.0,294912,0.06885877251625061,1.0,0.001,0.008451666682958603,1.0551985502243042,143,316.2200568199158,0.9866126654669642
54,5479,607.86581,145,24.0,296960,0.05775551125407219,1.0,0.001,0.007475800812244415,1.0538866519927979,144,313.2381643295288,0.9838241916149855
54,5516,608.68811,146,24.0,299008,0.06322115659713745,1.0,0.001,0.008094622753560543,1.0569349527359009,145,322.42388067245486,0.9858928248286247
54,5553,607.6661300000001,147,24.0,301056,0.06851094961166382,1.0,0.001,0.006531642749905586,1.0625828504562378,146,319.1547236442566,0.9858736824244261
54,5591,608.35847,148,24.0,303104,0.06483928114175797,1.0,0.001,0.007900256663560867,1.065175175666809,147,328.0115781784058,0.982715280726552
54,5629,608.7281199999999,149,24.0,305152,0.07607138901948929,1.0,0.001,0.007636929862201214,1.0667423009872437,148,312.8119206428528,0.9855078551918268
54,5666,607.55166,150,24.0,307200,0.05347127094864845,1.0,0.001,0.006649846211075783,1.067073106765747,149,314.1260419845581,0.9856139542534947
54,5704,608.31803,151,24.0,309248,0.05419810861349106,1.0,0.001,0.007128546945750713,1.0582624673843384,150,316.3102597236633,0.9868509043008089
54,5742,608.74761,152,24.0,311296,0.06471934169530869,1.0,0.001,0.007769628893584013,1.0568509101867676,151,326.9271167755127,0.9861521488055587
54,5780,608.61851,153,24.0,313344,0.049788691103458405,1.0,0.001,0.008058708161115646,1.0517750978469849,152,302.318385887146,0.9859805861487985
54,5818,608.5252700000001,154,24.0,315392,0.07736434787511826,1.0,0.001,0.008856513537466526,1.0562621355056763,153,289.94995031356814,0.9875524220988154
54,5855,607.1093300000001,155,24.0,317440,0.06387799978256226,1.0,0.001,0.007013062946498394,1.0583544969558716,154,296.0827302932739,0.9874596698209643
54,5893,607.23508,156,24.0,319488,0.07008856534957886,1.0,0.001,0.008703876286745071,1.0654006004333496,155,299.1305401802063,0.9868799271062016
54,5931,609.18406,157,24.0,321536,0.06482938677072525,1.0,0.001,0.007869764231145382,1.0668818950653076,156,305.8801233291626,0.9854248212650418
54,5969,609.37713,158,24.0,323584,0.070010706782341,1.0,0.001,0.008173606358468533,1.065371036529541,157,296.5009496688843,0.9867833154276013
54,6007,609.2849699999999,159,24.0,325632,0.06095980852842331,1.0,0.001,0.008694550953805447,1.0618035793304443,158,268.39611625671387,0.9875783231109381
54,6045,608.6543,160,24.0,327680,0.05574708431959152,1.0,0.001,0.007558004464954138,1.0648324489593506,159,283.91601552963255,0.9880563030019403
54,6082,608.15932,161,24.0,329728,0.06702225655317307,1.0,0.001,0.0071266996674239635,1.0625485181808472,160,299.3208481788635,0.9864010568708181
54,6121,608.61334,162,24.0,331776,0.05065671354532242,1.0,0.001,0.007981686852872372,1.0637707710266113,161,309.03542041778564,0.9856952019035816
54,6158,608.91782,163,24.0,333824,0.07314097881317139,1.0,0.001,0.00795263983309269,1.0694003105163574,162,290.8303413391113,0.9869119171053171
54,6196,609.02547,164,24.0,335872,0.04903016239404678,1.0,0.001,0.007392257917672396,1.0729070901870728,163,265.7130599975586,0.9886308573186398
54,6234,609.67035,165,24.0,337920,0.07673469930887222,1.0,0.001,0.007783815264701843,1.0707014799118042,164,277.87601776123046,0.986387524753809
54,6271,609.5920799999999,166,24.0,339968,0.06142168492078781,1.0,0.001,0.00842143502086401,1.076308250427246,165,280.22630004882814,0.9875906994566321
54,6308,609.60853,167,24.0,342016,0.08277816325426102,1.0,0.001,0.007515260484069586,1.058960199356079,166,284.342301940918,0.9873815523460507
54,6347,610.14653,168,24.0,344064,0.06762180477380753,1.0,0.001,0.008297113701701164,1.0541294813156128,167,285.4169060707092,0.986867681145668
54,6384,610.2376800000001,169,24.0,346112,0.06859737634658813,1.0,0.001,0.00794610008597374,1.0484075546264648,168,286.9230906486511,0.9877700908109546
54,6421,611.2535299999998,170,24.0,348160,0.07562536001205444,1.0,0.001,0.007787026930600405,1.0509419441223145,169,269.4644152641296,0.9884852385148406
54,6459,610.75887,171,24.0,350208,0.059591569006443024,1.0,0.001,0.005538425873965025,1.0502275228500366,170,287.6633955955505,0.9866236308589578
54,6498,610.5159,172,24.0,352256,0.06601249426603317,1.0,0.001,0.008212110958993435,1.0565465688705444,171,282.52347707748413,0.9867087425664067
54,6536,610.3893300000001,173,24.0,354304,0.06281136721372604,1.0,0.001,0.007912158966064453,1.0592583417892456,172,286.49118480682375,0.9873884096741676
54,6574,610.58926,174,24.0,356352,0.05211329460144043,1.0,0.001,0.007582835853099823,1.0540050268173218,173,288.12387523651125,0.9877956230193377
54,6612,610.33717,175,24.0,358400,0.05009964480996132,1.0,0.001,0.006660881452262402,1.0529446601867676,174,277.55671606063845,0.987903555855155
54,6650,610.64237,176,24.0,360448,0.04542413726449013,1.0,0.001,0.006954757962375879,1.054746389389038,175,282.66752710342405,0.9884760184213519
54,6688,611.1012400000001,177,24.0,362496,0.06849641352891922,1.0,0.001,0.007816815748810768,1.0421639680862427,176,275.8520043373108,0.9879932561889291
54,6726,611.1220199999999,178,24.0,364544,0.06146996468305588,1.0,0.001,0.008843737654387951,1.042187213897705,177,288.1217491149902,0.9876777501776814
54,6764,610.9469799999999,179,24.0,366592,0.07601790875196457,1.0,0.001,0.006930267438292503,1.0486692190170288,178,277.8459362030029,0.9875507932156324
54,6802,610.7469199999999,180,24.0,368640,0.05439739674329758,1.0,0.001,0.00754539854824543,1.0466432571411133,179,273.27321004867554,0.9874080996960402
54,6840,610.61709,181,24.0,370688,0.09313324093818665,1.0,0.001,0.008320080116391182,1.0465197563171387,180,280.59330024719236,0.9879672881215811
54,6878,611.1708899999999,182,24.0,372736,0.04681265726685524,1.0,0.001,0.008380081504583359,1.0467454195022583,181,284.9642272949219,0.9874378945678473
54,6915,610.84639,183,24.0,374784,0.06998041272163391,1.0,0.001,0.00790600199252367,1.0442203283309937,182,285.96998701095583,0.9881434189155698
54,6953,611.20236,184,24.0,376832,0.08346570283174515,1.0,0.001,0.006783376447856426,1.0479048490524292,183,274.1468089103699,0.9881281675770879
54,6990,611.73071,185,24.0,378880,0.06179499998688698,1.0,0.001,0.005471080541610718,1.0485869646072388,184,286.685604095459,0.9864327553659678
