time/total_timesteps,train/learning_rate,train/entropy_loss,time/time_elapsed,train/policy_loss,train/value_loss,train/n_updates,train/explained_variance,train/std,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations
579000,0.0007,-17.944738388061523,7248,516.2325439453125,959.3504028320312,115799,-0.10379552841186523,1.302230954170227,79,438.6044,24.0,115800
579500,0.0007,-17.955461502075195,7254,-21.96272850036621,46.44304656982422,115899,0.9827526900917292,1.3039672374725342,79,435.8981800000001,24.0,115900
580000,0.0007,-17.945722579956055,7261,42.09201431274414,105.92201232910156,115999,0.8624708950519562,1.3020288944244385,79,429.6111099999999,24.0,116000
580500,0.0007,-17.914356231689453,7268,-196.590087890625,130.0808563232422,116099,0.9865302452817559,1.3000621795654297,79,428.69195999999994,24.0,116100
581000,0.0007,-17.95098114013672,7275,-96.35675811767578,48.41926193237305,116199,0.9990950674982741,1.303299903869629,79,430.8923,24.0,116200
581500,0.0007,-17.98121452331543,7282,111.4163589477539,154.69398498535156,116299,0.6850915253162384,1.3076469898223877,79,433.21335999999997,24.0,116300
582000,0.0007,-17.947303771972656,7289,-222.6765899658203,253.48800659179688,116399,0.14160341024398804,1.304531455039978,79,439.67056,24.0,116400
582500,0.0007,-17.968202590942383,7296,-69.84532928466797,15.005436897277832,116499,0.9999036530425656,1.306043028831482,79,442.1016,24.0,116500
583000,0.0007,-17.980432510375977,7302,-104.43284606933594,46.94858169555664,116599,0.970212634652853,1.3066258430480957,79,441.32107,24.0,116600
583500,0.0007,-17.962621688842773,7309,-69.03169250488281,22.486738204956055,116699,0.9785395823419094,1.3061699867248535,79,438.82758999999993,24.0,116700
584000,0.0007,-17.989702224731445,7316,-35.504173278808594,27.368005752563477,116799,0.999218727927655,1.3090392351150513,79,441.16880000000003,24.0,116800
584500,0.0007,-18.001422882080078,7322,166.00753784179688,175.21519470214844,116899,0.5225174427032471,1.3105099201202393,79,443.01195,24.0,116900
585000,0.0007,-17.99494171142578,7329,-159.0966796875,176.90274047851562,116999,0.10189801454544067,1.3111721277236938,79,447.13144,24.0,117000
585500,0.0007,-17.99694061279297,7335,-3.515721082687378,1.0197521448135376,117099,0.999619403417455,1.3112388849258423,79,452.31835999999987,24.0,117100
586000,0.0007,-18.04343032836914,7342,-73.57408905029297,36.23196792602539,117199,0.973628705367446,1.3162622451782227,79,455.73433,24.0,117200
586500,0.0007,-18.081436157226562,7349,-78.42342376708984,18.16448402404785,117299,0.9941673511639237,1.3186169862747192,79,449.94152,24.0,117300
587000,0.0007,-18.0849666595459,7357,16.262060165405273,8.875577926635742,117399,0.9996920810372103,1.3203250169754028,79,433.78127,24.0,117400
587500,0.0007,-18.078977584838867,7364,119.17486572265625,129.65667724609375,117499,-0.2838858366012573,1.3191487789154053,79,421.3781100000001,24.0,117500
588000,0.0007,-18.113615036010742,7372,243.59042358398438,215.9674072265625,117599,0.39265018701553345,1.3234127759933472,79,408.26140999999996,24.0,117600
588500,0.0007,-18.09847068786621,7379,-162.84674072265625,270.24481201171875,117699,0.9257122501730919,1.320176124572754,79,396.63345999999996,24.0,117700
589000,0.0007,-18.114259719848633,7385,356.8411560058594,406.5198669433594,117799,0.853983998298645,1.3206150531768799,79,392.45814999999993,24.0,117800
589500,0.0007,-18.114620208740234,7392,-11.848185539245605,0.8473528027534485,117899,0.9986896144691855,1.321047067642212,79,389.32726999999994,24.0,117900
590000,0.0007,-18.104591369628906,7398,-18.131702423095703,6.002806186676025,117999,0.9997939953173045,1.3197109699249268,79,383.61071000000004,24.0,118000
590500,0.0007,-18.064241409301758,7405,-53.64654541015625,43.124794006347656,118099,0.16002655029296875,1.3148952722549438,79,376.9154500000001,24.0,118100
591000,0.0007,-18.106300354003906,7412,-185.6931915283203,154.8585968017578,118199,0.07530510425567627,1.3194575309753418,79,367.42171,24.0,118200
591500,0.0007,-18.12004280090332,7418,48.97697830200195,10.472942352294922,118299,0.9987824761774391,1.3205777406692505,79,357.93148000000014,24.0,118300
592000,0.0007,-18.100547790527344,7425,76.3865966796875,19.829160690307617,118399,0.9904887257143855,1.3194618225097656,79,353.3781300000001,24.0,118400
592500,0.0007,-18.09105682373047,7431,-6.153258323669434,28.660608291625977,118499,0.9241182878613472,1.3198055028915405,79,346.61494000000005,24.0,118500
593000,0.0007,-18.149503707885742,7437,-62.97890090942383,26.747879028320312,118599,0.9992515931953676,1.3261595964431763,79,342.01078,24.0,118600
593500,0.0007,-18.155315399169922,7443,-11.220898628234863,3.1000914573669434,118699,-0.18229150772094727,1.3260278701782227,79,339.15301,24.0,118700
594000,0.0007,-18.10953712463379,7450,118.81282806396484,67.62065124511719,118799,0.7525068372488022,1.3203920125961304,79,334.26388,24.0,118800
594500,0.0007,-18.14626121520996,7456,133.02761840820312,50.54523468017578,118899,0.99926372297341,1.3253260850906372,79,331.64858,24.0,118900
595000,0.0007,-18.163227081298828,7462,625.983154296875,1146.7860107421875,118999,0.998259908054024,1.3275246620178223,79,329.77441999999996,24.0,119000
595500,0.0007,-18.157333374023438,7468,19.756563186645508,2.004626512527466,119099,0.9981864360161126,1.327558994293213,79,326.24244000000004,24.0,119100
596000,0.0007,-18.142696380615234,7474,-0.7017513513565063,0.5469874143600464,119199,0.9999725502839283,1.3249833583831787,79,324.76917000000003,24.0,119200
596500,0.0007,-18.16393280029297,7481,26.74710464477539,7.166670799255371,119299,0.09412109851837158,1.3271684646606445,79,325.95487,24.0,119300
597000,0.0007,-18.16870880126953,7487,6.3985114097595215,36.66967010498047,119399,0.6204971969127655,1.3286583423614502,79,327.24556000000007,24.0,119400
597500,0.0007,-18.148740768432617,7493,150.10073852539062,66.6146469116211,119499,0.99954774507205,1.32718825340271,79,330.04540999999995,24.0,119500
598000,0.0007,-18.183128356933594,7499,-95.45588684082031,35.247413635253906,119599,0.9934838186018169,1.3307775259017944,79,333.83632,24.0,119600
598500,0.0007,-18.18659782409668,7505,-11.56449031829834,2.0442936420440674,119699,0.9958864664658904,1.3309699296951294,79,335.7243699999999,24.0,119700
599000,0.0007,-18.157819747924805,7511,9.315507888793945,3.6560072898864746,119799,0.9998441830393858,1.3279684782028198,79,339.8801299999999,24.0,119800
599500,0.0007,-18.194477081298828,7518,-75.24172973632812,40.55243682861328,119899,0.20207905769348145,1.3324990272521973,79,344.33107,24.0,119900
600000,0.0007,-18.18142318725586,7524,278.8412170410156,248.77017211914062,119999,0.47285163402557373,1.3315882682800293,79,351.63005999999996,24.0,120000
600500,0.0007,-18.210676193237305,7530,101.13004302978516,33.522666931152344,120099,0.9996725097880699,1.333990216255188,79,351.18227,24.0,120100
601000,0.0007,-18.21491241455078,7536,62.971092224121094,12.664045333862305,120199,0.9965976160019636,1.3356064558029175,79,352.81365999999997,24.0,120200
601500,0.0007,-18.186748504638672,7542,30.84039306640625,3.877215623855591,120299,0.9983126241713762,1.3319964408874512,79,347.8835200000001,24.0,120300
602000,0.0007,-18.190093994140625,7548,22.638898849487305,3.2032694816589355,120399,0.999933331135253,1.3325754404067993,79,342.36111,24.0,120400
602500,0.0007,-18.176259994506836,7555,116.26045227050781,79.22856140136719,120499,0.6115145683288574,1.3297204971313477,79,336.18466,24.0,120500
603000,0.0007,-18.17873764038086,7561,91.78156280517578,51.694557189941406,120599,0.5992661416530609,1.3296412229537964,79,338.04321000000004,24.0,120600
603500,0.0007,-18.1779727935791,7567,36.386566162109375,4.0414042472839355,120699,0.999879421244259,1.329671025276184,79,338.1412599999999,24.0,120700
604000,0.0007,-18.145200729370117,7573,77.68400573730469,92.9665298461914,120799,0.9088506102561951,1.3255356550216675,79,342.68538,24.0,120800
604500,0.0007,-18.143169403076172,7579,14.879056930541992,1.3429633378982544,120899,0.9981781360693276,1.325031042098999,79,347.37525999999997,24.0,120900
605000,0.0007,-18.177921295166016,7585,-30.56705665588379,16.120895385742188,120999,0.99943442462245,1.3289796113967896,79,351.31469000000004,24.0,121000
605500,0.0007,-18.1679630279541,7591,220.65255737304688,191.56973266601562,121099,0.6480582654476166,1.3281174898147583,79,355.94432,24.0,121100
606000,0.0007,-18.151060104370117,7598,251.19064331054688,178.47769165039062,121199,0.6721596717834473,1.3276489973068237,79,359.63421,24.0,121200
606500,0.0007,-18.156469345092773,7604,67.77201843261719,13.703216552734375,121299,0.9996092588989995,1.3281937837600708,79,360.77952000000005,24.0,121300
607000,0.0007,-18.17462730407715,7610,-21.2340030670166,2.0601963996887207,121399,0.9995006740209647,1.3308268785476685,79,360.47017000000005,24.0,121400
607500,0.0007,-18.16414451599121,7616,45.38737869262695,16.849401473999023,121499,0.9727127104997635,1.3282300233840942,79,359.95925000000005,24.0,121500
608000,0.0007,-18.13142967224121,7622,-74.08733367919922,34.715187072753906,121599,0.9991755586233921,1.324643611907959,79,361.91879,24.0,121600
608500,0.0007,-18.130332946777344,7628,67.68557739257812,39.861412048339844,121699,0.70074462890625,1.3235911130905151,79,364.7741,24.0,121700
609000,0.0007,-18.12775230407715,7635,237.7488250732422,195.22933959960938,121799,0.7062049508094788,1.3238803148269653,79,363.91546,24.0,121800
609500,0.0007,-18.153493881225586,7642,-11.327868461608887,233.77963256835938,121899,0.9124923497438431,1.3283500671386719,79,362.92711,24.0,121900
610000,0.0007,-18.145584106445312,7649,-24.819047927856445,2.227904796600342,121999,0.9993986370973289,1.3274798393249512,79,362.9850800000001,24.0,122000
610500,0.0007,-18.105342864990234,7656,47.255977630615234,6.7754950523376465,122099,0.9987547937780619,1.3219870328903198,79,360.84432,24.0,122100
611000,0.0007,-18.09210968017578,7663,-110.169189453125,72.61896514892578,122199,0.9984132178360596,1.32075035572052,79,361.68165999999997,24.0,122200
611500,0.0007,-18.059066772460938,7670,192.01702880859375,129.53936767578125,122299,0.5749944448471069,1.3174339532852173,79,363.28258,24.0,122300
612000,0.0007,-18.078638076782227,7676,128.7327117919922,101.54557037353516,122399,0.6219943463802338,1.3195102214813232,79,369.16164000000003,24.0,122400
612500,0.0007,-18.042430877685547,7682,71.70862579345703,22.093128204345703,122499,0.9969690036959946,1.3149510622024536,79,372.81795,24.0,122500
613000,0.0007,-18.041038513183594,7688,48.02286148071289,8.41530704498291,122599,0.998669917578809,1.3147279024124146,79,372.30647000000005,24.0,122600
613500,0.0007,-18.02696418762207,7694,-4.324246883392334,0.42645397782325745,122699,0.9989664973691106,1.3121790885925293,79,370.73074999999994,24.0,122700
614000,0.0007,-18.037425994873047,7701,-24.9536075592041,12.041348457336426,122799,0.9995755084091797,1.3132447004318237,79,369.7549500000001,24.0,122800
614500,0.0007,-18.04913902282715,7707,240.3336944580078,196.82083129882812,122899,0.5873379707336426,1.3156367540359497,79,368.17825,24.0,122900
615000,0.0007,-18.03858757019043,7713,32.563079833984375,49.915740966796875,122999,0.5306709110736847,1.3135477304458618,79,367.80609999999996,24.0,123000
615500,0.0007,-18.05326271057129,7719,34.16802215576172,3.967890977859497,123099,0.9999854322632018,1.3156253099441528,79,364.07147,24.0,123100
616000,0.0007,-18.043481826782227,7726,-30.5496883392334,4.495528697967529,123199,0.9991908950032666,1.3147718906402588,79,357.8434900000001,24.0,123200
616500,0.0007,-18.04888343811035,7732,52.90044403076172,10.918219566345215,123299,0.9953137012198567,1.3149582147598267,79,351.87562,24.0,123300
617000,0.0007,-18.075382232666016,7738,65.94327545166016,13.936511039733887,123399,0.9999500107369386,1.3197882175445557,79,343.13135,24.0,123400
617500,0.0007,-18.09391212463379,7744,88.64012145996094,40.71239471435547,123499,0.0,1.3219828605651855,79,337.01699,24.0,123500
618000,0.0007,-18.104034423828125,7750,155.55300903320312,76.12677001953125,123599,0.9044686406850815,1.3247870206832886,79,336.52850000000007,24.0,123600
618500,0.0007,-18.10612678527832,7756,-76.29591369628906,18.52566146850586,123699,0.9986277393763885,1.323492169380188,79,338.47877000000005,24.0,123700
619000,0.0007,-18.094215393066406,7763,-56.11491012573242,10.298481941223145,123799,0.9990332292509265,1.3221728801727295,79,342.53367000000003,24.0,123800
619500,0.0007,-18.083568572998047,7769,-22.930423736572266,4.482823371887207,123899,0.9934705425985157,1.3202815055847168,79,345.88027999999997,24.0,123900
620000,0.0007,-18.05360221862793,7775,-137.35304260253906,129.1334991455078,123999,0.9956801240332425,1.3157649040222168,79,345.8747900000001,24.0,124000
620500,0.0007,-18.049095153808594,7781,117.4804916381836,65.32311248779297,124099,1.1920928955078125e-07,1.3160797357559204,79,344.15916,24.0,124100
621000,0.0007,-18.065336227416992,7787,197.05593872070312,129.41891479492188,124199,0.9277650713920593,1.319312572479248,79,342.86145,24.0,124200
621500,0.0007,-18.069915771484375,7794,27.771495819091797,2.5950474739074707,124299,0.9998128817824181,1.3199883699417114,79,340.64038000000005,24.0,124300
622000,0.0007,-18.042816162109375,7800,99.9791259765625,37.645389556884766,124399,0.9907049871981144,1.3173283338546753,79,342.34604,24.0,124400
622500,0.0007,-18.047861099243164,7806,-27.200267791748047,2.7253482341766357,124499,0.9973147516138852,1.3182965517044067,79,349.55437,24.0,124500
623000,0.0007,-18.050321578979492,7812,-1.0894728899002075,0.37265756726264954,124599,0.9999845245984034,1.3197325468063354,79,354.66992000000005,24.0,124600
623500,0.0007,-18.020051956176758,7818,-150.3524169921875,133.96273803710938,124699,-6.439080715179443,1.31527841091156,79,355.01682,24.0,124700
624000,0.0007,-17.995882034301758,7824,-8.278158187866211,4.057126045227051,124799,0.9575174115598202,1.311225414276123,79,355.36949999999996,24.0,124800
624500,0.0007,-18.006027221679688,7830,19.78175926208496,2.7907662391662598,124899,0.9994216980994679,1.3137767314910889,79,353.9912300000001,24.0,124900
625000,0.0007,-17.989171981811523,7837,-21.14150619506836,3.3254406452178955,124999,0.9968734502326697,1.3109837770462036,79,351.8478600000001,24.0,125000
625500,0.0007,-17.928077697753906,7843,-18.208772659301758,1.2222236394882202,125099,0.9998587024601875,1.3050442934036255,79,351.28451,24.0,125100
626000,0.0007,-17.9005126953125,7849,-11.365470886230469,3.0310752391815186,125199,0.9998700725554954,1.3015495538711548,79,349.1689399999999,24.0,125200
626500,0.0007,-17.896427154541016,7855,276.51055908203125,302.349365234375,125299,5.364418029785156e-07,1.3019062280654907,79,349.21993000000003,24.0,125300
627000,0.0007,-17.909584045410156,7861,76.08058166503906,49.01935958862305,125399,0.27941298484802246,1.3046704530715942,79,351.5008699999999,24.0,125400
627500,0.0007,-17.91933822631836,7867,141.4344024658203,87.70021057128906,125499,0.9933329429477453,1.3063534498214722,79,360.57871999999986,24.0,125500
628000,0.0007,-17.908506393432617,7874,29.194015502929688,3.1422314643859863,125599,0.9991885096533224,1.3047524690628052,79,370.62903,24.0,125600
628500,0.0007,-17.85503387451172,7880,-5.1541666984558105,0.9286195039749146,125699,0.9976597421336919,1.3000651597976685,79,383.64711000000005,24.0,125700
629000,0.0007,-17.873016357421875,7886,-141.0216064453125,210.17910766601562,125799,0.9952623369172215,1.3025763034820557,79,393.88015999999993,24.0,125800
629500,0.0007,-17.889257431030273,7892,206.4275360107422,145.3784637451172,125899,0.7835328429937363,1.3035939931869507,79,395.17985999999996,24.0,125900
630000,0.0007,-17.890926361083984,7898,94.23350524902344,52.99567794799805,125999,0.6540862023830414,1.3030171394348145,79,392.07905,24.0,126000
630500,0.0007,-17.863927841186523,7904,70.90185546875,16.109302520751953,126099,0.9995392179407645,1.3001023530960083,79,391.62146,24.0,126100
631000,0.0007,-17.853145599365234,7910,-2.236457347869873,0.25233787298202515,126199,0.9996620984748006,1.2995426654815674,79,389.21118999999993,24.0,126200
631500,0.0007,-17.85450553894043,7917,21.64306640625,1.4762567281723022,126299,0.9991136196185835,1.2999180555343628,79,383.53164000000004,24.0,126300
632000,0.0007,-17.837312698364258,7923,-26.325307846069336,3.43977427482605,126399,0.9999374801336671,1.296118974685669,79,377.1050699999999,24.0,126400
632500,0.0007,-17.849931716918945,7929,276.27301025390625,322.3835754394531,126499,-0.11425375938415527,1.2990565299987793,79,369.42875999999995,24.0,126500
633000,0.0007,-17.8640193939209,7935,-324.28216552734375,317.81182861328125,126599,0.5002488493919373,1.2991869449615479,79,363.60274,24.0,126600
633500,0.0007,-17.864757537841797,7941,76.49969482421875,141.78073120117188,126699,0.9523456208407879,1.2986935377120972,79,364.59662000000003,24.0,126700
634000,0.0007,-17.882549285888672,7947,33.029571533203125,3.9621734619140625,126799,0.9987886237213388,1.3014023303985596,79,371.55842999999993,24.0,126800
634500,0.0007,-17.855186462402344,7953,-3.903386354446411,1.8811275959014893,126899,0.9948802175931633,1.2973402738571167,79,382.58718,24.0,126900
635000,0.0007,-17.854997634887695,7959,-90.51506042480469,58.34669876098633,126999,0.9986019375501201,1.2963404655456543,79,396.28994000000006,24.0,127000
635500,0.0007,-17.899932861328125,7966,148.10032653808594,233.0434112548828,127099,0.01650899648666382,1.3027724027633667,79,407.06447999999995,24.0,127100
636000,0.0007,-17.90407943725586,7972,443.6685485839844,719.87353515625,127199,5.960464477539063e-08,1.3030885457992554,79,416.50685,24.0,127200
636500,0.0007,-17.958160400390625,7978,-32.54684829711914,36.68414306640625,127299,0.9870421728119254,1.308343768119812,79,423.97056999999995,24.0,127300
637000,0.0007,-17.981475830078125,7984,70.17284393310547,14.502476692199707,127399,0.996949756750837,1.3117187023162842,79,430.08814,24.0,127400
637500,0.0007,-18.008527755737305,7990,41.10527801513672,5.749691963195801,127499,0.9967816723510623,1.3131028413772583,79,431.74609000000004,24.0,127500
638000,0.0007,-18.00912094116211,7996,-14.718996047973633,11.69426441192627,127599,0.9996180030866526,1.3140184879302979,79,434.97838999999993,24.0,127600
638500,0.0007,-17.944772720336914,8002,201.14013671875,238.5729522705078,127699,0.555114209651947,1.3050071001052856,79,432.86769,24.0,127700
639000,0.0007,-17.9075984954834,8009,435.89666748046875,725.180419921875,127799,0.0,1.2998818159103394,79,431.28594,24.0,127800
639500,0.0007,-17.892791748046875,8016,-112.0982666015625,59.76605224609375,127899,0.9957742928527296,1.2987866401672363,79,430.86572,24.0,127900
640000,0.0007,-17.894001007080078,8023,-57.32279586791992,11.536219596862793,127999,0.9974977097008377,1.299721598625183,79,430.5589299999999,24.0,128000
640500,0.0007,-17.873512268066406,8029,9.249799728393555,8.976799011230469,128099,0.9744351338595152,1.2989288568496704,79,427.73239,24.0,128100
641000,0.0007,-17.915264129638672,8036,7.10662841796875,6.689218997955322,128199,0.9997531168919522,1.3039793968200684,79,426.59731999999997,24.0,128200
641500,0.0007,-17.933969497680664,8042,654.1453857421875,1148.654541015625,128299,0.8915506899356842,1.3055962324142456,79,428.19292,24.0,128300
642000,0.0007,-17.92763900756836,8048,217.2677764892578,248.2350616455078,128399,0.4798191785812378,1.3054800033569336,79,432.12331,24.0,128400
642500,0.0007,-17.912200927734375,8054,-93.34049987792969,47.353057861328125,128499,0.9934505666606128,1.3053839206695557,79,436.44214,24.0,128500
643000,0.0007,-17.963329315185547,8060,1.2999200820922852,0.3274741470813751,128599,0.9995319656154606,1.312444806098938,79,443.3838400000001,24.0,128600
643500,0.0007,-17.975292205810547,8066,15.58173942565918,0.8920415639877319,128699,0.9995640368724708,1.3121978044509888,79,452.05296999999996,24.0,128700
644000,0.0007,-18.000391006469727,8072,-126.34156799316406,176.5075225830078,128799,0.9959522364661098,1.3168747425079346,79,457.11179000000004,24.0,128800
644500,0.0007,-18.012914657592773,8079,539.7224731445312,1019.3825073242188,128899,0.70792156457901,1.3171099424362183,79,460.60301999999996,24.0,128900
645000,0.0007,-18.040409088134766,8085,612.2968139648438,1186.1339111328125,128999,0.0,1.32125985622406,79,465.70055,24.0,129000
645500,0.0007,-18.056129455566406,8091,-125.84922790527344,68.20820617675781,129099,0.9946786747314036,1.3229243755340576,79,472.33143,24.0,129100
646000,0.0007,-18.007404327392578,8097,-9.661253929138184,5.837967872619629,129199,0.9918784778565168,1.3171396255493164,79,478.90504,24.0,129200
646500,0.0007,-18.00123405456543,8104,3.368633985519409,7.008725643157959,129299,0.978490799665451,1.3148043155670166,79,488.23335999999995,24.0,129300
647000,0.0007,-17.98160171508789,8110,-80.5594482421875,77.45236206054688,129399,0.998402884346433,1.3129159212112427,79,492.57872,24.0,129400
647500,0.0007,-17.989601135253906,8116,116.6402359008789,274.06976318359375,129499,0.7167913317680359,1.315023422241211,79,496.56131999999997,24.0,129500
648000,0.0007,-18.004819869995117,8123,65.98636627197266,219.67245483398438,129599,0.022671878337860107,1.3168294429779053,79,500.06246999999996,24.0,129600
648500,0.0007,-18.00143051147461,8129,-139.31668090820312,71.17695617675781,129699,0.9938730024732649,1.3163691759109497,79,505.93769,24.0,129700
649000,0.0007,-18.057077407836914,8135,-30.632183074951172,4.563896179199219,129799,0.9964253278449178,1.3208792209625244,79,508.50059999999996,24.0,129800
649500,0.0007,-18.06114959716797,8142,8.553738594055176,7.55367374420166,129899,0.9777469336986542,1.3212658166885376,79,511.98057000000006,24.0,129900
650000,0.0007,-18.036550521850586,8148,50.603797912597656,49.73046112060547,129999,0.9988343224395066,1.318818211555481,79,509.80598000000003,24.0,130000
650500,0.0007,-18.08636474609375,8154,-20.938467025756836,276.4890441894531,130099,0.5445058047771454,1.324427843093872,79,504.07117999999997,24.0,130100
651000,0.0007,-18.081323623657227,8160,-321.3164978027344,440.87481689453125,130199,0.0,1.324619174003601,79,496.0474200000001,24.0,130200
651500,0.0007,-18.07792091369629,8167,-139.93411254882812,76.93453979492188,130299,0.9955538474023342,1.324206829071045,79,489.6829,24.0,130300
652000,0.0007,-18.087514877319336,8173,-35.600948333740234,56.8200798034668,130399,0.9209569618105888,1.324174404144287,79,480.34244,24.0,130400
652500,0.0007,-18.121707916259766,8179,-41.579933166503906,16.830774307250977,130499,0.9645420089364052,1.3284072875976562,79,474.05052,24.0,130500
653000,0.0007,-18.120494842529297,8186,-62.635467529296875,58.711082458496094,130599,0.9984005418373272,1.3283182382583618,79,466.5416900000001,24.0,130600
653500,0.0007,-18.149869918823242,8192,481.5008850097656,765.7130126953125,130699,0.66061931848526,1.3323971033096313,79,458.49393000000003,24.0,130700
654000,0.0007,-18.11651039123535,8198,180.69296264648438,180.1160125732422,130799,0.0011479854583740234,1.3286361694335938,79,447.5558299999999,24.0,130800
654500,0.0007,-18.123388290405273,8205,-50.32042694091797,36.4710578918457,130899,0.9896135833114386,1.329468011856079,79,438.83946,24.0,130900
655000,0.0007,-18.122323989868164,8211,6.893677711486816,3.0757970809936523,130999,0.9959142068400979,1.3305367231369019,79,431.7310799999999,24.0,131000
655500,0.0007,-18.114959716796875,8217,27.5015869140625,6.213598728179932,131099,0.9906289987266064,1.329181432723999,79,429.54983,24.0,131100
656000,0.0007,-18.135583877563477,8224,-22.716678619384766,8.625093460083008,131199,0.9997649906435981,1.3329572677612305,79,428.83333000000005,24.0,131200
656500,0.0007,-18.133575439453125,8231,-79.53947448730469,88.89983367919922,131299,0.6621132493019104,1.3325457572937012,79,427.66348,24.0,131300
657000,0.0007,-18.16219711303711,8237,424.74169921875,734.1712646484375,131399,1.1920928955078125e-07,1.3368442058563232,79,428.71401999999995,24.0,131400
657500,0.0007,-18.09100341796875,8244,-23.11119842529297,38.15953826904297,131499,0.986353388056159,1.3299963474273682,79,427.65405,24.0,131500
658000,0.0007,-18.08449363708496,8250,60.3284912109375,11.91035270690918,131599,0.9970679646357894,1.3284531831741333,79,425.5905999999999,24.0,131600
658500,0.0007,-18.084980010986328,8257,44.110084533691406,8.388959884643555,131699,0.9889703877270222,1.328688144683838,79,426.81964999999997,24.0,131700
659000,0.0007,-18.073259353637695,8263,-53.74055862426758,51.76108932495117,131799,0.9985887720249593,1.327368974685669,79,434.08707000000004,24.0,131800
659500,0.0007,-18.104318618774414,8269,336.56707763671875,489.82470703125,131899,0.8676892668008804,1.3309741020202637,79,443.56629,24.0,131900
660000,0.0007,-18.04243278503418,8276,424.89385986328125,691.3765258789062,131999,0.0,1.3225657939910889,79,455.1101699999999,24.0,132000
660500,0.0007,-18.037229537963867,8282,-51.71052169799805,37.59246826171875,132099,0.9883179096505046,1.3221489191055298,79,461.24572999999987,24.0,132100
661000,0.0007,-18.04275894165039,8288,-4.039187431335449,0.4095487594604492,132199,0.9995106317219324,1.3231072425842285,79,471.67404999999997,24.0,132200
661500,0.0007,-18.046619415283203,8294,10.447896957397461,0.8729476928710938,132299,0.9985317352693528,1.3226605653762817,79,480.69030999999995,24.0,132300
662000,0.0007,-18.028732299804688,8300,-27.311908721923828,121.7698974609375,132399,0.9964519925415516,1.3209162950515747,79,488.1007,24.0,132400
662500,0.0007,-17.991893768310547,8307,159.7333526611328,314.79168701171875,132499,0.7830791920423508,1.3163965940475464,79,495.55603,24.0,132500
663000,0.0007,-17.996259689331055,8313,-103.8019027709961,220.6754150390625,132599,-1.1920928955078125e-07,1.3169310092926025,79,505.21299000000005,24.0,132600
663500,0.0007,-17.99121856689453,8319,-47.01743698120117,165.52273559570312,132699,0.9351485967636108,1.3157198429107666,79,509.8614,24.0,132700
664000,0.0007,-18.039840698242188,8326,-301.0013122558594,289.86334228515625,132799,0.9993063711444847,1.3223272562026978,79,512.6050300000002,24.0,132800
664500,0.0007,-18.040081024169922,8332,0.5143357515335083,0.5078500509262085,132899,0.9984224931104109,1.3235219717025757,79,514.74108,24.0,132900
665000,0.0007,-18.0611572265625,8338,-182.81643676757812,186.09854125976562,132999,0.9970298991538584,1.324501633644104,79,518.8959199999999,24.0,133000
665500,0.0007,-18.05649757385254,8345,-210.2032470703125,274.2943420410156,133099,0.8098760098218918,1.3250466585159302,79,521.5172000000001,24.0,133100
666000,0.0007,-18.050365447998047,8351,116.36869049072266,259.84100341796875,133199,-1.1920928955078125e-07,1.3232371807098389,79,526.2801300000001,24.0,133200
666500,0.0007,-18.080705642700195,8358,-107.8486099243164,144.0255584716797,133299,0.9621392302215099,1.3271775245666504,79,533.8636799999999,24.0,133300
667000,0.0007,-18.078834533691406,8364,-87.18461608886719,30.504596710205078,133399,0.9829478077590466,1.3265706300735474,79,537.09607,24.0,133400
667500,0.0007,-18.079547882080078,8370,-22.76601791381836,2.3832285404205322,133499,0.9978112552780658,1.326227068901062,79,535.9682700000001,24.0,133500
668000,0.0007,-18.08474349975586,8377,-98.80828857421875,76.0999526977539,133599,0.9989724254701287,1.327204704284668,79,533.24939,24.0,133600
668500,0.0007,-18.097620010375977,8384,-21.09659767150879,361.6332702636719,133699,0.7141799330711365,1.3284162282943726,79,532.02148,24.0,133700
669000,0.0007,-18.121007919311523,8390,-57.0063362121582,189.46556091308594,133799,0.0,1.3301482200622559,79,531.91038,24.0,133800
669500,0.0007,-18.136062622070312,8397,-187.0585479736328,104.5136947631836,133899,0.996949702501297,1.3318381309509277,79,533.3405500000001,24.0,133900
670000,0.0007,-18.120590209960938,8403,77.02632141113281,116.14925384521484,133999,0.8656958043575287,1.3289904594421387,79,538.22114,24.0,134000
670500,0.0007,-18.14702606201172,8409,73.92967224121094,28.55074691772461,134099,0.9682176038622856,1.3318963050842285,79,546.0542399999999,24.0,134100
671000,0.0007,-18.141035079956055,8416,122.16761779785156,181.82391357421875,134199,0.9968094422947615,1.3324207067489624,79,550.09,24.0,134200
671500,0.0007,-18.160707473754883,8422,145.72161865234375,613.2476196289062,134299,0.6727592051029205,1.3349558115005493,79,555.2788,24.0,134300
672000,0.0007,-18.189233779907227,8428,949.9777221679688,2177.568115234375,134399,0.0,1.339972972869873,79,560.3004599999999,24.0,134400
672500,0.0007,-18.19447898864746,8434,-220.78421020507812,182.7906494140625,134499,0.9945433745160699,1.3415251970291138,79,562.11498,24.0,134500
673000,0.0007,-18.18563461303711,8441,-74.55926513671875,34.089630126953125,134599,0.9735855218023062,1.3388904333114624,79,560.0712599999999,24.0,134600
673500,0.0007,-18.20323371887207,8447,-47.471031188964844,18.954561233520508,134699,0.9673429913818836,1.3423233032226562,79,560.88151,24.0,134700
