time/total_timesteps,train/learning_rate,train/entropy_loss,time/time_elapsed,train/policy_loss,train/value_loss,train/n_updates,train/explained_variance,train/std,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations
215500,0.0007,-18.334930419921875,2688,40.81543731689453,92.43310546875,43099,0.00617748498916626,1.2912217378616333,80,210.36127999999997,24.0,43100
216000,0.0007,-18.348112106323242,2694,46.564918518066406,60.594871520996094,43199,0.1896355152130127,1.2926310300827026,80,214.97146999999998,24.0,43200
216500,0.0007,-18.327939987182617,2700,-5.146963596343994,45.76958084106445,43299,0.8555147647857666,1.2900018692016602,80,215.92882,24.0,43300
217000,0.0007,-18.306304931640625,2706,231.17514038085938,176.25717163085938,43399,0.9833479803055525,1.2874035835266113,80,214.79885000000004,24.0,43400
217500,0.0007,-18.30278205871582,2712,-34.621299743652344,20.546009063720703,43499,0.9524722471833229,1.2883319854736328,80,212.60952,24.0,43500
218000,0.0007,-18.282453536987305,2719,158.70965576171875,212.5125732421875,43599,0.9836059790104628,1.2860885858535767,80,206.70182,24.0,43600
218500,0.0007,-18.275875091552734,2725,-291.8507080078125,284.27337646484375,43699,0.0,1.285265564918518,80,204.07338999999996,24.0,43700
219000,0.0007,-18.28104591369629,2731,67.0936050415039,33.534725189208984,43799,0.3193608522415161,1.2863417863845825,80,204.93223,24.0,43800
219500,0.0007,-18.290260314941406,2737,303.7798767089844,490.3316345214844,43899,0.6697996854782104,1.28837251663208,80,204.34882,24.0,43900
220000,0.0007,-18.271316528320312,2743,447.292724609375,583.5635986328125,43999,0.9515566229820251,1.2859679460525513,80,208.03001,24.0,44000
220500,0.0007,-18.250823974609375,2749,-225.94833374023438,183.1575164794922,44099,0.9602826274931431,1.282831072807312,80,213.88549000000003,24.0,44100
221000,0.0007,-18.248353958129883,2756,58.706390380859375,135.28005981445312,44199,0.9884848231449723,1.2824435234069824,80,220.17651999999998,24.0,44200
221500,0.0007,-18.229000091552734,2762,-180.36825561523438,139.8350830078125,44299,1.710653305053711e-05,1.2804787158966064,80,228.24359000000004,24.0,44300
222000,0.0007,-18.219301223754883,2768,124.32218933105469,87.3877944946289,44399,0.2864288091659546,1.2796086072921753,80,235.21212999999997,24.0,44400
222500,0.0007,-18.20646858215332,2774,-34.891998291015625,43.583946228027344,44499,0.893348291516304,1.2780653238296509,80,235.01444,24.0,44500
223000,0.0007,-18.189355850219727,2780,-14.574978828430176,16.28139877319336,44599,0.9758787155151367,1.2769455909729004,80,233.09512000000004,24.0,44600
223500,0.0007,-18.167150497436523,2786,-16.05464744567871,16.066965103149414,44699,0.9552406445145607,1.274708867073059,80,227.86901,24.0,44700
224000,0.0007,-18.205890655517578,2792,227.6328887939453,524.9111328125,44799,0.957359004765749,1.2779473066329956,80,219.57339000000005,24.0,44800
224500,0.0007,-18.19191551208496,2799,120.02772521972656,270.1204833984375,44899,0.001370072364807129,1.275410532951355,80,217.90758000000002,24.0,44900
225000,0.0007,-18.202861785888672,2805,156.03390502929688,109.38116455078125,44999,0.615536242723465,1.2763724327087402,80,222.69212,24.0,45000
225500,0.0007,-18.21364974975586,2811,-548.9091186523438,877.6917114257812,45099,0.6240392923355103,1.2780357599258423,80,225.55192999999997,24.0,45100
226000,0.0007,-18.18124771118164,2817,158.97845458984375,89.2881851196289,45199,0.9997111038828734,1.2742646932601929,80,229.63741999999993,24.0,45200
226500,0.0007,-18.16733741760254,2823,41.087215423583984,51.477684020996094,45299,0.8537232130765915,1.2730050086975098,80,237.61870999999996,24.0,45300
227000,0.0007,-18.159591674804688,2829,-69.39295196533203,18.136898040771484,45399,0.9995113793993369,1.2719628810882568,80,245.32387,24.0,45400
227500,0.0007,-18.15205955505371,2836,-51.62593460083008,18.48806381225586,45499,1.1920928955078125e-07,1.2712479829788208,80,250.5218,24.0,45500
228000,0.0007,-18.13284683227539,2842,109.09681701660156,68.06222534179688,45599,0.7642032355070114,1.2690067291259766,80,257.99572000000006,24.0,45600
228500,0.0007,-18.1502628326416,2848,272.599365234375,432.156005859375,45699,0.7470850348472595,1.2714368104934692,80,263.84272999999996,24.0,45700
229000,0.0007,-18.177532196044922,2854,-308.0761413574219,285.6556701660156,45799,0.9549127742648125,1.2747361660003662,80,264.56037000000003,24.0,45800
229500,0.0007,-18.166305541992188,2860,42.83604431152344,49.48484420776367,45899,0.8662000894546509,1.2737154960632324,80,261.56633,24.0,45900
230000,0.0007,-18.152469635009766,2866,-55.508506774902344,81.89756774902344,45999,0.9934455868788064,1.2721043825149536,80,258.67697999999996,24.0,46000
230500,0.0007,-18.160629272460938,2872,-207.2631378173828,269.86309814453125,46099,0.35475820302963257,1.2731378078460693,80,251.78598000000005,24.0,46100
231000,0.0007,-18.169464111328125,2878,279.42193603515625,260.7171936035156,46199,3.057718276977539e-05,1.2745494842529297,80,245.11841,24.0,46200
231500,0.0007,-18.180442810058594,2885,79.72267150878906,97.46934509277344,46299,0.8147871941328049,1.2761781215667725,80,238.74052,24.0,46300
232000,0.0007,-18.157747268676758,2892,32.65144729614258,60.174720764160156,46399,0.9183108136057854,1.2732106447219849,80,235.78625,24.0,46400
232500,0.0007,-18.16626739501953,2898,-133.34442138671875,64.65872192382812,46499,0.9537258706986904,1.2736989259719849,80,234.81106000000003,24.0,46500
233000,0.0007,-18.16387939453125,2904,-14.201860427856445,135.30770874023438,46599,0.9864899767562747,1.2733772993087769,80,236.37109,24.0,46600
233500,0.0007,-18.17194175720215,2910,75.8296890258789,111.7352523803711,46699,0.6608348488807678,1.274406909942627,80,237.84187999999997,24.0,46700
234000,0.0007,-18.165119171142578,2917,359.86822509765625,401.80145263671875,46799,0.24543696641921997,1.2740845680236816,80,238.96835999999996,24.0,46800
234500,0.0007,-18.15001678466797,2923,257.60675048828125,261.2004699707031,46899,0.8543214797973633,1.2726893424987793,80,237.56977999999998,24.0,46900
235000,0.0007,-18.11250114440918,2929,477.51593017578125,711.9317626953125,46999,0.9765690118074417,1.268676519393921,80,239.67160999999996,24.0,47000
235500,0.0007,-18.11573028564453,2935,78.97926330566406,51.84782791137695,47099,0.8935873210430145,1.2688959836959839,80,243.55484,24.0,47100
236000,0.0007,-18.080419540405273,2942,-148.08432006835938,368.63970947265625,47199,0.9731651209294796,1.2649619579315186,80,250.55351999999996,24.0,47200
236500,0.0007,-18.12514305114746,2948,321.89404296875,459.68426513671875,47299,0.5696048140525818,1.2705031633377075,80,258.92038999999994,24.0,47300
237000,0.0007,-18.113407135009766,2954,-278.2408447265625,272.63079833984375,47399,0.4666411876678467,1.2686783075332642,80,268.1502,24.0,47400
237500,0.0007,-18.106040954589844,2961,32.64917755126953,56.10905075073242,47499,0.7243490219116211,1.2676955461502075,80,272.19692,24.0,47500
238000,0.0007,-18.13603401184082,2967,115.6567611694336,77.93177032470703,47599,0.9354435205459595,1.2719645500183105,80,276.20962,24.0,47600
238500,0.0007,-18.139026641845703,2973,42.36183547973633,9.370843887329102,47699,0.9881666349247098,1.2719767093658447,80,279.58875,24.0,47700
239000,0.0007,-18.14560317993164,2980,-111.38371276855469,292.17486572265625,47799,0.9774755667895079,1.2733259201049805,80,277.79841999999996,24.0,47800
239500,0.0007,-18.146543502807617,2986,-11.349008560180664,62.05034255981445,47899,0.44621652364730835,1.2735459804534912,80,268.87803,24.0,47900
240000,0.0007,-18.147016525268555,2992,168.6289520263672,247.3592529296875,47999,0.00047659873962402344,1.2737877368927002,80,264.17098999999996,24.0,48000
240500,0.0007,-18.1397647857666,2999,183.88067626953125,165.9967041015625,48099,0.745779275894165,1.272868275642395,80,253.99714,24.0,48100
241000,0.0007,-18.188762664794922,3005,254.788330078125,238.2201690673828,48199,0.9421767443418503,1.277933955192566,80,241.97262999999998,24.0,48200
241500,0.0007,-18.194292068481445,3011,4.59235143661499,0.9508345723152161,48299,0.9973521020729095,1.278446078300476,80,238.07909,24.0,48300
242000,0.0007,-18.193126678466797,3017,-29.509021759033203,527.7560424804688,48399,0.9565671049058437,1.2783740758895874,80,246.53945,24.0,48400
242500,0.0007,-18.194740295410156,3024,29.71425437927246,113.0206298828125,48499,0.37241119146347046,1.2794800996780396,80,257.60718,24.0,48500
243000,0.0007,-18.187564849853516,3031,498.42218017578125,815.1905517578125,48599,1.7881393432617188e-07,1.2779231071472168,80,271.89967,24.0,48600
243500,0.0007,-18.194658279418945,3038,-108.7970962524414,88.73124694824219,48699,0.7596203088760376,1.2787646055221558,80,282.98918000000003,24.0,48700
244000,0.0007,-18.210615158081055,3045,-129.57583618164062,90.2225570678711,48799,0.9356898739933968,1.280452847480774,80,288.08575,24.0,48800
244500,0.0007,-18.240415573120117,3051,40.41260528564453,22.128042221069336,48899,0.9551844596862793,1.2831727266311646,80,287.86487,24.0,48900
245000,0.0007,-18.251567840576172,3057,-147.327880859375,235.9324188232422,48999,0.9875169983133674,1.2840182781219482,80,281.57129000000003,24.0,49000
245500,0.0007,-18.267208099365234,3064,182.8226318359375,161.356201171875,49099,0.6766059398651123,1.2862387895584106,80,273.83822000000004,24.0,49100
246000,0.0007,-18.26430892944336,3070,84.1277084350586,209.9319305419922,49199,-0.7027076482772827,1.2859457731246948,80,265.86278999999996,24.0,49200
246500,0.0007,-18.29595947265625,3076,63.4234619140625,213.21450805664062,49299,0.6209442019462585,1.2894517183303833,80,257.84966000000003,24.0,49300
247000,0.0007,-18.339696884155273,3082,-213.9249725341797,151.3252410888672,49399,0.9677652083337307,1.2941478490829468,80,251.64161999999996,24.0,49400
247500,0.0007,-18.39417266845703,3089,104.57533264160156,42.948909759521484,49499,0.9693275690078735,1.3012608289718628,80,252.29958,24.0,49500
248000,0.0007,-18.397106170654297,3095,-94.98079681396484,358.8498840332031,49599,0.9771436415612698,1.302180290222168,80,258.15593,24.0,49600
248500,0.0007,-18.392213821411133,3102,241.12124633789062,333.010498046875,49699,7.152557373046875e-07,1.3018561601638794,80,268.4508,24.0,49700
249000,0.0007,-18.337989807128906,3108,-156.47412109375,178.51351928710938,49799,0.10137414932250977,1.295106053352356,80,279.8680100000001,24.0,49800
249500,0.0007,-18.343935012817383,3114,-47.79378128051758,71.17325592041016,49899,0.8488943874835968,1.2965880632400513,80,284.34931000000006,24.0,49900
250000,0.0007,-18.353979110717773,3120,80.59923553466797,53.96611785888672,49999,0.9476170837879181,1.2976117134094238,80,286.3191,24.0,50000
250500,0.0007,-18.35504722595215,3127,-191.18238830566406,117.1649398803711,50099,0.9862187020480633,1.2978980541229248,80,284.54857999999996,24.0,50100
251000,0.0007,-18.348552703857422,3133,-53.62458419799805,246.7401580810547,50199,0.9817237891256809,1.2967886924743652,80,281.78756,24.0,50200
251500,0.0007,-18.35672378540039,3139,178.3272705078125,173.8769989013672,50299,0.0,1.2986615896224976,80,277.52709,24.0,50300
252000,0.0007,-18.35704231262207,3146,317.4283752441406,352.12591552734375,50399,0.9430129118263721,1.2976332902908325,80,277.90447,24.0,50400
252500,0.0007,-18.34925079345703,3152,-268.77850341796875,224.71435546875,50499,0.940153744071722,1.2967720031738281,80,278.66204,24.0,50500
253000,0.0007,-18.35167694091797,3158,105.94287109375,55.621253967285156,50599,0.9560999982059002,1.2968803644180298,80,281.87876000000006,24.0,50600
253500,0.0007,-18.348817825317383,3165,79.49840545654297,69.9511947631836,50699,0.848096638917923,1.2962088584899902,80,287.09677000000005,24.0,50700
254000,0.0007,-18.327482223510742,3171,-107.94583892822266,184.2274169921875,50799,0.9903430547565222,1.2940844297409058,80,293.80999999999995,24.0,50800
254500,0.0007,-18.310823440551758,3177,90.87425231933594,98.05854797363281,50899,3.629922866821289e-05,1.2925872802734375,80,298.15029000000004,24.0,50900
255000,0.0007,-18.288671493530273,3183,72.99834442138672,221.95553588867188,50999,0.016351699829101562,1.2901772260665894,80,302.0765799999999,24.0,51000
255500,0.0007,-18.302406311035156,3190,-233.3936309814453,206.6925048828125,51099,0.8236603885889053,1.2913130521774292,80,301.82135,24.0,51100
256000,0.0007,-18.308652877807617,3196,24.68700408935547,25.104873657226562,51199,0.9651619307696819,1.291462779045105,80,297.1591,24.0,51200
256500,0.0007,-18.310564041137695,3202,-193.7429656982422,158.8667755126953,51299,0.8387553691864014,1.2917704582214355,80,290.73087,24.0,51300
257000,0.0007,-18.347915649414062,3209,227.22055053710938,466.27471923828125,51399,0.9778103176504374,1.2961289882659912,80,283.78198999999995,24.0,51400
257500,0.0007,-18.3287353515625,3215,-282.44317626953125,456.8545837402344,51499,-25.910564422607422,1.2936862707138062,80,276.99719,24.0,51500
258000,0.0007,-18.306842803955078,3221,181.33837890625,151.65272521972656,51599,0.8299462050199509,1.2907929420471191,80,269.25339,24.0,51600
258500,0.0007,-18.331418991088867,3227,106.16703033447266,41.09700012207031,51699,0.9865227807313204,1.2939907312393188,80,263.91893,24.0,51700
259000,0.0007,-18.330291748046875,3234,-99.31922149658203,42.400474548339844,51799,0.9810401424765587,1.293911099433899,80,260.38194,24.0,51800
259500,0.0007,-18.342121124267578,3240,-189.31118774414062,207.00717163085938,51899,0.7886396646499634,1.2957282066345215,80,254.30393,24.0,51900
260000,0.0007,-18.2952880859375,3246,195.90402221679688,340.27301025390625,51999,0.9828681591898203,1.2902811765670776,80,248.55328999999998,24.0,52000
260500,0.0007,-18.305850982666016,3253,-33.02994918823242,72.0240478515625,52099,0.4435938000679016,1.2912379503250122,80,244.98474,24.0,52100
261000,0.0007,-18.294275283813477,3259,105.95125579833984,55.333343505859375,52199,0.6255194842815399,1.2902194261550903,80,239.04462999999998,24.0,52200
261500,0.0007,-18.31432342529297,3265,-296.6400146484375,339.57647705078125,52299,0.6532190144062042,1.2919974327087402,80,235.24363000000002,24.0,52300
262000,0.0007,-18.33485984802246,3272,-121.4185791015625,61.664710998535156,52399,0.9753249511122704,1.2946534156799316,80,234.57595999999998,24.0,52400
262500,0.0007,-18.336532592773438,3278,-182.5986785888672,121.52851867675781,52499,0.937300868332386,1.294606328010559,80,234.05251000000004,24.0,52500
263000,0.0007,-18.31478500366211,3284,-30.125164031982422,90.56941223144531,52599,0.9920902485027909,1.2920972108840942,80,237.95385,24.0,52600
263500,0.0007,-18.30426788330078,3290,208.05081176757812,315.8747863769531,52699,0.04073667526245117,1.2912685871124268,80,245.92647,24.0,52700
264000,0.0007,-18.302595138549805,3297,-26.632160186767578,127.15077209472656,52799,-0.08405697345733643,1.2918891906738281,80,252.44598,24.0,52800
264500,0.0007,-18.301815032958984,3303,115.06817626953125,127.36769104003906,52899,0.8977830857038498,1.290448546409607,80,257.71782,24.0,52900
265000,0.0007,-18.333396911621094,3309,24.844295501708984,28.118755340576172,52999,0.9598583392798901,1.2943638563156128,80,262.75973999999997,24.0,53000
265500,0.0007,-18.323400497436523,3315,301.7972717285156,266.8017272949219,53099,0.9676834642887115,1.2937016487121582,80,266.21666999999997,24.0,53100
266000,0.0007,-18.319618225097656,3322,65.18037414550781,100.13729095458984,53199,0.9944575396366417,1.2933200597763062,80,267.24813,24.0,53200
266500,0.0007,-18.31549644470215,3328,186.09005737304688,110.41654968261719,53299,-1.1920928955078125e-07,1.2931302785873413,80,270.82651000000004,24.0,53300
267000,0.0007,-18.30992889404297,3334,118.28871154785156,102.56571197509766,53399,0.45308130979537964,1.2932721376419067,80,278.01455999999996,24.0,53400
267500,0.0007,-18.317543029785156,3340,72.9583740234375,57.199493408203125,53499,0.9620766006410122,1.2937532663345337,80,284.8378,24.0,53500
268000,0.0007,-18.33818244934082,3347,-172.44290161132812,142.48355102539062,53599,0.9321218207478523,1.295684814453125,80,290.25708,24.0,53600
268500,0.0007,-18.377056121826172,3353,4.6188063621521,91.47599029541016,53699,0.7294799387454987,1.3007457256317139,80,294.8981600000001,24.0,53700
269000,0.0007,-18.363859176635742,3359,-151.8688201904297,150.66543579101562,53799,0.9947817050851882,1.2991682291030884,80,298.34283000000005,24.0,53800
269500,0.0007,-18.378297805786133,3366,-20.82483673095703,6.802672386169434,53899,0.0,1.3004581928253174,80,299.70081999999996,24.0,53900
270000,0.0007,-18.38218116760254,3372,-48.23197555541992,45.68955993652344,53999,0.5711771547794342,1.3011252880096436,80,301.27689000000004,24.0,54000
270500,0.0007,-18.403846740722656,3378,18.918317794799805,4.937370300292969,54099,0.995764572173357,1.3032679557800293,80,298.53231,24.0,54100
271000,0.0007,-18.420244216918945,3384,-179.31411743164062,127.23304748535156,54199,0.943644043058157,1.3053336143493652,80,291.97748,24.0,54200
271500,0.0007,-18.435178756713867,3391,-127.69230651855469,69.72725677490234,54299,0.9662653170526028,1.3075894117355347,80,283.21087,24.0,54300
272000,0.0007,-18.439096450805664,3397,157.3815155029297,203.17193603515625,54399,0.9896417409181595,1.3077248334884644,80,270.86186,24.0,54400
272500,0.0007,-18.43705940246582,3403,-364.3945617675781,404.2378234863281,54499,-0.02181565761566162,1.3074015378952026,80,259.44124999999997,24.0,54500
273000,0.0007,-18.422779083251953,3410,-155.10189819335938,133.67137145996094,54599,-6.50723123550415,1.3052273988723755,80,252.88351999999998,24.0,54600
273500,0.0007,-18.444822311401367,3416,152.7643585205078,161.40145874023438,54699,0.9270728453993797,1.3076286315917969,80,251.59011,24.0,54700
274000,0.0007,-18.442991256713867,3422,-135.81509399414062,83.23439025878906,54799,0.9642594158649445,1.307801604270935,80,251.29990999999998,24.0,54800
274500,0.0007,-18.44389533996582,3428,-270.17779541015625,203.2031707763672,54899,0.8811811432242393,1.30767822265625,80,252.58246000000003,24.0,54900
275000,0.0007,-18.439952850341797,3435,122.0111312866211,234.40621948242188,54999,0.9841654263436794,1.3071941137313843,80,253.22719,24.0,55000
275500,0.0007,-18.43729591369629,3441,-238.26974487304688,169.1202392578125,55099,0.0,1.3064780235290527,80,253.40714000000003,24.0,55100
276000,0.0007,-18.450191497802734,3447,-4.9675750732421875,6.218790531158447,55199,0.0,1.308376431465149,80,253.66188000000002,24.0,55200
276500,0.0007,-18.452987670898438,3454,192.7387237548828,377.21783447265625,55299,0.8624716103076935,1.3094271421432495,80,255.11303,24.0,55300
277000,0.0007,-18.445219039916992,3460,-137.1156768798828,74.2857894897461,55399,0.9648806899785995,1.309012770652771,80,255.65469999999996,24.0,55400
277500,0.0007,-18.42111587524414,3466,160.26214599609375,85.7835693359375,55499,0.9497287757694721,1.3064310550689697,80,255.66258999999994,24.0,55500
278000,0.0007,-18.420635223388672,3473,580.8116455078125,1350.0517578125,55599,0.9492719769477844,1.3067322969436646,80,254.76973999999998,24.0,55600
278500,0.0007,-18.418176651000977,3479,-285.8111877441406,260.0032653808594,55699,0.0,1.3056674003601074,80,255.88323,24.0,55700
279000,0.0007,-18.430570602416992,3485,-85.54000091552734,37.26427459716797,55799,1.1920928955078125e-07,1.3078234195709229,80,258.24908999999997,24.0,55800
279500,0.0007,-18.406217575073242,3492,105.73472595214844,205.3885955810547,55899,0.8952766433358192,1.304300308227539,80,262.0607,24.0,55900
280000,0.0007,-18.37419319152832,3498,-76.8941879272461,97.03495788574219,55999,0.8830344155430794,1.3004844188690186,80,266.49681999999996,24.0,56000
280500,0.0007,-18.360645294189453,3504,-125.92874908447266,62.185142517089844,56099,0.9289015084505081,1.2995059490203857,80,265.92699000000005,24.0,56100
281000,0.0007,-18.37476921081543,3510,322.5975341796875,346.45355224609375,56199,0.992974101100117,1.3012030124664307,80,262.55755,24.0,56200
281500,0.0007,-18.38435173034668,3517,-479.66522216796875,678.191162109375,56299,0.0,1.3023457527160645,80,257.69975,24.0,56300
282000,0.0007,-18.370466232299805,3523,-181.22000122070312,106.31197357177734,56399,0.0,1.300918459892273,80,252.92934999999994,24.0,56400
282500,0.0007,-18.35220718383789,3529,52.8734130859375,35.354393005371094,56499,0.9778757058084011,1.2987889051437378,80,251.00412,24.0,56500
283000,0.0007,-18.34654998779297,3535,130.6264190673828,113.8602066040039,56599,0.9150918051600456,1.2979042530059814,80,253.19319,24.0,56600
283500,0.0007,-18.344158172607422,3542,11.47950553894043,53.15974044799805,56699,0.8551327735185623,1.296657681465149,80,254.35165000000003,24.0,56700
284000,0.0007,-18.329496383666992,3548,-142.75442504882812,191.64085388183594,56799,0.98832749389112,1.2947968244552612,80,255.27886999999998,24.0,56800
284500,0.0007,-18.302940368652344,3555,-240.6891326904297,193.80406188964844,56899,1.7881393432617188e-07,1.290781855583191,80,254.7814,24.0,56900
285000,0.0007,-18.325817108154297,3561,459.9606018066406,848.5748901367188,56999,2.384185791015625e-07,1.2926640510559082,80,249.15358000000003,24.0,57000
285500,0.0007,-18.34119415283203,3568,-271.6481018066406,249.10910034179688,57099,0.8462929576635361,1.2953238487243652,80,239.03433,24.0,57100
286000,0.0007,-18.34446144104004,3574,237.93661499023438,221.67013549804688,57199,0.909934014081955,1.296334981918335,80,233.01076999999998,24.0,57200
286500,0.0007,-18.39656639099121,3580,-72.61592102050781,36.21064758300781,57299,0.9370227828621864,1.3021771907806396,80,221.84306000000004,24.0,57300
287000,0.0007,-18.42684555053711,3587,174.31619262695312,89.55967712402344,57399,0.9985897615551949,1.305275321006775,80,209.63022,24.0,57400
287500,0.0007,-18.40857696533203,3593,-36.37848663330078,11.430196762084961,57499,0.0,1.3038811683654785,80,203.59700999999998,24.0,57500
288000,0.0007,-18.414730072021484,3599,144.49386596679688,67.29481506347656,57599,0.8756093382835388,1.303869605064392,80,200.45544999999998,24.0,57600
288500,0.0007,-18.420944213867188,3605,-142.54672241210938,119.01676940917969,57699,0.5854098200798035,1.3041976690292358,80,192.85815,24.0,57700
289000,0.0007,-18.40634536743164,3611,16.868783950805664,14.625646591186523,57799,0.981075432151556,1.3023399114608765,80,188.39363999999995,24.0,57800
289500,0.0007,-18.406362533569336,3618,-27.111648559570312,47.392066955566406,57899,0.8850270211696625,1.301446795463562,80,184.89944,24.0,57900
290000,0.0007,-18.35869789123535,3624,-171.83445739746094,272.3302307128906,57999,0.9778575971722603,1.296037197113037,80,182.62490000000003,24.0,58000
290500,0.0007,-18.363779067993164,3630,-150.58139038085938,84.94306182861328,58099,0.0,1.296937108039856,80,176.43143,24.0,58100
291000,0.0007,-18.390594482421875,3636,120.95841979980469,122.2462387084961,58199,0.5451587736606598,1.3000893592834473,80,165.84673000000004,24.0,58200
291500,0.0007,-18.391321182250977,3642,-461.68951416015625,718.6534423828125,58299,0.3216848373413086,1.2996820211410522,80,158.94066000000004,24.0,58300
292000,0.0007,-18.4001407623291,3649,-48.949195861816406,130.481689453125,58399,0.8501678854227066,1.3010858297348022,80,146.39855,24.0,58400
292500,0.0007,-18.444433212280273,3655,-33.458534240722656,222.62911987304688,58499,0.49352777004241943,1.3062653541564941,80,134.10927999999996,24.0,58500
293000,0.0007,-18.45699119567871,3661,603.3142700195312,3222.31103515625,58599,-0.4073340892791748,1.3074809312820435,80,123.44814000000001,24.0,58600
293500,0.0007,-18.449403762817383,3667,-274.4187316894531,243.9739227294922,58699,0.0,1.306967854499817,80,116.98135,24.0,58700
294000,0.0007,-18.449569702148438,3673,-184.74172973632812,168.38140869140625,58799,0.6933400332927704,1.307426929473877,80,113.01912000000002,24.0,58800
294500,0.0007,-18.430097579956055,3679,-277.20941162109375,257.56134033203125,58899,0.528560072183609,1.3049324750900269,80,109.12487000000002,24.0,58900
295000,0.0007,-18.507827758789062,3686,281.2796936035156,253.2628173828125,58999,0.9598975777626038,1.3147615194320679,80,104.01644,24.0,59000
295500,0.0007,-18.531089782714844,3692,367.9437561035156,571.923095703125,59099,0.5246380865573883,1.3177257776260376,80,110.64903,24.0,59100
296000,0.0007,-18.493677139282227,3698,528.4866943359375,4402.87841796875,59199,-8.69110107421875,1.3133865594863892,80,115.92169,24.0,59200
296500,0.0007,-18.4926700592041,3704,-11.222161293029785,3.224775791168213,59299,-1.1920928955078125e-07,1.3133118152618408,80,127.72026,24.0,59300
297000,0.0007,-18.452600479125977,3710,201.33743286132812,158.95584106445312,59399,0.053202927112579346,1.3085705041885376,80,147.18658999999997,24.0,59400
297500,0.0007,-18.412790298461914,3716,93.24382019042969,119.7406005859375,59499,0.44133758544921875,1.3034782409667969,80,165.62285,24.0,59500
298000,0.0007,-18.42624282836914,3723,195.87522888183594,172.78404235839844,59599,0.8937786296010017,1.3053888082504272,80,177.05272000000002,24.0,59600
298500,0.0007,-18.442453384399414,3729,-669.3143920898438,1664.129638671875,59699,-0.05411577224731445,1.3065611124038696,80,180.65338000000003,24.0,59700
299000,0.0007,-18.45279884338379,3735,-327.61285400390625,875.7394409179688,59799,0.8984023854136467,1.3079804182052612,80,180.69619999999995,24.0,59800
299500,0.0007,-18.424898147583008,3741,-52.32781982421875,24.912025451660156,59899,0.0,1.3048465251922607,80,168.42592999999997,24.0,59900
300000,0.0007,-18.407560348510742,3747,-171.35617065429688,147.92230224609375,59999,0.7516907453536987,1.3028225898742676,80,150.30732,24.0,60000
300500,0.0007,-18.41624641418457,3754,-300.22442626953125,336.9212951660156,60099,0.727018415927887,1.3039883375167847,80,133.7075,24.0,60100
301000,0.0007,-18.419763565063477,3760,-295.25457763671875,281.9659423828125,60199,0.9449716582894325,1.3038840293884277,80,114.83753999999999,24.0,60200
301500,0.0007,-18.39434814453125,3766,-220.52005004882812,157.91943359375,60299,0.95480852201581,1.300420880317688,80,90.63708999999999,24.0,60300
302000,0.0007,-18.41489601135254,3772,275.91796875,2159.469970703125,60399,-4.648353576660156,1.302701473236084,80,74.23863,24.0,60400
302500,0.0007,-18.414012908935547,3778,-381.862060546875,363.0960388183594,60499,5.960464477539063e-08,1.3028491735458374,80,64.92965,24.0,60500
303000,0.0007,-18.3604679107666,3785,225.8892364501953,223.73086547851562,60599,0.723936527967453,1.2961090803146362,80,61.656229999999994,24.0,60600
303500,0.0007,-18.338390350341797,3791,-231.4185791015625,367.5712890625,60699,0.7133715450763702,1.2933543920516968,80,63.107070000000014,24.0,60700
304000,0.0007,-18.347593307495117,3797,97.3701400756836,100.62076568603516,60799,0.9176401644945145,1.29449462890625,80,69.07845,24.0,60800
304500,0.0007,-18.327959060668945,3803,150.2672576904297,100.8727035522461,60899,0.9235447347164154,1.2925429344177246,80,86.33611999999998,24.0,60900
305000,0.0007,-18.35411834716797,3809,-387.273681640625,747.9000244140625,60999,0.9357932731509209,1.295838475227356,80,107.83233999999999,24.0,61000
305500,0.0007,-18.342647552490234,3816,132.33848571777344,87.13601684570312,61099,0.0,1.2948834896087646,80,122.61821000000002,24.0,61100
306000,0.0007,-18.36208724975586,3822,86.88399505615234,61.291839599609375,61199,0.8421212583780289,1.2963297367095947,80,134.6679,24.0,61200
306500,0.0007,-18.342815399169922,3828,230.7363739013672,190.50241088867188,61299,0.9160777255892754,1.2936854362487793,80,139.88556,24.0,61300
307000,0.0007,-18.372270584106445,3834,-290.35662841796875,401.7594909667969,61399,0.782907709479332,1.2977728843688965,80,132.41197,24.0,61400
307500,0.0007,-18.370527267456055,3841,111.07796478271484,61.18510818481445,61499,0.9539913199841976,1.2980622053146362,80,122.83461999999997,24.0,61500
308000,0.0007,-18.360942840576172,3847,-78.79828643798828,88.71308898925781,61599,0.9663383141160011,1.2969595193862915,80,117.38416,24.0,61600
308500,0.0007,-18.352083206176758,3853,56.59428787231445,59.84581756591797,61699,1.7881393432617188e-07,1.2958147525787354,80,114.00649,24.0,61700
309000,0.0007,-18.363435745239258,3859,1.415838599205017,72.78431701660156,61799,0.7307936549186707,1.2972887754440308,80,112.40207000000001,24.0,61800
309500,0.0007,-18.367429733276367,3865,130.7511444091797,108.41572570800781,61899,0.6831070780754089,1.2982745170593262,80,117.41118999999999,24.0,61900
310000,0.0007,-18.364686965942383,3871,-81.63932800292969,146.6964874267578,61999,0.8510872274637222,1.298397183418274,80,131.13737,24.0,62000
310500,0.0007,-18.370458602905273,3878,119.90657806396484,132.2039337158203,62099,0.787399560213089,1.2987557649612427,80,150.93782,24.0,62100
