train/value_loss,rollout/ep_len_mean,train/entropy_loss,train/explained_variance,train/learning_rate,train/std,time/fps,time/iterations,train/n_updates,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/policy_loss
290.59857177734375,24.0,-16.209932327270508,0.8168969750404358,0.0007,1.0568760633468628,54,3900,3899,-576.18225,356,19500,-249.3339080810547
2785.242919921875,24.0,-16.21668243408203,-1.8773994445800781,0.0007,1.0574828386306763,54,4000,3999,-572.92287,366,20000,402.33551025390625
22764.373046875,24.0,-16.254676818847656,0.0,0.0007,1.060870885848999,54,4100,4099,-572.75062,376,20500,-2535.1328125
17449.064453125,24.0,-16.26371955871582,0.0,0.0007,1.0622320175170898,54,4200,4199,-571.24778,385,21000,-1903.656005859375
11465.66796875,24.0,-16.304134368896484,0.0,0.0007,1.0658069849014282,54,4300,4299,-572.51015,395,21500,-1697.8538818359375
5351.9814453125,24.0,-16.293785095214844,0.0,0.0007,1.0649683475494385,54,4400,4399,-575.9679899999999,404,22000,-1118.690185546875
412.07891845703125,24.0,-16.3087100982666,0.695339024066925,0.0007,1.066452145576477,54,4500,4499,-574.8697099999999,414,22500,-287.84075927734375
4586.3125,24.0,-16.306438446044922,-2.3291711807250977,0.0007,1.065686583518982,54,4600,4599,-568.3253500000001,423,23000,551.9613647460938
21549.49609375,24.0,-16.31068992614746,0.00036448240280151367,0.0007,1.06694495677948,54,4700,4699,-565.20268,433,23500,-2027.423095703125
16178.251953125,24.0,-16.372268676757812,1.1920928955078125e-07,0.0007,1.0726267099380493,54,4800,4799,-562.25027,442,24000,-1988.9573974609375
10577.7783203125,24.0,-16.366226196289062,1.1920928955078125e-07,0.0007,1.0721889734268188,54,4900,4899,-558.62214,451,24500,-1495.9830322265625
5291.66259765625,24.0,-16.355398178100586,0.0,0.0007,1.0709360837936401,54,5000,4999,-559.18656,460,25000,-1223.8017578125
486.6458435058594,24.0,-16.3610897064209,0.8808080330491066,0.0007,1.0717719793319702,54,5100,5099,-560.7032800000001,470,25500,-341.5125732421875
5402.763671875,24.0,-16.336223602294922,-2.4758048057556152,0.0007,1.0694125890731812,54,5200,5199,-560.35007,479,26000,623.1273193359375
21831.052734375,24.0,-16.333335876464844,0.0021092891693115234,0.0007,1.0695891380310059,54,5300,5299,-558.0115499999999,488,26500,-2005.2711181640625
14506.017578125,24.0,-16.332212448120117,0.0,0.0007,1.0692452192306519,54,5400,5399,-553.03891,498,27000,-1842.295654296875
10193.1015625,24.0,-16.352991104125977,0.0,0.0007,1.071500301361084,54,5500,5499,-550.14263,507,27500,-1478.666748046875
4767.5419921875,24.0,-16.346637725830078,0.0,0.0007,1.070356011390686,54,5600,5599,-550.17581,517,28000,-1194.0838623046875
299.91473388671875,24.0,-16.3627872467041,0.7945863753557205,0.0007,1.0724291801452637,54,5700,5699,-550.54111,526,28500,-242.85751342773438
6999.5712890625,24.0,-16.362022399902344,-1.9299330711364746,0.0007,1.072361946105957,54,5800,5799,-551.34617,536,29000,770.9989013671875
19964.03125,24.0,-16.37431526184082,0.01940518617630005,0.0007,1.0736206769943237,54,5900,5899,-553.11706,545,29500,-2031.778076171875
16377.267578125,24.0,-16.4570369720459,0.0,0.0007,1.0819722414016724,54,6000,5999,-550.51783,555,30000,-1790.239013671875
10561.9453125,24.0,-16.498043060302734,0.0,0.0007,1.0861824750900269,54,6100,6099,-553.12221,564,30500,-1403.419677734375
3865.831298828125,24.0,-16.530607223510742,1.1920928955078125e-07,0.0007,1.0890002250671387,54,6200,6199,-549.6427000000002,573,31000,-936.8160400390625
652.4270629882812,24.0,-16.57221031188965,0.7489798367023468,0.0007,1.0930203199386597,54,6300,6299,-545.89954,583,31500,-363.9036560058594
9338.6064453125,24.0,-16.58795928955078,-1.381448745727539,0.0007,1.0944850444793701,54,6400,6399,-541.80692,592,32000,1010.4435424804688
17776.8125,24.0,-16.6103572845459,0.046630918979644775,0.0007,1.0967226028442383,53,6500,6499,-532.25433,601,32500,-2166.956787109375
14387.4765625,24.0,-16.611602783203125,0.0,0.0007,1.097341537475586,54,6600,6599,-525.61451,611,33000,-1664.9371337890625
10203.306640625,24.0,-16.6240234375,0.0,0.0007,1.0982842445373535,53,6700,6699,-525.1434400000002,620,33500,-1535.7213134765625
5031.47412109375,24.0,-16.67591094970703,5.960464477539063e-08,0.0007,1.1035059690475464,53,6800,6799,-527.8727200000001,629,34000,-1121.626220703125
322.60137939453125,24.0,-16.737567901611328,0.8600136041641235,0.0007,1.109865665435791,53,6900,6899,-531.38194,638,34500,-254.23486328125
11054.146484375,24.0,-16.7655029296875,-1.3516311645507812,0.0007,1.112588882446289,53,7000,6999,-535.65698,648,35000,963.0657958984375
19003.65234375,24.0,-16.758251190185547,0.08112543821334839,0.0007,1.1117628812789917,53,7100,7099,-536.97114,657,35500,-2135.36376953125
13742.5859375,24.0,-16.767181396484375,0.0,0.0007,1.1125292778015137,53,7200,7199,-533.4726400000001,667,36000,-1816.3792724609375
7724.79296875,24.0,-16.70085906982422,-1.1920928955078125e-07,0.0007,1.1054915189743042,53,7300,7299,-525.92608,676,36500,-1453.3746337890625
3901.453857421875,24.0,-16.73476219177246,0.0,0.0007,1.1095147132873535,53,7400,7399,-520.31606,686,37000,-906.3416137695312
695.8279418945312,24.0,-16.713298797607422,0.5306457281112671,0.0007,1.1068897247314453,53,7500,7499,-516.51116,695,37500,-427.21209716796875
14305.3876953125,24.0,-16.705307006835938,-1.3823986053466797,0.0007,1.106579303741455,53,7600,7599,-506.56162000000006,705,38000,1676.6734619140625
17075.740234375,24.0,-16.70638084411621,0.10291790962219238,0.0007,1.106794834136963,53,7700,7699,-502.46220999999997,714,38500,-1818.721923828125
12415.4453125,24.0,-16.75225257873535,0.0,0.0007,1.1111196279525757,53,7800,7799,-499.27160999999995,724,39000,-1659.395263671875
9089.90625,24.0,-16.78413963317871,0.0,0.0007,1.1146374940872192,53,7900,7899,-500.74289999999996,733,39500,-1331.0718994140625
3082.57568359375,24.0,-16.79790687561035,0.0,0.0007,1.1153197288513184,53,8000,7999,-492.41814,743,40000,-931.45849609375
163.484130859375,24.0,-16.802200317382812,0.7569555938243866,0.0007,1.1157441139221191,53,8100,8099,-483.5781299999999,752,40500,-132.53904724121094
17136.28125,24.0,-16.792810440063477,-1.0881783962249756,0.0007,1.1150106191635132,53,8200,8199,-480.08169000000004,762,41000,1222.953857421875
12932.533203125,24.0,-16.796016693115234,0.14281952381134033,0.0007,1.1155585050582886,53,8300,8299,-470.48068999999987,771,41500,-1665.0718994140625
8137.38916015625,24.0,-16.78971290588379,0.0,0.0007,1.114880084991455,53,8400,8399,-457.90164,781,42000,-1388.797607421875
6691.14990234375,24.0,-16.76828384399414,0.0,0.0007,1.1126024723052979,53,8500,8499,-457.88536999999997,790,42500,-1305.517578125
1932.696044921875,24.0,-16.74123191833496,0.0,0.0007,1.1102590560913086,53,8600,8599,-459.57435,799,43000,-609.4180908203125
233.61630249023438,24.0,-16.789457321166992,0.9295451194047928,0.0007,1.1146552562713623,53,8700,8699,-449.23636000000005,809,43500,-224.24191284179688
20841.224609375,24.0,-16.81532859802246,-1.016035795211792,0.0007,1.1168887615203857,53,8800,8799,-447.48057,818,44000,1335.663818359375
10072.1572265625,24.0,-16.813209533691406,0.16411173343658447,0.0007,1.1167999505996704,53,8900,8899,-438.29496,828,44500,-1467.423095703125
6476.53271484375,24.0,-16.820316314697266,0.0,0.0007,1.1179556846618652,53,9000,8999,-419.10823,837,45000,-1115.47412109375
3991.755859375,24.0,-16.83190155029297,0.0,0.0007,1.1188585758209229,53,9100,9099,-391.4519499999999,847,45500,-926.3043823242188
943.0782470703125,24.0,-16.842239379882812,0.002055227756500244,0.0007,1.119361162185669,53,9200,9199,-356.04953000000006,856,46000,-517.7029418945312
82.35922241210938,24.0,-16.850383758544922,0.9302137345075607,0.0007,1.1205205917358398,53,9300,9299,-321.68145,865,46500,-116.919677734375
25177.12890625,24.0,-16.859909057617188,-0.7292629480361938,0.0007,1.1213765144348145,53,9400,9399,-297.05369,875,47000,1620.001953125
6779.1044921875,24.0,-16.843326568603516,0.3881564736366272,0.0007,1.1198067665100098,53,9500,9499,-281.90483,885,47500,-1305.34326171875
3487.580810546875,24.0,-16.786340713500977,1.7344951629638672e-05,0.0007,1.1133418083190918,53,9600,9599,-268.65651999999994,894,48000,-1145.1875
2022.689453125,24.0,-16.77493667602539,0.0,0.0007,1.1131644248962402,53,9700,9699,-252.04047000000003,903,48500,-678.7989501953125
46.455387115478516,24.0,-16.799373626708984,-1.6450881958007812e-05,0.0007,1.1157711744308472,53,9800,9799,-229.71323000000004,913,49000,-105.90928649902344
35.09919738769531,24.0,-16.808399200439453,0.9882331183180213,0.0007,1.116452693939209,53,9900,9899,-201.95006,922,49500,82.38245391845703
30483.212890625,24.0,-16.82248878479004,-0.6931360960006714,0.0007,1.1180591583251953,53,10000,9999,-176.91914999999997,931,50000,1984.501220703125
2479.10205078125,24.0,-16.8336124420166,0.6189614832401276,0.0007,1.1189097166061401,53,10100,10099,-161.01883999999995,940,50500,-800.4012451171875
907.7849731445312,24.0,-16.831472396850586,0.002459228038787842,0.0007,1.1186801195144653,53,10200,10199,-148.40276999999998,950,51000,-477.13482666015625
167.63255310058594,24.0,-16.836484909057617,-2.6345252990722656e-05,0.0007,1.1187880039215088,53,10300,10299,-138.35768,959,51500,-220.2171630859375
7.557122707366943,24.0,-16.860244750976562,0.7005333304405212,0.0007,1.1217888593673706,53,10400,10399,-130.77603,969,52000,13.950764656066895
159.55609130859375,24.0,-16.88648223876953,0.8990880474448204,0.0007,1.1244778633117676,53,10500,10499,-121.38821,978,52500,174.38430786132812
29300.271484375,24.0,-16.844078063964844,-0.9686316251754761,0.0007,1.1201677322387695,53,10600,10599,-107.78887999999998,987,53000,1947.4105224609375
1955.7457275390625,24.0,-16.874927520751953,0.7251249253749847,0.0007,1.123286485671997,53,10700,10699,-98.48153,997,53500,-683.6614379882812
1548.0765380859375,24.0,-16.890567779541016,0.0,0.0007,1.1244373321533203,53,10800,10799,-86.68661,1007,54000,-687.7526245117188
43.740814208984375,24.0,-16.892969131469727,-0.2249056100845337,0.0007,1.1249899864196777,53,10900,10899,-71.52785,1016,54500,-55.3554573059082
16.760656356811523,24.0,-16.880449295043945,0.855508103966713,0.0007,1.123786211013794,53,11000,10999,-55.89148,1025,55000,35.90703582763672
146.94845581054688,24.0,-16.875831604003906,0.9011067301034927,0.0007,1.1233248710632324,53,11100,11099,-47.721219999999995,1035,55500,148.92369079589844
32697.208984375,24.0,-16.88800048828125,-1.0255889892578125,0.0007,1.124648928642273,53,11200,11199,-36.78857,1044,56000,1901.7662353515625
1685.471923828125,24.0,-16.854955673217773,0.5144858360290527,0.0007,1.1213542222976685,53,11300,11299,-25.78554,1053,56500,-643.3682861328125
45.96299362182617,24.0,-16.846120834350586,0.21555036306381226,0.0007,1.1204785108566284,53,11400,11399,-19.82801,1062,57000,-37.222694396972656
9.937434196472168,24.0,-16.85807228088379,0.3529033660888672,0.0007,1.1217626333236694,53,11500,11499,-15.19851,1072,57500,21.436702728271484
145.66445922851562,24.0,-16.845844268798828,0.5568362474441528,0.0007,1.1206302642822266,53,11600,11599,-15.57911,1081,58000,168.8369140625
118.85140228271484,24.0,-16.895492553710938,0.8393898457288742,0.0007,1.125657320022583,53,11700,11699,-9.614970000000001,1090,58500,77.48326110839844
29742.025390625,24.0,-16.91276741027832,-1.2565255165100098,0.0007,1.127421498298645,53,11800,11799,-7.368820000000002,1100,59000,1783.4947509765625
672.951171875,24.0,-16.913345336914062,0.9012303426861763,0.0007,1.1275893449783325,53,11900,11899,-4.27421,1109,59500,-488.2313537597656
101.95439147949219,24.0,-16.89389419555664,-5.040370941162109,0.0007,1.125618815422058,53,12000,11999,-2.57982,1119,60000,2.976776123046875
96.6746597290039,24.0,-16.859663009643555,-5.655574798583984,0.0007,1.122138500213623,53,12100,12099,-2.033040000000001,1128,60500,-13.727190971374512
921.54833984375,24.0,-16.864336013793945,0.42605435848236084,0.0007,1.1226379871368408,53,12200,12199,-8.94071,1137,61000,492.9585876464844
230.20407104492188,24.0,-16.867088317871094,0.7038796544075012,0.0007,1.1229935884475708,53,12300,12299,-18.0578,1147,61500,-85.07279968261719
1715.2548828125,24.0,-16.880769729614258,-0.5204706192016602,0.0007,1.1240668296813965,53,12400,12399,-30.40357,1156,62000,487.297607421875
3949.249267578125,24.0,-16.849689483642578,0.24098116159439087,0.0007,1.1212191581726074,53,12500,12499,-38.516920000000006,1166,62500,-986.1697998046875
733.036376953125,24.0,-16.854970932006836,0.9095452204346657,0.0007,1.1218799352645874,53,12600,12599,-46.30665,1175,63000,-431.22113037109375
92.62144470214844,24.0,-16.8679141998291,0.450498104095459,0.0007,1.1234910488128662,53,12700,12699,-54.83344,1185,63500,-103.9511489868164
397.31390380859375,24.0,-16.88929557800293,0.7047998309135437,0.0007,1.1252201795578003,53,12800,12799,-62.67389,1194,64000,291.7669982910156
228.2445831298828,24.0,-16.853639602661133,0.974302351474762,0.0007,1.1216365098953247,53,12900,12899,-70.37126,1204,64500,-263.9327697753906
294.847900390625,24.0,-16.865480422973633,0.6144042611122131,0.0007,1.1230798959732056,53,13000,12999,-78.29781000000001,1213,65000,129.0736541748047
1206.1744384765625,24.0,-16.85439109802246,0.7083691954612732,0.0007,1.121894359588623,53,13100,13099,-87.61882,1223,65500,-468.97698974609375
1479.723876953125,24.0,-16.866111755371094,0.5986761748790741,0.0007,1.1232845783233643,53,13200,13199,-93.65141,1232,66000,-554.0294189453125
100.70579528808594,24.0,-16.88910484313965,0.5919568836688995,0.0007,1.1253209114074707,53,13300,13299,-85.16560999999997,1242,66500,119.6009521484375
111.9295883178711,24.0,-16.935373306274414,0.9125302582979202,0.0007,1.130078911781311,53,13400,13399,-73.47998000000001,1253,67000,-133.203125
210.9097900390625,24.0,-16.928579330444336,0.8988711014389992,0.0007,1.129475474357605,53,13500,13499,-63.754760000000005,1263,67500,212.8330841064453
234.8963165283203,24.0,-16.913352966308594,0.7092882096767426,0.0007,1.1276277303695679,53,13600,13599,-41.36497,1272,68000,137.65966796875
378.81622314453125,24.0,-16.924467086791992,0.5919055342674255,0.0007,1.128740906715393,53,13700,13699,-16.7841,1282,68500,-174.98806762695312
199.30081176757812,24.0,-16.92007064819336,0.4545867443084717,0.0007,1.1282566785812378,53,13800,13799,2.670979999999999,1292,69000,-187.52874755859375
449.7388610839844,24.0,-16.925331115722656,-2.336453914642334,0.0007,1.1291306018829346,53,13900,13899,20.644829999999992,1301,69500,44.89596939086914
150.48355102539062,24.0,-16.952056884765625,0.8753253668546677,0.0007,1.1319501399993896,53,14000,13999,36.149,1311,70000,137.07058715820312
129.2623291015625,24.0,-16.98100471496582,0.9242522716522217,0.0007,1.1351794004440308,53,14100,14099,42.85889,1321,70500,-153.84823608398438
156.3968505859375,24.0,-16.962289810180664,0.8986949399113655,0.0007,1.1324964761734009,53,14200,14199,53.40730000000001,1330,71000,6.689257621765137
1087.2410888671875,24.0,-16.949825286865234,0.8128314912319183,0.0007,1.1317012310028076,53,14300,14299,63.01514,1340,71500,-530.4278564453125
319.90106201171875,24.0,-16.9605712890625,0.9540436007082462,0.0007,1.1328598260879517,53,14400,14399,65.47488,1350,72000,-313.39947509765625
34.537322998046875,24.0,-16.971752166748047,0.8644108325242996,0.0007,1.1337774991989136,53,14500,14499,62.68779999999999,1360,72500,-33.84657669067383
53.561317443847656,24.0,-16.961427688598633,0.8928660526871681,0.0007,1.1325592994689941,53,14600,14599,63.23914999999999,1369,73000,-31.74527931213379
797.4927368164062,24.0,-16.954666137695312,0.4580141305923462,0.0007,1.132032871246338,53,14700,14699,56.32548,1379,73500,362.1373291015625
106.03169250488281,24.0,-16.91973114013672,0.9494167156517506,0.0007,1.1286176443099976,53,14800,14799,55.597,1389,74000,-17.881595611572266
495.19537353515625,24.0,-16.945215225219727,0.7070446610450745,0.0007,1.1317042112350464,53,14900,14899,72.37693,1399,74500,-328.9859924316406
692.0986328125,24.0,-16.965007781982422,0.6498612761497498,0.0007,1.1333975791931152,53,15000,14999,91.46709000000001,1409,75000,-399.68072509765625
237.0800323486328,24.0,-16.9416561126709,0.7401794195175171,0.0007,1.1308084726333618,53,15100,15099,94.12459999999999,1419,75500,176.3619384765625
343.63238525390625,24.0,-16.929288864135742,0.6223556399345398,0.0007,1.12968111038208,53,15200,15199,93.46181,1428,76000,-34.675045013427734
376.0433349609375,24.0,-16.886995315551758,0.9384426400065422,0.0007,1.1247109174728394,53,15300,15299,95.33649000000001,1438,76500,287.0688781738281
148.0076904296875,24.0,-16.87803077697754,0.9877915363758802,0.0007,1.1240988969802856,53,15400,15399,89.23854000000003,1447,77000,145.56283569335938
1419.1988525390625,24.0,-16.857667922973633,0.8126982152462006,0.0007,1.1217726469039917,53,15500,15499,80.87714999999999,1457,77500,-634.2473754882812
295.21136474609375,24.0,-16.875703811645508,0.7872604727745056,0.0007,1.1238726377487183,53,15600,15599,80.40190000000001,1466,78000,240.3505401611328
276.8017578125,24.0,-16.923742294311523,0.9070543870329857,0.0007,1.1289814710617065,53,15700,15699,69.40861999999998,1476,78500,-238.3727264404297
80.69456481933594,24.0,-16.926488876342773,0.9277532622218132,0.0007,1.1289169788360596,53,15800,15799,57.08034000000001,1486,79000,26.206790924072266
185.93927001953125,24.0,-16.905078887939453,0.9152115881443024,0.0007,1.1265937089920044,53,15900,15899,43.55466000000001,1496,79500,-201.86190795898438
230.0327911376953,24.0,-16.91859245300293,0.8055738061666489,0.0007,1.1282449960708618,53,16000,15999,32.86058,1505,80000,111.29901123046875
538.1824951171875,24.0,-16.938234329223633,0.6027390956878662,0.0007,1.1301723718643188,53,16100,16099,25.33993,1515,80500,-174.37579345703125
482.3370056152344,24.0,-16.95075225830078,0.7921172231435776,0.0007,1.1313542127609253,53,16200,16199,24.59306,1524,81000,-337.9002990722656
22.630144119262695,24.0,-16.915058135986328,0.9495796635746956,0.0007,1.128121018409729,53,16300,16299,17.306639999999998,1534,81500,35.273780822753906
102.4622802734375,24.0,-16.966886520385742,0.904932014644146,0.0007,1.1330724954605103,53,16400,16399,17.68029,1544,82000,33.69512176513672
220.18917846679688,24.0,-16.988101959228516,0.8628717660903931,0.0007,1.1350502967834473,53,16500,16499,28.039749999999998,1553,82500,-206.53076171875
209.8141632080078,24.0,-16.994436264038086,0.9312961623072624,0.0007,1.1353604793548584,53,16600,16599,40.983940000000004,1563,83000,74.94322204589844
47.459999084472656,24.0,-16.995328903198242,0.9382831081748009,0.0007,1.1361311674118042,53,16700,16699,51.804019999999994,1573,83500,8.34692096710205
222.4313201904297,24.0,-16.990131378173828,0.6075582802295685,0.0007,1.135575532913208,53,16800,16799,58.98244999999999,1582,84000,-119.75528717041016
335.8981018066406,24.0,-16.955547332763672,0.9149692207574844,0.0007,1.1319783926010132,53,16900,16899,70.53949,1592,84500,259.72943115234375
72.57303619384766,24.0,-16.936559677124023,0.9341018423438072,0.0007,1.1300820112228394,53,17000,16999,73.11143999999999,1601,85000,29.552764892578125
102.7833023071289,24.0,-16.9482364654541,0.82633276283741,0.0007,1.1315728425979614,53,17100,17099,74.85764,1611,85500,-57.852516174316406
89.37935638427734,24.0,-16.906980514526367,0.985075575299561,0.0007,1.127522349357605,53,17200,17199,82.78898000000001,1621,86000,-107.1084976196289
230.932373046875,24.0,-16.89243507385254,0.9460127614438534,0.0007,1.1260173320770264,53,17300,17299,95.08864999999997,1630,86500,239.55746459960938
344.9028625488281,24.0,-16.876296997070312,0.8466411978006363,0.0007,1.1243976354599,53,17400,17399,98.17527,1640,87000,-267.1791687011719
12.080361366271973,24.0,-16.871124267578125,0.9902154430747032,0.0007,1.1231554746627808,53,17500,17499,107.57716,1650,87500,13.703051567077637
890.6502075195312,24.0,-16.83574104309082,0.6380039155483246,0.0007,1.1198862791061401,52,17600,17599,125.73365000000001,1661,88000,369.3284912109375
114.70980072021484,24.0,-16.813888549804688,0.9334793090820312,0.0007,1.1179908514022827,52,17700,17699,139.95977,1670,88500,145.7737274169922
17.83420753479004,24.0,-16.817378997802734,0.9975525278132409,0.0007,1.1186232566833496,52,17800,17799,155.07438000000002,1680,89000,11.174775123596191
364.8330383300781,24.0,-16.810319900512695,-0.1452474594116211,0.0007,1.1179673671722412,52,17900,17899,177.46273000000002,1690,89500,-236.0714569091797
45.53137969970703,24.0,-16.740373611450195,0.9067776054143906,0.0007,1.1111215353012085,52,18000,17999,196.38242,1699,90000,-97.90235900878906
1055.479736328125,24.0,-16.767112731933594,0.9271169155836105,0.0007,1.1135462522506714,52,18100,18099,207.08590999999993,1709,90500,498.41845703125
174.82138061523438,24.0,-16.778493881225586,0.8040842413902283,0.0007,1.114866018295288,52,18200,18199,225.88923000000003,1719,91000,-24.22505760192871
426.46978759765625,24.0,-16.734333038330078,0.8414863497018814,0.0007,1.1108050346374512,52,18300,18299,238.93345000000002,1728,91500,321.5733337402344
297.693603515625,24.0,-16.71657371520996,0.992371735163033,0.0007,1.109424352645874,52,18400,18399,249.64958,1738,92000,251.4600372314453
94.68309020996094,24.0,-16.676013946533203,0.7723466604948044,0.0007,1.1050461530685425,52,18500,18499,259.31975,1748,92500,-152.60865783691406
181.13638305664062,24.0,-16.65615463256836,0.5083308517932892,0.0007,1.1030926704406738,52,18600,18599,263.845,1757,93000,-210.37936401367188
317.72894287109375,24.0,-16.673128128051758,0.8825950920581818,0.0007,1.104760766029358,52,18700,18699,264.46723,1767,93500,40.14754104614258
1306.127197265625,24.0,-16.68449592590332,0.8903774693608284,0.0007,1.1059733629226685,52,18800,18799,268.96918999999997,1776,94000,578.857666015625
277.7301940917969,24.0,-16.65563201904297,0.9713868442922831,0.0007,1.1029160022735596,52,18900,18899,274.24185,1786,94500,-239.97763061523438
77.46195983886719,24.0,-16.642105102539062,0.9975791901815683,0.0007,1.1013048887252808,52,19000,18999,274.91266999999993,1796,95000,93.68177795410156
41.14162063598633,24.0,-16.643648147583008,0.5869844257831573,0.0007,1.1014883518218994,52,19100,19099,277.05977,1805,95500,-78.48979949951172
243.07217407226562,24.0,-16.639951705932617,0.7552037239074707,0.0007,1.1007323265075684,52,19200,19199,276.19887,1815,96000,-308.6078186035156
