train/step_size,train/iterations,rollout/ep_rew_mean,time/fps,rollout/return_std,time/total_timesteps,time/time_elapsed,train/delta_std,rollout/ep_len_mean,train/learning_rate
0.00030986746423877776,289,641.0663749999999,52,8.067965507507324,111360,2138,0.05,24.0,0.02
0.0006050312658771873,290,640.3266249999999,52,4.132017612457275,111744,2146,0.05,24.0,0.02
6.968015804886818e-05,291,629.5739374999999,52,35.87821960449219,112128,2154,0.05,24.0,0.02
0.00018822636047843844,292,638.909625,52,13.281879425048828,112512,2161,0.05,24.0,0.02
0.00032920658122748137,293,639.8915625,52,7.594016075134277,112896,2169,0.05,24.0,0.02
0.0004407873784657568,294,640.212,52,5.671669006347656,113280,2177,0.05,24.0,0.02
2.0867068087682128e-05,295,599.2021875,52,119.80599212646484,113664,2184,0.05,24.0,0.02
8.812202395347413e-06,296,537.3145625,52,283.6975402832031,114048,2192,0.05,24.0,0.02
0.0007915603928267956,297,642.4503125000001,52,3.158318519592285,114432,2200,0.05,24.0,0.02
0.0002914400538429618,298,640.7911875,52,8.578093528747559,114816,2207,0.05,24.0,0.02
0.0007269714842550457,299,642.2410625,51,3.4389243125915527,115200,2215,0.05,24.0,0.02
0.0004534920153673738,300,641.3072500000001,51,5.512775897979736,115584,2223,0.05,24.0,0.02
0.00029951927717775106,301,641.6935000000001,51,8.346708297729492,115968,2231,0.05,24.0,0.02
0.0014371126890182495,302,643.94075,51,1.7395989894866943,116352,2239,0.05,24.0,0.02
0.0005909553146921098,303,640.7115000000001,51,4.230438232421875,116736,2247,0.05,24.0,0.02
1.2677732229349203e-05,304,593.5810624999999,51,197.19615173339844,117120,2254,0.05,24.0,0.02
0.0003118316817563027,305,640.2693125000001,51,8.017145156860352,117504,2262,0.05,24.0,0.02
1.7724867575452663e-05,306,589.92675,51,141.04478454589844,117888,2270,0.05,24.0,0.02
0.0004991049063391984,307,640.4730625,51,5.00896692276001,118272,2278,0.05,24.0,0.02
5.973489351163153e-06,308,537.961375,51,418.5158386230469,118656,2285,0.05,24.0,0.02
0.0007157118525356054,309,641.6504375,51,3.493025541305542,119040,2293,0.05,24.0,0.02
3.174234734615311e-05,310,620.681875,51,78.75914001464844,119424,2301,0.05,24.0,0.02
0.0011092278873547912,311,642.5335625,51,2.253819704055786,119808,2308,0.05,24.0,0.02
0.0006905539194121957,312,641.9541875,51,3.62028169631958,120192,2316,0.05,24.0,0.02
6.276257863646606e-06,313,541.3395,51,398.3265075683594,120576,2323,0.05,24.0,0.02
3.1172679882729426e-05,314,618.5255625,51,80.19843292236328,120960,2331,0.05,24.0,0.02
0.000413334317272529,315,640.5486875,51,6.048372268676758,121344,2339,0.05,24.0,0.02
1.2299773516133428e-05,316,574.999875,51,203.25576782226562,121728,2346,0.05,24.0,0.02
0.0008647975046187639,317,641.4324375,51,2.8908498287200928,122112,2354,0.05,24.0,0.02
0.00041689525824040174,318,641.9583749999999,51,5.996709823608398,122496,2361,0.05,24.0,0.02
1.2717551726382226e-05,319,591.3346875,51,196.57872009277344,122880,2369,0.05,24.0,0.02
0.0003537597367540002,320,641.0706250000001,51,7.0669426918029785,123264,2376,0.05,24.0,0.02
9.982363735616673e-06,321,575.9903125,51,250.4416961669922,123648,2383,0.05,24.0,0.02
4.916029502055608e-05,322,629.6651875,51,50.85404586791992,124032,2391,0.05,24.0,0.02
0.00033753429306671023,323,637.0954999999999,51,7.4066548347473145,124416,2399,0.05,24.0,0.02
0.0008368665585294366,324,642.1601875000001,51,2.9873337745666504,124800,2407,0.05,24.0,0.02
0.00025786313926801085,325,641.0251250000001,51,9.69506549835205,125184,2415,0.05,24.0,0.02
0.00036444878787733614,326,639.5074999999999,51,6.859674453735352,125568,2422,0.05,24.0,0.02
0.0009234421304427087,327,642.19125,51,2.707261800765991,125952,2430,0.05,24.0,0.02
6.2753388192504644e-06,328,541.1302499999999,51,398.3848571777344,126336,2438,0.05,24.0,0.02
0.00018597381131257862,329,636.97125,51,13.442752838134766,126720,2445,0.05,24.0,0.02
0.0004183381097391248,330,639.72375,51,5.976027488708496,127104,2452,0.05,24.0,0.02
0.0005118507542647421,331,640.7298125,51,4.884235858917236,127488,2460,0.05,24.0,0.02
1.15480752356234e-05,332,584.1178749999999,51,216.48629760742188,127872,2467,0.05,24.0,0.02
0.0001921125949593261,333,637.526875,51,13.013201713562012,128256,2475,0.05,24.0,0.02
0.0004565133131109178,334,639.6155625,51,5.476291656494141,128640,2483,0.05,24.0,0.02
1.0014867257268634e-05,335,577.2146875,51,249.62884521484375,129024,2490,0.05,24.0,0.02
0.0004172739281784743,336,641.3252500000001,51,5.991268157958984,129408,2497,0.05,24.0,0.02
0.000640979444142431,337,641.5925,51,3.900280475616455,129792,2505,0.05,24.0,0.02
1.270865868718829e-05,338,594.086125,51,196.71627807617188,130176,2513,0.05,24.0,0.02
2.98726990877185e-05,339,617.0450000000001,51,83.6884536743164,130560,2521,0.05,24.0,0.02
0.0002254253631690517,340,637.3978125,51,11.090145111083984,130944,2528,0.05,24.0,0.02
5.428519216366112e-07,341,-550.7229375,51,4605.30712890625,131328,2535,0.05,24.0,0.02
0.0005513049545697868,342,639.865375,51,4.534695148468018,131712,2542,0.05,24.0,0.02
0.0007038972107693553,343,639.4821875,51,3.55165433883667,132096,2550,0.05,24.0,0.02
1.689881355559919e-05,344,600.0189375,51,147.9393768310547,132480,2558,0.05,24.0,0.02
0.00024131452664732933,345,637.0084375,51,10.359923362731934,132864,2566,0.05,24.0,0.02
0.000494767096824944,346,638.2128749999999,51,5.052882194519043,133248,2573,0.05,24.0,0.02
0.00046224959078244865,347,638.3253125,51,5.408333778381348,133632,2580,0.05,24.0,0.02
7.289863333426183e-06,348,516.96875,51,342.94195556640625,134016,2588,0.05,24.0,0.02
1.3295404642121866e-05,349,553.3819375,51,188.03488159179688,134400,2595,0.05,24.0,0.02
3.986903539043851e-05,350,619.48825,51,62.70530700683594,134784,2603,0.05,24.0,0.02
8.305685696541332e-06,351,561.4178125000001,51,300.9986267089844,135168,2611,0.05,24.0,0.02
0.0003241251106373966,352,640.1211875,51,7.713071346282959,135552,2619,0.05,24.0,0.02
0.00043052248656749725,353,640.8182499999999,51,5.8068976402282715,135936,2627,0.05,24.0,0.02
4.4121057726442814e-05,354,625.981375,51,56.662288665771484,136320,2634,0.05,24.0,0.02
1.0171274880121928e-05,355,549.1150625,51,245.79022216796875,136704,2642,0.05,24.0,0.02
1.6039541151258163e-05,356,598.2369375000001,51,155.86480712890625,137088,2650,0.05,24.0,0.02
9.039508199748525e-07,357,-53.614687499999945,51,2765.636962890625,137472,2658,0.05,24.0,0.02
0.00032615408417768776,358,638.1181875,51,7.665088653564453,137856,2664,0.05,24.0,0.02
0.0002365562249906361,359,639.5155625,51,10.56831169128418,138240,2672,0.05,24.0,0.02
0.00017948653839994222,360,636.6218125,51,13.928621292114258,138624,2679,0.05,24.0,0.02
1.0908877811743878e-05,361,579.3883125,51,229.17112731933594,139008,2686,0.05,24.0,0.02
0.00039280872442759573,362,640.7895625000001,51,6.364420413970947,139392,2694,0.05,24.0,0.02
1.0403760825283825e-05,363,583.0634375,51,240.29771423339844,139776,2702,0.05,24.0,0.02
0.0007411763072013855,364,641.1109375000001,51,3.373016357421875,140160,2710,0.05,24.0,0.02
1.267816151084844e-05,365,593.425125,51,197.18946838378906,140544,2718,0.05,24.0,0.02
0.00042506924364715815,366,641.190375,51,5.881394386291504,140928,2725,0.05,24.0,0.02
1.2713278920273297e-05,367,590.81575,51,196.644775390625,141312,2733,0.05,24.0,0.02
4.530944715952501e-05,368,617.4325,51,55.17612838745117,141696,2741,0.05,24.0,0.02
0.00015960920427460223,369,633.8071875,51,15.663257598876953,142080,2749,0.05,24.0,0.02
0.000449343235231936,370,639.2761875,51,5.563675403594971,142464,2757,0.05,24.0,0.02
0.00042609323281794786,371,638.2589375,51,5.867260456085205,142848,2764,0.05,24.0,0.02
0.0004593759949784726,372,639.216875,51,5.442164897918701,143232,2772,0.05,24.0,0.02
1.9827024516416714e-05,373,601.77625,51,126.09053802490234,143616,2780,0.05,24.0,0.02
1.161137242888799e-05,374,586.6386875000001,51,215.30615234375,144000,2787,0.05,24.0,0.02
0.0004918844206258655,375,639.8395,51,5.082494735717773,144384,2795,0.05,24.0,0.02
0.00045985254109837115,376,642.2597499999999,51,5.436525344848633,144768,2803,0.05,24.0,0.02
0.0002903843123931438,377,638.7801875,51,8.609280586242676,145152,2811,0.05,24.0,0.02
1.24962862173561e-05,378,587.792375,51,200.0594482421875,145536,2819,0.05,24.0,0.02
2.0111749108764343e-05,379,609.76075,51,124.30543518066406,145920,2827,0.05,24.0,0.02
0.00033120688749477267,380,636.46875,51,7.548151969909668,146304,2835,0.05,24.0,0.02
0.00032149592880159616,381,640.3920625000001,51,7.776148319244385,146688,2843,0.05,24.0,0.02
1.8666461983229965e-05,382,593.603625,51,133.93003845214844,147072,2850,0.05,24.0,0.02
0.00025576737243682146,383,639.1046249999999,51,9.774507522583008,147456,2858,0.05,24.0,0.02
7.186606671893969e-05,384,628.4525,51,34.78693389892578,147840,2866,0.05,24.0,0.02
0.00017057466902770102,385,636.4737500000001,51,14.65633773803711,148224,2874,0.05,24.0,0.02
1.0550156730460003e-05,386,571.8671875,51,236.9633026123047,148608,2882,0.05,24.0,0.02
0.00021483027376234531,387,636.362875,51,11.637092590332031,148992,2889,0.05,24.0,0.02
1.8070988517138176e-05,388,603.8723749999999,51,138.34327697753906,149376,2897,0.05,24.0,0.02
0.00024116398708429188,389,636.59875,51,10.366390228271484,149760,2905,0.05,24.0,0.02
0.00031295648659579456,390,637.5711249999999,51,7.988330841064453,150144,2913,0.05,24.0,0.02
0.00014901687973178923,391,632.6103125,51,16.776622772216797,150528,2921,0.05,24.0,0.02
0.0004968898138031363,392,638.0916874999999,51,5.031296253204346,150912,2929,0.05,24.0,0.02
0.00019633596821222454,393,635.5543749999999,51,12.733275413513184,151296,2937,0.05,24.0,0.02
0.0001043367083184421,394,630.7599375,51,23.960886001586914,151680,2944,0.05,24.0,0.02
4.348274160292931e-05,395,622.149875,51,57.494075775146484,152064,2952,0.05,24.0,0.02
0.0006575797451660037,396,638.3753750000001,51,3.8018198013305664,152448,2960,0.05,24.0,0.02
0.000384226645110175,397,636.71125,51,6.506576061248779,152832,2968,0.05,24.0,0.02
0.00018439778068568558,398,632.3028125000001,51,13.557645797729492,153216,2976,0.05,24.0,0.02
0.000312564370688051,399,635.3340625000001,51,7.99835205078125,153600,2984,0.05,24.0,0.02
0.0006771075422875583,400,638.901875,51,3.6921753883361816,153984,2992,0.05,24.0,0.02
0.00040743433055467904,401,638.103125,51,6.135958194732666,154368,2999,0.05,24.0,0.02
1.3488380318449344e-05,402,594.19575,51,185.34471130371094,154752,3006,0.05,24.0,0.02
0.00046199941425584257,403,636.4575,51,5.411262035369873,155136,3014,0.05,24.0,0.02
0.000636788725387305,404,639.3133124999999,51,3.9259486198425293,155520,3021,0.05,24.0,0.02
0.00023359991610050201,405,635.3683125,51,10.702058792114258,155904,3030,0.05,24.0,0.02
0.00030940596479922533,406,640.4433750000001,51,8.079998970031738,156288,3038,0.05,24.0,0.02
1.580541538714897e-05,407,601.978125,51,158.1736297607422,156672,3046,0.05,24.0,0.02
1.7033946278388612e-05,408,603.0531249999999,51,146.7657470703125,157056,3054,0.05,24.0,0.02
1.2743031220452394e-05,409,589.41475,51,196.18565368652344,157440,3063,0.05,24.0,0.02
0.0004750023945234716,410,639.0471875000001,51,5.263131141662598,157824,3071,0.05,24.0,0.02
1.5978495866875164e-05,411,585.608125,51,156.4602813720703,158208,3079,0.05,24.0,0.02
0.0004434817819856107,412,642.316875,51,5.637209892272949,158592,3087,0.05,24.0,0.02
0.0002534295490477234,413,638.722125,51,9.864673614501953,158976,3095,0.05,24.0,0.02
0.00046160805504769087,414,640.2876875,51,5.4158501625061035,159360,3103,0.05,24.0,0.02
1.8074892068398185e-05,415,590.1695625,51,138.31341552734375,159744,3111,0.05,24.0,0.02
1.582176446390804e-05,416,601.357375,51,158.0101776123047,160128,3119,0.05,24.0,0.02
0.00021238639601506293,417,635.16,51,11.77099895477295,160512,3127,0.05,24.0,0.02
0.00028958203620277345,418,637.4983125,51,8.633131980895996,160896,3134,0.05,24.0,0.02
0.0006300121312960982,419,641.95325,51,3.968177318572998,161280,3143,0.05,24.0,0.02
0.00044028519187122583,420,642.3050000000001,51,5.67813777923584,161664,3150,0.05,24.0,0.02
0.0005430165329016745,421,645.160625,51,4.603911399841309,162048,3158,0.05,24.0,0.02
1.2704208529612515e-05,422,589.5098125,51,196.78518676757812,162432,3166,0.05,24.0,0.02
1.973082726181019e-05,423,610.2114375000001,51,126.70527648925781,162816,3173,0.05,24.0,0.02
0.0005293632275424898,424,642.16675,51,4.722655296325684,163200,3181,0.05,24.0,0.02
0.00022844198974780738,425,637.2484999999999,51,10.943696975708008,163584,3189,0.05,24.0,0.02
1.981632703973446e-05,426,611.283375,51,126.15858459472656,163968,3197,0.05,24.0,0.02
0.0003622343356255442,427,638.927125,51,6.901609420776367,164352,3205,0.05,24.0,0.02
0.00040159939089789987,428,642.1864375,51,6.225108623504639,164736,3213,0.05,24.0,0.02
1.8551176253822632e-05,429,609.313125,51,134.76234436035156,165120,3220,0.05,24.0,0.02
0.0003115957952104509,430,643.165,51,8.023214340209961,165504,3228,0.05,24.0,0.02
5.646136742143426e-06,431,475.890125,51,442.7806396484375,165888,3236,0.05,24.0,0.02
0.00015860309940762818,432,640.1112499999999,51,15.762617111206055,166272,3244,0.05,24.0,0.02
0.0003405644674785435,433,643.8003125,51,7.340753555297852,166656,3252,0.05,24.0,0.02
2.9986254958203062e-05,434,623.350125,51,83.37152862548828,167040,3260,0.05,24.0,0.02
0.00025801206356845796,435,640.8072500000001,51,9.689469337463379,167424,3267,0.05,24.0,0.02
0.0004980247467756271,436,645.29175,51,5.019830703735352,167808,3275,0.05,24.0,0.02
2.8314763767411932e-05,437,623.0536875,51,88.29315948486328,168192,3282,0.05,24.0,0.02
0.00040274354978464544,438,645.666875,51,6.207424163818359,168576,3289,0.05,24.0,0.02
1.2503011930675711e-05,439,578.0361875,51,199.95181274414062,168960,3297,0.05,24.0,0.02
1.2674623576458544e-05,440,593.500625,51,197.2445068359375,169344,3305,0.05,24.0,0.02
1.9827235519187525e-05,441,610.957375,51,126.08917999267578,169728,3312,0.05,24.0,0.02
0.0008071933407336473,442,641.738625,51,3.097151041030884,170112,3320,0.05,24.0,0.02
0.0004183471901342273,443,644.37375,51,5.975897789001465,170496,3327,0.05,24.0,0.02
1.8841530618374236e-05,444,610.0935,51,132.68560791015625,170880,3335,0.05,24.0,0.02
3.5829008993459865e-05,445,621.4146250000001,51,69.77586364746094,171264,3343,0.05,24.0,0.02
2.0910045350319706e-05,446,612.43775,51,119.55976104736328,171648,3351,0.05,24.0,0.02
0.00039643890340812504,447,640.997875,51,6.3061418533325195,172032,3359,0.05,24.0,0.02
1.2295052329136524e-05,448,588.091625,51,203.3338165283203,172416,3367,0.05,24.0,0.02
2.4087474230327643e-05,449,614.3433124999999,51,103.78837585449219,172800,3375,0.05,24.0,0.02
1.2958746992808301e-05,450,590.1435,51,192.91989135742188,173184,3382,0.05,24.0,0.02
0.0004022978828288615,451,638.92425,51,6.214300155639648,173568,3390,0.05,24.0,0.02
2.0144714653724805e-05,452,604.0303125,51,124.10203552246094,173952,3398,0.05,24.0,0.02
5.697617780242581e-06,453,515.9812499999999,51,438.7798767089844,174336,3405,0.05,24.0,0.02
1.812592745409347e-05,454,603.8496250000001,51,137.92396545410156,174720,3413,0.05,24.0,0.02
0.00023614258680026978,455,634.997875,51,10.586823463439941,175104,3421,0.05,24.0,0.02
0.0002718406030908227,456,636.4156250000001,51,9.196565628051758,175488,3429,0.05,24.0,0.02
0.0001606149598956108,457,636.0196249999999,51,15.565176010131836,175872,3437,0.05,24.0,0.02
1.2729284208035097e-05,458,590.588125,51,196.39752197265625,176256,3445,0.05,24.0,0.02
5.057893304183381e-07,459,-600.342875,51,4942.76953125,176640,3453,0.05,24.0,0.02
0.00010212834604317322,460,629.2360625,51,24.479001998901367,177024,3460,0.05,24.0,0.02
0.000263154593994841,461,639.020125,51,9.50011920928955,177408,3469,0.05,24.0,0.02
1.7455124179832637e-05,462,605.3743750000001,51,143.2244110107422,177792,3476,0.05,24.0,0.02
2.159954647140694e-06,463,346.8725,51,1157.431640625,178176,3484,0.05,24.0,0.02
0.00030225951923057437,464,636.0945625,51,8.271038055419922,178560,3492,0.05,24.0,0.02
0.00043314986396580935,465,640.24325,51,5.771674633026123,178944,3500,0.05,24.0,0.02
0.00015302734391298145,466,636.888125,51,16.33694839477539,179328,3508,0.05,24.0,0.02
8.328123612955096e-07,467,-110.9855,51,3001.876708984375,179712,3516,0.05,24.0,0.02
1.697362313279882e-05,468,599.979,51,147.287353515625,180096,3524,0.05,24.0,0.02
1.7419357391190715e-05,469,600.6231250000001,51,143.51849365234375,180480,3531,0.05,24.0,0.02
9.173322905553505e-05,470,629.37625,51,27.25293731689453,180864,3539,0.05,24.0,0.02
1.6510894056409597e-05,471,603.121625,51,151.41517639160156,181248,3547,0.05,24.0,0.02
0.0003225439286325127,472,637.5575625,51,7.750881671905518,181632,3555,0.05,24.0,0.02
3.346694938954897e-05,473,617.9915000000001,51,74.7005615234375,182016,3562,0.05,24.0,0.02
0.000295415025902912,474,638.4080625,51,8.46267032623291,182400,3570,0.05,24.0,0.02
0.0003594190056901425,475,638.2326875,51,6.955669403076172,182784,3578,0.05,24.0,0.02
0.00041095452615991235,476,641.4815,51,6.08339786529541,183168,3586,0.05,24.0,0.02
0.00020946610311511904,477,639.981375,51,11.935105323791504,183552,3594,0.05,24.0,0.02
0.00032523638219572604,478,643.3150625000001,51,7.686716556549072,183936,3601,0.05,24.0,0.02
1.0618384294502903e-05,479,546.075,51,235.44070434570312,184320,3609,0.05,24.0,0.02
1.475592739552667e-06,480,182.23837500000002,51,1694.234375,184704,3617,0.05,24.0,0.02
8.413967407250311e-06,481,489.8859375,51,297.1249694824219,185088,3625,0.05,24.0,0.02
0.000239729110035114,482,640.840875,51,10.428437232971191,185472,3633,0.05,24.0,0.02
3.205845860065892e-05,483,620.536875,51,77.98253631591797,185856,3640,0.05,24.0,0.02
1.2776749827025924e-05,484,593.8774375,51,195.66790771484375,186240,3648,0.05,24.0,0.02
5.085064458398847e-07,485,-732.0263750000001,51,4916.3583984375,186624,3656,0.05,24.0,0.02
0.0001700004213489592,486,637.471375,51,14.705845832824707,187008,3664,0.05,24.0,0.02
6.400070560630411e-05,487,627.56575,51,39.062068939208984,187392,3672,0.05,24.0,0.02
0.0003753849014174193,488,636.9668750000001,51,6.6598310470581055,187776,3679,0.05,24.0,0.02
0.0004002282803412527,489,638.6861250000001,51,6.246435165405273,188160,3687,0.05,24.0,0.02
0.00032373639987781644,490,641.8399375,51,7.722332000732422,188544,3695,0.05,24.0,0.02
9.471211342315655e-06,491,541.61775,51,263.9577941894531,188928,3703,0.05,24.0,0.02
0.00032745598582550883,492,641.8800000000001,51,7.634613513946533,189312,3710,0.05,24.0,0.02
0.0001312036911258474,493,639.3693125,51,19.05434226989746,189696,3718,0.05,24.0,0.02
0.00034477896406315267,494,644.7365625,51,7.2510223388671875,190080,3725,0.05,24.0,0.02
5.9152895119041204e-05,495,634.886875,51,42.26335525512695,190464,3733,0.05,24.0,0.02
1.1629902473941911e-05,496,564.3037499999999,51,214.96311950683594,190848,3741,0.05,24.0,0.02
0.00040125541272573173,497,636.79075,51,6.230445384979248,191232,3748,0.05,24.0,0.02
1.1431999155320227e-05,498,570.32425,51,218.6844024658203,191616,3756,0.05,24.0,0.02
0.00032099129748530686,499,640.9654375,51,7.788372993469238,192000,3764,0.05,24.0,0.02
0.0003343213757034391,500,641.742625,51,7.477835178375244,192384,3771,0.05,24.0,0.02
7.087527046678588e-05,501,632.9981250000001,51,35.27323532104492,192768,3779,0.05,24.0,0.02
0.00041824436630122364,502,643.77125,50,5.9773664474487305,193152,3787,0.05,24.0,0.02
0.00010448253306094557,503,640.384,51,23.927444458007812,193536,3794,0.05,24.0,0.02
7.176862709457055e-05,504,632.082875,51,34.834163665771484,193920,3802,0.05,24.0,0.02
0.0003645149990916252,505,643.5175,50,6.858428001403809,194304,3810,0.05,24.0,0.02
0.00020233176473993808,506,642.7585625,50,12.355944633483887,194688,3817,0.05,24.0,0.02
1.737110324029345e-05,507,602.9473125000001,50,143.9171600341797,195072,3825,0.05,24.0,0.02
1.8193355572293513e-05,508,607.336625,50,137.4127960205078,195456,3832,0.05,24.0,0.02
0.00032242017914541066,509,644.1441875,50,7.753856658935547,195840,3840,0.05,24.0,0.02
1.2468997738324106e-05,510,566.90375,50,200.49725341796875,196224,3848,0.05,24.0,0.02
0.00029098926461301744,511,638.1518125,50,8.591382026672363,196608,3855,0.05,24.0,0.02
1.697731363492494e-06,512,166.28912499999998,50,1472.5533447265625,196992,3863,0.05,24.0,0.02
0.0006246553384698927,513,645.7977500000001,50,4.002206802368164,197376,3870,0.05,24.0,0.02
4.1846295061986893e-05,514,632.3034375,50,59.74243927001953,197760,3878,0.05,24.0,0.02
1.966808849829249e-05,515,613.3623749999999,50,127.10944366455078,198144,3886,0.05,24.0,0.02
1.387020165566355e-05,516,597.4366875000001,50,180.2425079345703,198528,3894,0.05,24.0,0.02
1.093430273613194e-05,517,581.652125,50,228.63824462890625,198912,3901,0.05,24.0,0.02
0.00017981718701776117,518,638.2848125,50,13.903008460998535,199296,3909,0.05,24.0,0.02
0.00036558229476213455,519,642.4215625,50,6.838405609130859,199680,3917,0.05,24.0,0.02
0.0004022702923975885,520,645.3051250000001,50,6.21472692489624,200064,3924,0.05,24.0,0.02
0.0004590342869050801,521,645.297875,50,5.446216106414795,200448,3932,0.05,24.0,0.02
0.00036081625148653984,522,644.934,50,6.928734302520752,200832,3939,0.05,24.0,0.02
1.671974314376712e-05,523,598.95125,50,149.52381896972656,201216,3947,0.05,24.0,0.02
3.2083462429000065e-05,524,622.0309374999999,50,77.92176818847656,201600,3954,0.05,24.0,0.02
0.0003540578472893685,525,641.942125,50,7.06099271774292,201984,3962,0.05,24.0,0.02
0.000325071276165545,526,642.0775,50,7.690620422363281,202368,3970,0.05,24.0,0.02
0.00010301532893208787,527,636.093875,50,24.268232345581055,202752,3977,0.05,24.0,0.02
9.015470254780666e-07,528,-52.89331249999998,50,2773.01123046875,203136,3985,0.05,24.0,0.02
5.8030083891935647e-05,529,635.22,50,43.08110046386719,203520,3993,0.05,24.0,0.02
0.000281123211607337,530,641.41625,50,8.892897605895996,203904,4001,0.05,24.0,0.02
4.53144712082576e-05,531,627.95325,50,55.170013427734375,204288,4009,0.05,24.0,0.02
0.00022357630950864404,532,639.5425,50,11.181863784790039,204672,4016,0.05,24.0,0.02
0.0003213662712369114,533,637.9128125,50,7.779285430908203,205056,4024,0.05,24.0,0.02
3.956514774472453e-05,534,623.4293749999999,50,63.18692398071289,205440,4032,0.05,24.0,0.02
0.0002725750964600593,535,640.146875,50,9.171784400939941,205824,4040,0.05,24.0,0.02
1.971690471691545e-05,536,611.53375,50,126.79475402832031,206208,4048,0.05,24.0,0.02
0.00041944163967855275,537,643.8735625,50,5.9603047370910645,206592,4055,0.05,24.0,0.02
0.0003300972457509488,538,643.2446875,50,7.573525428771973,206976,4063,0.05,24.0,0.02
0.0002938440884463489,539,641.8298125000001,50,8.507912635803223,207360,4071,0.05,24.0,0.02
3.934794585802592e-05,540,625.2181875,50,63.53572082519531,207744,4078,0.05,24.0,0.02
0.0001244026789208874,541,638.72125,50,20.09602928161621,208128,4086,0.05,24.0,0.02
0.00024684483651071787,542,637.8043749999999,50,10.127819061279297,208512,4094,0.05,24.0,0.02
0.00036959603312425315,543,646.76375,50,6.76414155960083,208896,4102,0.05,24.0,0.02
3.1449231755686924e-05,544,622.2458125,50,79.49319458007812,209280,4109,0.05,24.0,0.02
0.00017505027062725276,545,640.6733750000001,50,14.281611442565918,209664,4117,0.05,24.0,0.02
0.0001806472719181329,546,641.9106250000001,50,13.839122772216797,210048,4125,0.05,24.0,0.02
0.00039811592432670295,547,645.98775,50,6.279577732086182,210432,4133,0.05,24.0,0.02
0.00017482654948253185,548,642.211,50,14.299887657165527,210816,4140,0.05,24.0,0.02
0.0002584163739811629,549,641.2463750000001,50,9.674309730529785,211200,4148,0.05,24.0,0.02
1.982293360924814e-05,550,609.0706875000001,50,126.11654663085938,211584,4156,0.05,24.0,0.02
0.0004119666700717062,551,643.5904375,50,6.06845235824585,211968,4164,0.05,24.0,0.02
3.0010303817107342e-05,552,613.3761875,50,83.30471801757812,212352,4171,0.05,24.0,0.02
0.0004081413790117949,553,643.293125,50,6.125328540802002,212736,4179,0.05,24.0,0.02
3.992861820734106e-05,554,624.19175,50,62.611732482910156,213120,4187,0.05,24.0,0.02
0.00017673734691925347,555,641.3489375,50,14.145284652709961,213504,4195,0.05,24.0,0.02
0.0002628731308504939,556,641.9975,50,9.51029109954834,213888,4202,0.05,24.0,0.02
0.00015910848742350936,557,639.3340625000001,50,15.712549209594727,214272,4210,0.05,24.0,0.02
0.00032910110894590616,558,644.2793750000001,50,7.59644889831543,214656,4218,0.05,24.0,0.02
0.0004723007732536644,559,645.7168750000001,50,5.29323673248291,215040,4226,0.05,24.0,0.02
0.00019473183783702552,560,639.652625,50,12.838168144226074,215424,4234,0.05,24.0,0.02
1.729646828607656e-05,561,601.1925,50,144.53817749023438,215808,4242,0.05,24.0,0.02
0.0002856565115507692,562,641.16075,50,8.75177001953125,216192,4249,0.05,24.0,0.02
0.0005074715591035783,563,646.725,50,4.926384449005127,216576,4257,0.05,24.0,0.02
7.137012744351523e-06,564,520.6743749999999,50,350.2865905761719,216960,4265,0.05,24.0,0.02
0.00023229380894917995,565,641.218625,50,10.762232780456543,217344,4273,0.05,24.0,0.02
1.3582408428192139e-05,566,598.39,50,184.06161499023438,217728,4280,0.05,24.0,0.02
0.00024952433886937797,567,641.5678125,50,10.019062042236328,218112,4288,0.05,24.0,0.02
0.0002918462851084769,568,644.103,50,8.566152572631836,218496,4296,0.05,24.0,0.02
7.701334652665537e-06,569,533.6804374999999,50,324.6190490722656,218880,4303,0.05,24.0,0.02
7.482119690394029e-05,570,632.0179375,50,33.41299057006836,219264,4311,0.05,24.0,0.02
0.00025024000206030905,571,635.75625,50,9.990408897399902,219648,4319,0.05,24.0,0.02
0.00031158659840002656,572,641.842625,50,8.023451805114746,220032,4327,0.05,24.0,0.02
0.00016471085837110877,573,641.79525,50,15.178112983703613,220416,4334,0.05,24.0,0.02
0.0003434855898376554,574,643.098125,50,7.27832555770874,220800,4342,0.05,24.0,0.02
1.7225027477252297e-05,575,608.290125,50,145.1376495361328,221184,4350,0.05,24.0,0.02
0.0003984566719736904,576,645.0406250000001,50,6.274208068847656,221568,4358,0.05,24.0,0.02
0.0005755934398621321,577,646.4585,50,4.343343257904053,221952,4366,0.05,24.0,0.02
0.0002057827077805996,578,640.980875,50,12.148736953735352,222336,4374,0.05,24.0,0.02
0.000445863843197003,579,642.4850000000001,50,5.60709285736084,222720,4381,0.05,24.0,0.02
1.9651191905722953e-05,580,611.08625,50,127.21873474121094,223104,4389,0.05,24.0,0.02
3.50848313246388e-05,581,626.2504375,50,71.255859375,223488,4397,0.05,24.0,0.02
3.953585837734863e-05,582,623.100625,50,63.233734130859375,223872,4405,0.05,24.0,0.02
0.00034589244751259685,583,643.338125,50,7.22767972946167,224256,4412,0.05,24.0,0.02
0.0005379611975513399,584,642.9728124999999,50,4.647174835205078,224640,4420,0.05,24.0,0.02
0.0006361799314618111,585,647.0415,50,3.9297053813934326,225024,4428,0.05,24.0,0.02
