time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/ent_coef,train/learning_rate,train/n_updates
21,1836,-4575.759959999999,2012,24.0,44064,37887.6796875,-0.05779732018709183,2051.480224609375,1.0809494256973267,0.0003,43963
21,1840,-4603.979429999999,2022,24.0,44160,67880.0859375,0.0010091885924339294,2190.116455078125,1.0843861103057861,0.0003,44059
21,1844,-4613.777400000001,2028,24.0,44256,27652.349609375,-0.018159814178943634,2036.543212890625,1.0814213752746582,0.0003,44155
21,1848,-4634.47394,2037,24.0,44352,114617.421875,-0.019673466682434082,2161.3994140625,1.079450249671936,0.0003,44251
21,1852,-4658.121410000001,2042,24.0,44448,48756.953125,0.05910429731011391,1933.402099609375,1.081516146659851,0.0003,44347
21,1856,-4701.11013,2049,24.0,44544,29080.724609375,0.0737161710858345,2137.126953125,1.0786041021347046,0.0003,44443
21,1860,-4743.07737,2057,24.0,44640,47809.0,0.023354031145572662,2104.68017578125,1.0775492191314697,0.0003,44539
21,1864,-4716.797689999999,2063,24.0,44736,31493.17578125,0.07195843756198883,2121.48388671875,1.0783641338348389,0.0003,44635
21,1868,-4696.588419999999,2070,24.0,44832,29737.0234375,0.009475811384618282,1966.849853515625,1.078003168106079,0.0003,44731
21,1872,-4734.580029999999,2077,24.0,44928,32577.046875,0.10779764503240585,2048.8984375,1.0768170356750488,0.0003,44827
21,1876,-4754.90151,2086,24.0,45024,35002.671875,-0.07649289071559906,2081.004638671875,1.0728347301483154,0.0003,44923
21,1880,-4764.85583,2097,24.0,45120,28772.13671875,-0.014436270110309124,2122.173095703125,1.0653797388076782,0.0003,45019
21,1884,-4789.90091,2104,24.0,45216,187130.234375,-0.01875130832195282,2088.09033203125,1.0636870861053467,0.0003,45115
21,1888,-4799.26915,2113,24.0,45312,27627.36328125,-9.875372052192688e-05,2151.58447265625,1.0640355348587036,0.0003,45211
21,1892,-4804.57351,2118,24.0,45408,34462.36328125,-0.01728213205933571,2102.6552734375,1.0640273094177246,0.0003,45307
21,1896,-4815.90837,2123,24.0,45504,58768.6640625,-0.02246682345867157,2084.1904296875,1.0652207136154175,0.0003,45403
21,1900,-4824.859439999999,2129,24.0,45600,194295.3125,-0.009821731597185135,2060.74853515625,1.0606340169906616,0.0003,45499
21,1904,-4835.162450000001,2136,24.0,45696,78747.8125,-0.03129260614514351,2344.0712890625,1.0634795427322388,0.0003,45595
21,1908,-4825.85951,2147,24.0,45792,36181.13671875,0.0014845766127109528,1894.1212158203125,1.0644443035125732,0.0003,45691
21,1912,-4802.30183,2153,24.0,45888,31459.83984375,-0.007334437221288681,2254.674072265625,1.0588191747665405,0.0003,45787
21,1916,-4815.118169999999,2159,24.0,45984,48308.1484375,0.07039463520050049,2120.1357421875,1.0567117929458618,0.0003,45883
21,1920,-4833.71127,2165,24.0,46080,55082.375,0.08349741995334625,2071.14013671875,1.0552829504013062,0.0003,45979
21,1924,-4834.24811,2173,24.0,46176,33776.2578125,-0.00041930796578526497,2178.44384765625,1.0507370233535767,0.0003,46075
21,1928,-4825.78304,2179,24.0,46272,29707.52734375,0.022620592266321182,2095.794189453125,1.0509165525436401,0.0003,46171
21,1932,-4843.1604800000005,2185,24.0,46368,32622.767578125,-0.0375760942697525,2265.11328125,1.0550559759140015,0.0003,46267
21,1936,-4858.559209999999,2192,24.0,46464,24576.97265625,0.04753017798066139,2002.9168701171875,1.0548937320709229,0.0003,46363
21,1940,-4853.73693,2198,24.0,46560,137934.3125,-0.023082107305526733,2213.275390625,1.049088954925537,0.0003,46459
21,1944,-4883.67926,2205,24.0,46656,125042.046875,0.051534052938222885,2170.984619140625,1.0480506420135498,0.0003,46555
21,1948,-4917.945090000001,2215,24.0,46752,29432.248046875,-0.06742671877145767,2367.96044921875,1.0487537384033203,0.0003,46651
21,1952,-4932.9827000000005,2223,24.0,46848,27119.302734375,0.021087022498250008,2112.169921875,1.0483731031417847,0.0003,46747
21,1956,-4928.37192,2228,24.0,46944,39199.6484375,0.020499417558312416,2167.01318359375,1.0526684522628784,0.0003,46843
21,1960,-4911.047140000001,2236,24.0,47040,45734.65625,0.03110041283071041,2059.117919921875,1.0490028858184814,0.0003,46939
20,1964,-4926.41372,2245,24.0,47136,35186.5234375,-0.028620580211281776,2090.239501953125,1.0468298196792603,0.0003,47035
20,1968,-4951.17039,2251,24.0,47232,109424.6953125,0.06706546247005463,2063.471435546875,1.049046516418457,0.0003,47131
20,1972,-4966.45282,2258,24.0,47328,30706.41796875,0.008845612406730652,2132.24267578125,1.048846960067749,0.0003,47227
20,1976,-4970.752409999999,2263,24.0,47424,102893.59375,-0.051041457802057266,2198.58935546875,1.045457124710083,0.0003,47323
20,1980,-4984.6338399999995,2269,24.0,47520,33616.703125,-0.02017439901828766,1999.0810546875,1.047865390777588,0.0003,47419
20,1984,-5017.41439,2275,24.0,47616,26374.8984375,-0.018464846536517143,2113.47900390625,1.0488758087158203,0.0003,47515
20,1988,-5040.34102,2281,24.0,47712,48960.84765625,0.031315043568611145,2118.681396484375,1.043588399887085,0.0003,47611
20,1992,-5071.738070000001,2292,24.0,47808,172731.15625,-0.02900431677699089,2243.5810546875,1.0403368473052979,0.0003,47707
20,1996,-5099.96304,2299,24.0,47904,34794.828125,-0.03848332539200783,2155.21630859375,1.043994426727295,0.0003,47803
20,2000,-5101.18792,2304,24.0,48000,30855.859375,0.023523500189185143,2224.794677734375,1.0503273010253906,0.0003,47899
20,2004,-5098.555789999999,2313,24.0,48096,39091.375,0.039628785103559494,2358.074462890625,1.044091820716858,0.0003,47995
20,2008,-5160.056740000001,2322,24.0,48192,29321.96484375,0.028928322717547417,2286.95263671875,1.0416100025177002,0.0003,48091
20,2012,-5196.09934,2340,24.0,48288,42025.23046875,-0.01982322335243225,2040.727294921875,1.0397329330444336,0.0003,48187
20,2016,-5186.85085,2349,24.0,48384,41199.01171875,-0.031184904277324677,2141.390869140625,1.0322312116622925,0.0003,48283
20,2020,-5214.6666,2358,24.0,48480,28525.171875,0.016024146229028702,2080.036376953125,1.032281517982483,0.0003,48379
20,2024,-5224.146210000001,2365,24.0,48576,48269.7578125,-0.011744371615350246,2135.22509765625,1.026937484741211,0.0003,48475
20,2028,-5227.94327,2372,24.0,48672,35526.39453125,-0.009045334532856941,2076.74365234375,1.0254324674606323,0.0003,48571
20,2032,-5257.60814,2378,24.0,48768,36157.6953125,0.009749671444296837,2045.04541015625,1.0265657901763916,0.0003,48667
20,2036,-5259.9183299999995,2384,24.0,48864,29918.755859375,0.003128893207758665,2094.63232421875,1.0278606414794922,0.0003,48763
20,2040,-5303.252149999999,2391,24.0,48960,29630.34375,0.0029468724969774485,2039.669189453125,1.0287009477615356,0.0003,48859
20,2044,-5323.206170000001,2399,24.0,49056,40034.84765625,-0.0316498838365078,2120.30810546875,1.0318701267242432,0.0003,48955
20,2048,-5332.00993,2405,24.0,49152,34180.546875,0.026431238278746605,2066.045654296875,1.0336030721664429,0.0003,49051
20,2052,-5374.6545,2413,24.0,49248,52764.7421875,-0.014474542811512947,2276.461181640625,1.0363473892211914,0.0003,49147
20,2056,-5379.55578,2424,24.0,49344,31430.14453125,0.01690085232257843,2196.655517578125,1.0325047969818115,0.0003,49243
20,2060,-5401.81653,2434,24.0,49440,41622.2421875,-0.046411506831645966,2141.3681640625,1.0302883386611938,0.0003,49339
20,2064,-5428.608609999999,2441,24.0,49536,517662.125,0.0018746769055724144,2211.233154296875,1.0266873836517334,0.0003,49435
20,2068,-5451.8379399999985,2447,24.0,49632,38351.015625,0.014361578971147537,2156.370849609375,1.0286518335342407,0.0003,49531
20,2072,-5436.635000000001,2454,24.0,49728,35470.7734375,0.02427094802260399,2077.2666015625,1.028238296508789,0.0003,49627
20,2076,-5454.414990000001,2464,24.0,49824,39634.53125,-0.0012903925962746143,2087.066162109375,1.0241738557815552,0.0003,49723
20,2080,-5467.1438,2469,24.0,49920,37126.27734375,0.005741892848163843,2189.06689453125,1.0258983373641968,0.0003,49819
20,2084,-5464.55295,2476,24.0,50016,36318.28515625,-0.018525857478380203,2335.973388671875,1.0214651823043823,0.0003,49915
20,2088,-5449.0764800000015,2482,24.0,50112,36079.20703125,0.009065053425729275,2263.42578125,1.0215450525283813,0.0003,50011
20,2092,-5435.4416599999995,2490,24.0,50208,34891.58203125,0.0019839201122522354,2164.93017578125,1.0205333232879639,0.0003,50107
20,2096,-5428.151919999999,2497,24.0,50304,46629.0859375,0.0034025833010673523,2081.23583984375,1.0234158039093018,0.0003,50203
20,2100,-5451.88594,2506,24.0,50400,37990.96875,0.01595468260347843,2125.083984375,1.0258337259292603,0.0003,50299
20,2104,-5466.79175,2512,24.0,50496,159049.6875,0.019996436312794685,2122.7958984375,1.0241098403930664,0.0003,50395
20,2108,-5451.509359999999,2518,24.0,50592,37036.3203125,-0.02158692292869091,2171.830078125,1.0241035223007202,0.0003,50491
20,2112,-5452.922020000001,2530,24.0,50688,30477.28515625,0.013690175488591194,2094.52392578125,1.022386074066162,0.0003,50587
20,2116,-5445.4450000000015,2538,24.0,50784,43172.77734375,-0.012412330135703087,2120.821533203125,1.01786470413208,0.0003,50683
19,2120,-5418.919900000001,2545,24.0,50880,37630.3984375,-0.00739087862893939,2225.039306640625,1.0197347402572632,0.0003,50779
19,2124,-5429.290789999999,2552,24.0,50976,98637.609375,-0.00655699335038662,2300.51611328125,1.0147953033447266,0.0003,50875
19,2128,-5448.58257,2559,24.0,51072,39540.4609375,0.005890394560992718,2238.524658203125,1.0142346620559692,0.0003,50971
19,2132,-5432.839180000001,2565,24.0,51168,41469.0234375,-0.00691559724509716,2236.7314453125,1.016139268875122,0.0003,51067
19,2136,-5437.42093,2571,24.0,51264,34980.6640625,0.0008623572066426277,2073.0283203125,1.0159542560577393,0.0003,51163
19,2140,-5424.6048599999995,2577,24.0,51360,44884.75,0.003045763121917844,2141.343994140625,1.0100997686386108,0.0003,51259
19,2144,-5397.9776,2584,24.0,51456,51707.07421875,-0.01039541233330965,2146.514404296875,1.0065727233886719,0.0003,51355
19,2148,-5396.55188,2589,24.0,51552,54974.70703125,-0.004726246930658817,2083.3974609375,1.0059139728546143,0.0003,51451
19,2152,-5376.009659999999,2596,24.0,51648,37915.6640625,0.0036041929852217436,2078.11181640625,1.0064430236816406,0.0003,51547
19,2156,-5390.207269999998,2605,24.0,51744,48434.6796875,-0.000923994870390743,2326.07275390625,1.0005602836608887,0.0003,51643
19,2160,-5382.85213,2614,24.0,51840,43126.375,0.0023699349258095026,2333.21484375,0.997791051864624,0.0003,51739
19,2164,-5371.037979999998,2626,24.0,51936,38710.51171875,0.001256941119208932,2307.318115234375,0.9947594404220581,0.0003,51835
19,2168,-5362.641729999999,2639,24.0,52032,75052.265625,0.009365241974592209,2152.21484375,0.9850209355354309,0.0003,51931
19,2172,-5378.243720000001,2646,24.0,52128,39888.5859375,-0.008777936920523643,2131.198486328125,0.9886636137962341,0.0003,52027
19,2176,-5374.368740000001,2656,24.0,52224,43380.203125,0.001256695482879877,2289.1484375,0.9838138818740845,0.0003,52123
19,2180,-5399.21966,2665,24.0,52320,183763.21875,-0.0008443277329206467,2181.5390625,0.9858604669570923,0.0003,52219
19,2184,-5402.60594,2670,24.0,52416,47240.359375,0.0010020677000284195,2248.3134765625,0.9806088209152222,0.0003,52315
19,2188,-5401.98737,2676,24.0,52512,33450.98828125,-0.010556600987911224,2157.912841796875,0.983308732509613,0.0003,52411
19,2192,-5386.31456,2683,24.0,52608,51838.07421875,0.0028583058156073093,2141.6953125,0.9888190627098083,0.0003,52507
19,2196,-5350.94344,2689,24.0,52704,38173.3359375,-0.004821323323994875,2124.194580078125,0.9860661029815674,0.0003,52603
19,2200,-5375.911480000001,2694,24.0,52800,31956.044921875,-0.006520330905914307,2240.943115234375,0.9821406602859497,0.0003,52699
19,2204,-5386.356370000001,2700,24.0,52896,38658.2734375,-0.02352003939449787,2233.96484375,0.981985330581665,0.0003,52795
19,2208,-5396.70417,2706,24.0,52992,31483.587890625,0.000840482534840703,2104.1591796875,0.977080762386322,0.0003,52891
19,2212,-5411.0106,2716,24.0,53088,58490.4453125,-0.007735554128885269,2103.106689453125,0.977998673915863,0.0003,52987
19,2216,-5456.5753700000005,2728,24.0,53184,178453.8125,-0.008097789250314236,2194.118896484375,0.9776610136032104,0.0003,53083
19,2220,-5478.013359999999,2744,24.0,53280,50567.171875,0.008283750154078007,2331.0361328125,0.9768659472465515,0.0003,53179
19,2224,-5492.4789500000015,2754,24.0,53376,47070.77734375,-0.009843213483691216,2325.920166015625,0.9757667779922485,0.0003,53275
19,2228,-5497.715120000001,2761,24.0,53472,39047.46875,-0.02873065695166588,2195.695556640625,0.9758782386779785,0.0003,53371
19,2232,-5507.09308,2769,24.0,53568,56230.828125,0.003123882692307234,2195.492919921875,0.9749735593795776,0.0003,53467
19,2236,-5509.271530000001,2780,24.0,53664,43861.19140625,-0.005350634455680847,2118.27099609375,0.978657066822052,0.0003,53563
19,2240,-5493.237730000002,2787,24.0,53760,37098.84375,-0.007979918271303177,2162.43505859375,0.9746283888816833,0.0003,53659
19,2244,-5504.020799999999,2793,24.0,53856,51351.42578125,0.00857703946530819,2013.2054443359375,0.9695284366607666,0.0003,53755
19,2248,-5484.03419,2800,24.0,53952,30393.12890625,-0.006296520121395588,2270.69970703125,0.9708170294761658,0.0003,53851
19,2252,-5488.840160000001,2809,24.0,54048,34107.5,-0.021000325679779053,2055.722412109375,0.9754219055175781,0.0003,53947
19,2256,-5471.54674,2820,24.0,54144,41663.58984375,-0.002759866416454315,2348.8291015625,0.9745824337005615,0.0003,54043
19,2260,-5479.46082,2826,24.0,54240,41614.69921875,-0.03059784136712551,2272.173828125,0.9712881445884705,0.0003,54139
19,2264,-5490.194109999999,2832,24.0,54336,47455.421875,0.004675908945500851,2142.5986328125,0.9694253206253052,0.0003,54235
19,2268,-5496.06173,2840,24.0,54432,34623.84375,-0.04634949192404747,2354.319580078125,0.9642756581306458,0.0003,54331
19,2272,-5487.24059,2851,24.0,54528,36791.9609375,-0.007661531679332256,2402.5126953125,0.960480809211731,0.0003,54427
19,2276,-5492.6744,2857,24.0,54624,43227.6875,-0.006550925783813,2331.362548828125,0.9594950079917908,0.0003,54523
19,2280,-5481.24048,2866,24.0,54720,25770.6015625,-0.03716055303812027,2157.176513671875,0.9629941582679749,0.0003,54619
19,2284,-5463.68657,2877,24.0,54816,67961.8203125,0.0015046466141939163,2148.0478515625,0.9617390036582947,0.0003,54715
19,2288,-5467.43693,2885,24.0,54912,41894.296875,-0.0074327317997813225,2238.859375,0.9596927165985107,0.0003,54811
19,2292,-5497.436180000001,2891,24.0,55008,39654.6171875,0.006994260475039482,2188.22802734375,0.9555127620697021,0.0003,54907
18,2296,-5538.71826,2901,24.0,55104,32237.73828125,-0.016172058880329132,2117.626708984375,0.9617880582809448,0.0003,55003
18,2300,-5521.18425,2907,24.0,55200,38152.6796875,0.012598970904946327,2192.16796875,0.9573857188224792,0.0003,55099
18,2304,-5512.678889999998,2917,24.0,55296,28861.044921875,-0.02119041606783867,2223.783935546875,0.9569132328033447,0.0003,55195
18,2308,-5489.232400000001,2926,24.0,55392,49356.7421875,-0.012605791911482811,2249.13232421875,0.9483793377876282,0.0003,55291
18,2312,-5493.973669999999,2940,24.0,55488,78280.1171875,-0.023183073848485947,2355.941650390625,0.9500653743743896,0.0003,55387
18,2316,-5458.06201,2947,24.0,55584,37624.125,0.025743577629327774,2171.466796875,0.9476745128631592,0.0003,55483
18,2320,-5467.042250000001,2955,24.0,55680,35309.6796875,-0.012764650397002697,2142.114990234375,0.940008282661438,0.0003,55579
18,2324,-5433.418930000001,2961,24.0,55776,38186.671875,0.006753234192728996,2266.407470703125,0.9426660537719727,0.0003,55675
18,2328,-5456.8308499999985,2969,24.0,55872,47181.00390625,-0.014657152816653252,2344.401123046875,0.9462963342666626,0.0003,55771
18,2332,-5447.97983,2978,24.0,55968,62624.65234375,0.10224379599094391,2207.784912109375,0.9446731209754944,0.0003,55867
18,2336,-5418.754280000001,2987,24.0,56064,41348.90625,-0.027017347514629364,2187.432861328125,0.9473128318786621,0.0003,55963
18,2340,-5402.00422,2995,24.0,56160,81176.234375,-0.004935478791594505,2140.397705078125,0.9505224823951721,0.0003,56059
18,2344,-5378.07813,3010,24.0,56256,34720.71875,-0.07978317886590958,2262.471923828125,0.9454385638237,0.0003,56155
18,2348,-5366.05782,3015,24.0,56352,58705.8203125,0.01676293835043907,2323.177978515625,0.9420886039733887,0.0003,56251
18,2352,-5344.379250000001,3023,24.0,56448,49794.2421875,-0.00041226018220186234,2259.22900390625,0.9423992037773132,0.0003,56347
18,2356,-5331.032510000001,3030,24.0,56544,55494.69921875,0.028704624623060226,2368.52978515625,0.9428751468658447,0.0003,56443
18,2360,-5324.021079999999,3037,24.0,56640,48127.40234375,-0.027890920639038086,2165.940673828125,0.9373879432678223,0.0003,56539
18,2364,-5285.1511900000005,3052,24.0,56736,131073.625,0.05378685146570206,2224.629638671875,0.9335508346557617,0.0003,56635
18,2368,-5248.80562,3064,24.0,56832,52852.078125,0.02895684540271759,2368.36572265625,0.9407482743263245,0.0003,56731
18,2372,-5218.05809,3072,24.0,56928,40579.8125,0.04026699438691139,2467.774169921875,0.9418841004371643,0.0003,56827
18,2376,-5194.9136499999995,3081,24.0,57024,50776.79296875,0.0011597350239753723,2149.443115234375,0.9458242654800415,0.0003,56923
18,2380,-5152.2809,3092,24.0,57120,82047.3125,0.014778431504964828,2114.734619140625,0.9493622183799744,0.0003,57019
18,2384,-5133.8843,3106,24.0,57216,36513.55859375,-0.0233750082552433,2333.1025390625,0.943390429019928,0.0003,57115
18,2388,-5098.675550000001,3117,24.0,57312,34708.03515625,-0.020694546401500702,2117.679443359375,0.9450688362121582,0.0003,57211
18,2392,-5057.346560000001,3125,24.0,57408,42554.2890625,0.02433321624994278,2222.23193359375,0.9446690082550049,0.0003,57307
18,2396,-5011.47136,3134,24.0,57504,33364.09375,-0.06637845933437347,2134.287841796875,0.9416228532791138,0.0003,57403
18,2400,-4964.310509999999,3142,24.0,57600,201032.875,0.03411927446722984,2226.7138671875,0.9375138282775879,0.0003,57499
18,2404,-4937.5128700000005,3152,24.0,57696,44278.94921875,0.08069083839654922,2157.31689453125,0.9344130754470825,0.0003,57595
18,2408,-4918.84806,3168,24.0,57792,794472.375,-0.03053506463766098,2132.021484375,0.9348517656326294,0.0003,57691
18,2412,-4881.20708,3182,24.0,57888,57623.1875,0.04631407558917999,2263.2080078125,0.9353452920913696,0.0003,57787
18,2416,-4834.96048,3192,24.0,57984,483341.53125,0.037996806204319,2202.918212890625,0.9345123767852783,0.0003,57883
18,2420,-4785.268610000001,3200,24.0,58080,32792.23828125,0.013657672330737114,2195.000244140625,0.9323357939720154,0.0003,57979
18,2424,-4798.11659,3209,24.0,58176,42364.84765625,-0.008320936933159828,2207.73876953125,0.9259132742881775,0.0003,58075
18,2428,-4780.48332,3216,24.0,58272,59435.8203125,-0.04378721863031387,2237.353271484375,0.9231162667274475,0.0003,58171
18,2432,-4800.232709999999,3222,24.0,58368,41744.33984375,-0.03426361829042435,2404.345947265625,0.9196543097496033,0.0003,58267
18,2436,-4837.248329999999,3228,24.0,58464,76868.9375,0.05974132567644119,2303.452880859375,0.9146895408630371,0.0003,58363
18,2440,-4882.638730000001,3234,24.0,58560,42257.140625,-0.03550942987203598,2145.845947265625,0.9146257638931274,0.0003,58459
18,2444,-4910.73777,3241,24.0,58656,51123.140625,-0.01184762641787529,2456.774169921875,0.914716362953186,0.0003,58555
18,2448,-4929.30831,3249,24.0,58752,28719.794921875,-0.04165303707122803,2248.9306640625,0.9132009148597717,0.0003,58651
18,2452,-4958.73161,3261,24.0,58848,33899.609375,-0.14897528290748596,2353.603759765625,0.9124448895454407,0.0003,58747
18,2456,-4987.43695,3268,24.0,58944,38151.09765625,0.05500202253460884,2434.12158203125,0.9103156328201294,0.0003,58843
18,2460,-4994.48855,3275,24.0,59040,39061.50390625,-0.004334332421422005,2500.6630859375,0.9090728759765625,0.0003,58939
17,2464,-5037.51382,3288,24.0,59136,38486.171875,-0.038995809853076935,2300.656982421875,0.9073473811149597,0.0003,59035
17,2468,-5074.67079,3294,24.0,59232,52848.0234375,0.07352973520755768,2151.768310546875,0.9096372127532959,0.0003,59131
17,2472,-5093.85386,3301,24.0,59328,27512.740234375,0.005536945536732674,2200.48388671875,0.9112052321434021,0.0003,59227
17,2476,-5146.00141,3307,24.0,59424,51501.98828125,0.056008804589509964,2051.426513671875,0.9094721674919128,0.0003,59323
17,2480,-5193.244969999999,3312,24.0,59520,56904.4921875,-0.0247509703040123,2180.8193359375,0.9154773950576782,0.0003,59419
17,2484,-5214.73835,3320,24.0,59616,36838.01953125,-0.10248403251171112,2261.39697265625,0.9178664684295654,0.0003,59515
17,2488,-5265.60444,3333,24.0,59712,41398.15625,-0.14562951028347015,2069.32861328125,0.9142268896102905,0.0003,59611
17,2492,-5318.19308,3342,24.0,59808,35219.5859375,0.012185638770461082,2231.9658203125,0.9105709791183472,0.0003,59707
17,2496,-5376.24773,3349,24.0,59904,40397.7109375,-1.1505559086799622e-05,2218.0458984375,0.9042351245880127,0.0003,59803
17,2500,-5419.439200000001,3357,24.0,60000,75203.859375,0.0064776185899972916,2425.79638671875,0.8986680507659912,0.0003,59899
17,2504,-5453.084480000001,3365,24.0,60096,47221.5625,-0.09944178909063339,2249.248779296875,0.89520663022995,0.0003,59995
17,2508,-5486.89248,3370,24.0,60192,45899.1796875,0.19145216047763824,2341.741455078125,0.8942537903785706,0.0003,60091
17,2512,-5488.86555,3378,24.0,60288,31584.740234375,-0.02181982807815075,2300.02734375,0.9024917483329773,0.0003,60187
17,2516,-5535.42226,3385,24.0,60384,38343.7265625,0.05634568631649017,2289.05078125,0.9010480642318726,0.0003,60283
17,2520,-5546.879140000001,3391,24.0,60480,41601.3359375,-0.014777873642742634,2251.6650390625,0.898970365524292,0.0003,60379
17,2524,-5526.60711,3400,24.0,60576,54861.234375,-0.022740159183740616,2537.0341796875,0.8953744173049927,0.0003,60475
17,2528,-5480.08436,3408,24.0,60672,193397.421875,-0.16352812945842743,2329.170654296875,0.8950753808021545,0.0003,60571
17,2532,-5418.647959999999,3419,24.0,60768,33299.58203125,-0.010077990591526031,2302.1982421875,0.8981471061706543,0.0003,60667
17,2536,-5378.223729999999,3430,24.0,60864,42384.4609375,0.048134103417396545,2206.080810546875,0.8989519476890564,0.0003,60763
17,2540,-5323.84267,3441,24.0,60960,62031.3203125,0.09456053376197815,2333.7314453125,0.8992007374763489,0.0003,60859
17,2544,-5272.40554,3453,24.0,61056,42178.9296875,0.01579788140952587,2263.4462890625,0.896742045879364,0.0003,60955
17,2548,-5231.974829999999,3460,24.0,61152,57362.3359375,0.015179682523012161,2169.53564453125,0.8935701847076416,0.0003,61051
17,2552,-5186.58188,3467,24.0,61248,43618.20703125,0.04260920733213425,2257.874755859375,0.8954311609268188,0.0003,61147
17,2556,-5147.778299999999,3474,24.0,61344,48215.43359375,0.008627757430076599,2272.14501953125,0.9033074975013733,0.0003,61243
17,2560,-5105.15597,3481,24.0,61440,40916.0234375,-0.0546574741601944,2204.217041015625,0.9036743640899658,0.0003,61339
17,2564,-5062.04428,3491,24.0,61536,34703.8046875,-0.034508973360061646,2296.7001953125,0.9017361998558044,0.0003,61435
17,2568,-5012.8508600000005,3499,24.0,61632,44641.59375,0.058693334460258484,2438.68212890625,0.9031081795692444,0.0003,61531
17,2572,-4977.438580000001,3505,24.0,61728,41425.51171875,0.09316922724246979,2295.56884765625,0.899808406829834,0.0003,61627
17,2576,-4903.61538,3514,24.0,61824,72585.8515625,0.01361511554569006,2348.787353515625,0.9035505056381226,0.0003,61723
17,2580,-4860.1047100000005,3520,24.0,61920,31201.04296875,-0.07121912389993668,2336.27734375,0.9006142616271973,0.0003,61819
17,2584,-4839.3918,3530,24.0,62016,41650.19140625,-0.03999738395214081,2328.86669921875,0.8978449702262878,0.0003,61915
17,2588,-4795.8506800000005,3539,24.0,62112,37657.0546875,0.04291817545890808,2210.625,0.9000621438026428,0.0003,62011
17,2592,-4754.462040000001,3545,24.0,62208,152917.828125,0.05519600212574005,2460.441650390625,0.901301920413971,0.0003,62107
17,2596,-4718.19743,3554,24.0,62304,62888.7890625,-0.01500452309846878,2130.735595703125,0.8969650864601135,0.0003,62203
17,2600,-4678.09468,3564,24.0,62400,36188.76953125,-0.08567969501018524,2136.106689453125,0.8939223885536194,0.0003,62299
17,2604,-4644.976850000001,3571,24.0,62496,76032.921875,0.023108385503292084,2330.757568359375,0.8974018096923828,0.0003,62395
17,2608,-4588.96994,3580,24.0,62592,49214.58984375,0.04131709039211273,2203.50537109375,0.8930824995040894,0.0003,62491
17,2612,-4586.1891000000005,3587,24.0,62688,45381.32421875,-0.03742494061589241,2275.20703125,0.8967152237892151,0.0003,62587
17,2616,-4575.01339,3599,24.0,62784,50065.5078125,0.011221962980926037,2334.54248046875,0.8959419131278992,0.0003,62683
17,2620,-4567.682790000001,3606,24.0,62880,71031.796875,0.011411651968955994,2356.120849609375,0.8909639120101929,0.0003,62779
17,2624,-4551.934219999999,3614,24.0,62976,29115.083984375,-0.11792799085378647,2162.531982421875,0.889845609664917,0.0003,62875
17,2628,-4572.7537,3624,24.0,63072,28065.484375,-0.042193926870822906,2409.46337890625,0.8770065903663635,0.0003,62971
17,2632,-4609.42029,3631,24.0,63168,58897.40625,-0.008631515316665173,2483.64306640625,0.8747999668121338,0.0003,63067
17,2636,-4617.5663700000005,3641,24.0,63264,35832.3046875,0.05251316726207733,2277.019287109375,0.8750529885292053,0.0003,63163
17,2640,-4646.556610000001,3650,24.0,63360,53615.2734375,-0.022531045600771904,2274.25439453125,0.8803005218505859,0.0003,63259
17,2644,-4670.18127,3656,24.0,63456,39685.8125,0.0812922790646553,2288.83203125,0.879139244556427,0.0003,63355
17,2648,-4690.11905,3663,24.0,63552,46186.5859375,0.04547155648469925,2353.8193359375,0.8749311566352844,0.0003,63451
17,2652,-4699.06763,3670,24.0,63648,45266.69140625,-0.02946341782808304,2463.220703125,0.8734092712402344,0.0003,63547
17,2656,-4690.51702,3680,24.0,63744,40838.91015625,-0.01882503181695938,2187.85888671875,0.874294638633728,0.0003,63643
17,2660,-4688.52489,3691,24.0,63840,35230.6796875,-0.14814971387386322,2313.9453125,0.8729106783866882,0.0003,63739
17,2664,-4675.91232,3697,24.0,63936,69113.5390625,0.03783169388771057,2700.05810546875,0.8713377118110657,0.0003,63835
17,2668,-4690.976720000001,3708,24.0,64032,157648.265625,-0.07444202154874802,2292.041015625,0.8723322749137878,0.0003,63931
17,2672,-4711.67348,3716,24.0,64128,36287.46875,0.04788891598582268,2333.26806640625,0.8741046190261841,0.0003,64027
17,2676,-4738.9480300000005,3726,24.0,64224,53328.96875,0.1483960598707199,2390.75634765625,0.8741855621337891,0.0003,64123
17,2680,-4736.24682,3735,24.0,64320,35686.8125,-0.05580920726060867,2338.04345703125,0.8743243217468262,0.0003,64219
17,2684,-4728.09482,3745,24.0,64416,37839.28515625,0.03035498410463333,2430.579833984375,0.8699012398719788,0.0003,64315
17,2688,-4733.1972000000005,3755,24.0,64512,52140.7421875,0.01800789125263691,2270.086181640625,0.8664205074310303,0.0003,64411
17,2692,-4720.74339,3763,24.0,64608,46714.40625,0.06517921388149261,2381.90771484375,0.8680415153503418,0.0003,64507
17,2696,-4723.398759999999,3771,24.0,64704,29196.68359375,-0.10362903773784637,2202.17626953125,0.8606295585632324,0.0003,64603
17,2700,-4726.4885,3782,24.0,64800,411489.25,0.08680104464292526,2396.599365234375,0.864474356174469,0.0003,64699
