train/step_size,rollout/return_std,time/time_elapsed,train/delta_std,time/total_timesteps,time/fps,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/iterations
0.006247697863727808,0.4001472592353821,7501,0.05,406272,54,24.0,0.02,632.4356250000001,1057
0.0023915942292660475,1.0453276634216309,7508,0.05,406656,54,24.0,0.02,632.247375,1058
0.00018946435011457652,13.195094108581543,7515,0.05,407040,54,24.0,0.02,628.345,1059
0.00018829028704203665,13.27737045288086,7522,0.05,407424,54,24.0,0.02,628.6331250000001,1060
0.0013495200546458364,1.8525103330612183,7529,0.05,407808,54,24.0,0.02,631.754375,1061
0.002003169385716319,1.248022198677063,7536,0.05,408192,54,24.0,0.02,631.9768750000001,1062
0.0018927652854472399,1.3208186626434326,7543,0.05,408576,54,24.0,0.02,632.765875,1063
9.420250535185914e-06,265.3857116699219,7550,0.05,408960,54,24.0,0.02,562.8979375,1064
9.41923281061463e-06,265.4143981933594,7557,0.05,409344,54,24.0,0.02,547.836875,1065
3.787007153732702e-05,66.01519012451172,7564,0.05,409728,54,24.0,0.02,612.615,1066
0.0033487731125205755,0.7465419173240662,7571,0.05,410112,54,24.0,0.02,632.5025,1067
8.476146831526421e-06,294.9453430175781,7578,0.05,410496,54,24.0,0.02,556.0374999999999,1068
1.0629973985487595e-05,235.18402099609375,7585,0.05,410880,54,24.0,0.02,570.160625,1069
3.1293417123379186e-05,79.88899993896484,7592,0.05,411264,54,24.0,0.02,612.2643750000001,1070
0.000538949912879616,4.638649940490723,7599,0.05,411648,54,24.0,0.02,630.3356249999999,1071
0.00018846982857212424,13.26472282409668,7606,0.05,412032,54,24.0,0.02,629.5484375,1072
2.588588813523529e-06,965.7771606445312,7614,0.05,412416,54,24.0,0.02,313.52387500000003,1073
0.0001852824498200789,13.492913246154785,7621,0.05,412800,54,24.0,0.02,629.0243750000001,1074
0.0019780646543949842,1.2638615369796753,7628,0.05,413184,54,24.0,0.02,631.36875,1075
0.0019268894102424383,1.297427773475647,7635,0.05,413568,54,24.0,0.02,631.8975,1076
3.712818943313323e-05,67.33428192138672,7642,0.05,413952,54,24.0,0.02,611.8687500000001,1077
2.3757980670779943e-05,105.22779846191406,7649,0.05,414336,54,24.0,0.02,579.098125,1078
0.0006686855922453105,3.738677501678467,7656,0.05,414720,54,24.0,0.02,630.8893125,1079
0.0001394159480696544,17.93195152282715,7663,0.05,415104,54,24.0,0.02,625.186875,1080
0.0032744710333645344,0.7634819746017456,7670,0.05,415488,54,24.0,0.02,631.78025,1081
0.0018274456961080432,1.3680294752120972,7677,0.05,415872,54,24.0,0.02,632.04025,1082
0.00019032250565942377,13.135598182678223,7684,0.05,416256,54,24.0,0.02,628.9939375,1083
0.001068204641342163,2.3403751850128174,7691,0.05,416640,54,24.0,0.02,631.685,1084
0.0013134879991412163,1.9033288955688477,7698,0.05,417024,54,24.0,0.02,633.00125,1085
3.913364344043657e-05,63.88365173339844,7706,0.05,417408,54,24.0,0.02,613.982625,1086
0.0019405183847993612,1.2883154153823853,7713,0.05,417792,54,24.0,0.02,632.7706875,1087
0.0001373256091028452,18.204906463623047,7720,0.05,418176,54,24.0,0.02,626.3132499999999,1088
0.000170767234521918,14.639811515808105,7727,0.05,418560,54,24.0,0.02,628.3525,1089
0.0007615529466420412,3.2827653884887695,7733,0.05,418944,54,24.0,0.02,633.4719375,1090
3.980409383075312e-05,62.80760955810547,7740,0.05,419328,54,24.0,0.02,614.4911875,1091
0.0010738559067249298,2.3280587196350098,7747,0.05,419712,54,24.0,0.02,633.0406250000001,1092
0.0008285091025754809,3.017468214035034,7754,0.05,420096,54,24.0,0.02,635.2012500000001,1093
2.834286897268612e-05,88.20560455322266,7761,0.05,420480,54,24.0,0.02,596.095625,1094
0.0007667338941246271,3.2605834007263184,7768,0.05,420864,54,24.0,0.02,636.033875,1095
0.00014489167369902134,17.254268646240234,7775,0.05,421248,54,24.0,0.02,633.020625,1096
0.0009891923982650042,2.5273139476776123,7782,0.05,421632,54,24.0,0.02,637.4053125,1097
0.0007937538321129978,3.1495907306671143,7789,0.05,422016,54,24.0,0.02,637.409,1098
0.00020984681032132357,11.9134521484375,7796,0.05,422400,54,24.0,0.02,634.347125,1099
0.0002247035299660638,11.125770568847656,7803,0.05,422784,54,24.0,0.02,635.81,1100
3.369733894942328e-05,74.18983459472656,7811,0.05,423168,54,24.0,0.02,619.6608749999999,1101
0.0003496900899335742,7.149187088012695,7818,0.05,423552,54,24.0,0.02,635.880625,1102
0.0007533000316470861,3.318730354309082,7825,0.05,423936,54,24.0,0.02,637.0325,1103
0.00019184034317731857,13.031669616699219,7832,0.05,424320,54,24.0,0.02,634.182875,1104
0.0011116364039480686,2.248936414718628,7839,0.05,424704,54,24.0,0.02,638.7125,1105
0.000476134562632069,5.250616550445557,7846,0.05,425088,54,24.0,0.02,637.20875,1106
0.0012199471239000559,2.049268960952759,7852,0.05,425472,54,24.0,0.02,638.3137499999999,1107
0.001428356859833002,1.75026273727417,7860,0.05,425856,54,24.0,0.02,639.49625,1108
0.00065271818311885,3.83013653755188,7867,0.05,426240,54,24.0,0.02,638.950625,1109
3.9578058931510895e-05,63.16630554199219,7874,0.05,426624,54,24.0,0.02,624.3587500000001,1110
0.00019423780031502247,12.870820045471191,7881,0.05,427008,54,24.0,0.02,635.7863749999999,1111
0.0002047022571787238,12.212860107421875,7888,0.05,427392,54,24.0,0.02,635.4984999999999,1112
4.99392299389001e-05,50.06084442138672,7895,0.05,427776,54,24.0,0.02,624.9975,1113
0.0009304866543971002,2.686765670776367,7902,0.05,428160,54,24.0,0.02,638.5095625,1114
0.0015075536211952567,1.6583157777786255,7909,0.05,428544,54,24.0,0.02,639.815,1115
0.000810909376014024,3.082958221435547,7916,0.05,428928,54,24.0,0.02,639.7975,1116
0.0013646450825035572,1.8319780826568604,7923,0.05,429312,54,24.0,0.02,640.011875,1117
0.00018586580699775368,13.450563430786133,7930,0.05,429696,54,24.0,0.02,635.941875,1118
0.0001355826243525371,18.438940048217773,7937,0.05,430080,54,24.0,0.02,633.135625,1119
0.00019346631597727537,12.92214584350586,7944,0.05,430464,54,24.0,0.02,636.9549999999999,1120
0.00029229026404209435,8.553141593933105,7951,0.05,430848,54,24.0,0.02,635.5875000000001,1121
0.0030764739494770765,0.8126184344291687,7958,0.05,431232,54,24.0,0.02,640.608125,1122
0.0016156821511685848,1.547333836555481,7965,0.05,431616,54,24.0,0.02,640.145,1123
0.00018866798200178891,13.250791549682617,7972,0.05,432000,54,24.0,0.02,636.953125,1124
0.0027098890859633684,0.9225468039512634,7979,0.05,432384,54,24.0,0.02,640.4025,1125
0.00013276239042170346,18.83063316345215,7986,0.05,432768,54,24.0,0.02,633.105625,1126
0.000839096202980727,2.979395866394043,7994,0.05,433152,54,24.0,0.02,639.9943125,1127
0.00017587162437848747,14.214913368225098,8000,0.05,433536,54,24.0,0.02,636.005625,1128
0.001478818478062749,1.6905386447906494,8007,0.05,433920,54,24.0,0.02,640.12,1129
0.00011368708510417491,21.990184783935547,8014,0.05,434304,54,24.0,0.02,629.451875,1130
0.0013091719010844827,1.9096039533615112,8021,0.05,434688,54,24.0,0.02,640.4999375,1131
4.074813114129938e-05,61.352500915527344,8028,0.05,435072,54,24.0,0.02,624.8824999999999,1132
0.0001767541834851727,14.143936157226562,8035,0.05,435456,54,24.0,0.02,635.67875,1133
0.00024632891290821135,10.149031639099121,8042,0.05,435840,54,24.0,0.02,637.3072500000001,1134
0.0005742818466387689,4.353262901306152,8049,0.05,436224,54,24.0,0.02,638.639375,1135
5.072227941127494e-05,49.288002014160156,8056,0.05,436608,54,24.0,0.02,626.97125,1136
0.0005738207255490124,4.356761455535889,8064,0.05,436992,54,24.0,0.02,638.9325,1137
0.001704332185909152,1.4668500423431396,8071,0.05,437376,54,24.0,0.02,640.221875,1138
0.001214560936205089,2.058356761932373,8078,0.05,437760,54,24.0,0.02,640.104375,1139
0.0030657202005386353,0.815468966960907,8085,0.05,438144,54,24.0,0.02,641.2125,1140
0.00011593256931519136,21.564258575439453,8092,0.05,438528,54,24.0,0.02,631.3699999999999,1141
0.00056075508473441,4.4582743644714355,8099,0.05,438912,54,24.0,0.02,639.9625000000001,1142
0.0010780510492622852,2.3189992904663086,8106,0.05,439296,54,24.0,0.02,640.7545625,1143
0.0008957914542406797,2.790827751159668,8113,0.05,439680,54,24.0,0.02,640.3898750000001,1144
0.0031283237040042877,0.7991498708724976,8120,0.05,440064,54,24.0,0.02,641.2485,1145
0.00014224901678971946,17.574813842773438,8127,0.05,440448,54,24.0,0.02,634.52,1146
0.001693759229965508,1.4760066270828247,8134,0.05,440832,54,24.0,0.02,640.9475,1147
0.005106426775455475,0.4895789921283722,8141,0.05,441216,54,24.0,0.02,641.72,1148
0.0001797713921405375,13.906551361083984,8148,0.05,441600,54,24.0,0.02,638.0396875,1149
0.0025825330521911383,0.9680416584014893,8155,0.05,441984,54,24.0,0.02,641.075625,1150
0.0007992312894202769,3.128005266189575,8162,0.05,442368,54,24.0,0.02,640.183125,1151
0.0016866514924913645,1.4822266101837158,8169,0.05,442752,54,24.0,0.02,640.70625,1152
0.00012737771612592041,19.626665115356445,8176,0.05,443136,54,24.0,0.02,632.098125,1153
0.004662247374653816,0.5362219214439392,8183,0.05,443520,54,24.0,0.02,641.6300000000001,1154
0.00015501352027058601,16.12762451171875,8190,0.05,443904,54,24.0,0.02,635.2703125,1155
0.001110997051000595,2.250230550765991,8197,0.05,444288,54,24.0,0.02,640.9868749999999,1156
0.0017239573644474149,1.450151801109314,8204,0.05,444672,54,24.0,0.02,641.115,1157
0.003972408827394247,0.6293409466743469,8211,0.05,445056,54,24.0,0.02,641.54625,1158
0.003869681851938367,0.646047830581665,8218,0.05,445440,54,24.0,0.02,641.54,1159
1.3034518815402407e-05,191.79840087890625,8225,0.05,445824,54,24.0,0.02,590.080625,1160
0.0030487063340842724,0.8200197815895081,8232,0.05,446208,54,24.0,0.02,641.439375,1161
0.00019228494784329087,13.001537322998047,8239,0.05,446592,54,24.0,0.02,638.243125,1162
0.00019012019038200378,13.149577140808105,8246,0.05,446976,54,24.0,0.02,638.0187500000001,1163
0.0024469064082950354,1.0216981172561646,8253,0.05,447360,54,24.0,0.02,641.3462499999999,1164
0.001963965129107237,1.272934913635254,8261,0.05,447744,54,24.0,0.02,640.9806249999999,1165
8.544509910279885e-06,292.5855407714844,8268,0.05,448128,54,24.0,0.02,568.08,1166
0.0008371496805921197,2.986323595046997,8275,0.05,448512,54,24.0,0.02,640.6643750000001,1167
0.0015533323166891932,1.609442949295044,8282,0.05,448896,54,24.0,0.02,641.260625,1168
0.003034160705283284,0.8239509463310242,8289,0.05,449280,54,24.0,0.02,641.416875,1169
6.6689331106317695e-06,374.87255859375,8296,0.05,449664,54,24.0,0.02,547.788125,1170
0.0038849515840411186,0.6435084939002991,8303,0.05,450048,54,24.0,0.02,641.4890625,1171
0.00012709319707937539,19.670602798461914,8310,0.05,450432,54,24.0,0.02,634.2268750000001,1172
0.0029751183465123177,0.840302586555481,8317,0.05,450816,54,24.0,0.02,641.525625,1173
0.0035114181227982044,0.7119629383087158,8324,0.05,451200,54,24.0,0.02,641.6680624999999,1174
0.004070328548550606,0.6142008900642395,8331,0.05,451584,54,24.0,0.02,641.4012499999999,1175
0.0014849994331598282,1.6835020780563354,8338,0.05,451968,54,24.0,0.02,641.2674999999999,1176
0.0009918163996189833,2.520627498626709,8345,0.05,452352,54,24.0,0.02,640.9794374999999,1177
0.0008805013494566083,2.8392913341522217,8352,0.05,452736,54,24.0,0.02,640.735625,1178
0.002368771703913808,1.0553991794586182,8359,0.05,453120,54,24.0,0.02,641.1168749999999,1179
0.0017981427954509854,1.390323281288147,8366,0.05,453504,54,24.0,0.02,641.2181250000001,1180
0.00402003014460206,0.6218857765197754,8373,0.05,453888,54,24.0,0.02,641.53375,1181
0.00015863811131566763,15.759139060974121,8380,0.05,454272,54,24.0,0.02,637.5385624999999,1182
0.00018949910008814186,13.192673683166504,8388,0.05,454656,54,24.0,0.02,637.294375,1183
0.0025556969922035933,0.9782066345214844,8395,0.05,455040,54,24.0,0.02,641.15375,1184
0.004752970300614834,0.5259867310523987,8402,0.05,455424,54,24.0,0.02,641.3412500000001,1185
0.0018565625650808215,1.3465744256973267,8410,0.05,455808,54,24.0,0.02,641.1012499999999,1186
0.003700060537084937,0.675664484500885,8417,0.05,456192,54,24.0,0.02,641.561875,1187
0.00017888445290736854,13.97550106048584,8424,0.05,456576,54,24.0,0.02,637.4781250000001,1188
0.002691709902137518,0.9287774562835693,8431,0.05,456960,54,24.0,0.02,641.5899999999999,1189
0.0008030026801861823,3.113314151763916,8438,0.05,457344,54,24.0,0.02,640.5681875,1190
0.006470049265772104,0.3863956928253174,8445,0.05,457728,54,24.0,0.02,641.6625,1191
0.0023960534017533064,1.0433822870254517,8452,0.05,458112,54,24.0,0.02,641.610625,1192
1.6403109839302488e-05,152.4101104736328,8459,0.05,458496,54,24.0,0.02,603.489375,1193
3.893919711117633e-05,64.2026596069336,8466,0.05,458880,54,24.0,0.02,622.3096875,1194
0.00018889749480877072,13.23469066619873,8473,0.05,459264,54,24.0,0.02,638.13625,1195
0.005148040130734444,0.4856215715408325,8480,0.05,459648,54,24.0,0.02,641.705625,1196
0.00020296082948334515,12.317646980285645,8487,0.05,460032,54,24.0,0.02,638.5278125,1197
0.0027294978499412537,0.915919303894043,8494,0.05,460416,54,24.0,0.02,641.14125,1198
0.002556062303483486,0.9780668020248413,8501,0.05,460800,54,24.0,0.02,641.2168750000001,1199
5.721385150536662e-06,436.9571228027344,8508,0.05,461184,54,24.0,0.02,528.8075,1200
1.0469121662026737e-05,238.79750061035156,8515,0.05,461568,54,24.0,0.02,578.475625,1201
0.00018037397239822894,13.860093116760254,8522,0.05,461952,54,24.0,0.02,637.610625,1202
0.00018065377662423998,13.838624954223633,8529,0.05,462336,54,24.0,0.02,637.9849999999999,1203
0.007282758131623268,0.34327641129493713,8536,0.05,462720,54,24.0,0.02,641.768125,1204
0.0021229253616183996,1.1776200532913208,8544,0.05,463104,54,24.0,0.02,641.14625,1205
7.547804671048652e-06,331.2221374511719,8551,0.05,463488,54,24.0,0.02,487.589375,1206
8.521665222360753e-06,293.3699035644531,8558,0.05,463872,54,24.0,0.02,567.75,1207
0.0014586709439754486,1.7138887643814087,8565,0.05,464256,54,24.0,0.02,640.9725,1208
0.00013746520562563092,18.186418533325195,8572,0.05,464640,54,24.0,0.02,635.1681249999999,1209
0.0008410441805608571,2.9724950790405273,8579,0.05,465024,54,24.0,0.02,640.945625,1210
0.007388676982372999,0.3383554518222809,8586,0.05,465408,54,24.0,0.02,641.7893750000001,1211
0.0022348035126924515,1.118666410446167,8593,0.05,465792,54,24.0,0.02,641.0925625,1212
3.261098390794359e-05,76.66128540039062,8600,0.05,466176,54,24.0,0.02,621.8075,1213
0.00012753880582749844,19.60187530517578,8607,0.05,466560,54,24.0,0.02,636.0725,1214
0.0027434160001575947,0.9112724661827087,8614,0.05,466944,54,24.0,0.02,641.499375,1215
0.003000593977048993,0.8331682085990906,8621,0.05,467328,54,24.0,0.02,641.2821875000001,1216
7.320616532524582e-06,341.50128173828125,8628,0.05,467712,54,24.0,0.02,483.83750000000003,1217
0.006962223444133997,0.35908055305480957,8635,0.05,468096,54,24.0,0.02,641.6785,1218
0.0035794207360595465,0.6984369158744812,8642,0.05,468480,54,24.0,0.02,641.6424999999999,1219
0.00018612583517096937,13.431772232055664,8649,0.05,468864,54,24.0,0.02,638.026875,1220
0.18653345108032227,0.013402297161519527,8656,0.05,469248,54,24.0,0.02,641.8475000000001,1221
9.301602403866127e-06,268.7708740234375,8663,0.05,469632,54,24.0,0.02,538.643875,1222
0.004881621338427067,0.51212477684021,8670,0.05,470016,54,24.0,0.02,641.566875,1223
0.0038930170703679323,0.6421753168106079,8677,0.05,470400,54,24.0,0.02,641.6975,1224
1.1694683962559793e-05,213.7723388671875,8684,0.05,470784,54,24.0,0.02,572.6403124999999,1225
0.0014884840929880738,1.6795610189437866,8691,0.05,471168,54,24.0,0.02,640.5476249999999,1226
3.9476286474382505e-05,63.32915496826172,8698,0.05,471552,54,24.0,0.02,625.04375,1227
0.0024254315067082644,1.0307443141937256,8705,0.05,471936,54,24.0,0.02,641.328125,1228
0.0004993288894183934,5.006720066070557,8712,0.05,472320,54,24.0,0.02,640.0184375000001,1229
0.00013232151104602963,18.893375396728516,8719,0.05,472704,54,24.0,0.02,634.9533125,1230
0.0028099038172513247,0.889710009098053,8726,0.05,473088,54,24.0,0.02,641.499375,1231
3.8083358958829194e-05,65.64546966552734,8733,0.05,473472,54,24.0,0.02,621.763875,1232
0.00018997504957951605,13.159623146057129,8740,0.05,473856,54,24.0,0.02,638.0818750000001,1233
0.00018929631914943457,13.206807136535645,8747,0.05,474240,54,24.0,0.02,638.271375,1234
0.00016170130402315408,15.460603713989258,8754,0.05,474624,54,24.0,0.02,637.3387500000001,1235
0.0008901783730834723,2.8084256649017334,8762,0.05,475008,54,24.0,0.02,640.96375,1236
0.003368436126038432,0.742184042930603,8769,0.05,475392,54,24.0,0.02,641.520625,1237
0.0005187427159398794,4.819344520568848,8776,0.05,475776,54,24.0,0.02,639.11875,1238
0.00019465801597107202,12.843035697937012,8783,0.05,476160,54,24.0,0.02,637.890625,1239
0.0009025803883560002,2.769836187362671,8790,0.05,476544,54,24.0,0.02,641.1804374999999,1240
1.3174112609704025e-05,189.76609802246094,8797,0.05,476928,54,24.0,0.02,593.885625,1241
0.00013827848306391388,18.079458236694336,8804,0.05,477312,54,24.0,0.02,634.6043749999999,1242
0.0067562502808868885,0.370027631521225,8811,0.05,477696,54,24.0,0.02,641.768125,1243
2.7194029826205224e-05,91.93194580078125,8818,0.05,478080,54,24.0,0.02,606.950625,1244
0.0034384443424642086,0.7270728349685669,8826,0.05,478464,54,24.0,0.02,641.4112499999999,1245
0.0035911358427256346,0.6961584091186523,8833,0.05,478848,54,24.0,0.02,641.4493749999999,1246
0.006591665092855692,0.3792667090892792,8840,0.05,479232,54,24.0,0.02,641.6115625,1247
0.0001928506389958784,12.963399887084961,8847,0.05,479616,54,24.0,0.02,638.0006249999999,1248
0.0008871745667420328,2.817934274673462,8854,0.05,480000,54,24.0,0.02,641.076125,1249
0.0017214211402460933,1.452288269996643,8861,0.05,480384,54,24.0,0.02,641.114375,1250
0.001927862991578877,1.2967724800109863,8869,0.05,480768,54,24.0,0.02,641.155625,1251
0.001850022585131228,1.3513346910476685,8876,0.05,481152,54,24.0,0.02,641.0475,1252
0.00016214039351325482,15.418737411499023,8883,0.05,481536,54,24.0,0.02,637.610625,1253
0.002331962576135993,1.0720582008361816,8890,0.05,481920,54,24.0,0.02,641.176875,1254
0.0055223191156983376,0.4527082145214081,8897,0.05,482304,54,24.0,0.02,641.63875,1255
0.0022678114473819733,1.1023842096328735,8904,0.05,482688,54,24.0,0.02,641.423125,1256
0.006814954802393913,0.3668401539325714,8911,0.05,483072,54,24.0,0.02,641.710625,1257
0.03229503706097603,0.07741115242242813,8918,0.05,483456,54,24.0,0.02,641.880625,1258
0.0017503028502687812,1.4283241033554077,8925,0.05,483840,54,24.0,0.02,641.013125,1259
0.003672191174700856,0.6807923316955566,8932,0.05,484224,54,24.0,0.02,641.64,1260
0.00019150109437759966,13.054755210876465,8939,0.05,484608,54,24.0,0.02,638.2525,1261
0.0007341057062149048,3.405503988265991,8946,0.05,484992,54,24.0,0.02,640.9749375,1262
0.00019000716565642506,13.15739917755127,8953,0.05,485376,54,24.0,0.02,638.1768125,1263
0.0031390045769512653,0.7964306473731995,8961,0.05,485760,54,24.0,0.02,641.549375,1264
0.0033234062138944864,0.7522401213645935,8968,0.05,486144,54,24.0,0.02,641.5712500000001,1265
0.008093932643532753,0.3088732063770294,8975,0.05,486528,54,24.0,0.02,641.775,1266
0.00015199724293779582,16.44766616821289,8982,0.05,486912,54,24.0,0.02,637.713125,1267
0.010780525393784046,0.23189952969551086,8989,0.05,487296,54,24.0,0.02,641.854375,1268
0.0024054318200796843,1.0393142700195312,8996,0.05,487680,54,24.0,0.02,641.2946875,1269
0.00018875632667914033,13.244588851928711,9004,0.05,488064,54,24.0,0.02,638.5933125,1270
0.00018499649013392627,13.513769149780273,9011,0.05,488448,54,24.0,0.02,638.3675,1271
0.008014642633497715,0.31192895770072937,9018,0.05,488832,54,24.0,0.02,641.7925,1272
0.0036592110991477966,0.6832072734832764,9025,0.05,489216,54,24.0,0.02,641.675,1273
0.003522239625453949,0.7097755670547485,9032,0.05,489600,54,24.0,0.02,641.5987500000001,1274
0.0036915987730026245,0.6772132515907288,9039,0.05,489984,54,24.0,0.02,641.6012499999999,1275
0.0008981393184512854,2.78353214263916,9046,0.05,490368,54,24.0,0.02,641.210625,1276
0.00017851870507001877,14.004135131835938,9053,0.05,490752,54,24.0,0.02,637.8609375,1277
0.007615149021148682,0.3282928764820099,9060,0.05,491136,54,24.0,0.02,641.8065624999999,1278
0.0001871409040177241,13.358918190002441,9068,0.05,491520,54,24.0,0.02,638.01125,1279
0.002200454706326127,1.1361286640167236,9074,0.05,491904,54,24.0,0.02,641.3775,1280
2.887627670133952e-05,86.57625579833984,9082,0.05,492288,54,24.0,0.02,616.8943750000001,1281
0.010250769555568695,0.24388401210308075,9089,0.05,492672,54,24.0,0.02,641.8868749999999,1282
0.0008877065847627819,2.8162455558776855,9096,0.05,493056,54,24.0,0.02,641.09625,1283
0.0030954298563301563,0.8076421618461609,9103,0.05,493440,54,24.0,0.02,641.543125,1284
0.00019054586300626397,13.120201110839844,9110,0.05,493824,54,24.0,0.02,638.5343750000001,1285
0.0002706077939365059,9.238462448120117,9118,0.05,494208,54,24.0,0.02,638.766875,1286
0.0028830531518906355,0.8671361804008484,9125,0.05,494592,54,24.0,0.02,641.46875,1287
0.007006532978266478,0.35680973529815674,9132,0.05,494976,54,24.0,0.02,641.733125,1288
0.0024298932403326035,1.0288516283035278,9139,0.05,495360,54,24.0,0.02,641.16375,1289
0.004390806425362825,0.5693713426589966,9146,0.05,495744,54,24.0,0.02,641.68625,1290
0.0027327220886945724,0.9148386120796204,9153,0.05,496128,54,24.0,0.02,641.335,1291
0.0001820045872591436,13.735918045043945,9160,0.05,496512,54,24.0,0.02,638.30625,1292
0.004930486436933279,0.5070492029190063,9168,0.05,496896,54,24.0,0.02,641.4583749999999,1293
0.003212454030290246,0.7782211303710938,9175,0.05,497280,54,24.0,0.02,641.3290625,1294
0.006841155234724283,0.36543524265289307,9182,0.05,497664,54,24.0,0.02,641.710875,1295
0.000944507191888988,2.6468827724456787,9189,0.05,498048,54,24.0,0.02,641.0125,1296
0.0031606124248355627,0.7909857630729675,9196,0.05,498432,54,24.0,0.02,641.3143749999999,1297
0.002905618166550994,0.86040198802948,9203,0.05,498816,54,24.0,0.02,641.52875,1298
0.003696372965350747,0.6763385534286499,9210,0.05,499200,54,24.0,0.02,641.6828125,1299
0.007766076363623142,0.3219127655029297,9217,0.05,499584,54,24.0,0.02,641.8462499999999,1300
0.0001885241363197565,13.260900497436523,9225,0.05,499968,54,24.0,0.02,638.5225,1301
0.004294725134968758,0.5821093320846558,9232,0.05,500352,54,24.0,0.02,641.6553125,1302
0.004214862827211618,0.5931389927864075,9238,0.05,500736,54,24.0,0.02,641.7974999999999,1303
0.0034618552308529615,0.7221559882164001,9246,0.05,501120,54,24.0,0.02,641.6375,1304
0.00018901210569310933,13.226666450500488,9252,0.05,501504,54,24.0,0.02,638.503125,1305
0.0020182456355541945,1.2386994361877441,9260,0.05,501888,54,24.0,0.02,641.409375,1306
0.00018945489136967808,13.19575309753418,9267,0.05,502272,54,24.0,0.02,637.544375,1307
0.010138621553778648,0.24658173322677612,9274,0.05,502656,54,24.0,0.02,641.895875,1308
0.0002165473415516317,11.544819831848145,9282,0.05,503040,54,24.0,0.02,638.933125,1309
0.0026967793237417936,0.9270315766334534,9289,0.05,503424,54,24.0,0.02,641.6481249999999,1310
0.0008958291145972908,2.79071044921875,9296,0.05,503808,54,24.0,0.02,640.935,1311
0.0037971280980855227,0.6583921909332275,9303,0.05,504192,54,24.0,0.02,641.7340625,1312
0.006000590976327658,0.4166254997253418,9310,0.05,504576,54,24.0,0.02,641.70425,1313
0.00018953175458591431,13.190401077270508,9317,0.05,504960,54,24.0,0.02,638.3318749999999,1314
0.00801753532141447,0.31181639432907104,9324,0.05,505344,54,24.0,0.02,641.725,1315
0.0023504106793552637,1.0636436939239502,9331,0.05,505728,54,24.0,0.02,641.485,1316
0.010774924419820309,0.2320200651884079,9339,0.05,506112,54,24.0,0.02,641.8611875,1317
0.003529673209413886,0.7082807421684265,9346,0.05,506496,54,24.0,0.02,641.5543749999999,1318
0.006168227642774582,0.40530267357826233,9353,0.05,506880,54,24.0,0.02,641.725625,1319
0.00018871211796067655,13.24769115447998,9360,0.05,507264,54,24.0,0.02,638.4675,1320
0.0001367989752907306,18.27499008178711,9368,0.05,507648,54,24.0,0.02,634.20875,1321
0.003299491014331579,0.7576924562454224,9375,0.05,508032,54,24.0,0.02,641.7125000000001,1322
0.0070679872296750546,0.35370737314224243,9382,0.05,508416,54,24.0,0.02,641.85375,1323
0.0009023696766234934,2.7704827785491943,9389,0.05,508800,54,24.0,0.02,641.151875,1324
0.0011933714849874377,2.094904899597168,9396,0.05,509184,54,24.0,0.02,641.3543749999999,1325
0.002774430438876152,0.9010857343673706,9403,0.05,509568,54,24.0,0.02,641.6675,1326
0.0006537404260598123,3.8241472244262695,9410,0.05,509952,54,24.0,0.02,640.461875,1327
0.007271924987435341,0.3437877893447876,9418,0.05,510336,54,24.0,0.02,641.914375,1328
0.00019131407316308469,13.067517280578613,9425,0.05,510720,54,24.0,0.02,638.57875,1329
0.0024834508076310158,1.0066636800765991,9432,0.05,511104,54,24.0,0.02,641.41125,1330
0.007043235935270786,0.3549503684043884,9439,0.05,511488,54,24.0,0.02,641.85375,1331
0.003617333946749568,0.6911165714263916,9446,0.05,511872,54,24.0,0.02,641.7365625,1332
0.005396673455834389,0.46324819326400757,9454,0.05,512256,54,24.0,0.02,641.69,1333
0.002816787688061595,0.8875357508659363,9461,0.05,512640,54,24.0,0.02,641.78625,1334
0.009852904826402664,0.2537321448326111,9468,0.05,513024,54,24.0,0.02,641.931875,1335
0.0009310015011578798,2.6852800846099854,9474,0.05,513408,54,24.0,0.02,641.14375,1336
0.022780707105994225,0.10974185913801193,9482,0.05,513792,54,24.0,0.02,642.008125,1337
0.00018879731942433864,13.241713523864746,9488,0.05,514176,54,24.0,0.02,638.409375,1338
0.0009283217368647456,2.6930315494537354,9495,0.05,514560,54,24.0,0.02,641.153125,1339
0.012656984850764275,0.19751925766468048,9502,0.05,514944,54,24.0,0.02,641.9837500000001,1340
0.0037886074278503656,0.6598729491233826,9509,0.05,515328,54,24.0,0.02,641.8125,1341
0.003696194849908352,0.676371157169342,9516,0.05,515712,54,24.0,0.02,641.7581250000001,1342
0.0027923586312681437,0.8953003287315369,9523,0.05,516096,54,24.0,0.02,641.5005625,1343
0.01223248615860939,0.20437370240688324,9531,0.05,516480,54,24.0,0.02,641.990625,1344
0.008917395025491714,0.28035080432891846,9538,0.05,516864,54,24.0,0.02,641.9693125,1345
4.030481068184599e-05,62.02733612060547,9545,0.05,517248,54,24.0,0.02,626.146875,1346
0.01244671456515789,0.20085608959197998,9552,0.05,517632,54,24.0,0.02,641.9925000000001,1347
0.00934910960495472,0.2674050033092499,9559,0.05,518016,54,24.0,0.02,641.97875,1348
0.0001908244885271415,13.101043701171875,9566,0.05,518400,54,24.0,0.02,638.0174999999999,1349
0.005047212820500135,0.4953227639198303,9573,0.05,518784,54,24.0,0.02,641.845625,1350
