train/step_size,rollout/return_std,time/time_elapsed,train/delta_std,time/total_timesteps,time/fps,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/iterations
0.002578692976385355,0.9694831967353821,3673,0.05,199296,54,24.0,0.02,615.549625,518
0.0023182639852166176,1.0783929824829102,3680,0.05,199680,54,24.0,0.02,616.110625,519
0.002145730657503009,1.1651041507720947,3687,0.05,200064,54,24.0,0.02,616.277875,520
0.0022620006930083036,1.105216145515442,3694,0.05,200448,54,24.0,0.02,616.4671875,521
0.0023873532190918922,1.047184705734253,3701,0.05,200832,54,24.0,0.02,616.5725,522
0.0018016784451901913,1.3875948190689087,3708,0.05,201216,54,24.0,0.02,616.5576874999999,523
0.0019121968653053045,1.307396650314331,3716,0.05,201600,54,24.0,0.02,616.1324999999999,524
0.0018669532146304846,1.3390799760818481,3723,0.05,201984,54,24.0,0.02,616.8228750000001,525
0.0010708961635828018,2.3344929218292236,3730,0.05,202368,54,24.0,0.02,616.1190624999999,526
0.0007337581482715905,3.4071171283721924,3737,0.05,202752,54,24.0,0.02,615.41825,527
0.0021915386896580458,1.1407508850097656,3744,0.05,203136,54,24.0,0.02,615.7270625000001,528
0.0024281609803438187,1.029585599899292,3751,0.05,203520,54,24.0,0.02,616.569375,529
0.0020992467179894447,1.1909033060073853,3759,0.05,203904,54,24.0,0.02,616.4228125,530
0.0023200269788503647,1.077573537826538,3766,0.05,204288,54,24.0,0.02,616.245625,531
8.09736957307905e-06,308.74224853515625,3773,0.05,204672,54,24.0,0.02,539.25925,532
0.0023513413034379482,1.0632227659225464,3780,0.05,205056,54,24.0,0.02,616.594375,533
0.00036040894337929785,6.9365644454956055,3787,0.05,205440,54,24.0,0.02,613.7875,534
0.0019597893115133047,1.2756471633911133,3794,0.05,205824,54,24.0,0.02,616.41625,535
0.0010299410205334425,2.427323341369629,3801,0.05,206208,54,24.0,0.02,615.8653749999999,536
0.0014721353072673082,1.6982133388519287,3808,0.05,206592,54,24.0,0.02,616.4556249999999,537
8.724881809030194e-06,286.5368347167969,3815,0.05,206976,54,24.0,0.02,545.39,538
0.0008310787961818278,3.0081379413604736,3822,0.05,207360,54,24.0,0.02,615.8901874999999,539
0.0007437813910655677,3.3612024784088135,3829,0.05,207744,54,24.0,0.02,616.3718749999999,540
0.0017879193183034658,1.398273229598999,3836,0.05,208128,54,24.0,0.02,616.6653125,541
0.002166265156120062,1.154059886932373,3844,0.05,208512,54,24.0,0.02,617.1712499999999,542
0.0005658328300341964,4.4182658195495605,3851,0.05,208896,54,24.0,0.02,615.2743125,543
0.00030934231472201645,8.081661224365234,3858,0.05,209280,54,24.0,0.02,613.586,544
0.001763070817105472,1.4179803133010864,3865,0.05,209664,54,24.0,0.02,617.283125,545
0.0011595997493714094,2.1559159755706787,3872,0.05,210048,54,24.0,0.02,616.72875,546
0.001494971220381558,1.6722729206085205,3879,0.05,210432,54,24.0,0.02,616.757,547
0.0018876552348956466,1.3243942260742188,3887,0.05,210816,54,24.0,0.02,616.91625,548
4.496009296417469e-06,556.0486450195312,3894,0.05,211200,54,24.0,0.02,478.4053125,549
0.002128269523382187,1.1746630668640137,3901,0.05,211584,54,24.0,0.02,617.2875,550
1.5176550732576288e-05,164.72781372070312,3908,0.05,211968,54,24.0,0.02,574.93,551
0.00020877199131064117,11.974785804748535,3915,0.05,212352,54,24.0,0.02,612.9425,552
0.0019956547766923904,1.2527215480804443,3922,0.05,212736,54,24.0,0.02,617.37125,553
0.002538860309869051,0.9846936464309692,3930,0.05,213120,54,24.0,0.02,617.8456249999999,554
0.001337122404947877,1.8696866035461426,3937,0.05,213504,54,24.0,0.02,616.675,555
0.001074645551852882,2.326348066329956,3944,0.05,213888,54,24.0,0.02,617.137875,556
0.0020453648176044226,1.222275733947754,3951,0.05,214272,54,24.0,0.02,617.295,557
0.0022662272676825523,1.1031548976898193,3958,0.05,214656,54,24.0,0.02,617.623875,558
0.0017201240407302976,1.453383445739746,3965,0.05,215040,54,24.0,0.02,617.109125,559
0.0023692301474511623,1.0551949739456177,3972,0.05,215424,54,24.0,0.02,617.7825,560
0.003962037619203329,0.6309882998466492,3979,0.05,215808,54,24.0,0.02,618.1387500000001,561
0.0006534981657750905,3.8255650997161865,3986,0.05,216192,54,24.0,0.02,616.370625,562
0.0021724062971770763,1.1507974863052368,3993,0.05,216576,54,24.0,0.02,617.4125,563
0.0012122150510549545,2.062340021133423,4000,0.05,216960,54,24.0,0.02,616.60275,564
0.0014134615194052458,1.768707275390625,4007,0.05,217344,54,24.0,0.02,617.680625,565
1.5633037037332542e-05,159.91773986816406,4014,0.05,217728,54,24.0,0.02,577.469375,566
0.0031914561986923218,0.7833413481712341,4021,0.05,218112,54,24.0,0.02,618.1225,567
0.004353975877165794,0.574187695980072,4028,0.05,218496,54,24.0,0.02,618.1575,568
0.0029052963946014643,0.8604972958564758,4035,0.05,218880,54,24.0,0.02,618.090625,569
7.631297194166109e-06,327.5982971191406,4042,0.05,219264,54,24.0,0.02,535.9565625,570
0.0012417936231940985,2.013216733932495,4049,0.05,219648,54,24.0,0.02,617.338125,571
0.0025869414675980806,0.9663920998573303,4056,0.05,220032,54,24.0,0.02,617.9762499999999,572
0.002789490856230259,0.8962208032608032,4063,0.05,220416,54,24.0,0.02,618.1560625,573
0.002294529927894473,1.0895476341247559,4070,0.05,220800,54,24.0,0.02,617.8471875,574
0.002724278252571821,0.9176741242408752,4077,0.05,221184,54,24.0,0.02,618.099375,575
0.0033497975673526525,0.7463135719299316,4084,0.05,221568,54,24.0,0.02,618.17125,576
0.0019422202603891492,1.2871865034103394,4091,0.05,221952,54,24.0,0.02,617.815625,577
0.0017437543720006943,1.4336879253387451,4098,0.05,222336,54,24.0,0.02,618.053125,578
0.002597074955701828,0.9626212120056152,4105,0.05,222720,54,24.0,0.02,618.146875,579
0.0009143817005679011,2.7340877056121826,4112,0.05,223104,54,24.0,0.02,617.2618749999999,580
0.003231457434594631,0.7736446261405945,4120,0.05,223488,54,24.0,0.02,617.8775,581
0.0006421887665055692,3.8929359912872314,4127,0.05,223872,54,24.0,0.02,617.404125,582
0.002132277935743332,1.1724549531936646,4134,0.05,224256,54,24.0,0.02,617.5845625,583
0.0015918636927381158,1.570486068725586,4141,0.05,224640,54,24.0,0.02,617.778125,584
0.0015579506289213896,1.6046719551086426,4148,0.05,225024,54,24.0,0.02,617.2375,585
0.0018365684663876891,1.3612340688705444,4155,0.05,225408,54,24.0,0.02,617.503125,586
0.003956492058932781,0.6318727731704712,4162,0.05,225792,54,24.0,0.02,618.1143749999999,587
0.012233654037117958,0.2043541967868805,4169,0.05,226176,54,24.0,0.02,618.765,588
0.001663164934143424,1.5031580924987793,4176,0.05,226560,54,24.0,0.02,617.3562499999999,589
0.0015416898531839252,1.6215970516204834,4183,0.05,226944,54,24.0,0.02,617.4906874999999,590
0.002994520589709282,0.8348580002784729,4190,0.05,227328,54,24.0,0.02,618.08875,591
0.002290216041728854,1.091599941253662,4197,0.05,227712,54,24.0,0.02,618.1837499999999,592
0.0018572650151327252,1.3460651636123657,4204,0.05,228096,54,24.0,0.02,617.6737499999999,593
0.001656989217735827,1.5087603330612183,4211,0.05,228480,54,24.0,0.02,617.703875,594
0.0029300430323928595,0.8532296419143677,4218,0.05,228864,54,24.0,0.02,618.316375,595
1.0130454938916955e-05,246.78060913085938,4225,0.05,229248,54,24.0,0.02,555.1062499999999,596
0.00023056304780766368,10.84302043914795,4232,0.05,229632,54,24.0,0.02,615.0474999999999,597
0.004511847626417875,0.5540966391563416,4239,0.05,230016,54,24.0,0.02,618.2775,598
0.0028225132264196873,0.8857353329658508,4246,0.05,230400,54,24.0,0.02,618.309375,599
0.002166768768802285,1.1537916660308838,4252,0.05,230784,54,24.0,0.02,617.8205625,600
0.0020934981293976307,1.1941733360290527,4259,0.05,231168,54,24.0,0.02,617.65625,601
0.0010829378152266145,2.308534860610962,4266,0.05,231552,54,24.0,0.02,617.5542499999999,602
0.0017761917551979423,1.4075056314468384,4274,0.05,231936,54,24.0,0.02,618.20125,603
0.0027625509537756443,0.9049605131149292,4281,0.05,232320,54,24.0,0.02,618.221875,604
0.002448658924549818,1.02096688747406,4288,0.05,232704,54,24.0,0.02,618.021875,605
0.001570200314745307,1.5921534299850464,4294,0.05,233088,54,24.0,0.02,617.286125,606
0.001772079966031015,1.410771369934082,4302,0.05,233472,54,24.0,0.02,617.87125,607
0.0032395864836871624,0.77170330286026,4309,0.05,233856,54,24.0,0.02,618.3017500000001,608
0.0018766255816444755,1.3321782350540161,4316,0.05,234240,54,24.0,0.02,618.0551875,609
2.1645191736752167e-05,115.49909210205078,4323,0.05,234624,54,24.0,0.02,588.9664375,610
0.0031085889786481857,0.8042232990264893,4330,0.05,235008,54,24.0,0.02,618.3981249999999,611
0.002091113245114684,1.1955353021621704,4337,0.05,235392,54,24.0,0.02,617.6199999999999,612
0.0004342178290244192,5.757479190826416,4344,0.05,235776,54,24.0,0.02,617.05375,613
0.0017864478286355734,1.3994249105453491,4351,0.05,236160,54,24.0,0.02,617.94,614
0.002325050998479128,1.0752451419830322,4359,0.05,236544,54,24.0,0.02,617.78175,615
0.004351314157247543,0.5745389461517334,4366,0.05,236928,54,24.0,0.02,618.4706249999999,616
0.0024151999969035387,1.0351108312606812,4373,0.05,237312,54,24.0,0.02,617.8556249999999,617
7.089181599440053e-05,35.26499938964844,4380,0.05,237696,54,24.0,0.02,608.488625,618
0.0006418441189453006,3.895026445388794,4387,0.05,238080,54,24.0,0.02,616.55625,619
0.00456150621175766,0.5480644702911377,4394,0.05,238464,54,24.0,0.02,618.4861874999999,620
0.0015886571491137147,1.5736559629440308,4401,0.05,238848,54,24.0,0.02,617.6893749999999,621
0.0005389540456235409,4.638614177703857,4408,0.05,239232,54,24.0,0.02,616.929,622
0.003780192695558071,0.6613418459892273,4415,0.05,239616,54,24.0,0.02,618.284375,623
0.003059124806895852,0.8172270059585571,4422,0.05,240000,54,24.0,0.02,618.2215625,624
0.004319175146520138,0.5788140892982483,4429,0.05,240384,54,24.0,0.02,618.49125,625
0.004086704924702644,0.6117396950721741,4436,0.05,240768,54,24.0,0.02,618.555625,626
0.0005411730380728841,4.619594097137451,4444,0.05,241152,54,24.0,0.02,616.440625,627
0.0024049109779298306,1.0395393371582031,4450,0.05,241536,54,24.0,0.02,618.296875,628
0.0021325177513062954,1.1723231077194214,4457,0.05,241920,54,24.0,0.02,618.6120625,629
0.002421444980427623,1.032441258430481,4464,0.05,242304,54,24.0,0.02,617.9745,630
0.003864472731947899,0.6469186544418335,4471,0.05,242688,54,24.0,0.02,618.6475,631
4.9359616241417825e-05,50.64868927001953,4478,0.05,243072,54,24.0,0.02,601.3433124999999,632
0.0032086288556456566,0.7791488766670227,4486,0.05,243456,54,24.0,0.02,618.1700625,633
0.0025132575538009405,0.9947248697280884,4493,0.05,243840,54,24.0,0.02,618.2206249999999,634
0.0010936966864392161,2.285825490951538,4500,0.05,244224,54,24.0,0.02,617.656875,635
0.0009641890646889806,2.5928521156311035,4506,0.05,244608,54,24.0,0.02,617.7663749999999,636
0.0021416624076664448,1.167317271232605,4514,0.05,244992,54,24.0,0.02,618.7425000000001,637
0.0010936737526208162,2.2858734130859375,4521,0.05,245376,54,24.0,0.02,617.53,638
0.001262830337509513,1.979679822921753,4527,0.05,245760,54,24.0,0.02,618.3754375,639
0.0007934375898912549,3.150846242904663,4534,0.05,246144,54,24.0,0.02,617.115,640
0.0009457914857193828,2.6432883739471436,4541,0.05,246528,54,24.0,0.02,616.8149374999999,641
0.0002381209487793967,10.498866081237793,4548,0.05,246912,54,24.0,0.02,614.98625,642
9.675582987256348e-06,258.3823547363281,4555,0.05,247296,54,24.0,0.02,522.7562499999999,643
0.0005953116342425346,4.199481010437012,4562,0.05,247680,54,24.0,0.02,616.4522499999999,644
0.0018499850993975997,1.3513621091842651,4569,0.05,248064,54,24.0,0.02,617.634375,645
1.310584138991544e-05,190.754638671875,4576,0.05,248448,54,24.0,0.02,569.6824999999999,646
0.0015525439521297812,1.610260248184204,4584,0.05,248832,54,24.0,0.02,617.900625,647
0.0040181344375014305,0.6221791505813599,4590,0.05,249216,54,24.0,0.02,618.2812499999999,648
1.3404758647084236e-05,186.5009307861328,4597,0.05,249600,54,24.0,0.02,571.6575,649
0.0015923988539725542,1.5699583292007446,4605,0.05,249984,54,24.0,0.02,617.6375,650
4.9855016186484136e-06,501.4540100097656,4612,0.05,250368,54,24.0,0.02,491.79281249999997,651
0.00045952474465593696,5.440402984619141,4619,0.05,250752,54,24.0,0.02,616.75125,652
0.001328791375271976,1.8814088106155396,4626,0.05,251136,54,24.0,0.02,617.7562499999999,653
0.0016400347230955958,1.524357795715332,4633,0.05,251520,54,24.0,0.02,618.0193750000001,654
0.002085639163851738,1.198673129081726,4640,0.05,251904,54,24.0,0.02,617.74425,655
1.5085368431755342e-05,165.72349548339844,4647,0.05,252288,54,24.0,0.02,576.2269375,656
6.193180524860509e-06,403.6697998046875,4654,0.05,252672,54,24.0,0.02,516.077125,657
0.0009423862211406231,2.6528398990631104,4661,0.05,253056,54,24.0,0.02,617.48375,658
0.0020566873718053102,1.215546727180481,4668,0.05,253440,54,24.0,0.02,618.0174999999999,659
0.002018818398937583,1.2383480072021484,4675,0.05,253824,54,24.0,0.02,618.056375,660
3.093729219472152e-06,808.086181640625,4682,0.05,254208,54,24.0,0.02,395.306875,661
0.001104754745028913,2.2629454135894775,4689,0.05,254592,54,24.0,0.02,617.33875,662
0.0009125216165557504,2.7396607398986816,4696,0.05,254976,54,24.0,0.02,618.3979374999999,663
0.00203505321405828,1.2284690141677856,4703,0.05,255360,54,24.0,0.02,618.0006249999999,664
0.0017233508406206965,1.4506621360778809,4710,0.05,255744,54,24.0,0.02,618.320625,665
0.0006235194159671664,4.009498119354248,4717,0.05,256128,54,24.0,0.02,617.2874999999999,666
1.0343981557525694e-05,241.68643188476562,4724,0.05,256512,54,24.0,0.02,557.40125,667
0.0029213239904493093,0.8557761907577515,4732,0.05,256896,54,24.0,0.02,617.885,668
0.001018074224703014,2.4556162357330322,4739,0.05,257280,54,24.0,0.02,617.2,669
5.548164153879043e-06,450.5994873046875,4746,0.05,257664,54,24.0,0.02,505.76625,670
0.004315603990107775,0.5792930722236633,4753,0.05,258048,54,24.0,0.02,618.3975,671
0.003168419236317277,0.7890368700027466,4760,0.05,258432,54,24.0,0.02,618.3625,672
0.0025851919781416655,0.9670460820198059,4767,0.05,258816,54,24.0,0.02,618.215625,673
0.0011796895414590836,2.119201421737671,4774,0.05,259200,54,24.0,0.02,617.5415,674
0.006045141723006964,0.4135551154613495,4781,0.05,259584,54,24.0,0.02,618.545625,675
0.003495238721370697,0.7152585983276367,4788,0.05,259968,54,24.0,0.02,618.266875,676
0.00028577001648955047,8.748292922973633,4795,0.05,260352,54,24.0,0.02,616.22125,677
0.0036567782517522573,0.6836617588996887,4802,0.05,260736,54,24.0,0.02,618.2615625,678
1.3617586773762014e-05,183.58612060546875,4810,0.05,261120,54,24.0,0.02,572.3925624999999,679
0.001311020809225738,1.90691077709198,4817,0.05,261504,54,24.0,0.02,617.8725,680
4.864006768912077e-06,513.9795532226562,4824,0.05,261888,54,24.0,0.02,467.740625,681
0.0054848939180374146,0.4557971954345703,4831,0.05,262272,54,24.0,0.02,618.534375,682
0.0011222095927223563,2.2277474403381348,4839,0.05,262656,54,24.0,0.02,617.71875,683
0.0017081754049286246,1.4635498523712158,4845,0.05,263040,54,24.0,0.02,617.991875,684
0.009500822983682156,0.2631349563598633,4852,0.05,263424,54,24.0,0.02,618.733125,685
0.0009268522844649851,2.697301149368286,4859,0.05,263808,54,24.0,0.02,616.0774999999999,686
0.007205071859061718,0.34697768092155457,4866,0.05,264192,54,24.0,0.02,618.641625,687
0.005017859395593405,0.4982203245162964,4873,0.05,264576,54,24.0,0.02,618.388125,688
0.0002190218510804698,11.414386749267578,4880,0.05,264960,54,24.0,0.02,615.552625,689
0.00358046917244792,0.6982324123382568,4887,0.05,265344,54,24.0,0.02,618.355,690
0.0022779081482440233,1.0974980592727661,4894,0.05,265728,54,24.0,0.02,618.061875,691
0.0010065257083624601,2.4837913513183594,4902,0.05,266112,54,24.0,0.02,617.74125,692
0.0020277255680412054,1.2329083681106567,4909,0.05,266496,54,24.0,0.02,617.744375,693
0.003677173750475049,0.6798698306083679,4916,0.05,266880,54,24.0,0.02,618.3025,694
0.0008268335368484259,3.023582935333252,4923,0.05,267264,54,24.0,0.02,617.454375,695
0.0008146475884132087,3.0688114166259766,4930,0.05,267648,54,24.0,0.02,617.399,696
7.081641524564475e-05,35.302547454833984,4937,0.05,268032,54,24.0,0.02,607.45375,697
0.006859223823994398,0.3644725978374481,4945,0.05,268416,54,24.0,0.02,618.583125,698
0.0015828876057639718,1.5793918371200562,4951,0.05,268800,54,24.0,0.02,618.105875,699
0.0010282311122864485,2.4313597679138184,4958,0.05,269184,54,24.0,0.02,617.47375,700
0.0054854461923241615,0.45575129985809326,4966,0.05,269568,54,24.0,0.02,618.61875,701
0.004965862259268761,0.5034371018409729,4973,0.05,269952,54,24.0,0.02,618.42,702
0.0006604118389077485,3.7855162620544434,4980,0.05,270336,54,24.0,0.02,616.46375,703
0.0038838183972984552,0.6436963081359863,4987,0.05,270720,54,24.0,0.02,618.28875,704
0.0031236554495990276,0.8003441691398621,4994,0.05,271104,54,24.0,0.02,618.08125,705
0.0038246933836489916,0.6536470055580139,5001,0.05,271488,54,24.0,0.02,618.6143125,706
0.004522908944636583,0.5527414679527283,5009,0.05,271872,54,24.0,0.02,618.505,707
7.398279649351025e-06,337.9163818359375,5016,0.05,272256,54,24.0,0.02,494.93562499999996,708
0.001969162607565522,1.2695749998092651,5023,0.05,272640,54,24.0,0.02,617.806,709
0.00582874147221446,0.42890891432762146,5030,0.05,273024,54,24.0,0.02,618.54,710
0.0023056156933307648,1.0843088626861572,5037,0.05,273408,54,24.0,0.02,618.13375,711
0.012996475212275982,0.19235973060131073,5044,0.05,273792,54,24.0,0.02,618.778875,712
0.0023928205482661724,1.0447919368743896,5051,0.05,274176,54,24.0,0.02,618.4181249999999,713
1.0336961167922709e-05,241.8505859375,5058,0.05,274560,54,24.0,0.02,557.965625,714
0.0009074034169316292,2.7551138401031494,5065,0.05,274944,54,24.0,0.02,617.181875,715
0.0031690667383372784,0.7888756394386292,5072,0.05,275328,54,24.0,0.02,618.525,716
0.002391532063484192,1.0453548431396484,5079,0.05,275712,54,24.0,0.02,618.334375,717
0.0011127452598884702,2.2466955184936523,5086,0.05,276096,54,24.0,0.02,617.9525,718
7.14888665243052e-05,34.97047805786133,5094,0.05,276480,54,24.0,0.02,609.0218749999999,719
1.0316552106814925e-05,242.32901000976562,5101,0.05,276864,54,24.0,0.02,557.8087499999999,720
0.002089238725602627,1.1966079473495483,5107,0.05,277248,54,24.0,0.02,618.176875,721
0.0006448915228247643,3.8766205310821533,5114,0.05,277632,54,24.0,0.02,617.1781249999999,722
0.003908426500856876,0.6396434903144836,5122,0.05,278016,54,24.0,0.02,618.505625,723
0.001097864005714655,2.277148723602295,5129,0.05,278400,54,24.0,0.02,618.0274999999999,724
0.00036100848228670657,6.925045013427734,5136,0.05,278784,54,24.0,0.02,615.824125,725
7.415305844915565e-06,337.1405029296875,5143,0.05,279168,54,24.0,0.02,485.125625,726
0.0020619810093194246,1.2124261856079102,5150,0.05,279552,54,24.0,0.02,617.943125,727
0.005758294370025396,0.434156209230423,5157,0.05,279936,54,24.0,0.02,618.669375,728
0.0034641798119992018,0.7216714024543762,5164,0.05,280320,54,24.0,0.02,618.493125,729
8.137631994031835e-06,307.2146911621094,5171,0.05,280704,54,24.0,0.02,541.19625,730
1.087561122403713e-05,229.87213134765625,5178,0.05,281088,54,24.0,0.02,560.463375,731
1.0047750038211234e-05,248.81192016601562,5185,0.05,281472,54,24.0,0.02,555.5865,732
0.0013384250923991203,1.8678667545318604,5192,0.05,281856,54,24.0,0.02,617.286875,733
0.0025822329334914684,0.9681541919708252,5199,0.05,282240,54,24.0,0.02,618.221875,734
1.0523783203097992e-05,237.55715942382812,5206,0.05,282624,54,24.0,0.02,557.0306249999999,735
0.0028835299890488386,0.8669927716255188,5213,0.05,283008,54,24.0,0.02,618.465375,736
0.0002103776205331087,11.883392333984375,5220,0.05,283392,54,24.0,0.02,615.3924999999999,737
0.006481486838310957,0.3857138454914093,5227,0.05,283776,54,24.0,0.02,618.609375,738
0.006686353590339422,0.3738957345485687,5234,0.05,284160,54,24.0,0.02,618.615,739
0.004788901191204786,0.5220403075218201,5241,0.05,284544,54,24.0,0.02,618.646875,740
0.011800851672887802,0.21184898912906647,5248,0.05,284928,54,24.0,0.02,618.763125,741
0.0018903203308582306,1.3225270509719849,5256,0.05,285312,54,24.0,0.02,618.374375,742
0.0007997573120519519,3.125947952270508,5263,0.05,285696,54,24.0,0.02,618.433125,743
0.0014756058808416128,1.6942191123962402,5270,0.05,286080,54,24.0,0.02,618.4293749999999,744
0.0007308833301067352,3.420518159866333,5277,0.05,286464,54,24.0,0.02,618.8256250000001,745
0.0006126491352915764,4.080638885498047,5285,0.05,286848,54,24.0,0.02,619.9300000000001,746
0.00047837677993811667,5.226006031036377,5292,0.05,287232,54,24.0,0.02,621.9137499999999,747
0.00048425624845549464,5.162555694580078,5300,0.05,287616,54,24.0,0.02,622.43975,748
0.0001283196033909917,19.482603073120117,5307,0.05,288000,54,24.0,0.02,617.2691875,749
0.00015546046779491007,16.08125877380371,5314,0.05,288384,54,24.0,0.02,617.2011875,750
0.0004784196789842099,5.225537300109863,5322,0.05,288768,54,24.0,0.02,623.05925,751
0.00014075974468141794,17.760759353637695,5329,0.05,289152,54,24.0,0.02,616.232625,752
0.0004633055941667408,5.3960065841674805,5336,0.05,289536,54,24.0,0.02,622.242,753
0.0004918352351523936,5.083003044128418,5343,0.05,289920,54,24.0,0.02,625.4095,754
0.00020422071975190192,12.241656303405762,5350,0.05,290304,54,24.0,0.02,620.9301250000001,755
0.0004323975299485028,5.781716346740723,5357,0.05,290688,54,24.0,0.02,623.90625,756
2.563407542766072e-05,97.52643585205078,5365,0.05,291072,54,24.0,0.02,591.390625,757
0.0001814717979868874,13.7762451171875,5372,0.05,291456,54,24.0,0.02,621.708125,758
0.0005789667484350502,4.318037033081055,5379,0.05,291840,54,24.0,0.02,626.8063749999999,759
0.0005253858398646116,4.7584075927734375,5386,0.05,292224,54,24.0,0.02,626.435,760
0.002253298880532384,1.109484314918518,5394,0.05,292608,54,24.0,0.02,629.455625,761
1.363668889098335e-05,183.32894897460938,5401,0.05,292992,54,24.0,0.02,572.876875,762
0.00033314505708403885,7.504238128662109,5408,0.05,293376,54,24.0,0.02,623.864375,763
0.0004964979598298669,5.035267353057861,5415,0.05,293760,54,24.0,0.02,627.02125,764
0.0007660092087462544,3.2636680603027344,5422,0.05,294144,54,24.0,0.02,628.5215000000001,765
0.0008292751736007631,3.0146806240081787,5429,0.05,294528,54,24.0,0.02,628.255625,766
0.00013321857841219753,18.766151428222656,5436,0.05,294912,54,24.0,0.02,621.7655,767
0.00019140941731166095,13.06100845336914,5443,0.05,295296,54,24.0,0.02,626.306,768
0.00017113918147515506,14.607993125915527,5451,0.05,295680,54,24.0,0.02,625.38125,769
1.2092381439288147e-05,206.74172973632812,5458,0.05,296064,54,24.0,0.02,572.372625,770
0.00016202201368287206,15.430002212524414,5465,0.05,296448,54,24.0,0.02,623.180625,771
0.0005340704810805619,4.6810302734375,5472,0.05,296832,54,24.0,0.02,627.11375,772
0.0007568534929305315,3.3031489849090576,5480,0.05,297216,54,24.0,0.02,628.3556249999999,773
0.000199592046556063,12.525548934936523,5487,0.05,297600,54,24.0,0.02,626.3578749999999,774
7.5389002631709445e-06,331.61334228515625,5494,0.05,297984,54,24.0,0.02,542.76875,775
0.0001949770376086235,12.822022438049316,5501,0.05,298368,54,24.0,0.02,623.4378750000001,776
0.0010132890893146396,2.467212677001953,5509,0.05,298752,54,24.0,0.02,629.2675,777
0.0002146919578080997,11.644590377807617,5516,0.05,299136,54,24.0,0.02,626.404375,778
0.00018361771071795374,13.615243911743164,5523,0.05,299520,54,24.0,0.02,624.254375,779
0.0005366940167732537,4.658147811889648,5530,0.05,299904,54,24.0,0.02,627.011,780
0.0006912790122441947,3.6164844036102295,5538,0.05,300288,54,24.0,0.02,629.0375,781
0.0006836897227913141,3.6566293239593506,5545,0.05,300672,54,24.0,0.02,628.5445625,782
0.0007545982371084392,3.313021183013916,5552,0.05,301056,54,24.0,0.02,628.57625,783
0.00043270725291222334,5.777578353881836,5559,0.05,301440,54,24.0,0.02,627.926875,784
0.0001945177064044401,12.852299690246582,5566,0.05,301824,54,24.0,0.02,625.08125,785
0.0005092371720820665,4.909303665161133,5573,0.05,302208,54,24.0,0.02,627.8145,786
0.0005578466225415468,4.481518268585205,5580,0.05,302592,54,24.0,0.02,628.961875,787
0.00019415105634834617,12.876571655273438,5587,0.05,302976,54,24.0,0.02,625.0340624999999,788
0.00020987069001421332,11.912096977233887,5595,0.05,303360,54,24.0,0.02,624.0706250000001,789
0.0005440356908366084,4.595286846160889,5602,0.05,303744,54,24.0,0.02,627.7274375,790
5.693999628419988e-05,43.90586853027344,5609,0.05,304128,54,24.0,0.02,614.734875,791
0.0001450573472538963,17.234561920166016,5617,0.05,304512,54,24.0,0.02,625.267375,792
0.0017929307650774717,1.3943649530410767,5624,0.05,304896,54,24.0,0.02,629.5506250000001,793
0.0006798496469855309,3.6772830486297607,5631,0.05,305280,54,24.0,0.02,628.34125,794
0.00010926334653049707,22.8804988861084,5638,0.05,305664,54,24.0,0.02,622.07725,795
0.00020095118088647723,12.440832138061523,5645,0.05,306048,54,24.0,0.02,624.809375,796
0.0002458657545503229,10.168150901794434,5652,0.05,306432,54,24.0,0.02,625.13,797
0.0009623455116525292,2.5978193283081055,5659,0.05,306816,54,24.0,0.02,629.0149999999999,798
0.0009199373889714479,2.717576026916504,5667,0.05,307200,54,24.0,0.02,628.51125,799
0.0031721526756882668,0.788108229637146,5674,0.05,307584,54,24.0,0.02,629.409375,800
0.000342305691447109,7.303413391113281,5681,0.05,307968,54,24.0,0.02,627.151875,801
0.0005140376160852611,4.863457202911377,5688,0.05,308352,54,24.0,0.02,627.6030000000001,802
0.00019053609867114574,13.120872497558594,5695,0.05,308736,54,24.0,0.02,626.5103750000001,803
0.0006762848934158683,3.696666717529297,5702,0.05,309120,54,24.0,0.02,627.925,804
0.00040575230377726257,6.161394119262695,5710,0.05,309504,54,24.0,0.02,627.7058125000001,805
0.0008173964451998472,3.0584909915924072,5717,0.05,309888,54,24.0,0.02,628.828125,806
0.00011960059055127203,20.90290641784668,5724,0.05,310272,54,24.0,0.02,624.2576875,807
0.0001656896056374535,15.088454246520996,5731,0.05,310656,54,24.0,0.02,625.3734375,808
0.00017643040337134153,14.169894218444824,5738,0.05,311040,54,24.0,0.02,622.9369374999999,809
0.0009440642897970974,2.6481244564056396,5745,0.05,311424,54,24.0,0.02,628.75225,810
0.0004486281832214445,5.572543621063232,5752,0.05,311808,54,24.0,0.02,627.69675,811
0.00010296750406268984,24.279502868652344,5760,0.05,312192,54,24.0,0.02,617.312875,812
0.0011220502201467752,2.2280640602111816,5767,0.05,312576,54,24.0,0.02,629.3306249999999,813
0.0020496451761573553,1.219723105430603,5774,0.05,312960,54,24.0,0.02,629.6993749999999,814
0.0014923124108463526,1.6752523183822632,5781,0.05,313344,54,24.0,0.02,629.5250000000001,815
0.0002073999057756737,12.054007530212402,5788,0.05,313728,54,24.0,0.02,625.91575,816
0.00019754437380470335,12.655384063720703,5796,0.05,314112,54,24.0,0.02,625.578625,817
5.112504368298687e-05,48.89971160888672,5803,0.05,314496,54,24.0,0.02,607.8435625,818
