time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/learning_rate,train/std,train/loss,train/entropy_loss
5050,132,56.86757000000001,53,24.0,270336,0.6358239650726318,0.017412521,-0.012712323358573484,544.609115409851,0.214208984375,1310,0.2,0.0003,0.9054248929023743,204.7312774658203,-14.487441989779473
5088,133,64.75970000000001,53,24.0,272384,0.6501401662826538,0.018755212,-0.004866847324592527,573.1804676055908,0.198193359375,1320,0.2,0.0003,0.9038371443748474,326.6086730957031,-14.471261754631996
5126,134,73.24429,53,24.0,274432,0.6777857840061188,0.031214388,-0.008967443085566629,565.2554397583008,0.221875,1330,0.2,0.0003,0.9055544137954712,255.2202606201172,-14.46596401333809
5164,135,79.10729999999998,53,24.0,276480,0.7494715452194214,0.014893711,-0.010892783368763048,460.9731772661209,0.20830078125,1340,0.2,0.0003,0.9057384729385376,237.38734436035156,-14.478746148943902
5203,136,88.83243999999999,53,24.0,278528,0.7551063746213913,0.015790433,-0.012597113239462488,424.6423393011093,0.212255859375,1350,0.2,0.0003,0.9074456691741943,252.05062866210938,-14.485635250806808
5241,137,91.20379000000001,53,24.0,280576,0.7478602528572083,0.018074535,-0.011435813538264483,490.33916971683504,0.187255859375,1360,0.2,0.0003,0.9058160185813904,208.39215087890625,-14.492332476377488
5279,138,97.71180000000004,53,24.0,282624,0.7722240835428238,0.016607508,-0.005873440419964027,457.79115571975706,0.17978515625,1370,0.2,0.0003,0.906943678855896,141.93917846679688,-14.481771913170814
5317,139,105.29424999999999,53,24.0,284672,0.7907982766628265,0.02165693,-0.011358470967024914,470.3999563694,0.2384765625,1380,0.2,0.0003,0.9067878723144531,180.75820922851562,-14.491147902607917
5356,140,109.71426,53,24.0,286720,0.8036431074142456,0.01619866,-0.0018971253441122827,490.021474647522,0.221240234375,1390,0.2,0.0003,0.902906596660614,181.5345001220703,-14.45922791659832
5396,141,115.56902999999998,53,24.0,288768,0.8109638094902039,0.015618404,-0.0018511809495976195,498.8672227859497,0.1560546875,1400,0.2,0.0003,0.9036216139793396,196.93898010253906,-14.436658003926278
5436,142,115.33295,53,24.0,290816,0.8323709517717361,0.020599999,-0.006373135242029093,491.7620935916901,0.193896484375,1410,0.2,0.0003,0.9009900689125061,167.20591735839844,-14.423501461744308
5475,143,118.94840999999997,53,24.0,292864,0.8483103662729263,0.015491366,-0.003951729739492293,451.8975166797638,0.17880859375,1420,0.2,0.0003,0.9017656445503235,134.68515014648438,-14.413671365380287
5515,144,124.09076999999999,53,24.0,294912,0.8549987971782684,0.022650551,-0.007986000487289858,440.65831718444826,0.18623046875,1430,0.2,0.0003,0.8993844389915466,190.65957641601562,-14.400004011392593
5553,145,128.78135999999998,53,24.0,296960,0.8673621118068695,0.04464689,-0.00820619464648189,441.54637768268583,0.20048828125,1440,0.2,0.0003,0.8975837826728821,172.44239807128906,-14.375470814108848
5593,146,132.45089000000002,53,24.0,299008,0.8698076456785202,0.02069923,-0.010085232602432371,432.04047446250917,0.1974609375,1450,0.2,0.0003,0.8954420685768127,239.3935089111328,-14.348127168416976
5633,147,134.64402,53,24.0,301056,0.8844993710517883,0.028694592,-0.008683862094403593,431.12831153869627,0.193896484375,1460,0.2,0.0003,0.8974133133888245,133.64149475097656,-14.345201009511948
5672,148,139.69405,53,24.0,303104,0.893585704267025,0.015137455,-0.005440085982263554,393.2344838619232,0.1701171875,1470,0.2,0.0003,0.8981853127479553,141.54293823242188,-14.364305013418198
5712,149,143.86228,53,24.0,305152,0.8856619819998741,0.011423433,-0.00481047424764256,444.13327369689944,0.170068359375,1480,0.2,0.0003,0.8977918028831482,156.6608428955078,-14.367593055963516
5752,150,147.57814,53,24.0,307200,0.8956834301352501,0.014538765,-0.009785813801863696,420.49768221378326,0.187890625,1490,0.2,0.0003,0.8991568088531494,253.74420166015625,-14.373722124099732
5791,151,149.70024,53,24.0,309248,0.910087950527668,0.021730175,-0.008724797722243239,395.24090161323545,0.181005859375,1500,0.2,0.0003,0.8989238142967224,198.42442321777344,-14.375141644477845
5830,152,150.40475999999998,53,24.0,311296,0.9151918068528175,0.030959908,-0.00222337238228647,364.86501970291135,0.14970703125,1510,0.2,0.0003,0.9020500779151917,220.85256958007812,-14.396633267402649
5869,153,153.11859999999996,53,24.0,313344,0.9158708155155182,0.016991612,-0.007392731746949721,355.32814660072324,0.190576171875,1520,0.2,0.0003,0.9015612006187439,193.56097412109375,-14.412005481123924
5909,154,157.03984999999997,53,24.0,315392,0.9276862069964409,0.016850747,-0.009680397373449523,324.0840350151062,0.193994140625,1530,0.2,0.0003,0.9013538360595703,197.0647735595703,-14.407804197072982
5949,155,162.72483,53,24.0,317440,0.9321159645915031,0.054776736,-0.0017088966800656636,317.2829595088959,0.215087890625,1540,0.2,0.0003,0.8992515802383423,88.43347930908203,-14.392766746878625
5991,156,168.12014999999997,53,24.0,319488,0.9306723698973656,0.01563318,-0.01099314581224462,332.1075826883316,0.16865234375,1550,0.2,0.0003,0.8990488648414612,158.5895233154297,-14.381445065140724
6030,157,173.16626999999997,53,24.0,321536,0.9391341023147106,0.014003754,-0.005401198683830444,324.3471423625946,0.14423828125,1560,0.2,0.0003,0.8999179601669312,172.23959350585938,-14.38364181816578
6069,158,175.04808,53,24.0,323584,0.9366874918341637,0.019142585,-0.0066618875236599704,343.19854040145873,0.178955078125,1570,0.2,0.0003,0.9015340209007263,203.10476684570312,-14.397930616140366
6107,159,178.70324999999994,53,24.0,325632,0.9377745576202869,0.017086629,-0.0026449785473232623,337.6606144666672,0.138037109375,1580,0.2,0.0003,0.9015945792198181,177.47134399414062,-14.404612299799918
6145,160,183.87537,53,24.0,327680,0.9464238844811916,0.01542129,-0.007067491979978513,314.0722707986832,0.156201171875,1590,0.2,0.0003,0.9032115340232849,101.95631408691406,-14.418192490935326
6184,161,185.64565000000002,53,24.0,329728,0.9442856274545193,0.028904485,-0.006984710147662554,310.50510864257814,0.163525390625,1600,0.2,0.0003,0.9024089574813843,104.13703918457031,-14.421102181077003
6223,162,190.94037,53,24.0,331776,0.9547795280814171,0.04309558,-0.0035090844408841803,268.6291390657425,0.17431640625,1610,0.2,0.0003,0.9004762172698975,155.71829223632812,-14.403188389539718
6262,163,193.4926499999999,53,24.0,333824,0.9558623284101486,0.025935203,-0.0071237595941056496,276.22596361637113,0.141650390625,1620,0.2,0.0003,0.8987613916397095,49.115055084228516,-14.37942134141922
6299,164,200.67097,53,24.0,335872,0.9554674476385117,0.028930575,-0.004942033647239441,279.84269881248474,0.130517578125,1630,0.2,0.0003,0.901314914226532,106.05892944335938,-14.384443402290344
6338,165,207.40657000000002,53,24.0,337920,0.9575306624174118,0.0130932955,-0.005782623167760903,278.97934725284574,0.144482421875,1640,0.2,0.0003,0.9012353420257568,80.1233901977539,-14.396453446149826
6376,166,209.62673999999998,53,24.0,339968,0.9605271518230438,0.017897787,-0.0034832629564334637,273.7860308647156,0.175244140625,1650,0.2,0.0003,0.9017788171768188,49.461551666259766,-14.401533296704292
6414,167,213.50766,53,24.0,342016,0.960648912936449,0.059532307,-0.006315914912556763,261.44525797367095,0.187060546875,1660,0.2,0.0003,0.9025185108184814,94.12216186523438,-14.40490061044693
6453,168,219.68797000000004,53,24.0,344064,0.9641021601855755,0.020167042,-0.012686463198042475,259.853151845932,0.204443359375,1670,0.2,0.0003,0.9016473293304443,96.67028045654297,-14.404884135723114
6490,169,224.24824999999998,53,24.0,346112,0.9676180072128773,0.030151732,-0.010490450231009163,250.14153232574463,0.156494140625,1680,0.2,0.0003,0.8997538089752197,171.19801330566406,-14.38745829463005
6529,170,228.20343999999997,53,24.0,348160,0.9684743843972683,0.016858345,-0.0068616545395343564,249.83616468906402,0.1373046875,1690,0.2,0.0003,0.895912230014801,126.81055450439453,-14.352153712511063
6567,171,233.21289000000002,53,24.0,350208,0.9676244109869003,0.023305058,-0.008733256153936964,242.5685156583786,0.171923828125,1700,0.2,0.0003,0.8933948874473572,167.87547302246094,-14.311397263407708
6605,172,237.30936999999997,53,24.0,352256,0.9710145853459835,0.04028578,-0.010964417525974568,231.30599269866943,0.208056640625,1710,0.2,0.0003,0.8915098309516907,71.57418060302734,-14.285539662837982
6643,173,237.49881000000002,53,24.0,354304,0.9694544728845358,0.06690504,-0.006463360102497972,240.91767024993896,0.1728515625,1720,0.2,0.0003,0.8912530541419983,122.9432601928711,-14.275789481401443
6681,174,243.49306000000004,53,24.0,356352,0.9743024054914713,0.050440177,-0.0046549605220207015,207.26136338710785,0.183056640625,1730,0.2,0.0003,0.8902534246444702,143.5570068359375,-14.269201582670211
6719,175,250.26578,53,24.0,358400,0.9748201407492161,0.0142066395,-0.01310167222400196,211.96138715744019,0.176904296875,1740,0.2,0.0003,0.8914556503295898,94.29659271240234,-14.267148715257644
6758,176,253.20759,53,24.0,360448,0.9718558471649885,0.03572213,-0.006396000085806009,225.01519105434417,0.135986328125,1750,0.2,0.0003,0.8933330774307251,85.05110931396484,-14.283999061584472
6795,177,259.87615,53,24.0,362496,0.9734533354640007,0.057363424,-0.007354704829776892,223.01057538986205,0.210302734375,1760,0.2,0.0003,0.8943433165550232,92.2850341796875,-14.302839028835297
6834,178,258.44795999999997,53,24.0,364544,0.9748837687075138,0.015223423,-0.005999960828921758,218.88874962329865,0.143994140625,1770,0.2,0.0003,0.8946371078491211,121.43680572509766,-14.304719525575639
6872,179,264.4991299999999,53,24.0,366592,0.9771345015615225,0.034712687,-0.007451236566703301,190.1237401008606,0.1677734375,1780,0.2,0.0003,0.8952116370201111,120.3631820678711,-14.311085268855095
6909,180,269.55721,53,24.0,368640,0.9765749219805002,0.02764048,-0.00887906308998936,204.21980519294738,0.182666015625,1790,0.2,0.0003,0.8957602977752686,106.88236999511719,-14.316297787427903
6948,181,273.43694,53,24.0,370688,0.9775077439844608,0.07137215,-0.006150728495413205,202.59537481069566,0.12353515625,1800,0.2,0.0003,0.8929269313812256,208.36021423339844,-14.304136911034584
6986,182,276.15137000000004,53,24.0,372736,0.9779345542192459,0.04441914,-0.007310969959507929,191.20333015918732,0.182080078125,1810,0.2,0.0003,0.8906627297401428,135.6514129638672,-14.271082857251168
7024,183,282.69473,53,24.0,374784,0.9770114775747061,0.027312718,-0.012112860263732728,198.3827452659607,0.155322265625,1820,0.2,0.0003,0.8910433053970337,104.62987518310547,-14.260350233316421
7062,184,283.48287000000005,53,24.0,376832,0.9788275863975286,0.01399596,-0.005533749275491573,192.66641578674316,0.1673828125,1830,0.2,0.0003,0.8927773833274841,59.9442253112793,-14.269972857832908
7102,185,288.74701,53,24.0,378880,0.9794549811631441,0.015961304,-0.003272967363591306,181.80312403440476,0.149462890625,1840,0.2,0.0003,0.8932796716690063,79.07779693603516,-14.285116988420487
7141,186,291.38439999999997,53,24.0,380928,0.9782869145274162,0.018448196,-0.009002838547166903,194.01097700595855,0.14677734375,1850,0.2,0.0003,0.8942403793334961,121.8316879272461,-14.296259331703187
7180,187,294.81352,53,24.0,382976,0.9807349387556314,0.032230005,-0.01116474936134182,176.2296540737152,0.169384765625,1860,0.2,0.0003,0.8944069147109985,68.85026550292969,-14.296507340669631
7220,188,300.6626800000001,53,24.0,385024,0.9825667776167393,0.04796099,-0.0026368212966190185,166.30672955513,0.200537109375,1870,0.2,0.0003,0.8934109210968018,107.24132537841797,-14.294472661614417
7259,189,305.97166,53,24.0,387072,0.9818663094192743,0.017727342,-0.010201076109660789,170.93807163238526,0.15693359375,1880,0.2,0.0003,0.8905652761459351,42.93901062011719,-14.26731960773468
7299,190,307.89468999999997,53,24.0,389120,0.9818325843662024,0.018655293,-0.011099095171084627,173.6233569264412,0.160302734375,1890,0.2,0.0003,0.8892698287963867,42.116981506347656,-14.246693667769431
7338,191,316.72358999999994,53,24.0,391168,0.9836125057190657,0.010229975,-0.008138313257222762,160.16472333669662,0.14384765625,1900,0.2,0.0003,0.8882278800010681,55.82439041137695,-14.230829083919526
7384,192,316.10352,53,24.0,393216,0.9810891635715961,0.03637114,-0.010572857051738539,179.08605127334596,0.146240234375,1910,0.2,0.0003,0.8860673904418945,83.278076171875,-14.209402975440025
7429,193,321.00447,53,24.0,395264,0.9833126254379749,0.014352635,-0.008706301495840308,163.23246006965638,0.164404296875,1920,0.2,0.0003,0.8861818909645081,86.24767303466797,-14.197946447134019
7470,194,326.58886,53,24.0,397312,0.9838971495628357,0.042565346,-0.00860041942942189,157.52991577386857,0.1634765625,1930,0.2,0.0003,0.8848364353179932,52.938167572021484,-14.188933485746384
7508,195,332.12780999999995,53,24.0,399360,0.985735266469419,0.060920417,0.004111561203171732,150.3093803524971,0.22080078125,1940,0.2,0.0003,0.8837351202964783,85.84071350097656,-14.167000031471252
7548,196,338.8011999999999,53,24.0,401408,0.9855414489284158,0.016383134,-0.01413943786319578,153.6985063791275,0.165966796875,1950,0.2,0.0003,0.8812363147735596,68.6810302734375,-14.143174386024475
7586,197,345.72895000000005,53,24.0,403456,0.9841629825532436,0.09736617,0.0008330866316100582,171.39196639060975,0.172705078125,1960,0.2,0.0003,0.8773756623268127,72.8084487915039,-14.101472145318985
7625,198,348.72318,53,24.0,405504,0.9848761549219489,0.021283403,-0.014840996901330072,174.84317016601562,0.196142578125,1970,0.2,0.0003,0.8770347833633423,94.37125396728516,-14.077928972244262
7663,199,356.85482,53,24.0,407552,0.9824970737099648,0.068127416,-0.00912981282453984,180.44432048797609,0.1814453125,1980,0.2,0.0003,0.8777480721473694,86.88063049316406,-14.08029608130455
7702,200,359.99189,53,24.0,409600,0.9858311796560884,0.066902325,-0.009606603877909948,166.7036355137825,0.230419921875,1990,0.2,0.0003,0.8764450550079346,82.99935913085938,-14.075013798475265
7740,201,366.31731,53,24.0,411648,0.9861853858456016,0.58948183,-0.003278475873230491,162.93222469091415,0.258740234375,2000,0.2,0.0003,0.8741575479507446,66.54094696044922,-14.054453867673875
7779,202,366.33628000000004,53,24.0,413696,0.9821986295282841,0.01913333,0.007182917490717955,172.01035608053206,0.212158203125,2010,0.2,0.0003,0.8738355040550232,73.31608581542969,-14.039824485778809
7817,203,368.62439000000006,53,24.0,415744,0.9849910391494632,0.02457248,-0.0016422142893134152,169.40601029396058,0.20390625,2020,0.2,0.0003,0.8731820583343506,79.99701690673828,-14.034516507387162
7856,204,374.5986500000001,53,24.0,417792,0.9881515027955174,0.02264525,-0.006712254224112257,141.33611923456192,0.19296875,2030,0.2,0.0003,0.8676883578300476,70.42700958251953,-13.992055171728135
7893,205,377.52245000000005,53,24.0,419840,0.988859442062676,0.034247994,-0.001803373865550384,135.09270082712175,0.223974609375,2040,0.2,0.0003,0.8671224117279053,52.939266204833984,-13.951404252648354
7931,206,379.16405,53,24.0,421888,0.9891803897917271,0.02868767,-0.007040553539991379,129.6564442753792,0.1970703125,2050,0.2,0.0003,0.8672430515289307,43.5166130065918,-13.945206809043885
7970,207,382.33013999999986,53,24.0,423936,0.9882441498339176,0.020588739,-0.0088093424870749,145.72466623783112,0.17255859375,2060,0.2,0.0003,0.8649465441703796,50.57732391357422,-13.929460275173188
8008,208,383.73612,53,24.0,425984,0.9904604442417622,0.027112896,-0.00030503576272167265,116.88819596767425,0.20732421875,2070,0.2,0.0003,0.864858090877533,43.42866134643555,-13.915371787548064
8046,209,389.6369,53,24.0,428032,0.990971858613193,0.07134637,-0.002535405906382948,122.02042199373246,0.239453125,2080,0.2,0.0003,0.8647966980934143,81.84707641601562,-13.913904052972793
8084,210,391.92983999999996,53,24.0,430080,0.9911411013454199,0.039075483,0.0052703380111779555,112.07721294164658,0.188525390625,2090,0.2,0.0003,0.8641310334205627,57.604156494140625,-13.909201487898827
8123,211,397.43405000000007,53,24.0,432128,0.9911212809383869,0.025574487,-0.008102969946048689,118.59661711454392,0.2220703125,2100,0.2,0.0003,0.8623778820037842,41.19649887084961,-13.892299875617027
8161,212,399.30586999999997,53,24.0,434176,0.9915675884112716,0.07888571,0.00738455003593117,115.95592663288116,0.223681640625,2110,0.2,0.0003,0.8608110547065735,75.3612060546875,-13.866493740677834
8200,213,401.33849000000004,53,24.0,436224,0.9914671648293734,0.013919655,-0.007425401567888912,114.12757359743118,0.17802734375,2120,0.2,0.0003,0.8612034320831299,71.32157135009766,-13.858875721693039
8238,214,402.27122,53,24.0,438272,0.9910836769267917,0.05696043,-0.008703592251549708,114.5712716937065,0.185791015625,2130,0.2,0.0003,0.8594882488250732,45.30367660522461,-13.852983263134956
8276,215,408.17759000000007,53,24.0,440320,0.9901260770857334,0.050782382,-0.005525600124383345,118.45605862140656,0.20859375,2140,0.2,0.0003,0.8555808663368225,51.8505973815918,-13.812716215848923
8314,216,413.92700999999994,53,24.0,442368,0.9914700444787741,0.10012652,-0.005085078373667784,115.16048545837403,0.20849609375,2150,0.2,0.0003,0.8540000915527344,35.70295333862305,-13.779036438465118
8352,217,416.41244999999986,53,24.0,444416,0.9914404740557075,0.03492271,-0.012396545922092628,121.08558764457703,0.19462890625,2160,0.2,0.0003,0.8520247936248779,55.352638244628906,-13.758662989735603
8390,218,419.63926999999995,53,24.0,446464,0.9911261331290007,0.015767628,-0.00558115910316701,114.81185688972474,0.184619140625,2170,0.2,0.0003,0.8528810143470764,54.76355743408203,-13.753422600030898
8428,219,422.28515999999996,53,24.0,448512,0.9915540721267462,0.055488855,-0.01161589663970517,109.15065475702286,0.22578125,2180,0.2,0.0003,0.8524090051651001,37.82755661010742,-13.755068120360374
8466,220,425.72679000000005,53,24.0,450560,0.9921094011515379,0.07028263,-0.004596735043742228,109.55362403392792,0.229296875,2190,0.2,0.0003,0.8498733043670654,59.7679557800293,-13.735245022177697
8507,221,430.42082000000005,53,24.0,452608,0.9918235065415502,0.040346757,-0.006925186826993013,114.63716114759445,0.232568359375,2200,0.2,0.0003,0.8501842617988586,65.200439453125,-13.727607315778732
8545,222,432.57385999999997,53,24.0,454656,0.9924778360873461,0.014004573,-0.0067016142784268595,108.06685844659805,0.163623046875,2210,0.2,0.0003,0.8488854765892029,30.866275787353516,-13.72083458006382
8583,223,431.82199,53,24.0,456704,0.9920439906418324,0.021925924,-0.010837699723197147,113.04745628833771,0.185498046875,2220,0.2,0.0003,0.8493570685386658,68.75936889648438,-13.715164259076118
8622,224,451.00561999999996,53,24.0,458752,0.992778732907027,0.3018072,-0.008246787195093929,108.5044352889061,0.2134765625,2230,0.2,0.0003,0.8508034348487854,45.873046875,-13.726440048217773
8660,225,446.57075,53,24.0,460800,0.9907542429864407,0.35044074,-0.00037751596537418666,128.95400068759918,0.232373046875,2240,0.2,0.0003,0.847856342792511,50.02875518798828,-13.708821135759354
8699,226,446.87458000000015,53,24.0,462848,0.9929187884554267,0.025870614,-0.00884698399604531,102.17798812389374,0.17509765625,2250,0.2,0.0003,0.8466241359710693,41.35586166381836,-13.67703914642334
8737,227,452.22044,53,24.0,464896,0.9921082202345133,0.049614094,-0.010352892357332166,119.6907013297081,0.203515625,2260,0.2,0.0003,0.845789909362793,65.85568237304688,-13.664752969145775
8775,228,453.99548000000004,53,24.0,466944,0.9926693835295737,0.013329751,-0.008326615798432612,112.53237862586975,0.155078125,2270,0.2,0.0003,0.8417308330535889,47.0936279296875,-13.632583796977997
8813,229,456.27826,53,24.0,468992,0.9921100959181786,0.050033428,-0.01173459819110576,127.19906235933304,0.195654296875,2280,0.2,0.0003,0.8416181206703186,51.496543884277344,-13.604844915866853
8852,230,461.1093400000001,53,24.0,471040,0.9925749250687659,0.05324588,-0.010159154333814513,119.42407503128052,0.22197265625,2290,0.2,0.0003,0.8383676409721375,64.1636734008789,-13.58879154920578
8890,231,466.69109,53,24.0,473088,0.991849971935153,0.1338492,0.0067216979834483935,127.05438234806061,0.201123046875,2300,0.2,0.0003,0.838345468044281,75.38762664794922,-13.57036221921444
8929,232,466.7641899999999,53,24.0,475136,0.993395232129842,0.01945363,-1.0811357060447336e-05,113.43675984144211,0.233154296875,2310,0.2,0.0003,0.8379450440406799,42.71933364868164,-13.568545714020729
8968,233,482.4629399999999,53,24.0,477184,0.9937771181575954,0.6246025,0.00445415357244201,105.74553354978562,0.238232421875,2320,0.2,0.0003,0.8369869589805603,65.1180419921875,-13.556551069021225
9007,234,488.8179899999999,53,24.0,479232,0.9897208428010345,0.053524986,7.979254005476832e-05,145.9142984509468,0.185107421875,2330,0.2,0.0003,0.8384597897529602,59.11768341064453,-13.562086614966393
9046,235,492.50951000000003,53,24.0,481280,0.991453374736011,0.07000649,-0.007835822922061197,152.51932938098906,0.20849609375,2340,0.2,0.0003,0.8373339176177979,64.06529235839844,-13.563563603162766
9085,236,495.1367499999999,53,24.0,483328,0.9922693180851638,0.042469457,-0.005763073619164061,141.06765826940537,0.20244140625,2350,0.2,0.0003,0.8353204131126404,60.002845764160156,-13.54202401638031
9124,237,497.84969000000007,53,24.0,485376,0.9926675199531019,0.039504934,-0.005659501277114032,133.6979279756546,0.205419921875,2360,0.2,0.0003,0.8325074911117554,62.99690246582031,-13.507794988155364
9163,238,502.75401,53,24.0,487424,0.9929060162976384,0.1100213,-0.0015474207379156724,129.37092000246048,0.2189453125,2370,0.2,0.0003,0.835181474685669,41.9290771484375,-13.515472030639648
9201,239,506.3241500000001,53,24.0,489472,0.9930290831252933,0.04783152,-0.0005208373491768725,129.02801637649537,0.228662109375,2380,0.2,0.0003,0.835034966468811,54.5710334777832,-13.526832181215287
9240,240,509.3216800000001,53,24.0,491520,0.992462242487818,0.36283705,-0.0004356454584922176,132.53992068767548,0.25478515625,2390,0.2,0.0003,0.8375452160835266,73.89673614501953,-13.540962392091751
9280,241,512.4008899999999,53,24.0,493568,0.9922115211375058,0.09666651,-0.0015395972048281692,138.34110553264617,0.2064453125,2400,0.2,0.0003,0.8355033993721008,76.83006286621094,-13.54234312772751
9319,242,517.01328,53,24.0,495616,0.9929655846208334,0.023276713,-0.010357450944138692,131.28377103805542,0.20234375,2410,0.2,0.0003,0.8320108652114868,57.96803283691406,-13.501514104008674
9357,243,519.61365,53,24.0,497664,0.9927210970781744,0.027538178,-0.004867150251811836,124.39131333827973,0.225244140625,2420,0.2,0.0003,0.8284243941307068,56.652278900146484,-13.456835731863976
9396,244,522.2037500000001,53,24.0,499712,0.9932224377989769,0.20306507,-0.0060217916587134825,129.9264501094818,0.212890625,2430,0.2,0.0003,0.8277615904808044,87.63487243652344,-13.428410172462463
9434,245,527.1583800000001,53,24.0,501760,0.9930208972655237,0.050209958,-0.01176714149187319,137.56288051605225,0.20888671875,2440,0.2,0.0003,0.8265793323516846,43.53753662109375,-13.414717322587967
9473,246,530.3298500000001,53,24.0,503808,0.9934835494495928,0.045749582,0.0003338689319207333,130.70846794843675,0.1833984375,2450,0.2,0.0003,0.8260349631309509,64.92684173583984,-13.40765443444252
9512,247,533.37058,53,24.0,505856,0.9927955227904022,0.02464144,-0.008088723738183035,136.35375051498414,0.183984375,2460,0.2,0.0003,0.8260663747787476,50.10445022583008,-13.401191613078117
9551,248,537.19105,53,24.0,507904,0.9931307276710868,0.03385584,-0.010521564971713814,137.40703533887864,0.18896484375,2470,0.2,0.0003,0.825569748878479,64.87008666992188,-13.401277413964271
9590,249,536.8575,53,24.0,509952,0.9927209033630788,0.041554578,-0.007294942965381778,139.52978777885437,0.206982421875,2480,0.2,0.0003,0.8229541778564453,64.81501770019531,-13.377866476774216
9630,250,541.6224000000001,53,24.0,512000,0.9939706502482295,0.040817402,-0.0051446785888401795,117.57608232498168,0.202294921875,2490,0.2,0.0003,0.8218244910240173,52.51991271972656,-13.35095736682415
9668,251,543.32949,53,24.0,514048,0.9936011340469122,0.09638998,-0.0038216463799471967,130.8805619955063,0.1947265625,2500,0.2,0.0003,0.8198791742324829,65.0052261352539,-13.32555034160614
9707,252,544.56453,53,24.0,516096,0.993169731926173,0.06145431,-0.003469620177929755,136.7763614654541,0.163623046875,2510,0.2,0.0003,0.8170229196548462,89.60381317138672,-13.295854100584984
9746,253,550.73713,53,24.0,518144,0.9935527117922902,0.055630974,0.029592891511856578,129.7038735151291,0.31279296875,2520,0.2,0.0003,0.8151595592498779,59.88577651977539,-13.26561048924923
9784,254,538.54916,53,24.0,520192,0.9940185928717256,0.86567307,0.009464077190204988,129.04060673713684,0.21416015625,2530,0.2,0.0003,0.8146575689315796,69.28314208984375,-13.25199913084507
9823,255,553.72317,53,24.0,522240,0.9933923897333443,0.7749575,-0.006622196383250412,122.20993082523346,0.2171875,2540,0.2,0.0003,0.812303364276886,44.26031494140625,-13.232175731658936
9863,256,558.21419,53,24.0,524288,0.9928547763265669,0.08770551,0.002915591718920041,126.60762939453124,0.17314453125,2550,0.2,0.0003,0.8126134872436523,56.060279846191406,-13.216405671834945
9902,257,560.69677,53,24.0,526336,0.9941000011749566,0.34669784,0.0027669711023918355,125.78250365257263,0.196435546875,2560,0.2,0.0003,0.8118492364883423,55.99013900756836,-13.21387371122837
9942,258,562.7361099999999,53,24.0,528384,0.993820552714169,0.023550075,-0.009609269503562246,133.22147693634034,0.2154296875,2570,0.2,0.0003,0.8134470582008362,73.93438720703125,-13.220157739520072
9982,259,566.7169499999999,53,24.0,530432,0.9942916496656835,0.020113807,-0.006718724871097948,123.35585768222809,0.170263671875,2580,0.2,0.0003,0.8121454119682312,63.18036651611328,-13.223367530107499
10021,260,569.6134900000001,53,24.0,532480,0.9940273999236524,0.040194117,-0.0051429101818939674,127.8149752497673,0.18017578125,2590,0.2,0.0003,0.815229058265686,58.787471771240234,-13.233650943636894
10061,261,573.83971,53,24.0,534528,0.9944550772197545,0.03321241,0.002014956900529796,121.791588139534,0.214013671875,2600,0.2,0.0003,0.813610315322876,65.37950897216797,-13.24451865851879
10099,262,578.6016999999999,53,24.0,536576,0.993998680729419,0.021428864,-0.0066363965132040905,134.1643124818802,0.177197265625,2610,0.2,0.0003,0.8115428686141968,77.67195129394531,-13.220808500051499
10138,263,582.2866100000001,53,24.0,538624,0.9938576929271221,0.07424328,-0.003902888273296412,132.96032032966613,0.173876953125,2620,0.2,0.0003,0.8105846643447876,36.933555603027344,-13.203478446602821
10176,264,573.01988,53,24.0,540672,0.9944055122323334,0.81819713,0.005653696435911115,130.22376701831817,0.25595703125,2630,0.2,0.0003,0.8088874816894531,75.50470733642578,-13.184560850262642
10216,265,573.18387,53,24.0,542720,0.9920553872361779,0.08999849,0.0043625036734738385,132.364097738266,0.1673828125,2640,0.2,0.0003,0.8074184060096741,56.95784378051758,-13.162003430724145
10255,266,585.2442699999999,53,24.0,544768,0.9945556055754423,0.73204315,-0.004517379650496878,120.81514871120453,0.202197265625,2650,0.2,0.0003,0.8072576522827148,53.56603240966797,-13.151009845733643
10294,267,590.24316,53,24.0,546816,0.9926972123794258,0.13897856,-0.002839021119507379,124.55493333339692,0.228515625,2660,0.2,0.0003,0.8061636090278625,46.76834487915039,-13.141221338510514
10333,268,594.38632,53,24.0,548864,0.9947694754227996,0.21361431,0.002362561001791619,112.67936919927597,0.213427734375,2670,0.2,0.0003,0.8042486310005188,43.460472106933594,-13.116146248579025
10371,269,583.7289400000001,53,24.0,550912,0.9946407349780202,1.0756208,0.005356471327104373,126.43795661926269,0.259130859375,2680,0.2,0.0003,0.8032465577125549,66.52241516113281,-13.096810734272003
10411,270,585.0070800000001,53,24.0,552960,0.9922203137539327,0.026269188,-0.0052808119042310865,112.76667782068253,0.211669921875,2690,0.2,0.0003,0.800856351852417,42.10694885253906,-13.070995664596557
10450,271,601.11722,53,24.0,555008,0.9949109014123678,0.5833174,-0.009414788025605959,104.48644211292267,0.25703125,2700,0.2,0.0003,0.7977885603904724,47.21999740600586,-13.031000152230263
