time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/learning_rate,train/clip_fraction,train/value_loss,train/std,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,train/clip_range,train/approx_kl,train/entropy_loss
6577,53,172,352256,202.14957,24,0.0003,0.288330078,148.6709716,0.877942979,0.980847079,0.011975786,1710,56.97340393,0.2,0.27983296,-14.12288764
6615,53,173,354304,204.55787,24,0.0003,0.182910156,136.6804069,0.877213299,0.983946526,-0.003636825,1720,59.1347847,0.2,0.24523713,-14.12180208
6653,53,174,356352,211.73699,24,0.0003,0.152246094,130.33193,0.876018941,0.984255604,-0.002303332,1730,68.7624588,0.2,0.014116088,-14.1085347
6691,53,175,358400,210.83755,24,0.0003,0.2046875,142.7543752,0.877398074,0.983054526,-0.008015616,1740,67.93172455,0.2,0.018177427,-14.10749098
6730,53,176,360448,214.69186,24,0.0003,0.194042969,140.5647211,0.876258314,0.983192336,-0.00687027,1750,58.82961273,0.2,0.05973143,-14.11058645
6770,53,177,362496,221.78403,24,0.0003,0.178125,129.910625,0.875039637,0.984613541,-0.005883025,1760,57.49931717,0.2,0.030390585,-14.09355263
6808,53,178,364544,224.42869,24,0.0003,0.228027344,138.5122782,0.875125706,0.983654328,0.011813481,1770,92.54772949,0.2,0.07488241,-14.08902624
6847,53,179,366592,229.15404,24,0.0003,0.250585938,128.757563,0.874114394,0.985213407,-0.000821771,1780,63.64697266,0.2,0.0916078,-14.0865391
6884,53,180,368640,231.27661,24,0.0003,0.211914063,140.6325244,0.874830961,0.982932068,-0.003002548,1790,63.63886642,0.2,0.20528695,-14.07929261
6922,53,181,370688,234.90887,24,0.0003,0.167333984,128.0633835,0.875413835,0.985937862,-0.002853143,1800,84.82111359,0.2,0.019295704,-14.09020664
6959,53,182,372736,236.74489,24,0.0003,0.188525391,117.6601776,0.873393595,0.986896132,0.013875801,1810,67.26539612,0.2,0.3823614,-14.07872036
6999,53,183,374784,240.88275,24,0.0003,0.173828125,120.8565611,0.8746773,0.986354402,-0.010067133,1820,59.68727875,0.2,0.02139857,-14.07524232
7037,53,184,376832,245.47479,24,0.0003,0.179541016,112.7611198,0.87613827,0.986893682,-0.0061635,1830,53.25196838,0.2,0.017977668,-14.09361341
7075,53,185,378880,249.82324,24,0.0003,0.226220703,97.78864895,0.875790656,0.98939009,-0.004509563,1840,41.13433838,0.2,0.045413584,-14.10554751
7114,53,186,380928,251.49307,24,0.0003,0.185302734,101.2339576,0.874029756,0.988888445,-0.004618681,1850,59.72458267,0.2,0.032235805,-14.08745076
7151,53,187,382976,257.40769,24,0.0003,0.233837891,100.6423142,0.874203742,0.989862395,-0.007504532,1860,42.01065826,0.2,0.022494253,-14.07675199
7190,53,188,385024,258.25971,24,0.0003,0.179003906,107.0755779,0.873612404,0.989578593,-0.003294441,1870,52.15406799,0.2,0.093159914,-14.07014557
7229,53,189,387072,259.89837,24,0.0003,0.214794922,102.141272,0.87561053,0.988600105,-0.00050791,1880,33.41838074,0.2,0.04045509,-14.0800243
7267,53,190,389120,267.48596,24,0.0003,0.197216797,101.8713909,0.874135554,0.989688328,-0.015705254,1890,40.8253746,0.2,0.026964935,-14.08509864
7306,53,191,391168,270.66137,24,0.0003,0.225537109,99.25354242,0.873949587,0.990368054,-0.008774047,1900,51.45462036,0.2,0.025927965,-14.06995751
7345,53,192,393216,275.2338,24,0.0003,0.253808594,102.8361003,0.873777211,0.99038014,-0.003336018,1910,49.86008835,0.2,0.06133799,-14.0673925
7383,53,193,395264,281.78308,24,0.0003,0.216601563,103.0410886,0.875533879,0.99018187,-0.008539363,1920,51.17269516,0.2,0.042996176,-14.07360885
7421,53,194,397312,283.26029,24,0.0003,0.192138672,108.8573323,0.874135196,0.989746882,-0.008059648,1930,42.99249649,0.2,0.030548993,-14.07145737
7461,53,195,399360,289.7635,24,0.0003,0.226025391,103.5297969,0.875864804,0.990021419,0.006161451,1940,57.2492485,0.2,0.2636865,-14.07297619
7499,53,196,401408,291.79109,24,0.0003,0.178808594,99.21715503,0.875760078,0.991125294,-0.013128983,1950,42.37328339,0.2,0.025334135,-14.08044142
7538,53,197,403456,295.06757,24,0.0003,0.191748047,97.76070092,0.872123539,0.991314267,-0.000996273,1960,50.30566788,0.2,0.02752591,-14.05438632
7576,53,198,405504,295.58422,24,0.0003,0.243554688,93.84194965,0.869714022,0.991447349,-0.008683148,1970,57.22189713,0.2,0.14455506,-14.01818684
7614,53,199,407552,298.89083,24,0.0003,0.204931641,95.08942971,0.868528903,0.990145244,-0.003375716,1980,40.76758575,0.2,0.052518018,-13.99958613
7652,53,200,409600,303.57177,24,0.0003,0.186767578,95.62238736,0.868650079,0.990988971,-0.0183347,1990,44.55141449,0.2,0.014650203,-13.98824865
7690,53,201,411648,309.28091,24,0.0003,0.209423828,100.609686,0.87057209,0.991132353,0.002070958,2000,50.36703873,0.2,0.11083641,-13.99962716
7728,53,202,413696,315.11485,24,0.0003,0.189794922,95.11629807,0.870253563,0.991867598,-0.005886242,2010,39.91723633,0.2,0.046844788,-14.01143217
7766,53,203,415744,317.96496,24,0.0003,0.180029297,97.09097146,0.86888063,0.991276079,-0.00871593,2020,56.69911957,0.2,0.026152639,-14.00032395
7804,53,204,417792,325.84787,24,0.0003,0.179443359,94.08182131,0.871342838,0.991426499,-0.009303142,2030,40.29624557,0.2,0.037825424,-14.00201852
7844,53,205,419840,331.55048,24,0.0003,0.237158203,101.1039786,0.870644331,0.991344557,-0.008094703,2040,45.84368515,0.2,0.030755432,-14.01338536
7883,53,206,421888,338.83518,24,0.0003,0.218505859,115.4771311,0.867237687,0.990500775,-0.003780642,2050,48.28996658,0.2,0.25260147,-13.98257868
7921,53,207,423936,338.20078,24,0.0003,0.254638672,111.0435086,0.866442859,0.990413721,0.009563053,2060,33.43851471,0.2,0.110009395,-13.95174735
7959,53,208,425984,347.56664,24,0.0003,0.274707031,104.2458453,0.865770161,0.991187883,0.005022435,2070,50.55477905,0.2,0.14047903,-13.94403734
7998,53,209,428032,352.0597,24,0.0003,0.199121094,104.5381308,0.866946995,0.992234233,-0.004607444,2080,88.4069519,0.2,0.025157876,-13.94937634
8038,53,210,430080,355.97968,24,0.0003,0.195703125,112.4407135,0.867341995,0.991498754,-0.005738019,2090,56.658535,0.2,0.024199776,-13.96027423
8076,53,211,432128,360.91823,24,0.0003,0.191796875,114.7489656,0.868586361,0.991063373,-0.007157775,2100,55.817276,0.2,0.047652375,-13.97098545
8115,53,212,434176,361.32696,24,0.0003,0.238085938,108.4725333,0.867551863,0.992362346,0.006977846,2110,66.60694122,0.2,0.24226637,-13.97099309
8153,53,213,436224,366.20798,24,0.0003,0.211962891,100.9446869,0.868042529,0.991648925,-0.01065189,2120,59.75863647,0.2,0.01903591,-13.97176403
8191,53,214,438272,370.24413,24,0.0003,0.213574219,109.4728397,0.867394984,0.991543405,-0.008080325,2130,43.17559052,0.2,0.029383376,-13.96737948
8230,53,215,440320,370.14625,24,0.0003,0.216162109,113.2785317,0.865289629,0.99170205,-0.011911162,2140,41.06847,0.2,0.03402981,-13.9523371
8269,53,216,442368,370.35037,24,0.0003,0.246875,101.1664891,0.864762247,0.992056218,0.014498044,2150,52.01402283,0.2,0.077622145,-13.93146145
8309,53,217,444416,374.31844,24,0.0003,0.202783203,98.9521988,0.864909351,0.992273867,-0.008272839,2160,46.81171036,0.2,0.021082941,-13.9269641
8347,53,218,446464,379.14792,24,0.0003,0.233398438,101.2275075,0.863982022,0.992517427,-0.018387797,2170,40.4820137,0.2,0.021549724,-13.91993471
8385,53,219,448512,381.24821,24,0.0003,0.231542969,101.6681698,0.862967491,0.992477606,-0.005956574,2180,55.74000549,0.2,0.03780224,-13.90978711
8423,53,220,450560,384.66505,24,0.0003,0.195654297,96.79372694,0.86065346,0.992749147,-0.012485847,2190,62.03921509,0.2,0.017565906,-13.89049008
8461,53,221,452608,399.80091,24,0.0003,0.231787109,101.033353,0.858991861,0.992655716,-0.014628897,2200,41.67384338,0.2,0.41890192,-13.8646317
8499,53,222,454656,402.28181,24,0.0003,0.162011719,136.1203839,0.85912931,0.987605087,-0.001921788,2210,32.67544937,0.2,0.024613298,-13.85500847
8538,53,223,456704,406.86515,24,0.0003,0.218945313,133.2812912,0.857408464,0.990441135,-0.010783883,2220,66.08358765,0.2,0.026633218,-13.84398626
8577,53,224,458752,412.02222,24,0.0003,0.226953125,129.9332129,0.858304203,0.991408096,-0.007357144,2230,49.93325424,0.2,0.040549465,-13.83976023
8616,53,225,460800,414.2242,24,0.0003,0.374804688,139.8302423,0.860204697,0.990310922,0.032256901,2240,49.63935471,0.2,0.13190256,-13.85569817
8655,53,226,462848,417.11274,24,0.0003,0.184033203,139.9168753,0.858613968,0.99032232,-0.014299131,2250,74.25443268,0.2,0.36617315,-13.86025605
8693,53,227,464896,419.59818,24,0.0003,0.178466797,138.0423496,0.857041538,0.990435326,-0.002585669,2260,57.63558578,0.2,0.013879452,-13.83788764
8731,53,228,466944,421.45205,24,0.0003,0.229736328,135.1759666,0.854849398,0.99148967,0.001905891,2270,52.96613312,0.2,0.3165313,-13.81446976
8770,53,229,468992,425.31365,24,0.0003,0.204541016,129.5301942,0.854331195,0.991380456,0.003224147,2280,71.74241638,0.2,0.17379178,-13.79949486
8809,53,230,471040,428.91926,24,0.0003,0.223925781,123.852373,0.853378654,0.992099416,-0.001662748,2290,56.09580994,0.2,0.027527895,-13.79147542
8847,53,231,473088,429.58565,24,0.0003,0.23125,118.7215375,0.852494419,0.991930595,0.002070673,2300,66.73625946,0.2,0.23494312,-13.77860526
8886,53,232,475136,431.07191,24,0.0003,0.212695313,129.1150389,0.852336824,0.99151496,-0.009988887,2310,55.09904861,0.2,0.04298748,-13.77425202
8924,53,233,477184,437.111,24,0.0003,0.187988281,132.6803006,0.851100028,0.992110278,-0.006645421,2320,58.54794693,0.2,0.024509232,-13.76689985
8963,53,234,479232,442.51077,24,0.0003,0.213574219,129.6473388,0.849471807,0.991774296,-0.007979464,2330,61.65926361,0.2,0.03799823,-13.74698284
9001,53,235,481280,445.50539,24,0.0003,0.195019531,143.984138,0.849034131,0.990949804,-0.006720486,2340,67.21862793,0.2,0.039209317,-13.73268742
9040,53,236,483328,450.26478,24,0.0003,0.172949219,152.1642539,0.848090529,0.990156644,-0.006727662,2350,72.61121368,0.2,0.022935059,-13.72317828
9078,53,237,485376,452.98748,24,0.0003,0.190966797,149.5995876,0.846888542,0.990762716,-0.010364338,2360,68.51672363,0.2,0.026076091,-13.70944282
9116,53,238,487424,459.92688,24,0.0003,0.201025391,144.6373869,0.845287561,0.989860346,-0.003651861,2370,52.7599678,0.2,0.023654507,-13.68834458
9154,53,239,489472,461.79674,24,0.0003,0.188378906,156.5750907,0.845101416,0.989355948,-0.002796313,2380,71.57953644,0.2,0.024363324,-13.67620317
9193,53,240,491520,466.20761,24,0.0003,0.18046875,138.3184429,0.843580246,0.991186497,-0.004759815,2390,80.50005341,0.2,0.01811644,-13.6659316
9231,53,241,493568,468.76299,24,0.0003,0.163671875,164.9516104,0.841451585,0.988239528,-0.010468202,2400,84.15764618,0.2,0.03526671,-13.63927232
9270,53,242,495616,469.31162,24,0.0003,0.160693359,152.9189087,0.839395285,0.990886608,-0.006646913,2410,54.09477234,0.2,0.015774116,-13.61074905
9308,53,243,497664,471.17786,24,0.0003,0.139160156,142.1595409,0.83911252,0.991505601,-0.008274391,2420,81.87273407,0.2,0.0145365,-13.59525696
9346,53,244,499712,472.17135,24,0.0003,0.165332031,140.1147755,0.836522281,0.991523329,-0.002990049,2430,106.9271317,0.2,0.023280255,-13.57563309
9385,53,245,501760,477.22553,24,0.0003,0.171972656,141.1914993,0.834464252,0.990688313,-0.00296391,2440,60.21909332,0.2,0.023588322,-13.54621654
9423,53,246,503808,479.35407,24,0.0003,0.175244141,136.9089696,0.832714021,0.991956442,-0.007190595,2450,51.31774521,0.2,0.031626664,-13.52029997
9461,53,247,505856,482.15516,24,0.0003,0.161865234,141.0417562,0.832392752,0.991713204,-0.002625849,2460,90.57724762,0.2,0.01783533,-13.50437166
9500,53,248,507904,485.01029,24,0.0003,0.189453125,146.6075843,0.831469476,0.991586026,-0.00702448,2470,70.43221283,0.2,0.022263829,-13.49407281
9538,53,249,509952,493.79531,24,0.0003,0.241015625,138.3136627,0.83039099,0.991818561,0.015074366,2480,76.62879181,0.2,0.9175775,-13.48046345
9576,53,250,512000,496.45142,24,0.0003,0.129101563,165.2384807,0.83019048,0.980818462,0.003986716,2490,80.56264496,0.2,0.056133196,-13.47249067
9615,53,251,514048,498.68631,24,0.0003,0.19296875,165.9011963,0.830893278,0.990023395,-0.00143868,2500,89.44781494,0.2,0.096536234,-13.47505348
9652,53,252,516096,500.13763,24,0.0003,0.154345703,160.829637,0.82986778,0.990736134,-0.008036732,2510,93.73654938,0.2,0.01799195,-13.4754257
9690,53,253,518144,504.28157,24,0.0003,0.153857422,158.3691165,0.82992816,0.990914603,-0.00906271,2520,61.20314407,0.2,0.021618512,-13.46451592
9731,53,254,520192,510.44508,24,0.0003,0.143652344,152.3818512,0.828091025,0.990764176,-0.009101414,2530,67.75346375,0.2,0.023134975,-13.44993553
9769,53,255,522240,513.5361,24,0.0003,0.179394531,148.6753107,0.827783823,0.991255336,-0.001159001,2540,58.03619003,0.2,0.10680385,-13.43312982
9808,53,256,524288,517.05005,24,0.0003,0.137695313,157.9658165,0.82699877,0.991507067,-0.009667588,2550,67.05521393,0.2,0.013613938,-13.42466391
9846,53,257,526336,517.46405,24,0.0003,0.146337891,158.567241,0.826195896,0.992281561,-0.008531378,2560,64.86140442,0.2,0.021311184,-13.41380115
9885,53,258,528384,519.76299,24,0.0003,0.130859375,153.5177429,0.82694602,0.992337766,-0.008716661,2570,72.62438202,0.2,0.02135193,-13.41688412
9922,53,259,530432,521.14405,24,0.0003,0.210888672,143.6344536,0.826913238,0.992758312,-0.007258783,2580,78.96450043,0.2,0.17048228,-13.42217871
9960,53,260,532480,523.49503,24,0.0003,0.224755859,139.748143,0.826077521,0.992628558,0.018939041,2590,48.38426208,0.2,0.1432824,-13.4132098
9999,53,261,534528,529.27485,24,0.0003,0.216259766,140.0733065,0.82498163,0.993183294,-0.004499532,2600,54.08956146,0.2,0.14353687,-13.39854972
10037,53,262,536576,531.51846,24,0.0003,0.151025391,124.0995254,0.823990405,0.994124985,-0.002798578,2610,64.82036591,0.2,0.029528705,-13.38070177
10076,53,263,538624,529.33853,24,0.0003,0.144482422,130.1123164,0.823366344,0.993049069,-0.005375116,2620,48.43388748,0.2,0.05401118,-13.37189553
10114,53,264,540672,531.88443,24,0.0003,0.190380859,124.0459889,0.822039545,0.993767605,-0.0080909,2630,66.63711548,0.2,0.03177046,-13.35571268
10153,53,265,542720,535.71955,24,0.0003,0.22734375,120.5863023,0.822375357,0.992758349,-0.002524258,2640,52.23210907,0.2,0.15419832,-13.34693154
10191,53,266,544768,539.61619,24,0.0003,0.153222656,107.6012509,0.821634114,0.993925655,-0.00075562,2650,57.37538528,0.2,0.03785115,-13.34515149
10230,53,267,546816,541.23135,24,0.0003,0.229541016,108.1867406,0.820715845,0.994573435,0.012369544,2660,33.75420761,0.2,0.053961895,-13.33355334
10268,53,268,548864,543.04162,24,0.0003,0.202490234,123.4569383,0.821062028,0.993684171,0.003306486,2670,66.16073608,0.2,0.039569516,-13.32979456
10307,53,269,550912,544.3954,24,0.0003,0.21484375,110.6024363,0.819792986,0.994788059,0.016593005,2680,46.26067734,0.2,0.03578937,-13.32335105
10346,53,270,552960,546.65765,24,0.0003,0.223046875,111.9274405,0.819327533,0.994866832,0.000121468,2690,52.44856644,0.2,0.075613886,-13.31540544
10384,53,271,555008,550.91377,24,0.0003,0.245898438,122.8421521,0.817480862,0.994491498,0.006003934,2700,37.13506699,0.2,0.03994614,-13.30301575
10422,53,272,557056,552.96457,24,0.0003,0.228808594,111.0238061,0.817172945,0.993866984,0.011021048,2710,55.83129883,0.2,0.036315143,-13.28860748
10461,53,273,559104,557.69397,24,0.0003,0.227783203,107.6462284,0.818001211,0.995036321,-0.001359771,2720,41.21120071,0.2,0.029077819,-13.28911683
10499,53,274,561152,560.862,24,0.0003,0.207275391,114.1778808,0.81734854,0.994258268,0.000648058,2730,54.42883301,0.2,0.03374919,-13.291214
10538,53,275,563200,569.89126,24,0.0003,0.293652344,113.2862225,0.81705004,0.995132554,0.019939932,2740,42.46150208,0.2,0.24658602,-13.27925838
10577,53,276,565248,573.5303,24,0.0003,0.234912109,133.1134556,0.816430688,0.993771326,0.014281887,2750,32.5761795,0.2,0.36898744,-13.27651092
10615,53,277,567296,574.45023,24,0.0003,0.447265625,125.3169424,0.815429151,0.994071004,0.082459248,2760,71.82194519,0.2,0.69909406,-13.26506356
10657,53,278,569344,576.3085,24,0.0003,0.114257813,113.0804026,0.815815687,0.993000772,-0.002908407,2770,58.94511032,0.2,0.0123796,-13.26113024
10697,53,279,571392,578.99163,24,0.0003,0.13359375,119.6029877,0.814773738,0.993492164,-0.00800852,2780,59.72317505,0.2,0.012297316,-13.25292641
10737,53,280,573440,582.92292,24,0.0003,0.122167969,135.5113212,0.813063622,0.99368827,-0.003272828,2790,72.22119904,0.2,0.011710063,-13.23515961
10776,53,281,575488,585.51001,24,0.0003,0.228662109,108.3970514,0.814536691,0.995005581,-0.011047573,2800,68.75124359,0.2,0.78610903,-13.23884331
10815,53,282,577536,587.53589,24,0.0003,0.125976563,127.3247204,0.813778698,0.986912942,-0.000817224,2810,62.6847496,0.2,0.020329855,-13.24214233
10854,53,283,579584,589.13518,24,0.0003,0.180566406,116.1138316,0.812281072,0.992069534,-0.007500917,2820,46.02956009,0.2,0.024422165,-13.22757423
10893,53,284,581632,591.39637,24,0.0003,0.208886719,109.4317177,0.810050428,0.994873772,-0.001236996,2830,35.92295074,0.2,0.021775117,-13.20443664
10931,53,285,583680,594.32664,24,0.0003,0.235693359,90.51936858,0.811206579,0.99442643,0.004833211,2840,52.14878845,0.2,0.29369715,-13.20791514
10970,53,286,585728,596.18735,24,0.0003,0.133056641,97.95283438,0.810747504,0.994782775,-0.002474833,2850,44.7118187,0.2,0.02932992,-13.20421525
11008,53,287,587776,596.66812,24,0.0003,0.167675781,99.17888088,0.810633302,0.996221588,-0.007108201,2860,54.50735092,0.2,0.04294526,-13.20422713
11046,53,288,589824,598.53704,24,0.0003,0.153955078,91.10289624,0.809390604,0.996026252,-0.010103664,2870,49.76955795,0.2,0.0162494,-13.19246003
11085,53,289,591872,600.26685,24,0.0003,0.148876953,90.1872918,0.807554185,0.996185227,-0.005837303,2880,43.46879196,0.2,0.021421107,-13.17432488
11124,53,290,593920,600.50564,24,0.0003,0.150048828,86.02887127,0.807459831,0.99640348,-0.000898542,2890,43.40150833,0.2,0.043868646,-13.16258299
11163,53,291,595968,600.87184,24,0.0003,0.201074219,85.03299618,0.807426512,0.996759688,0.00802092,2900,39.28340149,0.2,0.18558359,-13.15914832
11202,53,292,598016,593.68739,24,0.0003,0.197314453,90.53205177,0.807504237,0.995749259,-0.000471586,2910,90.36824036,0.2,0.8475344,-13.15920059
11241,53,293,600064,595.50142,24,0.0003,0.158789063,103.5593188,0.805445671,0.993517368,-0.007034177,2920,55.34784317,0.2,0.5105827,-13.14645754
11280,53,294,602112,597.1223,24,0.0003,0.175927734,90.56374208,0.804828227,0.994145582,0.0104599,2930,50.90115738,0.2,0.06637385,-13.13120317
11319,53,295,604160,598.18015,24,0.0003,0.198779297,80.46677823,0.802833378,0.993219858,0.00039546,2940,56.99360657,0.2,0.027966633,-13.11229737
11358,53,296,606208,599.91811,24,0.0003,0.192773438,76.08937255,0.802544832,0.993866188,0.002663928,2950,24.33638191,0.2,0.12309468,-13.09551837
11397,53,297,608256,600.58351,24,0.0003,0.210595703,79.47558653,0.802504718,0.996517151,-0.000263961,2960,52.86564636,0.2,0.06085652,-13.09304854
11436,53,298,610304,601.96073,24,0.0003,0.201318359,78.94637601,0.800313175,0.99711665,0.000912206,2970,39.73600769,0.2,0.09961712,-13.07755108
11475,53,299,612352,601.67775,24,0.0003,0.250537109,72.26378428,0.797987342,0.996827434,0.014325,2980,38.15603256,0.2,0.22594157,-13.04366084
11514,53,300,614400,602.60704,24,0.0003,0.18046875,73.54630294,0.799987197,0.996267315,0.000673808,2990,27.44424438,0.2,0.05192782,-13.0423263
11554,53,301,616448,602.46724,24,0.0003,0.201806641,66.97406157,0.799750566,0.996691568,0.001482244,3000,21.85100174,0.2,0.04892697,-13.05133014
11593,53,302,618496,603.69496,24,0.0003,0.176025391,71.83876257,0.797088981,0.997175373,-0.001845155,3010,56.82098007,0.2,0.016824704,-13.02965472
11632,53,303,620544,603.68673,24,0.0003,0.203076172,68.91896347,0.79468441,0.996838534,0.003187514,3020,36.44674683,0.2,0.036306933,-12.99366294
11670,53,304,622592,605.65335,24,0.0003,0.237548828,63.83684432,0.794280291,0.99738668,-0.002040744,3030,30.51760483,0.2,0.2363557,-12.97559816
11709,53,305,624640,605.40722,24,0.0003,0.17421875,68.98975039,0.794222891,0.9962687,0.00187303,3040,17.39691734,0.2,0.34632915,-12.97078766
11747,53,306,626688,604.86859,24,0.0003,0.144726563,60.93115911,0.795012295,0.99761911,-0.003068406,3050,34.34483337,0.2,0.025744703,-12.97558449
11785,53,307,628736,604.92181,24,0.0003,0.193994141,61.46999769,0.795011342,0.996727886,-0.000363049,3060,24.62284279,0.2,0.022786435,-12.9793196
11823,53,308,630784,605.6012,24,0.0003,0.215234375,57.27843604,0.793978512,0.99723399,-0.001510574,3070,26.87724495,0.2,0.0597355,-12.97341115
11862,53,309,632832,605.28454,24,0.0003,0.159716797,61.50186831,0.791921258,0.997764402,-0.000930633,3080,33.70599747,0.2,0.02417608,-12.94806178
11900,53,310,634880,605.56488,24,0.0003,0.213427734,67.81458422,0.792782247,0.997362093,0.000716628,3090,41.8970108,0.2,0.014226276,-12.94583175
11938,53,311,636928,606.06669,24,0.0003,0.23828125,58.27753032,0.792464018,0.997081854,0.009497765,3100,18.99852753,0.2,0.40011787,-12.94772002
11976,53,312,638976,606.07846,24,0.0003,0.147949219,62.40749138,0.792169988,0.996113691,0.000706661,3110,22.61108398,0.2,0.024268912,-12.94410662
12014,53,313,641024,606.14858,24,0.0003,0.204833984,62.17889374,0.793068528,0.997234787,0.007762604,3120,22.28508186,0.2,0.033721313,-12.94797132
12052,53,314,643072,606.42764,24,0.0003,0.128076172,59.55254756,0.792457581,0.997914939,-0.001647156,3130,9.068019867,0.2,0.01898359,-12.94728443
12090,53,315,645120,606.59123,24,0.0003,0.138330078,64.14206405,0.791894495,0.997916085,0.005629657,3140,29.07966614,0.2,0.020675886,-12.94079683
12128,53,316,647168,606.21469,24,0.0003,0.20859375,60.77359364,0.79350239,0.996211902,-0.005652555,3150,29.71647072,0.2,0.04754515,-12.94933937
12167,53,317,649216,606.50057,24,0.0003,0.239013672,56.2906361,0.793644905,0.996701449,0.018837048,3160,23.27032089,0.2,0.07633594,-12.96116108
12206,53,318,651264,606.3291,24,0.0003,0.185253906,56.25351253,0.79403919,0.99769232,-0.004504131,3170,29.25458908,0.2,0.022539057,-12.96176296
12245,53,319,653312,605.69423,24,0.0003,0.188818359,57.3483893,0.79203248,0.997023752,-0.001195666,3180,35.32419968,0.2,0.26457462,-12.94936812
12283,53,320,655360,605.65787,24,0.0003,0.158007813,58.34690406,0.79251349,0.998045994,-0.003440683,3190,28.68256378,0.2,0.012662966,-12.93686424
12321,53,321,657408,605.78599,24,0.0003,0.321191406,50.92827549,0.792176247,0.997618041,0.021920801,3200,20.24842834,0.2,0.35058904,-12.94051224
12360,53,322,659456,606.2126,24,0.0003,0.180371094,58.1429854,0.791336954,0.997310353,0.010211353,3210,29.75547218,0.2,0.0512271,-12.93058899
12398,53,323,661504,606.34077,24,0.0003,0.155810547,53.10902126,0.790607214,0.998002217,0.000570882,3220,23.96523285,0.2,0.03684924,-12.91926769
12436,53,324,663552,606.40511,24,0.0003,0.225097656,58.25097008,0.790799856,0.998032709,0.007483826,3230,31.70850754,0.2,0.12505826,-12.91580718
12474,53,325,665600,606.6408,24,0.0003,0.210595703,48.85443919,0.791712403,0.997550302,-0.002399833,3240,45.16209793,0.2,0.20153907,-12.91928566
12512,53,326,667648,606.15121,24,0.0003,0.262646484,50.48235069,0.789073229,0.997571882,0.009140886,3250,17.20598793,0.2,0.07107182,-12.9092466
12550,53,327,669696,606.47777,24,0.0003,0.20078125,49.41964425,0.78812176,0.998201774,-0.002394731,3260,27.95410156,0.2,0.019026082,-12.88770533
12589,53,328,671744,606.45848,24,0.0003,0.217333984,49.22026984,0.789838433,0.997905366,0.015957372,3270,29.81869316,0.2,0.22257859,-12.89780933
12627,53,329,673792,606.93642,24,0.0003,0.224023438,60.94389535,0.789472759,0.998124733,0.050521551,3280,24.45014954,0.2,1.3236774,-12.91035256
12666,53,330,675840,607.09957,24,0.0003,0.182421875,54.29015799,0.789060056,0.997494983,0.000406472,3290,14.88299274,0.2,0.016424472,-12.90685081
12704,53,331,677888,607.05645,24,0.0003,0.195410156,55.33226995,0.786550522,0.998051264,-0.003388793,3300,22.17224503,0.2,0.036455616,-12.88263257
12742,53,332,679936,606.85646,24,0.0003,0.243994141,56.82488916,0.786481142,0.998139312,0.005418599,3310,22.79507256,0.2,0.8044254,-12.86598054
12781,53,333,681984,606.88036,24,0.0003,0.181982422,56.16377366,0.787544668,0.996362268,-0.006032695,3320,30.98801613,0.2,0.029720886,-12.87918691
12820,53,334,684032,607.1916,24,0.0003,0.202978516,55.69341369,0.786912203,0.998068311,-0.001491908,3330,16.06232262,0.2,0.048432365,-12.88004721
12859,53,335,686080,607.1415,24,0.0003,0.149121094,54.893798,0.784114301,0.997289882,-0.002804313,3340,22.90246773,0.2,0.020128332,-12.85594253
12897,53,336,688128,607.30478,24,0.0003,0.309716797,52.4581046,0.783679008,0.997926895,0.031990834,3350,28.09643936,0.2,0.42691165,-12.83428506
12935,53,337,690176,607.35659,24,0.0003,0.161425781,55.25036762,0.782164991,0.996821338,0.000829931,3360,17.72358131,0.2,0.08968282,-12.82284929
12973,53,338,692224,607.34766,24,0.0003,0.198486328,52.30371909,0.78274405,0.998218708,0.002513141,3370,41.24387741,0.2,0.021659128,-12.81301818
13012,53,339,694272,607.67937,24,0.0003,0.165527344,47.84036943,0.781985343,0.99765522,0.001159764,3380,36.50875092,0.2,0.11954868,-12.81684541
13050,53,340,696320,607.7401,24,0.0003,0.253027344,57.10398983,0.780755103,0.997932244,0.015432421,3390,11.82439041,0.2,0.16053253,-12.80187648
13089,53,341,698368,607.97622,24,0.0003,0.174951172,50.76727511,0.781474054,0.997979042,-0.000592046,3400,37.29333496,0.2,0.020568095,-12.79544061
13128,53,342,700416,608.14606,24,0.0003,0.196337891,48.59109868,0.779731154,0.997687672,0.004925384,3410,27.22122002,0.2,0.06143212,-12.7930579
13167,53,343,702464,607.97313,24,0.0003,0.189306641,56.70409936,0.778443098,0.996056629,0.007785633,3420,20.3838253,0.2,0.09538218,-12.76797909
13207,53,344,704512,607.9312,24,0.0003,0.212744141,48.09602181,0.780228555,0.9980564,-0.003859048,3430,13.16136932,0.2,0.057607234,-12.77548276
13246,53,345,706560,607.81558,24,0.0003,0.1875,50.12938473,0.778911412,0.997672711,0.004605005,3440,25.82917213,0.2,0.06629382,-12.77172577
13284,53,346,708608,608.00521,24,0.0003,0.202636719,50.9684001,0.778896928,0.997919116,-0.002120723,3450,24.21507072,0.2,0.08909123,-12.76316815
13323,53,347,710656,607.88901,24,0.0003,0.175097656,49.39443344,0.779328525,0.997325226,-0.003464425,3460,28.35219765,0.2,0.018413065,-12.76295216
