time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss
3556,23,3675,-4209.171810000001,85344,24.0,3247.1396484375,85243,0.020702851936221123,0.9035121202468872,0.0003,162780.359375
3560,23,3679,-4174.130539999999,85440,24.0,3359.345947265625,85339,-0.037274785339832306,0.9030879735946655,0.0003,150403.28125
3564,23,3683,-4203.81347,85536,24.0,3484.06982421875,85435,-0.03920968621969223,0.9010492563247681,0.0003,156141.3125
3568,23,3687,-4186.43721,85632,24.0,3476.31005859375,85531,0.02211694046854973,0.895430326461792,0.0003,157531.09375
3572,23,3691,-4229.54325,85728,24.0,3082.89306640625,85627,-0.10708527266979218,0.8920041918754578,0.0003,151658.765625
3576,23,3695,-4295.453390000001,85824,24.0,3406.785400390625,85723,-0.0489351861178875,0.8937647342681885,0.0003,125719.78125
3580,23,3700,-4300.075430000001,85920,24.0,3592.96044921875,85819,0.14719301462173462,0.8928021788597107,0.0003,141398.75
3584,23,3704,-4317.350289999999,86016,24.0,3311.2412109375,85915,0.0018845787271857262,0.8904058933258057,0.0003,158859.46875
3588,23,3708,-4333.62441,86112,24.0,3143.1494140625,86011,-0.05336699262261391,0.8881322741508484,0.0003,105677.28125
3592,23,3712,-4334.170000000001,86208,24.0,3098.6806640625,86107,-0.1752331405878067,0.8885189294815063,0.0003,111523.296875
3596,23,3716,-4354.08866,86304,24.0,3180.095458984375,86203,0.20437903702259064,0.888411283493042,0.0003,143383.796875
3600,23,3721,-4364.71105,86400,24.0,2989.688232421875,86299,-0.008218593895435333,0.8883532285690308,0.0003,121222.53125
3604,23,3725,-4404.28081,86496,24.0,3174.49462890625,86395,0.025121502578258514,0.8870754241943359,0.0003,262454.3125
3608,23,3729,-4437.039339999999,86592,24.0,3549.50537109375,86491,0.13183800876140594,0.8847237825393677,0.0003,179890.65625
3612,23,3733,-4451.833200000001,86688,24.0,3264.07666015625,86587,0.19171160459518433,0.8855900764465332,0.0003,225678.84375
3616,23,3737,-4433.06212,86784,24.0,3095.829833984375,86683,-0.20632842183113098,0.8857182860374451,0.0003,127283.671875
3620,23,3741,-4461.98729,86880,24.0,3313.296875,86779,0.0513460598886013,0.881907045841217,0.0003,122787.375
3624,23,3745,-4431.67481,86976,24.0,3357.395263671875,86875,-0.018498379737138748,0.8820266127586365,0.0003,207602.65625
3628,23,3749,-4430.34752,87072,24.0,3305.107421875,86971,0.035902880132198334,0.8823216557502747,0.0003,132264.015625
3632,23,3753,-4419.3134900000005,87168,24.0,3272.854736328125,87067,0.1630239486694336,0.8795010447502136,0.0003,233073.40625
3636,23,3757,-4454.3647599999995,87264,24.0,3106.426513671875,87163,0.19464516639709473,0.8792687058448792,0.0003,154719.71875
3640,23,3762,-4469.41017,87360,24.0,3150.907958984375,87259,0.12750352919101715,0.8765272498130798,0.0003,138434.46875
3644,23,3766,-4474.87175,87456,24.0,3364.384765625,87355,0.22030314803123474,0.8752352595329285,0.0003,170367.0
3648,23,3770,-4448.4734,87552,24.0,3068.02294921875,87451,-0.16059815883636475,0.8799465894699097,0.0003,103485.828125
3652,23,3774,-4435.59441,87648,24.0,3593.181640625,87547,0.02407134883105755,0.8784602284431458,0.0003,191409.40625
3656,23,3778,-4457.534439999999,87744,24.0,3132.46484375,87643,0.07162031531333923,0.8776873350143433,0.0003,155043.046875
3660,23,3782,-4502.40063,87840,24.0,3014.05126953125,87739,-0.13462908565998077,0.879075825214386,0.0003,140155.21875
3664,23,3786,-4494.43737,87936,24.0,3357.42822265625,87835,-0.0701507180929184,0.8770222663879395,0.0003,141969.921875
3668,23,3790,-4503.0313,88032,24.0,3212.921142578125,87931,0.08789421617984772,0.8724207282066345,0.0003,143892.359375
3672,23,3794,-4505.80923,88128,24.0,3512.625,88027,0.17945685982704163,0.8676941990852356,0.0003,142732.703125
3676,23,3798,-4478.44682,88224,24.0,3189.826416015625,88123,-0.06175653636455536,0.8676396012306213,0.0003,179008.828125
3680,23,3802,-4552.77576,88320,24.0,3040.3662109375,88219,-0.22831034660339355,0.8658241033554077,0.0003,124771.4375
3684,23,3807,-4555.95341,88416,24.0,3151.947998046875,88315,0.23689687252044678,0.8678687214851379,0.0003,137658.28125
3688,23,3811,-4584.36303,88512,24.0,3232.9072265625,88411,0.0313628651201725,0.8677352666854858,0.0003,123619.953125
3692,23,3815,-4562.259510000001,88608,24.0,3556.14111328125,88507,-0.04215520620346069,0.867101788520813,0.0003,174829.8125
3696,23,3819,-4546.84233,88704,24.0,3065.394775390625,88603,-0.10997087508440018,0.8634395599365234,0.0003,130570.8828125
3700,23,3823,-4580.20786,88800,24.0,3290.491943359375,88699,0.13532191514968872,0.8634669184684753,0.0003,187820.484375
3704,23,3827,-4525.844,88896,24.0,3202.509521484375,88795,0.05160802602767944,0.8693068623542786,0.0003,132783.75
3708,23,3831,-4541.77904,88992,24.0,3278.3759765625,88891,-0.04784363880753517,0.870749294757843,0.0003,153420.953125
3712,23,3835,-4576.40672,89088,24.0,3038.093505859375,88987,0.026110025122761726,0.8726924061775208,0.0003,163895.921875
3716,23,3839,-4616.17167,89184,24.0,3571.7802734375,89083,0.13759055733680725,0.8731520175933838,0.0003,132332.390625
3720,23,3843,-4608.61842,89280,24.0,3148.418212890625,89179,-0.15453749895095825,0.8670757412910461,0.0003,133984.609375
3724,23,3847,-4603.90834,89376,24.0,3208.697998046875,89275,-0.19195456802845,0.8660057783126831,0.0003,138337.21875
3728,23,3851,-4647.78529,89472,24.0,3360.256591796875,89371,-0.07523338496685028,0.8655898571014404,0.0003,115204.953125
3732,23,3855,-4664.61612,89568,24.0,3278.4150390625,89467,-0.05235607549548149,0.8644570112228394,0.0003,108019.8125
3736,23,3859,-4708.3010699999995,89664,24.0,3084.803466796875,89563,-0.1317930966615677,0.8634021282196045,0.0003,142721.6875
3740,23,3863,-4747.67994,89760,24.0,3107.824462890625,89659,-0.2621781527996063,0.8646201491355896,0.0003,138307.15625
3744,23,3867,-4741.42977,89856,24.0,3185.10595703125,89755,-0.13673262298107147,0.8621702790260315,0.0003,114298.53125
3748,23,3871,-4701.05163,89952,24.0,3196.6865234375,89851,-0.15192364156246185,0.862156331539154,0.0003,181187.03125
3752,23,3876,-4728.0754,90048,24.0,3067.861083984375,89947,0.15604302287101746,0.8596141338348389,0.0003,170014.125
3756,23,3881,-4754.18839,90144,24.0,3127.06005859375,90043,0.21078971028327942,0.8580718040466309,0.0003,167034.8125
3760,23,3885,-4737.97604,90240,24.0,2943.051025390625,90139,-0.05105419456958771,0.8564053773880005,0.0003,197231.96875
3764,23,3889,-4738.15513,90336,24.0,3359.758056640625,90235,0.04667612910270691,0.8568378686904907,0.0003,157298.84375
3768,23,3893,-4760.3060000000005,90432,24.0,3335.216796875,90331,0.0023420434445142746,0.8555161356925964,0.0003,97637.5390625
3772,23,3897,-4724.35063,90528,24.0,3047.163330078125,90427,-0.02141287922859192,0.8567466735839844,0.0003,180400.203125
3776,23,3900,-4748.56125,90624,24.0,3245.8369140625,90523,0.16248376667499542,0.855841338634491,0.0003,253600.09375
3780,23,3905,-4712.1012599999995,90720,24.0,3230.287353515625,90619,-0.19710230827331543,0.8558743000030518,0.0003,102086.0390625
3784,23,3909,-4746.83064,90816,24.0,3133.770263671875,90715,-0.008457373827695847,0.8528494834899902,0.0003,498883.1875
3788,23,3913,-4771.16097,90912,24.0,3330.26123046875,90811,0.3118361234664917,0.8505265712738037,0.0003,154959.84375
3792,23,3917,-4827.1778,91008,24.0,3297.616943359375,90907,-0.012715203687548637,0.8498603701591492,0.0003,147411.53125
3796,23,3921,-4838.289540000001,91104,24.0,3262.406494140625,91003,0.06966065615415573,0.8455565571784973,0.0003,221757.09375
3800,23,3925,-4874.813440000001,91200,24.0,3354.81689453125,91099,-0.24012106657028198,0.8462461233139038,0.0003,152053.1875
3804,23,3929,-4900.924530000001,91296,24.0,3200.883544921875,91195,-0.07625074684619904,0.8491063117980957,0.0003,137016.84375
3808,23,3933,-4912.64244,91392,24.0,3076.1708984375,91291,-0.12707853317260742,0.846034049987793,0.0003,89410.75
3812,23,3937,-4969.508419999999,91488,24.0,3137.587158203125,91387,-0.309084951877594,0.8421525955200195,0.0003,141546.453125
3816,23,3941,-4982.47512,91584,24.0,3119.496337890625,91483,-0.1723487228155136,0.8436974883079529,0.0003,137548.96875
3820,23,3945,-5056.085179999999,91680,24.0,3179.709228515625,91579,-0.10475027561187744,0.8461636900901794,0.0003,113297.78125
3824,23,3949,-5069.4820199999995,91776,24.0,3079.23876953125,91675,-0.13641352951526642,0.8444921970367432,0.0003,134571.78125
3828,23,3954,-5025.13001,91872,24.0,3147.620849609375,91771,0.027050256729125977,0.8443505764007568,0.0003,101572.4375
3832,23,3958,-5115.42475,91968,24.0,3238.821044921875,91867,0.045901864767074585,0.8452962636947632,0.0003,228216.84375
3836,23,3962,-5070.41465,92064,24.0,3080.73779296875,91963,-0.01364784687757492,0.8388000130653381,0.0003,98212.203125
3840,23,3966,-5073.50313,92160,24.0,3050.311767578125,92059,-0.28510501980781555,0.8385547399520874,0.0003,175075.296875
3844,23,3970,-5139.207639999999,92256,24.0,3123.471435546875,92155,0.09268958121538162,0.8376827836036682,0.0003,203809.59375
3848,23,3974,-5170.11743,92352,24.0,3231.156982421875,92251,0.06632764637470245,0.8355411887168884,0.0003,129132.5625
3852,23,3978,-5141.82497,92448,24.0,3077.06103515625,92347,-0.1449694037437439,0.8386054635047913,0.0003,189013.15625
3856,23,3982,-5100.46026,92544,24.0,3178.6005859375,92443,0.12784963846206665,0.8453302979469299,0.0003,106841.546875
3860,23,3986,-5101.13799,92640,24.0,2940.76318359375,92539,-0.1759515404701233,0.8448396921157837,0.0003,106730.6875
3864,23,3990,-5098.2697499999995,92736,24.0,3134.3447265625,92635,-0.2039729654788971,0.8496589660644531,0.0003,160879.5
3868,23,3994,-5109.667640000001,92832,24.0,3003.16455078125,92731,0.2871573567390442,0.8464968204498291,0.0003,166564.75
3872,23,3999,-5140.6248000000005,92928,24.0,3148.317138671875,92827,0.09286648780107498,0.8422326445579529,0.0003,138565.0625
3876,23,4002,-5185.56384,93024,24.0,3206.2568359375,92923,0.20611844956874847,0.8413515686988831,0.0003,189746.953125
3880,23,4006,-5201.553260000001,93120,24.0,3303.259765625,93019,0.2218039184808731,0.8444458246231079,0.0003,153176.265625
3884,23,4010,-5284.225329999999,93216,24.0,3066.13134765625,93115,-0.15382972359657288,0.8437772393226624,0.0003,173376.5
3888,23,4015,-5377.70737,93312,24.0,3419.931640625,93211,0.25565123558044434,0.8442211747169495,0.0003,132299.53125
3892,23,4019,-5374.45137,93408,24.0,3260.313720703125,93307,0.1909838318824768,0.8387473821640015,0.0003,201863.65625
3896,23,4023,-5496.89776,93504,24.0,3084.90966796875,93403,-0.16046133637428284,0.8336491584777832,0.0003,94726.8125
3900,23,4027,-5475.497200000001,93600,24.0,2969.7119140625,93499,-0.2617655396461487,0.836449921131134,0.0003,134226.046875
3904,23,4031,-5545.169459999999,93696,24.0,3119.061279296875,93595,0.07874561846256256,0.8341209888458252,0.0003,182277.1875
3908,23,4035,-5535.420359999998,93792,24.0,3169.21044921875,93691,-0.09550493210554123,0.8373033404350281,0.0003,124289.09375
3912,23,4039,-5536.63407,93888,24.0,3319.56982421875,93787,0.2618882656097412,0.834247887134552,0.0003,144747.59375
3916,23,4043,-5555.478139999999,93984,24.0,3281.677490234375,93883,0.24740645289421082,0.8383476138114929,0.0003,146918.78125
3920,23,4047,-5493.667550000002,94080,24.0,3146.531005859375,93979,0.01528526097536087,0.8420678973197937,0.0003,139146.75
3924,23,4052,-5499.0844,94176,24.0,3239.059326171875,94075,0.07947692275047302,0.8502559661865234,0.0003,225396.40625
3928,23,4056,-5513.672569999999,94272,24.0,3010.047607421875,94171,-0.34287455677986145,0.8493039608001709,0.0003,101849.546875
3932,23,4060,-5523.33211,94368,24.0,3186.294921875,94267,-0.0372183583676815,0.8484404683113098,0.0003,140209.65625
3936,23,4064,-5529.32143,94464,24.0,3066.908935546875,94363,-0.004640661180019379,0.8432998657226562,0.0003,113176.0625
3940,23,4068,-5642.331650000002,94560,24.0,3202.78466796875,94459,0.18702436983585358,0.8409101963043213,0.0003,189104.703125
3944,23,4072,-5589.918740000002,94656,24.0,3016.2431640625,94555,0.2818019688129425,0.8403128385543823,0.0003,168424.40625
3948,23,4076,-5610.1357499999995,94752,24.0,3110.767578125,94651,0.0046472325921058655,0.8403483629226685,0.0003,109155.328125
3952,23,4080,-5703.584410000001,94848,24.0,2957.354248046875,94747,-0.08521058410406113,0.8363251686096191,0.0003,169621.375
3956,23,4084,-5837.19072,94944,24.0,3050.509765625,94843,-0.08259361237287521,0.8386666178703308,0.0003,121868.109375
3960,23,4088,-5849.8870000000015,95040,24.0,3367.455810546875,94939,0.21125514805316925,0.8328747153282166,0.0003,167427.640625
3964,23,4092,-5909.589659999999,95136,24.0,3158.69921875,95035,0.07867109775543213,0.8381685018539429,0.0003,159711.890625
3968,23,4096,-5883.79902,95232,24.0,3261.252197265625,95131,0.30199092626571655,0.83967524766922,0.0003,182369.109375
3972,23,4100,-5849.396529999999,95328,24.0,3177.443359375,95227,-0.1076519787311554,0.8428167700767517,0.0003,128863.296875
3976,23,4104,-5763.09079,95424,24.0,2941.05419921875,95323,0.139598086476326,0.8390603065490723,0.0003,191467.921875
3980,23,4108,-5760.49544,95520,24.0,3310.21630859375,95419,0.2177606225013733,0.8412528038024902,0.0003,114371.6875
3984,23,4112,-5755.20216,95616,24.0,3067.631103515625,95515,-0.1038631945848465,0.8415910601615906,0.0003,142595.46875
3988,23,4116,-5702.409389999999,95712,24.0,3238.647216796875,95611,0.24381151795387268,0.8376039266586304,0.0003,144927.828125
3992,23,4121,-5659.6628,95808,24.0,3248.722412109375,95707,-0.07350949198007584,0.8347248435020447,0.0003,183669.21875
3996,23,4125,-5551.591600000002,95904,24.0,2924.711669921875,95803,-0.2605893015861511,0.8343167304992676,0.0003,94073.890625
4000,23,4129,-5603.390129999998,96000,24.0,3150.934814453125,95899,0.13740408420562744,0.8312360644340515,0.0003,430076.75
4004,23,4133,-5595.821399999999,96096,24.0,3157.19091796875,95995,-0.2610815763473511,0.8309130072593689,0.0003,107260.65625
4008,23,4137,-5640.54176,96192,24.0,3103.20556640625,96091,-0.15648877620697021,0.8308223485946655,0.0003,79529.765625
4012,23,4141,-5556.82005,96288,24.0,3360.851806640625,96187,-0.07646108418703079,0.835093080997467,0.0003,124901.9375
4016,23,4145,-5542.0493799999995,96384,24.0,3287.489990234375,96283,-0.07993534952402115,0.8346302509307861,0.0003,142856.671875
4020,23,4149,-5625.48574,96480,24.0,2881.5966796875,96379,-0.05885237455368042,0.8346457481384277,0.0003,135433.703125
4024,23,4153,-5692.047450000001,96576,24.0,3346.192626953125,96475,-0.1560601443052292,0.8356927037239075,0.0003,134849.625
4028,23,4157,-5683.368830000001,96672,24.0,3267.1591796875,96571,0.14881685376167297,0.8364105820655823,0.0003,202379.65625
4032,23,4161,-5647.330109999998,96768,24.0,3218.0009765625,96667,-0.02266046777367592,0.8346502184867859,0.0003,127379.34375
4036,23,4165,-5728.589639999999,96864,24.0,3007.572265625,96763,0.11185270547866821,0.8320357203483582,0.0003,170157.71875
4040,23,4169,-5626.101309999999,96960,24.0,3391.4345703125,96859,0.253418505191803,0.833544135093689,0.0003,115226.8203125
4044,23,4173,-5667.44235,97056,24.0,3201.86083984375,96955,0.12423564493656158,0.8323062062263489,0.0003,174496.25
4048,23,4177,-5674.32643,97152,24.0,3080.697265625,97051,0.08520834147930145,0.8319994807243347,0.0003,128570.0546875
4052,23,4181,-5668.910529999999,97248,24.0,3089.849365234375,97147,0.05021463707089424,0.8296171426773071,0.0003,100136.8203125
4056,23,4185,-5597.40398,97344,24.0,3314.32861328125,97243,0.08533725142478943,0.829400897026062,0.0003,171346.125
4060,23,4189,-5560.373740000001,97440,24.0,3213.99365234375,97339,0.08672060817480087,0.8288543224334717,0.0003,208664.96875
4064,23,4193,-5527.80057,97536,24.0,3044.1494140625,97435,-0.16586486995220184,0.8294849991798401,0.0003,129976.9375
4068,23,4197,-5567.96358,97632,24.0,3168.6328125,97531,-0.2599322497844696,0.8260284066200256,0.0003,85938.203125
4072,23,4201,-5610.9866,97728,24.0,3079.400146484375,97627,-0.04076046869158745,0.826275646686554,0.0003,132674.265625
4076,23,4205,-5605.3793000000005,97824,24.0,3194.779052734375,97723,0.10710698366165161,0.8281663656234741,0.0003,142250.484375
4080,23,4209,-5590.70578,97920,24.0,3137.7451171875,97819,-0.13028456270694733,0.8302782773971558,0.0003,218362.15625
4084,23,4213,-5604.59045,98016,24.0,3278.44921875,97915,-0.06959347426891327,0.8291506767272949,0.0003,123536.5
4088,23,4217,-5551.382189999998,98112,24.0,3316.153076171875,98011,0.12438572198152542,0.8259648680686951,0.0003,158176.9375
4092,23,4222,-5619.54134,98208,24.0,3292.453857421875,98107,0.11247705668210983,0.8259432911872864,0.0003,128831.9375
4096,23,4226,-5586.839380000001,98304,24.0,3179.1005859375,98203,-0.05936276167631149,0.8274441361427307,0.0003,206142.828125
4100,23,4230,-5470.51377,98400,24.0,3082.984375,98299,-0.34794050455093384,0.8267692923545837,0.0003,165733.9375
4104,23,4234,-5493.05852,98496,24.0,3123.38916015625,98395,0.055404216051101685,0.8228732347488403,0.0003,162708.109375
4108,23,4238,-5436.0442,98592,24.0,3181.67724609375,98491,-0.02035430446267128,0.8222723603248596,0.0003,122775.296875
4112,23,4242,-5454.278550000001,98688,24.0,3091.78857421875,98587,0.11396289616823196,0.8225263357162476,0.0003,138238.9375
4116,23,4246,-5456.19158,98784,24.0,3472.638916015625,98683,-0.09771637618541718,0.820478081703186,0.0003,213425.09375
4120,23,4250,-5382.299280000001,98880,24.0,3192.333740234375,98779,0.21264344453811646,0.8175514340400696,0.0003,182943.84375
4124,23,4254,-5362.004370000001,98976,24.0,3339.307861328125,98875,0.03495822101831436,0.8176395893096924,0.0003,171593.84375
4128,23,4259,-5445.091979999998,99072,24.0,3089.26318359375,98971,0.04877915605902672,0.8169942498207092,0.0003,139642.90625
4132,23,4263,-5359.260039999999,99168,24.0,3048.101318359375,99067,-0.2656375765800476,0.8138766288757324,0.0003,128927.5859375
4136,23,4267,-5262.01605,99264,24.0,2981.527587890625,99163,-0.18768197298049927,0.8159526586532593,0.0003,138421.6875
4140,23,4271,-5261.706069999999,99360,24.0,3224.2548828125,99259,-0.32350078225135803,0.8177399635314941,0.0003,108676.984375
4144,23,4275,-5230.54796,99456,24.0,3369.025390625,99355,0.18025362491607666,0.8139842748641968,0.0003,137418.1875
4148,23,4279,-5176.14293,99552,24.0,3131.002685546875,99451,0.03694184124469757,0.8110159635543823,0.0003,130517.5
4152,23,4283,-5140.99539,99648,24.0,3087.9306640625,99547,0.10490892827510834,0.8111000657081604,0.0003,169079.1875
4156,23,4287,-5094.08944,99744,24.0,3188.461669921875,99643,-0.03435057774186134,0.8112976551055908,0.0003,134464.234375
4160,23,4291,-5122.833600000001,99840,24.0,3326.248291015625,99739,0.26586365699768066,0.8158640265464783,0.0003,207001.53125
4164,23,4295,-5127.402230000001,99936,24.0,3350.21142578125,99835,0.11225172132253647,0.8148868680000305,0.0003,122610.8203125
4168,23,4299,-5097.51774,100032,24.0,3019.503662109375,99931,-0.06023574620485306,0.8197656273841858,0.0003,116224.578125
4172,23,4303,-5077.68234,100128,24.0,3164.9140625,100027,-0.1406536102294922,0.8215051889419556,0.0003,162577.484375
4176,23,4308,-5097.00855,100224,24.0,3429.80810546875,100123,0.24797725677490234,0.8227035403251648,0.0003,131458.015625
4180,23,4312,-5095.81326,100320,24.0,2981.9853515625,100219,-0.1313418745994568,0.8216360807418823,0.0003,151131.6875
4184,23,4316,-4976.13648,100416,24.0,3141.748046875,100315,0.0450606569647789,0.81803297996521,0.0003,129174.796875
4188,23,4320,-4949.24841,100512,24.0,3238.6611328125,100411,0.011733844876289368,0.8135189414024353,0.0003,227401.0
4192,23,4324,-4888.72531,100608,24.0,3394.652587890625,100507,0.4872068166732788,0.8168001770973206,0.0003,197075.59375
4196,23,4328,-4938.99696,100704,24.0,3428.62353515625,100603,-0.225712850689888,0.8119776248931885,0.0003,108955.796875
4200,23,4332,-4943.860049999999,100800,24.0,2806.27734375,100699,-0.11633531004190445,0.8128434419631958,0.0003,177324.21875
4204,23,4336,-4818.67912,100896,24.0,3084.82421875,100795,0.13493484258651733,0.8177486062049866,0.0003,184554.15625
4208,23,4340,-4835.357110000001,100992,24.0,3233.258544921875,100891,-0.20533211529254913,0.8155273795127869,0.0003,186282.4375
4212,23,4344,-4822.16028,101088,24.0,2969.08984375,100987,-0.2827981114387512,0.8121421933174133,0.0003,225815.0625
4216,23,4348,-4765.707959999999,101184,24.0,3189.85400390625,101083,0.3892632722854614,0.8118228912353516,0.0003,201769.28125
4220,23,4352,-4729.42548,101280,24.0,3140.577880859375,101179,-0.3641071319580078,0.8112037777900696,0.0003,130591.9453125
4224,23,4356,-4688.414650000001,101376,24.0,3254.738525390625,101275,0.16884785890579224,0.8107777237892151,0.0003,217412.125
4228,23,4360,-4641.49439,101472,24.0,3346.71728515625,101371,0.008093256503343582,0.812786877155304,0.0003,145321.0625
4232,23,4364,-4632.1997599999995,101568,24.0,2982.9873046875,101467,-0.07871954143047333,0.8144105672836304,0.0003,124953.40625
4236,23,4368,-4646.55881,101664,24.0,3283.177978515625,101563,-0.08831135928630829,0.8159745335578918,0.0003,83415.984375
4240,23,4372,-4619.42887,101760,24.0,3007.2001953125,101659,-0.008181631565093994,0.8147969245910645,0.0003,138989.65625
4244,23,4376,-4614.4429900000005,101856,24.0,3283.480224609375,101755,-0.10299539566040039,0.8098049759864807,0.0003,135518.875
4248,23,4380,-4651.41551,101952,24.0,3147.84423828125,101851,0.016250045970082283,0.810167670249939,0.0003,115825.015625
4252,23,4384,-4599.06805,102048,24.0,3340.6484375,101947,0.04765016585588455,0.8073551654815674,0.0003,154121.5
4256,23,4388,-4579.20017,102144,24.0,3257.338134765625,102043,-0.06535837054252625,0.8020334243774414,0.0003,211485.65625
4260,23,4392,-4545.44976,102240,24.0,3427.59130859375,102139,0.25013917684555054,0.8077977895736694,0.0003,165271.625
4264,23,4396,-4553.1655599999995,102336,24.0,3305.931884765625,102235,0.09002534300088882,0.8082230091094971,0.0003,180085.515625
4268,23,4400,-4544.75359,102432,24.0,3329.04833984375,102331,-0.024336807429790497,0.8025059700012207,0.0003,157436.625
4272,23,4404,-4535.19655,102528,24.0,3295.779541015625,102427,0.036010220646858215,0.7993186116218567,0.0003,139524.90625
4276,23,4409,-4526.36267,102624,24.0,3201.37646484375,102523,-0.07277274876832962,0.7971493005752563,0.0003,201898.5
4280,23,4413,-4508.8587,102720,24.0,3391.13525390625,102619,-0.10469047725200653,0.8009612560272217,0.0003,123351.609375
4284,23,4417,-4496.37076,102816,24.0,3010.6318359375,102715,-0.19147244095802307,0.8009594082832336,0.0003,133588.6875
4288,23,4421,-4480.37885,102912,24.0,3001.525634765625,102811,-0.5248289108276367,0.798270583152771,0.0003,95325.5625
4292,23,4425,-4487.650360000001,103008,24.0,3221.19384765625,102907,0.07529337704181671,0.7976471185684204,0.0003,226462.3125
4296,23,4429,-4430.88493,103104,24.0,2989.283203125,103003,-0.09047392010688782,0.7981269359588623,0.0003,136951.90625
4300,23,4433,-4457.52862,103200,24.0,3041.553955078125,103099,-0.15801377594470978,0.7972490191459656,0.0003,171737.015625
4304,23,4437,-4485.3877299999995,103296,24.0,3162.9853515625,103195,0.10017372667789459,0.8028067946434021,0.0003,168752.59375
4308,23,4441,-4487.430899999999,103392,24.0,3263.5791015625,103291,-0.3441329300403595,0.8084684610366821,0.0003,142922.359375
4312,23,4445,-4473.32632,103488,24.0,3295.212158203125,103387,-0.19228693842887878,0.8055993318557739,0.0003,110145.53125
4316,23,4449,-4510.0423599999995,103584,24.0,3019.333740234375,103483,0.10148253291845322,0.806596577167511,0.0003,235402.78125
4320,23,4453,-4577.7961700000005,103680,24.0,3062.50439453125,103579,-0.3351863920688629,0.8056934475898743,0.0003,82453.703125
4324,23,4457,-4565.16074,103776,24.0,3012.7353515625,103675,-0.3951258063316345,0.807121992111206,0.0003,89316.9765625
4328,23,4461,-4529.97595,103872,24.0,2944.9775390625,103771,-0.023983880877494812,0.8051657676696777,0.0003,130117.1328125
4332,23,4465,-4519.65673,103968,24.0,3290.730712890625,103867,0.2229165881872177,0.8097964525222778,0.0003,191091.03125
4336,23,4469,-4500.50954,104064,24.0,3474.667724609375,103963,0.4190426170825958,0.8120562434196472,0.0003,207156.75
4340,23,4473,-4503.263139999999,104160,24.0,3183.923828125,104059,-0.34569022059440613,0.813532292842865,0.0003,301163.46875
4344,23,4477,-4562.07035,104256,24.0,3282.7626953125,104155,0.15797317028045654,0.8111584186553955,0.0003,106441.890625
4348,23,4481,-4537.197700000001,104352,24.0,3178.05859375,104251,0.14129966497421265,0.808619499206543,0.0003,122029.6328125
4352,23,4486,-4541.370110000001,104448,24.0,3333.999755859375,104347,0.3485140800476074,0.8054806590080261,0.0003,120676.078125
4356,23,4489,-4583.09287,104544,24.0,3132.812744140625,104443,0.11714746057987213,0.8046824336051941,0.0003,160330.5
4360,23,4494,-4641.0556400000005,104640,24.0,3038.764404296875,104539,0.5304021239280701,0.8028836250305176,0.0003,265573.03125
4364,23,4497,-4600.46061,104736,24.0,3351.486083984375,104635,0.5087385177612305,0.8015859127044678,0.0003,155711.03125
4368,23,4501,-4588.387190000001,104832,24.0,3100.521240234375,104731,-0.024660103023052216,0.7975972294807434,0.0003,146836.3125
4372,23,4505,-4592.81131,104928,24.0,3061.747802734375,104827,0.005819069221615791,0.7952353358268738,0.0003,162569.3125
4376,23,4509,-4612.57258,105024,24.0,3253.706298828125,104923,-0.04631555452942848,0.7929462790489197,0.0003,116890.40625
4380,23,4513,-4613.36992,105120,24.0,2952.0869140625,105019,0.2868496775627136,0.796745777130127,0.0003,120829.5546875
4384,23,4517,-4623.980729999999,105216,24.0,3109.359375,105115,0.008519507944583893,0.8006572723388672,0.0003,141481.265625
4388,23,4521,-4637.007610000001,105312,24.0,3347.30224609375,105211,0.25454947352409363,0.7978578209877014,0.0003,168782.09375
4392,23,4526,-4640.931200000001,105408,24.0,2981.733154296875,105307,0.2100694477558136,0.7965209484100342,0.0003,225457.875
4396,23,4530,-4695.67081,105504,24.0,3069.495361328125,105403,0.2525768578052521,0.7937377691268921,0.0003,209598.703125
4400,23,4534,-4666.545069999999,105600,24.0,3100.197021484375,105499,-0.11649841070175171,0.7850801348686218,0.0003,121890.296875
4404,23,4538,-4639.450209999999,105696,24.0,3042.77294921875,105595,0.0023466944694519043,0.7856826782226562,0.0003,150223.84375
4408,23,4542,-4596.973779999999,105792,24.0,2973.854736328125,105691,-0.08540544658899307,0.7871549129486084,0.0003,94596.15625
4412,23,4546,-4590.15594,105888,24.0,3221.267333984375,105787,-0.12044273316860199,0.7858720421791077,0.0003,121860.796875
4416,23,4550,-4595.73094,105984,24.0,3058.12158203125,105883,-0.1763688623905182,0.7836169600486755,0.0003,109664.125
4420,23,4554,-4515.9957,106080,24.0,3357.838134765625,105979,0.41842687129974365,0.7825360298156738,0.0003,225189.140625
4424,23,4558,-4495.66357,106176,24.0,2939.490966796875,106075,-0.5433866381645203,0.7823431491851807,0.0003,107917.1328125
4428,23,4562,-4505.1884,106272,24.0,3434.90478515625,106171,-0.014475829899311066,0.7835805416107178,0.0003,167436.96875
4432,23,4566,-4537.03228,106368,24.0,3037.05615234375,106267,-0.2239452302455902,0.7823326587677002,0.0003,133734.5
