time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss
12200,23,12602,-7292.522470000001,292800,24.0,3358.357666015625,292699,0.4651702642440796,0.6911541819572449,0.0003,122474.15625
12204,23,12606,-7308.9333,292896,24.0,3386.4013671875,292795,-0.08684016764163971,0.6928576827049255,0.0003,164666.09375
12208,23,12610,-7320.224040000001,292992,24.0,3466.499755859375,292891,-0.028702955693006516,0.6911101341247559,0.0003,63398.125
12212,23,12614,-7328.82085,293088,24.0,3442.4619140625,292987,-0.03704938292503357,0.6925073266029358,0.0003,116649.0625
12216,23,12618,-7241.09863,293184,24.0,3371.858642578125,293083,-0.07142023742198944,0.688618004322052,0.0003,49707.0390625
12220,23,12622,-7224.4243400000005,293280,24.0,3543.8798828125,293179,-0.342956006526947,0.6898720860481262,0.0003,112471.0
12224,23,12626,-7206.92334,293376,24.0,3310.041259765625,293275,0.3526073694229126,0.6908972263336182,0.0003,213089.46875
12228,23,12630,-7271.969789999999,293472,24.0,3268.197021484375,293371,-0.6307470798492432,0.6870554685592651,0.0003,130108.53125
12232,23,12634,-7261.202200000002,293568,24.0,3511.624755859375,293467,0.7319421768188477,0.6890962719917297,0.0003,328076.4375
12236,23,12639,-7339.96687,293664,24.0,3469.351806640625,293563,0.2131652534008026,0.6879480481147766,0.0003,218536.34375
12240,23,12644,-7322.485979999999,293760,24.0,3456.295654296875,293659,0.5178492069244385,0.6871444582939148,0.0003,195043.1875
12244,23,12648,-7328.979049999999,293856,24.0,3323.791015625,293755,-0.03172118216753006,0.6836643218994141,0.0003,320345.0
12248,23,12653,-7302.515959999999,293952,24.0,3356.18408203125,293851,-0.09999467432498932,0.6815665364265442,0.0003,86465.109375
12252,23,12657,-7289.365730000001,294048,24.0,3475.633056640625,293947,-0.3739796578884125,0.6843097805976868,0.0003,208716.796875
12256,23,12661,-7306.608810000001,294144,24.0,3461.44482421875,294043,0.1987263262271881,0.6881616115570068,0.0003,72321.859375
12260,23,12665,-7327.9583999999995,294240,24.0,3325.42333984375,294139,-0.13173054158687592,0.6892183423042297,0.0003,85658.8046875
12264,23,12670,-7254.59553,294336,24.0,3330.523681640625,294235,0.5735463500022888,0.6909807920455933,0.0003,211744.421875
12268,23,12674,-7178.744859999999,294432,24.0,3393.60205078125,294331,0.0963597446680069,0.6936758160591125,0.0003,279995.4375
12272,23,12678,-7102.309979999999,294528,24.0,3315.95703125,294427,0.5144987106323242,0.6949386596679688,0.0003,249966.5625
12276,23,12683,-7096.51944,294624,24.0,3285.178466796875,294523,-0.4710855484008789,0.6946231126785278,0.0003,239721.65625
12280,23,12687,-7054.657730000001,294720,24.0,3354.51318359375,294619,0.2363678514957428,0.6912202835083008,0.0003,288613.75
12284,23,12691,-6980.96433,294816,24.0,3630.011962890625,294715,-0.24498362839221954,0.6901021599769592,0.0003,167840.46875
12288,23,12695,-7002.35795,294912,24.0,3382.791259765625,294811,0.27178698778152466,0.6869345903396606,0.0003,237853.75
12292,23,12699,-7004.608620000001,295008,24.0,3396.215087890625,294907,-0.20374412834644318,0.6812840700149536,0.0003,93060.875
12296,23,12703,-7084.03909,295104,24.0,3398.478759765625,295003,0.10180162638425827,0.6824283003807068,0.0003,319938.375
12300,23,12707,-7111.5204300000005,295200,24.0,3350.39697265625,295099,-0.3153916597366333,0.6860542297363281,0.0003,84870.6796875
12304,23,12711,-7141.337470000001,295296,24.0,3341.603515625,295195,-0.4077470600605011,0.6849159598350525,0.0003,371211.5
12308,23,12715,-7170.280730000001,295392,24.0,3500.5966796875,295291,0.43552741408348083,0.686779797077179,0.0003,91163.25
12312,23,12720,-7202.261440000001,295488,24.0,3405.124755859375,295387,0.4815366566181183,0.6873072981834412,0.0003,116412.984375
12316,23,12723,-7305.2289900000005,295584,24.0,3435.8564453125,295483,-0.0014349669218063354,0.6830028295516968,0.0003,124883.484375
12320,23,12728,-7325.81291,295680,24.0,3438.98681640625,295579,0.7147084474563599,0.6863987445831299,0.0003,259636.1875
12324,23,12732,-7407.340540000001,295776,24.0,3358.05322265625,295675,0.5544068813323975,0.6890532374382019,0.0003,230162.875
12328,23,12736,-7447.127050000001,295872,24.0,3284.119873046875,295771,-0.09033776819705963,0.6927047967910767,0.0003,78321.5625
12332,23,12740,-7530.951500000001,295968,24.0,3539.870361328125,295867,0.24593551456928253,0.6909511089324951,0.0003,78030.328125
12336,23,12744,-7550.84794,296064,24.0,3293.953125,295963,-0.26144784688949585,0.6897061467170715,0.0003,80706.625
12340,23,12748,-7540.73683,296160,24.0,3385.946044921875,296059,-0.1675230860710144,0.6875206232070923,0.0003,92863.546875
12344,23,12752,-7574.99638,296256,24.0,3251.430419921875,296155,-0.2983395755290985,0.6790452003479004,0.0003,73662.28125
12348,23,12756,-7643.48284,296352,24.0,3269.82958984375,296251,-0.023656483739614487,0.6796461939811707,0.0003,296717.125
12352,23,12760,-7654.4217499999995,296448,24.0,3466.591796875,296347,-0.1735309660434723,0.6793680191040039,0.0003,180185.9375
12356,23,12764,-7642.775789999999,296544,24.0,3169.53125,296443,-0.12575837969779968,0.6822488903999329,0.0003,168249.5625
12360,23,12769,-7602.215509999998,296640,24.0,3374.67626953125,296539,-0.0006122663617134094,0.6857140064239502,0.0003,174803.125
12364,23,12773,-7654.77158,296736,24.0,3268.99365234375,296635,-0.07397685945034027,0.6903592348098755,0.0003,294544.75
12368,23,12777,-7704.670109999999,296832,24.0,3622.44921875,296731,-0.1176428496837616,0.69150310754776,0.0003,277642.59375
12372,23,12781,-7712.83592,296928,24.0,3426.92919921875,296827,0.6809496283531189,0.6915699243545532,0.0003,172464.78125
12376,23,12786,-7712.542339999999,297024,24.0,3427.5712890625,296923,-0.004569999873638153,0.6891727447509766,0.0003,192339.1875
12380,23,12790,-7789.003579999999,297120,24.0,3186.58203125,297019,0.1646234542131424,0.6867252588272095,0.0003,250502.84375
12384,23,12794,-7862.108629999999,297216,24.0,3253.8759765625,297115,-0.5891239643096924,0.6835439801216125,0.0003,239014.03125
12388,23,12798,-7921.881630000001,297312,24.0,3414.716796875,297211,0.441089391708374,0.6864510774612427,0.0003,207489.6875
12392,23,12802,-7874.378289999999,297408,24.0,3463.90771484375,297307,0.0702766627073288,0.6869847178459167,0.0003,304674.65625
12396,23,12806,-7846.049959999999,297504,24.0,3462.52294921875,297403,0.15449458360671997,0.6898218989372253,0.0003,180133.828125
12400,23,12810,-7782.005490000001,297600,24.0,3477.679443359375,297499,-0.11491714417934418,0.6922447085380554,0.0003,75020.28125
12404,23,12814,-7731.137529999998,297696,24.0,3466.649169921875,297595,-0.04953096807003021,0.6932291388511658,0.0003,111978.296875
12408,23,12818,-7698.46074,297792,24.0,3393.665283203125,297691,-0.03373841196298599,0.6960908770561218,0.0003,176766.46875
12412,23,12823,-7727.74175,297888,24.0,3447.845703125,297787,-0.17389550805091858,0.6951329112052917,0.0003,215891.734375
12416,23,12827,-7645.219599999999,297984,24.0,3392.499755859375,297883,-0.12916181981563568,0.697360634803772,0.0003,81690.7890625
12420,23,12831,-7642.1083,298080,24.0,3412.915771484375,297979,-0.23784175515174866,0.6977430582046509,0.0003,83510.5
12424,23,12835,-7609.875499999999,298176,24.0,3363.356689453125,298075,-0.6286914348602295,0.6995051503181458,0.0003,110405.921875
12428,23,12840,-7543.078589999998,298272,24.0,3422.5126953125,298171,-0.23774218559265137,0.7014957070350647,0.0003,140082.15625
12432,23,12844,-7468.016420000003,298368,24.0,3313.268310546875,298267,0.48866769671440125,0.6993010640144348,0.0003,76951.484375
12436,23,12848,-7421.929200000001,298464,24.0,3413.74267578125,298363,0.33089885115623474,0.7028054594993591,0.0003,423717.1875
12440,23,12853,-7357.681410000002,298560,24.0,3407.70458984375,298459,-0.3034704923629761,0.694362223148346,0.0003,137477.71875
12444,23,12857,-7333.731559999999,298656,24.0,3362.058837890625,298555,-0.41668441891670227,0.6896141171455383,0.0003,53995.171875
12448,23,12861,-7276.375239999999,298752,24.0,3456.817138671875,298651,-0.43020322918891907,0.684029757976532,0.0003,184551.546875
12452,23,12865,-7272.968450000001,298848,24.0,3385.069580078125,298747,0.5005701184272766,0.6871797442436218,0.0003,141472.3125
12456,23,12870,-7268.7384600000005,298944,24.0,3755.1064453125,298843,-0.02015438675880432,0.6951677799224854,0.0003,187546.1875
12460,23,12874,-7295.721820000001,299040,24.0,3435.217529296875,298939,-0.002383880317211151,0.6935827136039734,0.0003,152360.9375
12464,23,12878,-7304.003429999999,299136,24.0,3437.47900390625,299035,-0.2635701894760132,0.6949940323829651,0.0003,146754.984375
12468,23,12882,-7327.987239999999,299232,24.0,3446.23974609375,299131,-0.006888866424560547,0.698441207408905,0.0003,55716.734375
12472,23,12887,-7330.913569999999,299328,24.0,3406.28466796875,299227,-0.3999001681804657,0.6974575519561768,0.0003,139358.140625
12476,23,12891,-7355.224929999999,299424,24.0,3278.69921875,299323,-0.9361264705657959,0.6975085735321045,0.0003,175232.0
12480,23,12895,-7304.779270000002,299520,24.0,3344.246826171875,299419,-0.09277460724115372,0.6945239901542664,0.0003,167086.5625
12484,23,12899,-7252.2847999999985,299616,24.0,3371.769775390625,299515,-0.06446032226085663,0.688430666923523,0.0003,306908.34375
12488,23,12904,-7190.77284,299712,24.0,3650.395751953125,299611,-0.2890586853027344,0.6851629018783569,0.0003,118690.109375
12492,23,12908,-7207.7324,299808,24.0,3194.376953125,299707,0.21167708933353424,0.6885246634483337,0.0003,148507.34375
12496,23,12913,-7186.221059999999,299904,24.0,3365.27001953125,299803,-0.3431711196899414,0.6841487884521484,0.0003,143594.375
12500,23,12917,-7212.5143800000005,300000,24.0,3483.759033203125,299899,0.4079729914665222,0.6835783123970032,0.0003,368022.6875
12504,23,12921,-7284.752979999999,300096,24.0,3340.7880859375,299995,-0.0643327385187149,0.6859597563743591,0.0003,61863.7578125
12508,23,12925,-7295.38139,300192,24.0,3409.840576171875,300091,0.05678064376115799,0.6922144889831543,0.0003,76270.328125
12512,23,12929,-7287.99566,300288,24.0,3475.2109375,300187,-0.062498755753040314,0.6976437568664551,0.0003,94768.390625
12516,23,12933,-7294.024510000001,300384,24.0,3471.323974609375,300283,-0.2123376578092575,0.7023683190345764,0.0003,95793.359375
12520,23,12938,-7327.03596,300480,24.0,3539.363037109375,300379,0.27128589153289795,0.7002090215682983,0.0003,142668.34375
12524,23,12942,-7323.831259999998,300576,24.0,3431.563232421875,300475,0.07008355855941772,0.6990352272987366,0.0003,84075.125
12528,23,12946,-7406.086869999999,300672,24.0,3656.725341796875,300571,0.30561792850494385,0.6910881996154785,0.0003,163540.265625
12532,23,12950,-7501.063659999999,300768,24.0,3504.79248046875,300667,-0.050474390387535095,0.6920126676559448,0.0003,115904.671875
12536,23,12954,-7513.932459999999,300864,24.0,3377.41796875,300763,0.7999123334884644,0.6938410997390747,0.0003,60509.7265625
12540,23,12959,-7559.33132,300960,24.0,3515.808837890625,300859,0.5564959645271301,0.6997668743133545,0.0003,257259.265625
12544,23,12963,-7547.20872,301056,24.0,3507.327392578125,300955,0.09923356026411057,0.6988006234169006,0.0003,166055.21875
12548,23,12967,-7543.363880000001,301152,24.0,3643.00146484375,301051,0.6805344820022583,0.6986479759216309,0.0003,77118.59375
12552,23,12971,-7546.805359999999,301248,24.0,3618.5869140625,301147,0.22763431072235107,0.7017161846160889,0.0003,203432.234375
12556,23,12976,-7544.3945399999975,301344,24.0,3568.1884765625,301243,-0.1841927319765091,0.6993549466133118,0.0003,139053.421875
12560,23,12980,-7512.4362999999985,301440,24.0,3479.98583984375,301339,-0.16111713647842407,0.6982123851776123,0.0003,172771.0
12564,23,12984,-7511.652539999999,301536,24.0,3708.464111328125,301435,-0.1356443613767624,0.6969886422157288,0.0003,158425.34375
12568,23,12989,-7499.860819999999,301632,24.0,3358.619873046875,301531,0.1072985976934433,0.6955387592315674,0.0003,80513.53125
12572,23,12993,-7501.92047,301728,24.0,3322.239501953125,301627,-0.008040234446525574,0.6975094676017761,0.0003,225547.09375
12576,23,12997,-7476.855339999998,301824,24.0,3277.615234375,301723,-0.40907999873161316,0.6978716850280762,0.0003,109159.8515625
12580,23,13001,-7459.5844099999995,301920,24.0,3438.217041015625,301819,0.007329129613935947,0.6986851096153259,0.0003,193070.875
12584,23,13006,-7447.195280000001,302016,24.0,3189.979248046875,301915,0.052324071526527405,0.6987099051475525,0.0003,291010.1875
12588,23,13010,-7447.2133,302112,24.0,3311.017578125,302011,-0.502190113067627,0.6976087093353271,0.0003,129710.78125
12592,23,13014,-7440.033240000001,302208,24.0,3388.14501953125,302107,-0.12829019129276276,0.6996753215789795,0.0003,165606.625
12596,23,13019,-7406.83184,302304,24.0,3323.634033203125,302203,-0.3135419487953186,0.6953537464141846,0.0003,69542.7421875
12600,23,13023,-7398.358879999999,302400,24.0,3356.259521484375,302299,-0.31961166858673096,0.6981260180473328,0.0003,193501.734375
12604,23,13027,-7327.887689999999,302496,24.0,3410.197998046875,302395,0.0054519884288311005,0.7024349570274353,0.0003,199027.96875
12608,23,13032,-7316.387139999999,302592,24.0,3440.74365234375,302491,0.1287778615951538,0.7009807825088501,0.0003,198220.9375
12612,23,13036,-7300.998149999999,302688,24.0,3390.2978515625,302587,-0.6242409348487854,0.7006787657737732,0.0003,69763.15625
12616,23,13040,-7290.117790000001,302784,24.0,3455.950439453125,302683,-0.28182584047317505,0.6960654258728027,0.0003,137337.46875
12620,23,13044,-7281.2337099999995,302880,24.0,3400.014892578125,302779,-0.13492128252983093,0.6944127082824707,0.0003,120583.5390625
12624,23,13048,-7247.086299999999,302976,24.0,3499.763427734375,302875,0.4315961003303528,0.6932381987571716,0.0003,272554.4375
12628,23,13052,-7144.53832,303072,24.0,3414.828857421875,302971,-0.28653308749198914,0.6872038245201111,0.0003,63235.265625
12632,23,13056,-7060.4067399999985,303168,24.0,3465.127685546875,303067,-0.20787301659584045,0.6903989911079407,0.0003,152358.234375
12636,23,13061,-7005.015230000001,303264,24.0,3276.8828125,303163,0.25550854206085205,0.6954614520072937,0.0003,233482.78125
12640,23,13065,-6964.4938600000005,303360,24.0,3457.442626953125,303259,0.1914025843143463,0.6987706422805786,0.0003,152291.78125
12644,23,13069,-6932.615280000001,303456,24.0,3442.29638671875,303355,-0.3112322986125946,0.7040416598320007,0.0003,196470.78125
12648,23,13073,-6939.003929999999,303552,24.0,3433.758056640625,303451,0.03445496782660484,0.7018577456474304,0.0003,174959.90625
12652,23,13077,-6915.011780000001,303648,24.0,3506.0859375,303547,-0.413833886384964,0.6976556181907654,0.0003,90102.1875
12656,23,13081,-6955.53928,303744,24.0,3412.095703125,303643,0.34150809049606323,0.6918331980705261,0.0003,193159.78125
12660,23,13085,-6987.444389999999,303840,24.0,3355.38916015625,303739,-0.5694339871406555,0.6950563788414001,0.0003,74196.65625
12664,23,13089,-6944.554189999999,303936,24.0,3318.17724609375,303835,-0.2778489291667938,0.6974751949310303,0.0003,86656.7890625
12668,23,13093,-6915.310669999999,304032,24.0,3501.039306640625,303931,0.08311992883682251,0.6996645927429199,0.0003,169765.03125
12672,23,13097,-6919.39442,304128,24.0,3237.009765625,304027,-0.07758662104606628,0.6983535885810852,0.0003,226657.3125
12676,23,13101,-6909.946930000001,304224,24.0,3287.33544921875,304123,0.21838517487049103,0.6952722668647766,0.0003,180247.03125
12680,23,13105,-6947.750880000001,304320,24.0,3230.83740234375,304219,-0.02682134509086609,0.6931127905845642,0.0003,273816.5
12684,23,13109,-6958.92579,304416,24.0,3519.364013671875,304315,-0.4221839904785156,0.6949362754821777,0.0003,104626.15625
12688,23,13114,-6978.6361400000005,304512,24.0,3562.34814453125,304411,0.039492167532444,0.6947762966156006,0.0003,142026.34375
12692,23,13117,-6981.6881600000015,304608,24.0,3459.211181640625,304507,-0.07183031737804413,0.6918442845344543,0.0003,267811.03125
12696,23,13121,-6976.529880000001,304704,24.0,3451.490478515625,304603,0.07171542942523956,0.6891616582870483,0.0003,87864.9375
12700,23,13125,-6965.495449999999,304800,24.0,3280.240234375,304699,0.15778234601020813,0.6917096376419067,0.0003,225705.59375
12704,23,13129,-7021.175329999999,304896,24.0,3457.102294921875,304795,-0.10120012611150742,0.695162296295166,0.0003,214059.0625
12708,23,13133,-7058.450089999999,304992,24.0,3312.142822265625,304891,0.18321159482002258,0.6910132765769958,0.0003,156592.46875
12712,23,13138,-7029.8922999999995,305088,24.0,3434.487548828125,304987,0.456622451543808,0.6901863813400269,0.0003,271671.0625
12716,23,13142,-7007.5973300000005,305184,24.0,3354.9580078125,305083,-0.5744996666908264,0.6847319602966309,0.0003,236454.890625
12720,23,13146,-6988.4351,305280,24.0,3459.8486328125,305179,-0.4297789931297302,0.6867422461509705,0.0003,147511.921875
12724,23,13150,-6999.4699,305376,24.0,3328.46728515625,305275,-0.16222304105758667,0.6894737482070923,0.0003,115645.1875
12728,23,13154,-7030.467479999999,305472,24.0,3516.400634765625,305371,0.31367602944374084,0.6900245547294617,0.0003,121795.6328125
12732,23,13158,-7091.334809999999,305568,24.0,3421.237060546875,305467,0.3429570198059082,0.6885707974433899,0.0003,127694.46875
12736,23,13163,-7117.389840000001,305664,24.0,3279.17138671875,305563,0.08805885910987854,0.6873095631599426,0.0003,100850.6484375
12740,23,13167,-7120.68402,305760,24.0,3399.02587890625,305659,0.19046294689178467,0.6937587261199951,0.0003,207178.0625
12744,23,13171,-7097.56737,305856,24.0,3367.43115234375,305755,-0.05893244966864586,0.6930065751075745,0.0003,175888.28125
12748,23,13176,-7090.376340000001,305952,24.0,3641.0224609375,305851,0.144847571849823,0.6949816346168518,0.0003,97621.5625
12752,23,13180,-7117.03151,306048,24.0,3375.603759765625,305947,-0.18494078516960144,0.6960927248001099,0.0003,92107.984375
12756,23,13184,-7034.855,306144,24.0,3435.85498046875,306043,-0.21019451320171356,0.6957321166992188,0.0003,166790.375
12760,23,13188,-6995.23198,306240,24.0,3504.0068359375,306139,-0.6688487529754639,0.6929553747177124,0.0003,145510.953125
12764,23,13192,-6975.832630000001,306336,24.0,3452.8642578125,306235,0.026012908667325974,0.6931525468826294,0.0003,219906.875
12768,23,13196,-6971.03581,306432,24.0,3380.474609375,306331,-0.290616512298584,0.6909259557723999,0.0003,104583.0625
12772,23,13200,-6986.535330000001,306528,24.0,3368.81298828125,306427,0.3892585039138794,0.6918571591377258,0.0003,167727.546875
12776,23,13204,-7003.29486,306624,24.0,3228.831787109375,306523,0.30861297249794006,0.6883196830749512,0.0003,371436.5
12780,23,13208,-6958.166579999999,306720,24.0,3283.164794921875,306619,-0.04828529804944992,0.6890559196472168,0.0003,147547.4375
12784,23,13213,-6939.659230000001,306816,24.0,3231.6005859375,306715,0.3676007390022278,0.6860939264297485,0.0003,164340.90625
12788,23,13218,-6907.433349999999,306912,24.0,3434.876708984375,306811,-0.10725809633731842,0.6867190003395081,0.0003,105058.65625
12792,23,13222,-6877.851970000001,307008,24.0,3430.81005859375,306907,-0.22082364559173584,0.6920516490936279,0.0003,79421.703125
12796,23,13226,-6881.63529,307104,24.0,3326.117431640625,307003,0.671379804611206,0.7003346085548401,0.0003,162189.875
12800,23,13231,-6878.015880000001,307200,24.0,3278.244873046875,307099,-0.2548239231109619,0.7011625170707703,0.0003,254199.90625
12804,23,13236,-6851.82396,307296,24.0,3366.87841796875,307195,0.10241582989692688,0.7068809866905212,0.0003,103441.2109375
12808,23,13241,-6851.524000000001,307392,24.0,3503.2431640625,307291,0.04266604781150818,0.7047162652015686,0.0003,219782.09375
12812,23,13245,-6860.65576,307488,24.0,3504.34912109375,307387,0.24873164296150208,0.7053202390670776,0.0003,167420.234375
12816,23,13250,-6933.496840000002,307584,24.0,3278.035400390625,307483,0.4244074523448944,0.7064487934112549,0.0003,251165.5
12820,23,13254,-6931.71827,307680,24.0,3277.4189453125,307579,-0.6667450666427612,0.6990076303482056,0.0003,242126.34375
12824,23,13258,-6917.239960000001,307776,24.0,3412.491943359375,307675,-0.08236895501613617,0.695097804069519,0.0003,244589.6875
12828,23,13262,-6882.9761100000005,307872,24.0,3438.337158203125,307771,-0.026088189333677292,0.6904398798942566,0.0003,90129.0
12832,23,13267,-6847.40525,307968,24.0,3302.45068359375,307867,0.05606067180633545,0.6924722194671631,0.0003,266246.53125
12836,23,13271,-6845.614840000002,308064,24.0,3545.587158203125,307963,0.3172794580459595,0.6891803741455078,0.0003,97054.453125
12840,23,13275,-6858.14383,308160,24.0,3531.22705078125,308059,0.045317813754081726,0.6874240040779114,0.0003,235581.390625
12844,23,13279,-6877.07311,308256,24.0,3505.416259765625,308155,-0.010935559868812561,0.6891944408416748,0.0003,255435.796875
12848,23,13284,-6889.031579999999,308352,24.0,3268.643310546875,308251,-0.6435263752937317,0.6873931288719177,0.0003,159529.15625
12852,23,13288,-6885.22365,308448,24.0,3595.54638671875,308347,0.04874652624130249,0.6874901652336121,0.0003,156498.90625
12856,23,13293,-6908.650699999999,308544,24.0,3605.0537109375,308443,0.29564929008483887,0.6902657151222229,0.0003,157205.515625
12860,23,13297,-6945.95223,308640,24.0,3507.402099609375,308539,0.027180980890989304,0.6924296021461487,0.0003,88842.8125
12864,23,13302,-6996.735709999999,308736,24.0,3187.248291015625,308635,-0.09190195798873901,0.6940599679946899,0.0003,165050.078125
12868,23,13307,-7064.361110000002,308832,24.0,3708.8134765625,308731,0.08704229444265366,0.6933663487434387,0.0003,94439.84375
12872,23,13311,-7065.1185,308928,24.0,3255.816650390625,308827,-0.4834328889846802,0.6934170722961426,0.0003,80275.34375
12876,23,13316,-7066.990849999999,309024,24.0,3260.61865234375,308923,0.19432809948921204,0.6960824728012085,0.0003,190532.15625
12880,23,13320,-7077.90017,309120,24.0,3549.89453125,309019,0.6049917340278625,0.6997522115707397,0.0003,205888.8125
12884,23,13324,-7105.70793,309216,24.0,3198.09716796875,309115,0.22626110911369324,0.7013959288597107,0.0003,86308.828125
12888,23,13329,-7123.190419999999,309312,24.0,3481.127685546875,309211,0.09749363362789154,0.7006582617759705,0.0003,165641.46875
12892,23,13334,-7177.618490000002,309408,24.0,3450.777587890625,309307,-0.2098325788974762,0.7020155191421509,0.0003,335849.75
12896,23,13338,-7182.41527,309504,24.0,3415.32275390625,309403,0.16644245386123657,0.7033296227455139,0.0003,222687.4375
12900,23,13343,-7180.7713,309600,24.0,3207.561279296875,309499,0.17391593754291534,0.7012360095977783,0.0003,176130.21875
12904,23,13347,-7169.51011,309696,24.0,3357.819091796875,309595,0.5504968166351318,0.7011009454727173,0.0003,106954.7109375
12908,23,13351,-7150.634789999999,309792,24.0,3281.044677734375,309691,0.01252610981464386,0.6949647068977356,0.0003,169312.90625
12912,23,13356,-7198.37179,309888,24.0,3287.204345703125,309787,-0.5765730142593384,0.6951525807380676,0.0003,254631.609375
12916,23,13361,-7177.184120000002,309984,24.0,3238.942138671875,309883,-0.1465819627046585,0.6929901242256165,0.0003,240565.09375
12920,23,13365,-7189.875680000001,310080,24.0,3527.8896484375,309979,0.19546671211719513,0.6929255127906799,0.0003,101426.0390625
12924,23,13369,-7172.63924,310176,24.0,3415.84716796875,310075,0.19130928814411163,0.6931055188179016,0.0003,203093.328125
12928,23,13374,-7177.53103,310272,24.0,3253.81494140625,310171,-0.5424129962921143,0.6909915208816528,0.0003,169643.171875
12932,23,13378,-7190.620780000001,310368,24.0,3294.566650390625,310267,-0.3633676767349243,0.6983930468559265,0.0003,297484.75
12936,23,13382,-7206.602390000001,310464,24.0,3603.54443359375,310363,0.06985132396221161,0.6992374062538147,0.0003,206404.09375
12940,23,13387,-7199.318820000001,310560,24.0,3375.883544921875,310459,-0.14188994467258453,0.7010894417762756,0.0003,156170.75
12944,23,13391,-7217.541890000001,310656,24.0,3253.783447265625,310555,-0.23790428042411804,0.6976525783538818,0.0003,177654.140625
12948,23,13396,-7213.33243,310752,24.0,3340.70947265625,310651,-0.43206989765167236,0.6896687746047974,0.0003,69486.4609375
12952,23,13401,-7222.34327,310848,24.0,3301.537109375,310747,-0.2834542989730835,0.6873841881752014,0.0003,78144.046875
12956,23,13405,-7228.1289000000015,310944,24.0,3516.7177734375,310843,0.46782633662223816,0.686284065246582,0.0003,192066.25
12960,23,13410,-7212.986830000001,311040,24.0,3480.76806640625,310939,-0.4003913104534149,0.6905940771102905,0.0003,176372.390625
12964,23,13415,-7204.4453300000005,311136,24.0,3561.93603515625,311035,0.23912683129310608,0.6975678205490112,0.0003,275837.8125
12968,23,13420,-7166.392179999999,311232,24.0,3285.44970703125,311131,-0.5326289534568787,0.7024158239364624,0.0003,178529.78125
12972,23,13424,-7199.43368,311328,24.0,3386.27783203125,311227,0.2833130359649658,0.7004461884498596,0.0003,242391.828125
12976,23,13428,-7230.522470000001,311424,24.0,3538.6220703125,311323,-0.03838745504617691,0.7013834118843079,0.0003,100135.71875
12980,23,13433,-7274.59289,311520,24.0,3500.50927734375,311419,0.10613729804754257,0.7069690227508545,0.0003,440228.0
12984,23,13437,-7300.575070000001,311616,24.0,3350.4111328125,311515,-0.5276622176170349,0.7075501084327698,0.0003,167330.90625
12988,23,13442,-7292.288100000001,311712,24.0,3552.0556640625,311611,-0.1542314887046814,0.705430805683136,0.0003,233663.75
12992,23,13446,-7272.980570000001,311808,24.0,3535.178955078125,311707,-0.07150065898895264,0.7034116387367249,0.0003,132978.59375
12996,23,13451,-7262.944149999999,311904,24.0,3553.938720703125,311803,0.0661490187048912,0.6995794773101807,0.0003,82486.875
13000,23,13455,-7265.01833,312000,24.0,3717.74462890625,311899,0.7384524345397949,0.7000287175178528,0.0003,193221.9375
13004,23,13459,-7276.66217,312096,24.0,3544.44140625,311995,0.008726295083761215,0.6991560459136963,0.0003,541399.75
13008,23,13464,-7279.173660000001,312192,24.0,3344.802978515625,312091,-0.18565815687179565,0.7000885009765625,0.0003,196245.453125
13012,23,13468,-7234.887270000001,312288,24.0,3383.100341796875,312187,0.2568206787109375,0.6979344487190247,0.0003,177913.96875
13016,23,13473,-7209.868810000001,312384,24.0,3404.786376953125,312283,0.28475064039230347,0.6974078416824341,0.0003,177444.484375
13020,23,13477,-7219.91288,312480,24.0,3468.44873046875,312379,-0.6480287313461304,0.6959882974624634,0.0003,147226.328125
13024,23,13482,-7260.6199,312576,24.0,3352.74609375,312475,-0.34976428747177124,0.6960490345954895,0.0003,160392.046875
13028,23,13486,-7266.3633199999995,312672,24.0,3623.26171875,312571,0.1198543831706047,0.6889289617538452,0.0003,59842.21875
13032,23,13490,-7253.807140000001,312768,24.0,3419.79296875,312667,0.005702126771211624,0.6838998794555664,0.0003,114273.046875
13036,23,13495,-7251.741480000001,312864,24.0,3353.233154296875,312763,0.003478044643998146,0.6845107674598694,0.0003,150698.296875
13040,23,13499,-7271.69893,312960,24.0,3647.98779296875,312859,0.3071955144405365,0.6859747767448425,0.0003,133294.359375
13044,23,13503,-7297.25012,313056,24.0,3223.253662109375,312955,0.1386907398700714,0.6853561997413635,0.0003,338665.0
13048,23,13507,-7336.94068,313152,24.0,3295.71435546875,313051,-0.2867988348007202,0.6903706192970276,0.0003,404668.875
13052,23,13512,-7359.299210000001,313248,24.0,3503.935546875,313147,0.35679757595062256,0.6911967992782593,0.0003,203773.484375
13056,23,13516,-7406.288499999999,313344,24.0,3572.35546875,313243,0.4173886477947235,0.6931334137916565,0.0003,144876.25
13060,23,13521,-7418.159079999999,313440,24.0,3539.468017578125,313339,0.49655386805534363,0.6931299567222595,0.0003,182850.96875
13064,23,13525,-7419.72426,313536,24.0,3479.555419921875,313435,-0.3371182978153229,0.6926426291465759,0.0003,185045.5625
13068,23,13529,-7439.568659999999,313632,24.0,3589.576171875,313531,0.2679135203361511,0.6902432441711426,0.0003,80870.71875
