train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/step_size,train/iterations,rollout/return_std,time/total_timesteps,time/fps,train/delta_std,time/time_elapsed
0.02,566.307,24.0,8.927081580623053e-06,296,280.0467224121094,114048,54,0.05,2103
0.02,632.46025,24.0,0.00029193813679739833,297,8.563457489013672,114432,54,0.05,2110
0.02,635.5234375,24.0,0.0005131599027663469,298,4.8717756271362305,114816,54,0.05,2117
0.02,635.9671875,24.0,0.001659558853134513,299,1.5064243078231812,115200,54,0.05,2124
0.02,635.325,24.0,0.00102680129930377,300,2.4347453117370605,115584,54,0.05,2131
0.02,633.4240625,24.0,0.0003875572874676436,301,6.450658798217773,115968,54,0.05,2137
0.02,622.7093749999999,24.0,4.816639921045862e-05,302,51.90340042114258,116352,54,0.05,2145
0.02,635.1939375,24.0,0.0008657444850541651,303,2.8876876831054688,116736,54,0.05,2152
0.02,633.910625,24.0,0.0002650795504450798,304,9.431130409240723,117120,54,0.05,2159
0.02,622.5805,24.0,4.850469849770889e-05,305,51.54139709472656,117504,54,0.05,2166
0.02,623.855875,24.0,5.34970240551047e-05,306,46.7315673828125,117888,54,0.05,2173
0.02,634.9901875,24.0,0.0009694057516753674,307,2.5788991451263428,118272,54,0.05,2180
0.02,636.431125,24.0,0.0014736060984432697,308,1.6965184211730957,118656,54,0.05,2187
0.02,614.6868750000001,24.0,4.718420314020477e-05,309,52.983829498291016,119040,54,0.05,2194
0.02,636.3360625,24.0,0.0009230936993844807,310,2.7082839012145996,119424,54,0.05,2201
0.02,634.8285000000001,24.0,0.00032783980714157224,311,7.625675678253174,119808,54,0.05,2207
0.02,624.65375,24.0,4.545563206193037e-05,312,54.99868392944336,120192,54,0.05,2214
0.02,634.3079375,24.0,0.00024257940822280943,313,10.305903434753418,120576,54,0.05,2222
0.02,635.24775,24.0,0.0006745876162312925,314,3.705967426300049,120960,54,0.05,2229
0.02,574.76,24.0,1.4926213225407992e-05,315,167.49057006835938,121344,54,0.05,2236
0.02,636.5336875,24.0,0.000541564601007849,316,4.6162543296813965,121728,54,0.05,2243
0.02,636.32125,24.0,0.0008351439610123634,317,2.993495464324951,122112,54,0.05,2250
0.02,622.809375,24.0,4.918732156511396e-05,318,50.82610321044922,122496,54,0.05,2257
0.02,621.187625,24.0,4.862867353949696e-05,319,51.409996032714844,122880,54,0.05,2264
0.02,587.8291875,24.0,1.7716436559567228e-05,320,141.1118927001953,123264,54,0.05,2271
0.02,584.6328125,24.0,1.2502376193879172e-05,321,199.96197509765625,123648,54,0.05,2277
0.02,622.1558124999999,24.0,5.450234311865643e-05,322,45.86958694458008,124032,54,0.05,2284
0.02,634.102,24.0,0.0006756226648576558,323,3.7002899646759033,124416,54,0.05,2291
0.02,632.731875,24.0,0.0003130202239844948,324,7.986704349517822,124800,54,0.05,2299
0.02,634.71975,24.0,0.00043317803647369146,325,5.771298885345459,125184,54,0.05,2306
0.02,525.770625,24.0,5.6733551900833845e-06,326,440.6563415527344,125568,54,0.05,2313
0.02,606.1688750000001,24.0,2.151442095055245e-05,327,116.20112609863281,125952,54,0.05,2320
0.02,633.9938125,24.0,0.0002845676790457219,328,8.785255432128906,126336,54,0.05,2327
0.02,586.1671875,24.0,1.2431572940840852e-05,329,201.10086059570312,126720,54,0.05,2334
0.02,635.6433125,24.0,0.001709268311969936,330,1.4626139402389526,127104,54,0.05,2341
0.02,635.7781875000001,24.0,0.0009047789499163628,331,2.7631053924560547,127488,54,0.05,2348
0.02,573.23325,24.0,1.221278216689825e-05,332,204.70355224609375,127872,54,0.05,2355
0.02,589.6128125,24.0,1.7760576156433672e-05,333,140.76119995117188,128256,54,0.05,2362
0.02,635.23375,24.0,0.00029552108026109636,334,8.459632873535156,128640,54,0.05,2369
0.02,616.6940625000001,24.0,4.763594188261777e-05,335,52.481380462646484,129024,54,0.05,2377
0.02,607.6479375,24.0,2.1362195184337907e-05,336,117.0291748046875,129408,54,0.05,2384
0.02,635.0171875000001,24.0,0.0021730023436248302,337,1.1504818201065063,129792,54,0.05,2391
0.02,606.6359375,24.0,2.104901614075061e-05,338,118.7703857421875,130176,54,0.05,2398
0.02,634.943125,24.0,0.0014573141233995557,339,1.715484380722046,130560,54,0.05,2405
0.02,634.66,24.0,0.0007223782013170421,340,3.4607908725738525,130944,54,0.05,2412
0.02,635.4612500000001,24.0,0.0028881807811558247,341,0.8655966520309448,131328,54,0.05,2419
0.02,635.1231250000001,24.0,0.0007139213266782463,342,3.501786231994629,131712,54,0.05,2426
0.02,632.5672500000001,24.0,0.0003028028295375407,343,8.256196975708008,132096,54,0.05,2433
0.02,633.8555,24.0,0.0003597190079744905,344,6.949868679046631,132480,54,0.05,2440
0.02,636.61625,24.0,0.0013108940329402685,345,1.907095193862915,132864,54,0.05,2447
0.02,636.995,24.0,0.0005607458879239857,346,4.458347320556641,133248,54,0.05,2454
0.02,623.50875,24.0,4.892219294561073e-05,347,51.1015510559082,133632,54,0.05,2461
0.02,636.02725,24.0,0.0004930475843138993,348,5.070504665374756,134016,54,0.05,2468
0.02,637.5809375000001,24.0,0.0007364929770119488,349,3.394465208053589,134400,54,0.05,2475
0.02,636.7515000000001,24.0,0.0004831210826523602,350,5.174685955047607,134784,54,0.05,2484
0.02,612.25125,24.0,3.527830631355755e-05,351,70.86507415771484,135168,54,0.05,2491
0.02,594.3668749999999,24.0,2.1091536837047897e-05,352,118.53096008300781,135552,54,0.05,2498
0.02,596.9808125000001,24.0,1.630411861697212e-05,353,153.3354949951172,135936,54,0.05,2505
0.02,636.7927500000001,24.0,0.0007778421859256923,354,3.214019298553467,136320,54,0.05,2512
0.02,637.1632500000001,24.0,0.00039203796768561006,355,6.376933574676514,136704,54,0.05,2520
0.02,625.2509375,24.0,4.843693022849038e-05,356,51.61351013183594,137088,54,0.05,2527
0.02,636.576,24.0,0.0004513476451393217,357,5.538967609405518,137472,54,0.05,2534
0.02,638.0571875,24.0,0.0005358245107345283,358,4.665706634521484,137856,54,0.05,2540
0.02,611.7190625,24.0,3.4875109122367576e-05,359,71.68436431884766,138240,54,0.05,2548
0.02,608.940625,24.0,2.1366115106502548e-05,360,117.0076904296875,138624,54,0.05,2555
0.02,635.7023125000001,24.0,0.0004811246180906892,361,5.1961588859558105,139008,54,0.05,2562
0.02,637.3199999999999,24.0,0.0007854533032514155,362,3.182875156402588,139392,54,0.05,2569
0.02,638.341,24.0,0.0005749123520217836,363,4.348488807678223,139776,54,0.05,2576
0.02,640.154375,24.0,0.0007412058766931295,364,3.3728816509246826,140160,54,0.05,2583
0.02,639.071875,24.0,0.0006442509475164115,365,3.8804752826690674,140544,54,0.05,2590
0.02,640.3855625,24.0,0.0006764033460058272,366,3.696019172668457,140928,54,0.05,2597
0.02,639.76925,24.0,0.0006388915935531259,367,3.9130265712738037,141312,54,0.05,2605
0.02,627.3243749999999,24.0,4.771375097334385e-05,368,52.39579772949219,141696,54,0.05,2612
0.02,640.141875,24.0,0.0008348888950422406,369,2.994410276412964,142080,54,0.05,2619
0.02,633.98,24.0,0.00014585927419830114,370,17.139808654785156,142464,54,0.05,2626
0.02,637.5725,24.0,0.00048625844647176564,371,5.141298770904541,142848,54,0.05,2633
0.02,639.71625,24.0,0.0006086859502829611,372,4.107208251953125,143232,54,0.05,2640
0.02,639.9580625,24.0,0.0006571774138137698,373,3.804147481918335,143616,54,0.05,2647
0.02,639.6356250000001,24.0,0.000810809142421931,374,3.0833394527435303,144000,54,0.05,2653
0.02,640.134375,24.0,0.0007807303336448967,375,3.20212984085083,144384,54,0.05,2660
0.02,638.335,24.0,0.0005342967924661934,376,4.679047584533691,144768,54,0.05,2667
0.02,640.538125,24.0,0.0006867844494991004,377,3.6401519775390625,145152,54,0.05,2674
0.02,641.77375,24.0,0.0007231528870761395,378,3.4570834636688232,145536,54,0.05,2681
0.02,629.7753124999999,24.0,0.00011024791456293315,379,22.676164627075195,145920,54,0.05,2689
0.02,639.9087499999999,24.0,0.0006462562014348805,380,3.8684346675872803,146304,54,0.05,2696
0.02,641.0509374999999,24.0,0.0008036706130951643,381,3.110726833343506,146688,54,0.05,2703
0.02,642.533125,24.0,0.0010647892486304045,382,2.3478822708129883,147072,54,0.05,2710
0.02,640.246875,24.0,0.0005463671986944973,383,4.575677394866943,147456,54,0.05,2717
0.02,642.463125,24.0,0.000884826818946749,384,2.825411319732666,147840,54,0.05,2724
0.02,641.209375,24.0,0.0010059091728180647,385,2.485313653945923,148224,54,0.05,2731
0.02,640.985,24.0,0.0006712596514262259,386,3.7243409156799316,148608,54,0.05,2738
0.02,640.6669999999999,24.0,0.0006832259823568165,387,3.659111261367798,148992,54,0.05,2745
0.02,640.7506250000001,24.0,0.0006658752681687474,388,3.7544562816619873,149376,54,0.05,2752
0.02,636.2518749999999,24.0,0.00015740383241791278,389,15.88271427154541,149760,54,0.05,2759
0.02,637.8812499999999,24.0,0.00036243334761820734,390,6.897819995880127,150144,54,0.05,2766
0.02,641.0960625,24.0,0.0007305029430426657,391,3.422299385070801,150528,54,0.05,2774
0.02,642.044375,24.0,0.0007348630460910499,392,3.401994228363037,150912,54,0.05,2781
0.02,640.82125,24.0,0.0008194084512069821,393,3.050981283187866,151296,54,0.05,2788
0.02,589.144,24.0,1.2468320164771285e-05,394,200.50816345214844,151680,54,0.05,2795
0.02,568.584375,24.0,8.995685675472487e-06,395,277.9110107421875,152064,54,0.05,2802
0.02,640.734375,24.0,0.0005915388464927673,396,4.226264953613281,152448,54,0.05,2809
0.02,641.594125,24.0,0.0006599387270398438,397,3.7882299423217773,152832,54,0.05,2816
0.02,638.56225,24.0,0.0001970604935195297,398,12.6864595413208,153216,54,0.05,2823
0.02,640.947375,24.0,0.0007102683885022998,399,3.519796133041382,153600,54,0.05,2830
0.02,636.721875,24.0,0.0001590812753420323,400,15.715237617492676,153984,54,0.05,2837
0.02,600.87775,24.0,1.619418981135823e-05,401,154.3763427734375,154368,54,0.05,2844
0.02,640.1575,24.0,0.00039201637264341116,402,6.377284049987793,154752,54,0.05,2851
0.02,592.05425,24.0,1.289155534323072e-05,403,193.92539978027344,155136,54,0.05,2858
0.02,640.6949999999999,24.0,0.0005189850926399231,404,4.817093849182129,155520,54,0.05,2865
0.02,642.255,24.0,0.0007303479942493141,405,3.423025369644165,155904,54,0.05,2872
0.02,641.3743750000001,24.0,0.0005245349602773786,406,4.76612663269043,156288,54,0.05,2879
0.02,640.948,24.0,0.0005710537661798298,407,4.377871513366699,156672,54,0.05,2886
0.02,642.73125,24.0,0.000905844324734062,408,2.7598557472229004,157056,54,0.05,2893
0.02,642.611875,24.0,0.0008602215093560517,409,2.9062278270721436,157440,54,0.05,2900
0.02,642.531875,24.0,0.0006033328245393932,410,4.143650054931641,157824,54,0.05,2907
0.02,640.0274375,24.0,0.0006520269671455026,411,3.8341970443725586,158208,54,0.05,2914
0.02,641.784375,24.0,0.0007143639377318323,412,3.4996163845062256,158592,54,0.05,2921
0.02,601.667625,24.0,1.60209383466281e-05,413,156.04579162597656,158976,54,0.05,2928
0.02,638.141875,24.0,0.0005215138080529869,414,4.793736934661865,159360,54,0.05,2935
0.02,641.445,24.0,0.0006983766797930002,415,3.5797297954559326,159744,54,0.05,2942
0.02,636.684,24.0,0.00021066672343295068,416,11.867084503173828,160128,54,0.05,2949
0.02,640.08025,24.0,0.000567824172321707,417,4.40277099609375,160512,54,0.05,2956
0.02,640.10375,24.0,0.0007244859589263797,418,3.4507222175598145,160896,54,0.05,2963
0.02,642.4994375,24.0,0.0006213711458258331,419,4.023360252380371,161280,54,0.05,2970
0.02,638.549375,24.0,0.0006616376340389252,420,3.778503179550171,161664,54,0.05,2977
0.02,641.7721875,24.0,0.00032884630491025746,421,7.602335453033447,162048,54,0.05,2984
0.02,628.89,24.0,4.766023266711272e-05,422,52.45463180541992,162432,54,0.05,2991
0.02,464.281125,24.0,6.755396952939918e-06,423,370.074462890625,162816,54,0.05,2998
0.02,620.344875,24.0,2.8146847398602404e-05,424,88.81989288330078,163200,54,0.05,3005
0.02,642.0831250000001,24.0,0.0005479989922605455,425,4.562051773071289,163584,54,0.05,3012
0.02,642.8218750000001,24.0,0.0007297912961803377,426,3.4256365299224854,163968,54,0.05,3019
0.02,640.44425,24.0,0.0005175420665182173,427,4.8305253982543945,164352,54,0.05,3026
0.02,640.7860000000001,24.0,0.0004498199268709868,428,5.557779312133789,164736,54,0.05,3033
0.02,641.373625,24.0,0.0005744010559283197,429,4.352359294891357,165120,54,0.05,3040
0.02,636.24375,24.0,0.00015300203813239932,430,16.339651107788086,165504,54,0.05,3047
0.02,639.9083125,24.0,0.00045747580588795245,431,5.4647698402404785,165888,54,0.05,3053
0.02,638.443125,24.0,0.0004840748733840883,432,5.164490222930908,166272,54,0.05,3060
0.02,643.22125,24.0,0.0010890974663197994,433,2.295478343963623,166656,54,0.05,3067
0.02,641.58775,24.0,0.0007062118966132402,434,3.540013551712036,167040,54,0.05,3075
0.02,641.48,24.0,0.000601962034124881,435,4.153085708618164,167424,54,0.05,3082
0.02,591.90125,24.0,1.2334640814515296e-05,436,202.68121337890625,167808,54,0.05,3089
0.02,642.503625,24.0,0.0006815290544182062,437,3.668221950531006,168192,54,0.05,3096
0.02,605.74,24.0,1.7466130884713493e-05,438,143.1341552734375,168576,54,0.05,3103
0.02,641.778125,24.0,0.0005397068453021348,439,4.632143974304199,168960,54,0.05,3110
0.02,641.55375,24.0,0.0006921058520674706,440,3.612163782119751,169344,54,0.05,3117
0.02,641.5025625,24.0,0.0004742582095786929,441,5.271389961242676,169728,54,0.05,3124
0.02,640.100625,24.0,0.0005357649642974138,442,4.666224956512451,170112,54,0.05,3131
0.02,628.8299999999999,24.0,4.7889996494632214e-05,443,52.20296859741211,170496,54,0.05,3139
0.02,573.7406249999999,24.0,9.423025403521024e-06,444,265.3075866699219,170880,54,0.05,3146
0.02,641.5910624999999,24.0,0.0006218240596354008,445,4.020429611206055,171264,54,0.05,3153
0.02,640.81375,24.0,0.00042977582779712975,446,5.816986083984375,171648,54,0.05,3160
0.02,640.10625,24.0,0.0005049330065958202,447,4.9511518478393555,172032,54,0.05,3166
0.02,640.66625,24.0,0.0006186923710629344,448,4.040780067443848,172416,54,0.05,3173
0.02,640.19975,24.0,0.00022468081442639232,449,11.1268949508667,172800,54,0.05,3180
0.02,643.06625,24.0,0.0006631408468820155,450,3.769937753677368,173184,54,0.05,3187
0.02,641.35875,24.0,0.0005479489918798208,451,4.562468528747559,173568,54,0.05,3194
0.02,641.640375,24.0,0.0006296265637502074,452,3.970607042312622,173952,54,0.05,3201
0.02,576.985,24.0,9.359908290207386e-06,453,267.09661865234375,174336,54,0.05,3209
0.02,641.93825,24.0,0.0006590265547856688,454,3.793473482131958,174720,54,0.05,3216
0.02,640.704625,24.0,0.0005610109656117857,455,4.456240653991699,175104,54,0.05,3223
0.02,642.36375,24.0,0.000785348704084754,456,3.1832990646362305,175488,54,0.05,3230
0.02,642.115,24.0,0.0007585382554680109,457,3.2958126068115234,175872,54,0.05,3237
0.02,642.690625,24.0,0.0006539228488691151,458,3.8230807781219482,176256,54,0.05,3244
0.02,642.13,24.0,0.000627076078671962,459,3.9867565631866455,176640,54,0.05,3251
0.02,640.975,24.0,0.0005279835313558578,460,4.734996318817139,177024,54,0.05,3258
0.02,642.371875,24.0,0.0006026254268363118,461,4.1485137939453125,177408,54,0.05,3266
0.02,641.53125,24.0,0.0007398426532745361,462,3.379096508026123,177792,54,0.05,3273
0.02,643.02125,24.0,0.0008028097217902541,463,3.114062547683716,178176,54,0.05,3280
0.02,643.927625,24.0,0.0009696161723695695,464,2.5783395767211914,178560,54,0.05,3287
0.02,642.35625,24.0,0.0007609324529767036,465,3.285442352294922,178944,54,0.05,3294
0.02,642.513125,24.0,0.0004899666528217494,466,5.10238790512085,179328,54,0.05,3301
0.02,642.69625,24.0,0.000797007349319756,467,3.1367335319519043,179712,54,0.05,3308
0.02,641.8771875,24.0,0.0005389819270931184,468,4.638374328613281,180096,54,0.05,3316
0.02,641.6450000000001,24.0,0.000491776445414871,469,5.083611011505127,180480,54,0.05,3323
0.02,642.7068750000001,24.0,0.000682200537994504,470,3.664611339569092,180864,54,0.05,3330
0.02,642.150125,24.0,0.0006740239332430065,471,3.7090671062469482,181248,54,0.05,3336
0.02,642.955875,24.0,0.0007591199246235192,472,3.2932870388031006,181632,54,0.05,3343
0.02,640.8725,24.0,0.0005330860731191933,473,4.689673900604248,182016,54,0.05,3351
0.02,642.233125,24.0,0.000609363429248333,474,4.102642059326172,182400,54,0.05,3358
0.02,643.08825,24.0,0.0008659911691211164,475,2.8868651390075684,182784,54,0.05,3365
0.02,579.0464375,24.0,9.688410500530154e-06,476,258.0402526855469,183168,54,0.05,3372
0.02,642.8050000000001,24.0,0.0008018579101189971,477,3.1177589893341064,183552,54,0.05,3379
0.02,642.5575,24.0,0.0005783429951407015,478,4.322694301605225,183936,54,0.05,3386
0.02,641.0699999999999,24.0,0.0004890941199846566,479,5.111490249633789,184320,54,0.05,3393
0.02,642.85375,24.0,0.0006690280861221254,480,3.7367637157440186,184704,54,0.05,3400
0.02,644.094375,24.0,0.0010986115084961057,481,2.275599241256714,185088,54,0.05,3407
0.02,643.125,24.0,0.0007113586761988699,482,3.5144009590148926,185472,54,0.05,3414
0.02,581.1412499999999,24.0,1.0011245649366174e-05,483,249.7191619873047,185856,54,0.05,3421
0.02,644.484375,24.0,0.0008453911868855357,484,2.9572105407714844,186240,54,0.05,3428
0.02,640.6387500000001,24.0,0.0003793046053033322,485,6.591008186340332,186624,54,0.05,3435
0.02,643.1503749999999,24.0,0.0006181459757499397,486,4.044352054595947,187008,54,0.05,3442
0.02,643.133875,24.0,0.000745689554605633,487,3.3526012897491455,187392,54,0.05,3450
0.02,643.548125,24.0,0.0009008856141008437,488,2.7750468254089355,187776,54,0.05,3457
0.02,642.6524999999999,24.0,0.0007375106797553599,489,3.3897809982299805,188160,54,0.05,3464
0.02,620.695625,24.0,2.6054898626171052e-05,490,95.95124816894531,188544,54,0.05,3471
0.02,642.21125,24.0,0.0005318121984601021,491,4.700907230377197,188928,54,0.05,3478
0.02,640.4575,24.0,0.00041317561408504844,492,6.050695419311523,189312,54,0.05,3485
0.02,643.2825,24.0,0.0007887884858064353,493,3.169417142868042,189696,54,0.05,3492
0.02,644.08375,24.0,0.000986803905107081,494,2.533431053161621,190080,54,0.05,3499
0.02,644.72875,24.0,0.0009439251152798533,495,2.648514747619629,190464,54,0.05,3506
0.02,641.9399999999999,24.0,0.0005148430936969817,496,4.85584831237793,190848,54,0.05,3513
0.02,595.6335624999999,24.0,1.3435963410302065e-05,497,186.06777954101562,191232,54,0.05,3520
0.02,643.024375,24.0,0.0005651654792018235,498,4.423483371734619,191616,54,0.05,3527
0.02,643.2419375,24.0,0.000630871276371181,499,3.962773084640503,192000,54,0.05,3534
0.02,641.733125,24.0,0.0005577001138590276,500,4.482696056365967,192384,54,0.05,3541
0.02,643.941875,24.0,0.0008818700443953276,501,2.8348844051361084,192768,54,0.05,3548
0.02,643.71375,24.0,0.0008293716236948967,502,3.0143299102783203,193152,54,0.05,3555
0.02,570.3375,24.0,8.52324410516303e-06,503,293.3155517578125,193536,54,0.05,3562
0.02,641.94125,24.0,0.0004985483246855438,504,5.014558792114258,193920,54,0.05,3569
0.02,604.8074999999999,24.0,2.1933310563326813e-05,505,113.98188781738281,194304,54,0.05,3576
0.02,644.35875,24.0,0.0010177447693422437,506,2.456411361694336,194688,54,0.05,3583
0.02,640.8143749999999,24.0,0.0004940126673318446,507,5.060598850250244,195072,54,0.05,3590
0.02,644.0688749999999,24.0,0.0010922611691057682,508,2.2888295650482178,195456,54,0.05,3597
0.02,642.719375,24.0,0.0005967432516627014,509,4.189406394958496,195840,54,0.05,3604
0.02,641.82375,24.0,0.0005438715452328324,510,4.596673488616943,196224,54,0.05,3611
0.02,623.435375,24.0,2.936412965937052e-05,511,85.13788604736328,196608,54,0.05,3618
0.02,579.08125,24.0,9.897070412989706e-06,512,252.60000610351562,196992,54,0.05,3625
0.02,642.5735000000001,24.0,0.0007187094306573272,513,3.478456974029541,197376,54,0.05,3632
0.02,643.3975,24.0,0.0010371481766924262,514,2.4104557037353516,197760,54,0.05,3638
0.02,645.245625,24.0,0.0023681127931922674,515,1.0556927919387817,198144,54,0.05,3645
0.02,645.3418750000001,24.0,0.002621949650347233,516,0.9534888863563538,198528,54,0.05,3652
0.02,621.844375,24.0,2.9993847419973463e-05,517,83.35042572021484,198912,54,0.05,3659
0.02,643.6700000000001,24.0,0.0008099152473732829,518,3.086742401123047,199296,54,0.05,3666
0.02,570.67875,24.0,8.520591109117959e-06,519,293.4068603515625,199680,54,0.05,3674
0.02,644.3568750000001,24.0,0.0008333240984939039,520,3.000032901763916,200064,54,0.05,3681
0.02,644.4875,24.0,0.0008015473140403628,521,3.118967294692993,200448,54,0.05,3688
0.02,627.418,24.0,4.812338374904357e-05,522,51.949798583984375,200832,54,0.05,3695
0.02,642.016875,24.0,0.0006406253669410944,523,3.9024364948272705,201216,54,0.05,3701
0.02,643.623625,24.0,0.0009697308414615691,524,2.5780346393585205,201600,54,0.05,3708
0.02,569.081875,24.0,8.444423656328581e-06,525,296.0533447265625,201984,54,0.05,3715
0.02,642.5125,24.0,0.0006373865180648863,526,3.922266721725464,202368,54,0.05,3722
0.02,570.4839999999999,24.0,8.52202265377855e-06,527,293.35760498046875,202752,54,0.05,3729
0.02,644.8243749999999,24.0,0.0010179674718528986,528,2.455873727798462,203136,54,0.05,3736
0.02,643.225625,24.0,0.000553116318769753,529,4.5198445320129395,203520,54,0.05,3743
0.02,645.128375,24.0,0.0015760725364089012,530,1.5862212181091309,203904,54,0.05,3750
0.02,639.6645000000001,24.0,0.00028672628104686737,531,8.7191162109375,204288,54,0.05,3757
0.02,642.6775,24.0,0.0006832179496996105,532,3.6591544151306152,204672,54,0.05,3764
0.02,643.27125,24.0,0.0007220924599096179,533,3.462160348892212,205056,54,0.05,3771
0.02,643.5875000000001,24.0,0.0009190777200274169,534,2.7201178073883057,205440,54,0.05,3778
0.02,643.050625,24.0,0.0007996064960025251,535,3.126537561416626,205824,54,0.05,3785
0.02,643.346875,24.0,0.0007834958960302174,536,3.190826892852783,206208,54,0.05,3792
0.02,644.1781249999999,24.0,0.0009770729811862111,537,2.558662176132202,206592,54,0.05,3799
0.02,644.6551875,24.0,0.001388672273606062,538,1.8002805709838867,206976,54,0.05,3806
0.02,570.34625,24.0,8.522998541593552e-06,539,293.323974609375,207360,54,0.05,3813
0.02,643.076875,24.0,0.0005489045870490372,540,4.554525375366211,207744,54,0.05,3820
0.02,643.38625,24.0,0.00041747858631424606,541,5.988330841064453,208128,54,0.05,3827
0.02,642.175625,24.0,0.0006281350506469607,542,3.9800357818603516,208512,54,0.05,3834
0.02,642.24,24.0,0.0005705808871425688,543,4.381499767303467,208896,54,0.05,3841
0.02,643.256875,24.0,0.00044477099436335266,544,5.620870113372803,209280,54,0.05,3848
0.02,643.90875,24.0,0.0009982489282265306,545,2.504385232925415,209664,54,0.05,3855
0.02,639.8755,24.0,0.0002472862252034247,546,10.1097412109375,210048,54,0.05,3862
0.02,644.491125,24.0,0.0006806810270063579,547,3.6727921962738037,210432,54,0.05,3869
0.02,643.1949999999999,24.0,0.0006382049759849906,548,3.917236804962158,210816,54,0.05,3876
0.02,643.7262499999999,24.0,0.0006357203819788992,549,3.9325461387634277,211200,54,0.05,3884
0.02,641.3162500000001,24.0,0.00018314125190954655,550,13.650666236877441,211584,54,0.05,3891
0.02,642.818125,24.0,0.0003342309792060405,551,7.479856491088867,211968,54,0.05,3897
0.02,642.94,24.0,0.0006197883631102741,552,4.033634662628174,212352,54,0.05,3905
0.02,643.191875,24.0,0.000937585427891463,553,2.6664233207702637,212736,54,0.05,3912
0.02,638.4275,24.0,0.00015161877672653645,554,16.48872184753418,213120,54,0.05,3918
0.02,643.170625,24.0,0.0009007100015878677,555,2.775587797164917,213504,54,0.05,3926
0.02,642.715625,24.0,0.0007330675725825131,556,3.4103262424468994,213888,54,0.05,3933
0.02,644.5525,24.0,0.0009785909205675125,557,2.5546932220458984,214272,54,0.05,3939
0.02,571.3266249999999,24.0,8.515914487361442e-06,558,293.5679931640625,214656,54,0.05,3946
0.02,644.1018750000001,24.0,0.0009457206469960511,559,2.643486499786377,215040,54,0.05,3954
0.02,645.2875624999999,24.0,0.0016890442930161953,560,1.4801267385482788,215424,54,0.05,3961
0.02,644.214375,24.0,0.0006767991581000388,561,3.693857431411743,215808,54,0.05,3968
0.02,644.02875,24.0,0.0008110107155516744,562,3.0825729370117188,216192,54,0.05,3975
0.02,643.334375,24.0,0.0005649489467032254,563,4.425178527832031,216576,54,0.05,3982
0.02,645.0693749999999,24.0,0.0017267989460378885,564,1.4477653503417969,216960,54,0.05,3988
0.02,644.3856249999999,24.0,0.0015217360341921449,565,1.6428602933883667,217344,54,0.05,3995
0.02,570.186875,24.0,8.524492841388565e-06,566,293.2725830078125,217728,54,0.05,4002
0.02,643.62625,24.0,0.0008189707878045738,567,3.0526115894317627,218112,54,0.05,4009
0.02,643.97375,24.0,0.0007538843201473355,568,3.3161585330963135,218496,54,0.05,4016
0.02,643.273875,24.0,0.0008345106616616249,569,2.99576735496521,218880,54,0.05,4023
0.02,640.5980625,24.0,0.00019209533638786525,570,13.014370918273926,219264,54,0.05,4030
0.02,642.658,24.0,0.0005931854248046875,571,4.214533805847168,219648,54,0.05,4037
0.02,644.1643750000001,24.0,0.0008099396363832057,572,3.0866494178771973,220032,54,0.05,4044
0.02,643.0521875,24.0,0.0006802540738135576,573,3.6750972270965576,220416,54,0.05,4051
0.02,642.674375,24.0,0.0006299576489254832,574,3.968520164489746,220800,54,0.05,4058
0.02,644.28375,24.0,0.0010818920563906431,575,2.3107662200927734,221184,54,0.05,4065
0.02,570.5699999999999,24.0,8.521549716533627e-06,576,293.37384033203125,221568,54,0.05,4071
0.02,643.05625,24.0,0.0006119864992797375,577,4.085057258605957,221952,54,0.05,4079
0.02,642.6825,24.0,0.0005398457287810743,578,4.63095235824585,222336,54,0.05,4085
0.02,643.929375,24.0,0.000783619238063693,579,3.190324544906616,222720,54,0.05,4092
0.02,641.77625,24.0,0.0005447207950055599,580,4.589507102966309,223104,54,0.05,4099
0.02,643.5475,24.0,0.0008388825226575136,581,2.9801547527313232,223488,54,0.05,4106
0.02,644.597625,24.0,0.0015938283177092671,582,1.5685502290725708,223872,54,0.05,4113
0.02,644.2675,24.0,0.0007389088277705014,583,3.3833670616149902,224256,54,0.05,4120
0.02,645.06,24.0,0.001477569341659546,584,1.6919678449630737,224640,54,0.05,4127
0.02,641.6793749999999,24.0,0.00047311847447417676,585,5.284088611602783,225024,54,0.05,4134
0.02,620.045625,24.0,2.609754665172659e-05,586,95.79444122314453,225408,54,0.05,4141
0.02,643.714375,24.0,0.0008822083473205566,587,2.8337974548339844,225792,54,0.05,4148
0.02,644.41625,24.0,0.0010843579657375813,588,2.305511474609375,226176,54,0.05,4155
0.02,643.1656250000001,24.0,0.0006805465091019869,589,3.673517942428589,226560,54,0.05,4162
0.02,643.078125,24.0,0.0006139741162769496,590,4.071832656860352,226944,54,0.05,4169
0.02,642.84625,24.0,0.000798761029727757,591,3.1298470497131348,227328,54,0.05,4176
0.02,644.391875,24.0,0.0013818849110975862,592,1.8091230392456055,227712,54,0.05,4183
0.02,642.32875,24.0,0.0005957764806225896,593,4.196204662322998,228096,54,0.05,4190
0.02,643.4753125,24.0,0.0007098576170392334,594,3.5218327045440674,228480,54,0.05,4197
0.02,644.3399999999999,24.0,0.0007435432635247707,595,3.362278938293457,228864,54,0.05,4204
0.02,644.024375,24.0,0.0010233509819954634,596,2.4429543018341064,229248,54,0.05,4211
