rollout/ep_rew_mean,train/std,train/value_loss,time/time_elapsed,time/total_timesteps,train/n_updates,rollout/ep_len_mean,train/entropy_loss,time/iterations,time/fps,train/policy_loss,train/explained_variance,train/learning_rate
303.05402000000004,1.1280804872512817,69.58561706542969,12494,579500,115899,24.0,-16.52983283996582,115900,46,86.35640716552734,0.9567434266209602,0.0007
303.44899999999996,1.1322617530822754,219.32504272460938,12505,580000,115999,24.0,-16.567819595336914,116000,46,-250.3162078857422,0.9961843786295503,0.0007
304.51152,1.1338444948196411,1.0246189832687378,12516,580500,116099,24.0,-16.58953094482422,116100,46,8.744022369384766,0.9986024033278227,0.0007
307.57025,1.1321802139282227,86.49394226074219,12527,581000,116199,24.0,-16.56864356994629,116200,46,-63.82966232299805,0.9940557000227273,0.0007
307.63668999999993,1.1301875114440918,90.83538818359375,12538,581500,116299,24.0,-16.55935287475586,116300,46,-103.20454406738281,0.9230105206370354,0.0007
302.69429,1.1345518827438354,68.09593200683594,12548,582000,116399,24.0,-16.59351348876953,116400,46,91.80187225341797,0.8454519212245941,0.0007
298.4799500000001,1.135769009590149,10.19804573059082,12559,582500,116499,24.0,-16.59891700744629,116500,46,-44.59861373901367,0.9977623936720192,0.0007
291.48971,1.1344221830368042,8.866800308227539,12570,583000,116599,24.0,-16.581735610961914,116600,46,-40.08237838745117,0.9968608659692109,0.0007
285.34278,1.1329808235168457,2.206432819366455,12581,583500,116699,24.0,-16.570068359375,116700,46,22.020090103149414,0.9981983384350315,0.0007
290.44023,1.1353224515914917,0.5697425603866577,12592,584000,116799,24.0,-16.601152420043945,116800,46,-11.36325454711914,0.9999805465649843,0.0007
297.05373000000003,1.1335386037826538,106.7007064819336,12602,584500,116899,24.0,-16.567352294921875,116900,46,143.81146240234375,0.9751860033720732,0.0007
307.15221,1.1364082098007202,93.25299835205078,12614,585000,116999,24.0,-16.595176696777344,117000,46,92.1336441040039,0.7991898208856583,0.0007
