time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/explained_variance,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/n_updates,train/loss,train/approx_kl,train/policy_gradient_loss,train/clip_range
57,608,34816,24.0,17,-524.45164,0.0003,0.0,51052.44698486328,0.087939453125,0.9903751611709595,-15.49896423816681,160,20738.333984375,0.008105127,-0.00572907966125058,0.2
56,648,36864,24.0,18,-521.93191,0.0003,0.0,49144.01325683594,0.07119140625,0.9934387803077698,-15.501042932271957,170,21004.93359375,0.006912617,-0.0026482960674911737,0.2
56,687,38912,24.0,19,-520.7661499999999,0.0003,-1.1920928955078125e-07,47405.47716064453,0.07724609375,0.9954620003700256,-15.526024842262268,180,21271.36328125,0.0066602975,-0.004065891944628674,0.2
56,726,40960,24.0,20,-520.79165,0.0003,0.0,46304.357482910156,0.079345703125,0.9923509955406189,-15.517576184868812,190,22359.392578125,0.00828154,-0.004214681137818843,0.2
56,765,43008,24.0,21,-518.6131100000001,0.0003,-1.1920928955078125e-07,44838.21866455078,0.056787109375,0.9891943335533142,-15.48091629743576,200,21429.986328125,0.006915151,-0.0017667332285782322,0.2
56,804,45056,24.0,22,-517.62006,0.0003,0.0,43103.38607177734,0.08486328125,0.9887955188751221,-15.462712508440017,210,25744.939453125,0.007750713,-0.004637514380374341,0.2
55,843,47104,24.0,23,-517.41863,0.0003,0.0,41766.41474609375,0.092041015625,0.9877048134803772,-15.448975843191146,220,19215.72265625,0.007464744,-0.006497736411984078,0.2
55,884,49152,24.0,24,-514.0859700000001,0.0003,0.0,40588.243920898436,0.092138671875,0.9831405878067017,-15.415633273124694,230,16889.033203125,0.009174543,-0.004957147332606837,0.2
55,924,51200,24.0,25,-514.17451,0.0003,0.0,38977.06899414062,0.09033203125,0.9776493310928345,-15.364323377609253,240,17888.365234375,0.008456746,-0.003207449012552388,0.2
55,965,53248,24.0,26,-509.56294,0.0003,0.0,37833.0999206543,0.11083984375,0.9751021862030029,-15.31836695075035,250,18835.203125,0.010506929,-0.007166111897095107,0.2
54,1006,55296,24.0,27,-510.1554100000001,0.0003,5.960464477539063e-08,36201.42117919922,0.0869140625,0.9713891744613647,-15.284876590967178,260,15518.68359375,0.0074283355,-0.00431394521438051,0.2
54,1047,57344,24.0,28,-511.92399,0.0003,5.960464477539063e-08,35167.18287353516,0.07744140625,0.9698705077171326,-15.253071427345276,270,16145.822265625,0.0071619833,-0.004818161665752996,0.2
54,1088,59392,24.0,29,-508.68322000000006,0.0003,0.0,34546.47409667969,0.101806640625,0.9773546457290649,-15.291283547878265,280,20055.59765625,0.007196092,-0.00576439558644779,0.2
54,1129,61440,24.0,30,-508.6222000000001,0.0003,-1.1920928955078125e-07,32902.13324584961,0.083544921875,0.9789487719535828,-15.343590351939202,290,16684.302734375,0.006498593,-0.0037560899785603397,0.2
54,1171,63488,24.0,31,-504.32948,0.0003,5.960464477539063e-08,32187.840814208983,0.0853515625,0.9803913235664368,-15.359810554981232,300,12210.892578125,0.008868417,-0.005959615197207313,0.2
54,1211,65536,24.0,32,-505.71072999999996,0.0003,5.960464477539063e-08,30393.49476928711,0.083984375,0.9811533093452454,-15.36797412931919,310,15178.10546875,0.008554624,-0.004701299306179863,0.2
53,1253,67584,24.0,33,-500.07538999999997,0.0003,5.960464477539063e-08,30456.854083251954,0.078564453125,0.985343873500824,-15.396175715327264,320,14336.892578125,0.0071652397,-0.003518204546708148,0.2
53,1294,69632,24.0,34,-498.80467999999996,0.0003,5.960464477539063e-08,28536.43130493164,0.083447265625,0.9850420355796814,-15.416605791449546,330,12107.51171875,0.006295466,-0.004401148704346269,0.2
53,1334,71680,24.0,35,-498.58973000000003,0.0003,5.960464477539063e-08,27735.984899902345,0.086083984375,0.9854319095611572,-15.421750980615617,340,14760.0244140625,0.0075140353,-0.0030504950205795466,0.2
53,1375,73728,24.0,36,-494.1726500000001,0.0003,0.0,27015.388623046874,0.075048828125,0.9876155257225037,-15.436031031608582,350,12399.9326171875,0.0063408962,-0.004447879686631495,0.2
53,1415,75776,24.0,37,-488.7589900000001,0.0003,0.0,25843.552008056642,0.096875,0.9886047840118408,-15.448453998565673,360,11851.673828125,0.007263301,-0.004757810311275534,0.2
53,1457,77824,24.0,38,-482.34928999999994,0.0003,4.172325134277344e-07,24398.05487060547,0.084375,0.9898368716239929,-15.461563670635224,370,12572.912109375,0.0064589903,-0.003234518031240441,0.2
53,1498,79872,24.0,39,-481.01295,0.0003,6.556510925292969e-07,23150.98029174805,0.0888671875,0.9964445233345032,-15.51284762918949,380,9563.6279296875,0.008147904,-0.005042319797212258,0.2
53,1538,81920,24.0,40,-477.5480500000001,0.0003,1.1324882507324219e-06,22554.35537109375,0.0904296875,0.9986246228218079,-15.565385058522224,390,11537.7421875,0.008227654,-0.005246036598691717,0.2
53,1578,83968,24.0,41,-477.57153999999997,0.0003,8.821487426757812e-06,21727.86908569336,0.08837890625,0.9994741082191467,-15.580843988060952,400,9395.177734375,0.007540295,-0.0061912012082757425,0.2
53,1619,86016,24.0,42,-482.19177999999994,0.0003,0.03538322448730469,21402.17883911133,0.05673828125,0.9987989068031311,-15.581421455740928,410,11668.58984375,0.00801798,-0.005588277606875636,0.2
53,1659,88064,24.0,43,-478.44993999999997,0.0003,0.03766036033630371,21925.220281982423,0.0318359375,0.9983381032943726,-15.573673447966575,420,11972.017578125,0.004136814,-0.0028812349017243834,0.2
