time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/explained_variance,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/n_updates,train/loss,train/approx_kl,train/policy_gradient_loss,train/clip_range
53,1700,90112,24.0,44,-482.5823499999999,0.0003,0.038138389587402344,21246.61510620117,0.076708984375,0.995785653591156,-15.558944076299667,430,9826.8291015625,0.006492395,-0.007325470684736502,0.2
52,1740,92160,24.0,45,-478.90239999999983,0.0003,0.04428279399871826,21324.427792358398,0.086279296875,0.9987989068031311,-15.558982783555985,440,9608.8525390625,0.007251203,-0.006455901778826956,0.2
52,1781,94208,24.0,46,-476.4024,0.0003,0.04395538568496704,20964.72000732422,0.10126953125,0.997592568397522,-15.568634542822839,450,9774.2958984375,0.0076740105,-0.007029404280183371,0.2
52,1821,96256,24.0,47,-473.33616000000006,0.0003,0.04368489980697632,20276.531307983398,0.07470703125,0.9969688057899475,-15.559716743230819,460,11382.2109375,0.00693388,-0.0048186115178396,0.2
52,1863,98304,24.0,48,-469.92935,0.0003,0.10926318168640137,19216.59635620117,0.0748046875,0.9964399933815002,-15.55559320151806,470,9174.0654296875,0.008569803,-0.006517732010979671,0.2
52,1904,100352,24.0,49,-472.68871000000007,0.0003,0.12460947036743164,18575.776745605468,0.059033203125,0.9965906143188477,-15.553049984574319,480,9291.2099609375,0.0069276,-0.005034285655710846,0.2
52,1946,102400,24.0,50,-472.66684000000004,0.0003,0.11761564016342163,18933.77020263672,0.09033203125,0.9972133636474609,-15.557489994168282,490,9225.9052734375,0.010145962,-0.008256618492305278,0.2
52,1986,104448,24.0,51,-471.1787700000001,0.0003,0.13259822130203247,18679.310833740234,0.051318359375,0.9983375072479248,-15.56480287015438,500,10049.6044921875,0.006723131,-0.0050403896471834745,0.2
52,2027,106496,24.0,52,-464.9461700000001,0.0003,0.13676267862319946,18244.833377075196,0.08779296875,0.9978317022323608,-15.566392195224761,510,9046.4208984375,0.009193531,-0.006427142163738608,0.2
52,2068,108544,24.0,53,-470.20664000000005,0.0003,0.12141764163970947,17619.159600830077,0.075341796875,0.9981957077980042,-15.568229186534882,520,8313.509765625,0.008178258,-0.0038086644824943507,0.2
52,2111,110592,24.0,54,-470.59761999999995,0.0003,0.13950085639953613,17903.79411621094,0.08037109375,0.9969678521156311,-15.561721462011338,530,9273.6416015625,0.007691364,-0.002761899656616151,0.2
52,2154,112640,24.0,55,-463.6724500000001,0.0003,0.1418113112449646,17697.874053955078,0.07880859375,0.9993727207183838,-15.569630846381187,540,9190.8916015625,0.007893907,-0.004870501466211863,0.2
52,2197,114688,24.0,56,-467.46882000000005,0.0003,0.13345599174499512,17021.89179382324,0.07041015625,0.9992717504501343,-15.578719931840897,550,7109.64306640625,0.0071869204,-0.005084550610627047,0.2
51,2245,116736,24.0,57,-461.56145000000004,0.0003,0.137323260307312,17102.720220947267,0.08916015625,0.9985520839691162,-15.580741494894028,560,9240.2255859375,0.0060696364,-0.004303561459528283,0.2
51,2295,118784,24.0,58,-456.57513,0.0003,0.14460891485214233,16341.420425415039,0.099267578125,0.9980857968330383,-15.567941334843635,570,8797.9697265625,0.009264916,-0.005384335549024399,0.2
51,2339,120832,24.0,59,-451.40255999999994,0.0003,0.14928025007247925,15668.292752075195,0.06357421875,1.0006049871444702,-15.576143357157708,580,7730.52685546875,0.006324385,-0.0031389871248393318,0.2
51,2382,122880,24.0,60,-446.9739799999999,0.0003,0.1564570665359497,15218.556265258789,0.08427734375,0.9998166561126709,-15.594134971499443,590,7776.41259765625,0.0061193276,-0.004143277406546986,0.2
51,2425,124928,24.0,61,-448.71564000000006,0.0003,0.15845543146133423,14639.15299987793,0.075634765625,1.001482367515564,-15.593242678046227,600,6212.06396484375,0.0078123235,-0.005472522546187975,0.2
51,2471,126976,24.0,62,-450.28201,0.0003,0.15792125463485718,14596.782257080078,0.08408203125,0.9964988827705383,-15.57037012577057,610,6994.060546875,0.0071681733,-0.0041397787717869505,0.2
51,2514,129024,24.0,63,-447.52203000000003,0.0003,0.1999989151954651,14120.570858764648,0.063818359375,0.9967124462127686,-15.548326763510705,620,7294.353515625,0.0052862237,-0.00255466287053423,0.2
51,2558,131072,24.0,64,-455.5857600000001,0.0003,0.20216667652130127,13849.75040283203,0.07861328125,0.9951295256614685,-15.540641075372696,630,7254.36279296875,0.006929969,-0.005747443153086351,0.2
51,2599,133120,24.0,65,-461.11089,0.0003,0.2149779200553894,14156.20751953125,0.077001953125,0.9963456988334656,-15.539843747019768,640,7462.01953125,0.007618157,-0.0036302505250205286,0.2
51,2643,135168,24.0,66,-452.79914999999994,0.0003,0.20768338441848755,14587.980004882813,0.085791015625,0.9963768124580383,-15.54223808646202,650,7153.44921875,0.007914785,-0.003764115209924057,0.2
51,2685,137216,24.0,67,-448.7660399999999,0.0003,0.2160586714744568,13712.923809814452,0.092919921875,0.9969475269317627,-15.544590917229652,660,7342.8701171875,0.008203978,-0.0067512770998291675,0.2
51,2725,139264,24.0,68,-449.17153000000013,0.0003,0.2195078730583191,13326.008126831055,0.11181640625,0.9982816576957703,-15.555415642261504,670,7390.2509765625,0.005907677,-0.0017723042241414078,0.2
50,2771,141312,24.0,69,-452.24553,0.0003,0.2148362398147583,12936.78395690918,0.116845703125,0.9955794811248779,-15.546133700013161,680,6404.13037109375,0.010977298,0.0001246682906639762,0.2
50,2811,143360,24.0,70,-452.12737,0.0003,0.3098364472389221,12263.392431640625,0.06240234375,0.9960997104644775,-15.530709180235863,690,5275.1689453125,0.0070223045,-0.004505643212178256,0.2
50,2855,145408,24.0,71,-451.35836,0.0003,0.3216533660888672,11645.960255432128,0.052392578125,0.9957053661346436,-15.536261200904846,700,6718.24609375,0.0048539396,-0.0034156286797951906,0.2
50,2902,147456,24.0,72,-449.78267999999997,0.0003,0.36522454023361206,11132.083268737793,0.08388671875,0.9954874515533447,-15.533067667484284,710,5484.671875,0.008353602,-0.006997622779454105,0.2
50,2945,149504,24.0,73,-457.20464,0.0003,0.37345969676971436,10982.855320739745,0.07529296875,0.994910478591919,-15.52979030907154,720,5905.8740234375,0.008383365,-0.006497722778294701,0.2
50,2991,151552,24.0,74,-447.47509999999994,0.0003,0.36205726861953735,11353.230989074707,0.057080078125,0.9952265024185181,-15.52617101073265,730,5170.40478515625,0.005918055,-0.004373349944944494,0.2
50,3035,153600,24.0,75,-454.1781500000001,0.0003,0.4242314100265503,9970.824420166016,0.059228515625,0.9946102499961853,-15.52592062652111,740,4292.82861328125,0.006203298,-0.0061055517217027955,0.2
50,3077,155648,24.0,76,-453.8929,0.0003,0.41702520847320557,10222.843388366698,0.101904296875,0.9948119521141052,-15.524237295985222,750,5805.7060546875,0.009857552,-0.006900428912194912,0.2
50,3127,157696,24.0,77,-449.32869,0.0003,0.4713389277458191,9399.277700805664,0.090966796875,0.9932171106338501,-15.519947922229766,760,4587.5244140625,0.011428978,-0.004917778266826644,0.2
50,3169,159744,24.0,78,-439.4023,0.0003,0.4663979411125183,9231.082781982423,0.052978515625,0.9941629767417908,-15.513974767923354,770,4806.9072265625,0.006313745,-0.00402386634668801,0.2
50,3216,161792,24.0,79,-441.58118999999994,0.0003,0.47613847255706787,8663.232180786134,0.033642578125,0.9942184090614319,-15.5195720911026,780,4365.43017578125,0.0050161257,-0.002400740337907337,0.2
50,3260,163840,24.0,80,-445.8730000000001,0.0003,0.4679594039916992,8882.945532226562,0.059423828125,0.995417058467865,-15.523673394322396,790,4836.6474609375,0.005981284,-0.00371217238571262,0.2
50,3301,165888,24.0,81,-435.56861000000004,0.0003,0.48462963104248047,8827.014573669434,0.066015625,0.995242714881897,-15.532042518258095,800,5047.72900390625,0.006502994,-0.004215100886358414,0.2
50,3345,167936,24.0,82,-430.01365,0.0003,0.4896453022956848,8175.019973754883,0.0962890625,0.9931498169898987,-15.51741610467434,810,4326.4580078125,0.007518242,-0.0036392949321452763,0.2
50,3387,169984,24.0,83,-429.98326999999995,0.0003,0.5442534685134888,7250.8708770751955,0.068603515625,0.9943190217018127,-15.51524385511875,820,3116.64501953125,0.007719298,-0.007319329469464719,0.2
50,3432,172032,24.0,84,-424.4221,0.0003,0.5473653972148895,7162.130927276611,0.0431640625,0.9943016171455383,-15.52174278497696,830,3147.251708984375,0.0065526487,-0.005870794292422943,0.2
50,3478,174080,24.0,85,-422.05984000000007,0.0003,0.5532937347888947,6998.881286621094,0.08154296875,0.9940824508666992,-15.521140688657761,840,3841.9130859375,0.008171032,-0.00651822261424968,0.2
49,3525,176128,24.0,86,-414.56087,0.0003,0.5546745657920837,6853.57678527832,0.081640625,0.9923055171966553,-15.511784693598747,850,2014.186279296875,0.008495968,-0.003153237653168617,0.2
49,3567,178176,24.0,87,-412.0932499999999,0.0003,0.5692311823368073,6504.032871246338,0.0630859375,0.9925453066825867,-15.50278430879116,860,2805.5927734375,0.006194071,-0.005685714721039403,0.2
49,3610,180224,24.0,88,-408.5198,0.0003,0.5667291879653931,6524.099618530274,0.065185546875,0.9929250478744507,-15.5024944961071,870,2934.9775390625,0.006670014,-0.003574652544921264,0.2
49,3654,182272,24.0,89,-403.66766999999993,0.0003,0.5791023671627045,6194.942723846436,0.093994140625,0.9918493628501892,-15.501636880636216,880,3691.600830078125,0.0084119,-0.008265695214504376,0.2
49,3696,184320,24.0,90,-405.1751500000001,0.0003,0.5868478417396545,5948.277944946289,0.044580078125,0.9929237365722656,-15.505992242693901,890,3232.241455078125,0.00724899,-0.0025331592492875642,0.2
49,3736,186368,24.0,91,-396.5902899999999,0.0003,0.6248947978019714,5556.91587600708,0.098486328125,0.9939777851104736,-15.513317421078682,900,2988.449951171875,0.009183376,-0.006280636300652986,0.2
49,3778,188416,24.0,92,-394.4776400000001,0.0003,0.6364297568798065,5057.518511199951,0.08125,0.9945746064186096,-15.523974880576134,910,1632.8480224609375,0.0072941487,-0.00534601937251864,0.2
49,3825,190464,24.0,93,-395.92649,0.0003,0.6634085178375244,4800.146435546875,0.077978515625,0.9940059781074524,-15.523381358385086,920,2846.0830078125,0.007480782,-0.005801577950478531,0.2
49,3870,192512,24.0,94,-383.82419999999996,0.0003,0.6740972399711609,4752.22553024292,0.07861328125,0.9938387274742126,-15.520143452286721,930,1840.03173828125,0.0076986933,-0.00791809002548689,0.2
49,3916,194560,24.0,95,-383.86501000000004,0.0003,0.6793655157089233,3703.2798599243165,0.098095703125,0.9916009306907654,-15.502677384018899,940,1902.220947265625,0.010016055,-0.00819354721752461,0.2
49,3960,196608,24.0,96,-379.49316999999996,0.0003,0.7496360540390015,3425.635227203369,0.075634765625,0.9910314679145813,-15.493148389458657,950,1371.72314453125,0.008215352,-0.005141212590388022,0.2
49,4003,198656,24.0,97,-376.96672999999987,0.0003,0.7541472017765045,3343.5581508636474,0.055322265625,0.9912156462669373,-15.490652903914452,960,1761.7978515625,0.0062660836,-0.0038458020659163593,0.2
49,4044,200704,24.0,98,-372.91736,0.0003,0.7600480765104294,3232.6343715667726,0.107861328125,0.99093097448349,-15.487931331992149,970,1547.3406982421875,0.011455175,-0.004083825735142455,0.2
49,4086,202752,24.0,99,-358.13722,0.0003,0.7649912089109421,3143.579856491089,0.08349609375,0.9920564889907837,-15.49306338429451,980,1488.5908203125,0.008588672,-0.009491550977691077,0.2
49,4130,204800,24.0,100,-357.16695,0.0003,0.7768664211034775,2801.482468414307,0.088232421875,0.9927049875259399,-15.501598232984543,990,1679.80029296875,0.007756311,-0.006371412156295264,0.2
49,4176,206848,24.0,101,-347.7675999999999,0.0003,0.7842878252267838,2704.426403808594,0.07177734375,0.9910489916801453,-15.496540746092796,1000,1526.62890625,0.0072645945,-0.00575100308196852,0.2
49,4218,208896,24.0,102,-343.54221999999993,0.0003,0.783593475818634,2604.9681812286376,0.06240234375,0.9905025362968445,-15.482385540008545,1010,859.5770263671875,0.006978064,-0.005987716757954331,0.2
49,4261,210944,24.0,103,-340.8518700000001,0.0003,0.8020682483911514,2393.4707160949706,0.053125,0.9888076186180115,-15.470935195684433,1020,1045.1514892578125,0.0066611306,-0.0043753414924140085,0.2
49,4307,212992,24.0,104,-339.2532,0.0003,0.8035040348768234,2370.6450496673583,0.08505859375,0.9888734221458435,-15.46028565466404,1030,1282.341796875,0.007549257,-0.006361922588257585,0.2
49,4353,215040,24.0,105,-325.86474999999996,0.0003,0.8079148977994919,2233.9112957000734,0.123681640625,0.991223931312561,-15.472557106614113,1040,750.3468017578125,0.009472108,-0.012411947072541807,0.2
49,4397,217088,24.0,106,-320.05021999999997,0.0003,0.8228129893541336,2028.9201612472534,0.06923828125,0.991076648235321,-15.484960389137267,1050,958.4639282226562,0.005524537,-0.005707020353293046,0.2
