time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,train/is_line_search_success,train/kl_divergence_loss,train/learning_rate,train/policy_objective,train/explained_variance,train/n_updates,train/std,train/value_loss
374784,24.0,609.39828,183,6915,54,1.0,0.009104456752538681,0.001,0.06355702877044678,0.9949477324262261,182,1.0584197044372559,121.59203052520752
376832,24.0,609.5911100000001,184,6954,54,1.0,0.008782624267041683,0.001,0.07664364576339722,0.9943701885640621,183,1.061209797859192,125.58561687469482
378880,24.0,609.2949899999999,185,6991,54,1.0,0.008286330848932266,0.001,0.055657874792814255,0.9952170378528535,184,1.0649430751800537,116.52546935081482
380928,24.0,609.52464,186,7030,54,1.0,0.008531514555215836,0.001,0.0852719098329544,0.9950780756771564,185,1.065253734588623,113.02199354171753
382976,24.0,610.1062400000001,187,7069,54,1.0,0.009258629754185677,0.001,0.09942067414522171,0.9951842222362757,186,1.0667705535888672,111.7923369884491
385024,24.0,610.3279,188,7107,54,1.0,0.007731569930911064,0.001,0.04894709587097168,0.9953188723884523,187,1.06846284866333,126.66668753623962
387072,24.0,609.8579599999999,189,7145,54,1.0,0.009084234945476055,0.001,0.03859514743089676,0.9945199368521571,188,1.0704060792922974,117.38004183769226
389120,24.0,610.0944300000001,190,7184,54,1.0,0.008534640073776245,0.001,0.04348381236195564,0.9952675281092525,189,1.0698986053466797,119.70634155273437
391168,24.0,609.8146499999999,191,7223,54,1.0,0.008028018288314342,0.001,0.07447735965251923,0.995304396841675,190,1.0706959962844849,114.67455372810363
393216,24.0,610.3104,192,7269,54,1.0,0.008830352686345577,0.001,0.06823687255382538,0.9951991867274046,191,1.073233723640442,128.1803451538086
395264,24.0,609.98968,193,7312,54,1.0,0.00860670953989029,0.001,0.058062758296728134,0.9949899069033563,192,1.0749939680099487,122.10212659835815
397312,24.0,609.8710900000001,194,7350,54,1.0,0.00817700382322073,0.001,0.059607211500406265,0.9941171472892165,193,1.074931025505066,116.32696123123169
399360,24.0,609.6137200000001,195,7388,54,1.0,0.007301624398678541,0.001,0.0769425705075264,0.9952331301756203,194,1.0730458498001099,115.51588659286499
401408,24.0,610.02839,196,7425,54,1.0,0.0069659557193517685,0.001,0.03362412750720978,0.9954671054147184,195,1.071682333946228,112.85310621261597
403456,24.0,610.10337,197,7462,54,1.0,0.007657855749130249,0.001,0.07351541519165039,0.9943500519730151,196,1.0718274116516113,114.98411903381347
405504,24.0,610.02023,198,7500,54,1.0,0.007947397418320179,0.001,0.06672367453575134,0.995433731470257,197,1.0705002546310425,107.14152507781982
407552,24.0,609.76219,199,7538,54,1.0,0.008764375001192093,0.001,0.09698785096406937,0.995812114328146,198,1.0738965272903442,108.4685739517212
409600,24.0,609.65603,200,7575,54,1.0,0.007314154878258705,0.001,0.04494965821504593,0.9948110533878207,199,1.0733410120010376,105.50828394889831
411648,24.0,609.21273,201,7612,54,1.0,0.007745939772576094,0.001,0.056985169649124146,0.9958586152642965,200,1.074826717376709,104.62895684242248
413696,24.0,609.6659,202,7650,54,1.0,0.007719601970165968,0.001,0.06309863924980164,0.9959573443047702,201,1.0736322402954102,99.32155051231385
415744,24.0,609.9650800000001,203,7687,54,1.0,0.006608798634260893,0.001,0.0561223179101944,0.9960809010080993,202,1.073593258857727,97.07680759429931
417792,24.0,610.09948,204,7725,54,1.0,0.009724102914333344,0.001,0.06372396647930145,0.9960733498446643,203,1.074511170387268,103.91907348632813
419840,24.0,610.0437999999999,205,7762,54,1.0,0.00920316856354475,0.001,0.055259376764297485,0.9956488669849932,204,1.0686336755752563,99.02608704566956
421888,24.0,609.4741799999999,206,7799,54,1.0,0.008204757235944271,0.001,0.061351798474788666,0.9960050107911229,205,1.0690420866012573,106.36688885688781
423936,24.0,609.35895,207,7836,54,1.0,0.009053193964064121,0.001,0.06265123188495636,0.9959436417557299,206,1.0687257051467896,101.1237361907959
425984,24.0,609.2825799999999,208,7873,54,1.0,0.008150055073201656,0.001,0.07489736378192902,0.99547701748088,207,1.071771502494812,97.46175608634948
428032,24.0,609.4443699999999,209,7911,54,1.0,0.008147293701767921,0.001,0.09159236401319504,0.9960450334474444,208,1.0713454484939575,88.13800630569457
430080,24.0,609.847,210,7948,54,1.0,0.007582439575344324,0.001,0.06666562706232071,0.9963000088464469,209,1.0738717317581177,90.94679446220398
432128,24.0,609.72356,211,7985,54,1.0,0.008039929904043674,0.001,0.0638289526104927,0.9964134802576154,210,1.0727553367614746,87.75979163646699
434176,24.0,609.5676199999999,212,8023,54,1.0,0.009163251146674156,0.001,0.07428528368473053,0.9963332114275545,211,1.0722440481185913,96.07762384414673
436224,24.0,609.41719,213,8061,54,1.0,0.008523974567651749,0.001,0.0671357735991478,0.9962835295591503,212,1.0748010873794556,96.03000388145446
438272,24.0,609.20958,214,8098,54,1.0,0.009081250987946987,0.001,0.07860539853572845,0.996299606282264,213,1.0800604820251465,85.48547456264495
440320,24.0,609.62143,215,8136,54,1.0,0.007056094706058502,0.001,0.0481233112514019,0.9965425617992878,214,1.0813767910003662,90.20847418308259
442368,24.0,608.92821,216,8173,54,1.0,0.006660649087280035,0.001,0.0261803288012743,0.9963207426480949,215,1.0779818296432495,90.66863687038422
444416,24.0,609.6327299999999,217,8211,54,1.0,0.008589868433773518,0.001,0.059016287326812744,0.9964396569412202,216,1.0762434005737305,93.97260890007018
446464,24.0,609.4578900000001,218,8248,54,1.0,0.009504971094429493,0.001,0.043984510004520416,0.996178715955466,217,1.0725585222244263,102.1793065071106
448512,24.0,609.60042,219,8286,54,1.0,0.00793848279863596,0.001,0.045369841158390045,0.9959608064964414,218,1.0699824094772339,92.6540774345398
450560,24.0,609.8261900000001,220,8324,54,1.0,0.008235201239585876,0.001,0.06841062754392624,0.9963151956908405,219,1.0671305656433105,91.88496062755584
452608,24.0,609.91774,221,8363,54,1.0,0.007795273791998625,0.001,0.05643516778945923,0.9965150051284581,220,1.064497947692871,88.49281826019288
454656,24.0,608.7941300000001,222,8401,54,1.0,0.008170616813004017,0.001,0.045174624770879745,0.9962851132731885,221,1.0614711046218872,91.73343930244445
456704,24.0,609.61764,223,8439,54,1.0,0.008836551569402218,0.001,0.07337793707847595,0.9963515603449196,222,1.0602244138717651,100.11045932769775
458752,24.0,608.7819399999998,224,8476,54,1.0,0.008308238349854946,0.001,0.04376222938299179,0.9963897014968097,223,1.0583231449127197,84.40135598182678
460800,24.0,610.5441000000001,225,8514,54,1.0,0.008331737481057644,0.001,0.06032304838299751,0.9957627048715949,224,1.0538655519485474,83.33901331424713
462848,24.0,610.1942,226,8552,54,1.0,0.008775756694376469,0.001,0.054877616465091705,0.9967697381507605,225,1.0552862882614136,83.49862546920777
464896,24.0,610.67822,227,8590,54,1.0,0.008669686503708363,0.001,0.06420054286718369,0.9962066384032369,226,1.0530976057052612,92.61778457164765
466944,24.0,611.1419000000001,228,8627,54,1.0,0.009607712738215923,0.001,0.07366840541362762,0.9961639842949808,227,1.054755449295044,87.10967392921448
468992,24.0,611.2158000000001,229,8665,54,1.0,0.0089266961440444,0.001,0.0552198700606823,0.9949880470521748,228,1.0544099807739258,85.79714288711548
471040,24.0,611.57407,230,8703,54,1.0,0.009093362838029861,0.001,0.07197118550539017,0.9967428983654827,229,1.0523805618286133,83.34993357658387
473088,24.0,612.08204,231,8740,54,1.0,0.00749068520963192,0.001,0.0713832750916481,0.9963218485936522,230,1.0520474910736084,77.51285512447357
475136,24.0,611.96459,232,8777,54,1.0,0.008405596949160099,0.001,0.06639166176319122,0.9966308851726353,231,1.0488137006759644,78.70040311813355
477184,24.0,611.9210400000001,233,8815,54,1.0,0.008856693282723427,0.001,0.06224362179636955,0.9965828694403172,232,1.0434576272964478,80.98234136104584
479232,24.0,612.2042100000001,234,8854,54,1.0,0.008411898277699947,0.001,0.06588992476463318,0.9963564954232424,233,1.0455843210220337,88.87258224487304
481280,24.0,612.1379,235,8892,54,1.0,0.008951935917139053,0.001,0.11136772483587265,0.9969432416837662,234,1.0435911417007446,81.21675183773041
483328,24.0,612.81132,236,8930,54,1.0,0.008878368884325027,0.001,0.06162908673286438,0.9963293380569667,235,1.0424319505691528,85.00348777770996
485376,24.0,612.56773,237,8968,54,1.0,0.009558877907693386,0.001,0.06778566539287567,0.9969550613313913,236,1.0415719747543335,82.29395053386688
487424,24.0,612.59485,238,9007,54,1.0,0.008276286534965038,0.001,0.04959387704730034,0.9967925564851612,237,1.037186622619629,76.4160445690155
489472,24.0,612.3985,239,9044,54,1.0,0.009296296164393425,0.001,0.0624581053853035,0.9960742820985615,238,1.0377075672149658,85.12874436378479
491520,24.0,612.0906499999999,240,9082,54,1.0,0.00869741104543209,0.001,0.04824930056929588,0.9967338480055332,239,1.036750078201294,77.60485837459564
493568,24.0,612.1822099999999,241,9120,54,1.0,0.007669859100133181,0.001,0.05312354117631912,0.9965389685239643,240,1.0405044555664062,83.38115649223327
495616,24.0,612.54149,242,9158,54,1.0,0.008877157233655453,0.001,0.05366465821862221,0.996722518466413,241,1.0370430946350098,80.07636723518371
497664,24.0,612.1921299999999,243,9196,54,1.0,0.00867085624486208,0.001,0.0725494921207428,0.9967845948413014,242,1.0390700101852417,80.81814923286439
499712,24.0,612.24506,244,9234,54,1.0,0.008296252228319645,0.001,0.07180814445018768,0.9965752684511244,243,1.0381206274032593,78.08767378330231
501760,24.0,612.4495000000001,245,9272,54,1.0,0.0077474694699049,0.001,0.07669371366500854,0.9971629038918763,244,1.0375803709030151,66.33707938194274
503808,24.0,612.1133,246,9310,54,1.0,0.007750561460852623,0.001,0.05391436815261841,0.9966145737562329,245,1.0381138324737549,65.09560596942902
505856,24.0,612.26741,247,9348,54,1.0,0.008044127374887466,0.001,0.05272990092635155,0.9973182163666934,246,1.0379458665847778,93.35863676071168
507904,24.0,612.4339100000001,248,9386,54,1.0,0.009550344198942184,0.001,0.09102968126535416,0.996231626952067,247,1.0401281118392944,70.08512804508209
509952,24.0,612.2786500000001,249,9424,54,1.0,0.007923332042992115,0.001,0.06362029165029526,0.99752864590846,248,1.0364587306976318,62.87512230873108
512000,24.0,612.0868200000001,250,9461,54,1.0,0.008018912747502327,0.001,0.058137841522693634,0.9976175201591104,249,1.0337334871292114,70.1131439447403
514048,24.0,611.99094,251,9498,54,1.0,0.009200990200042725,0.001,0.07283458858728409,0.9975685817189515,250,1.0316693782806396,60.63980643749237
516096,24.0,611.5607800000001,252,9536,54,1.0,0.00877419114112854,0.001,0.0750856027007103,0.9976674756035209,251,1.0361645221710205,63.66952993869781
518144,24.0,611.46909,253,9575,54,1.0,0.005276848096400499,0.001,0.05759953707456589,0.997604179661721,252,1.0341674089431763,74.83607158660888
520192,24.0,611.38027,254,9614,54,1.0,0.008853447623550892,0.001,0.047282565385103226,0.9964186013676226,253,1.0315203666687012,72.29220125675201
522240,24.0,611.12546,255,9651,54,1.0,0.009092791937291622,0.001,0.04424464702606201,0.9971444585826248,254,1.0345321893692017,63.04631524085998
524288,24.0,611.6632400000001,256,9689,54,1.0,0.00904600229114294,0.001,0.0630536824464798,0.9975369123276323,255,1.0324267148971558,59.46158628463745
526336,24.0,611.6586699999999,257,9728,54,1.0,0.008330526761710644,0.001,0.05534537136554718,0.9972774023190141,256,1.030656337738037,62.538597321510316
528384,24.0,611.69367,258,9767,54,1.0,0.0069128479808568954,0.001,0.06514540314674377,0.9966167700476944,257,1.033896803855896,65.86867516040802
530432,24.0,611.69197,259,9806,54,1.0,0.007518486585468054,0.001,0.06396035850048065,0.9976520463824272,258,1.036393642425537,62.72880675792694
532480,24.0,611.73329,260,9845,54,1.0,0.00954113993793726,0.001,0.07024119049310684,0.9970894437283278,259,1.0333943367004395,55.1527462720871
534528,24.0,611.9150400000001,261,9883,54,1.0,0.005765639711171389,0.001,0.035122089087963104,0.9974867161363363,260,1.0329569578170776,75.12669215202331
536576,24.0,612.28791,262,9920,54,1.0,0.008429465815424919,0.001,0.06428226083517075,0.9975746083073318,261,1.0365574359893799,73.25113775730134
538624,24.0,612.5842700000001,263,9959,54,1.0,0.008620663546025753,0.001,0.132248193025589,0.9972339090891182,262,1.0348542928695679,63.764432954788205
540672,24.0,612.50431,264,9997,54,1.0,0.006825574208050966,0.001,0.06915095448493958,0.9973993417806923,263,1.0402690172195435,66.51260249614715
542720,24.0,612.1539600000001,265,10035,54,1.0,0.006777964532375336,0.001,0.046754539012908936,0.9975043465383351,264,1.0371649265289307,58.9827677488327
544768,24.0,612.7413999999999,266,10073,54,1.0,0.008770100772380829,0.001,0.08546160906553268,0.9977377308532596,265,1.0377507209777832,65.04957025051117
546816,24.0,612.8616400000001,267,10111,54,1.0,0.006476014852523804,0.001,0.052129752933979034,0.9974304477218539,266,1.035231590270996,57.962413620948794
548864,24.0,612.6279300000001,268,10150,54,1.0,0.00841458234935999,0.001,0.0664760172367096,0.9979119664058089,267,1.0366219282150269,63.434408116340634
550912,24.0,612.52974,269,10187,54,1.0,0.009155058301985264,0.001,0.05386387184262276,0.9970501174684614,268,1.029740810394287,56.68497097492218
552960,24.0,612.9557100000001,270,10226,54,1.0,0.007676052860915661,0.001,0.06911927461624146,0.9977437825873494,269,1.0267306566238403,61.96386215686798
555008,24.0,612.9290100000001,271,10265,54,1.0,0.008859697729349136,0.001,0.06349945813417435,0.9977437881752849,270,1.023563265800476,59.47858564853668
557056,24.0,612.7024700000001,272,10303,54,1.0,0.0065812645480036736,0.001,0.04251657798886299,0.9976857027504593,271,1.0268148183822632,54.74639821052551
559104,24.0,612.76646,273,10341,54,1.0,0.009220185689628124,0.001,0.05875856801867485,0.9978807498700917,272,1.0274510383605957,55.15151133537292
561152,24.0,612.92382,274,10380,54,1.0,0.008622217923402786,0.001,0.061467431485652924,0.9978219326585531,273,1.0229482650756836,59.83693697452545
563200,24.0,612.9837200000001,275,10418,54,1.0,0.0077573154121637344,0.001,0.052227918058633804,0.9978650761768222,274,1.017743468284607,62.708211064338684
565248,24.0,613.1658,276,10456,54,1.0,0.009468133561313152,0.001,0.050219129770994186,0.9962703094352037,275,1.0128804445266724,68.44502277374268
567296,24.0,613.2334299999999,277,10494,54,1.0,0.008161447010934353,0.001,0.06934316456317902,0.9948389329947531,276,1.0159300565719604,62.59028537273407
569344,24.0,613.4112900000001,278,10532,54,1.0,0.008586208336055279,0.001,0.06614165008068085,0.9976714942604303,277,1.0160431861877441,58.97353901863098
571392,24.0,613.60357,279,10571,54,1.0,0.008458488620817661,0.001,0.07040556520223618,0.996193895349279,278,1.008640170097351,60.42134648561478
573440,24.0,613.5827499999999,280,10609,54,1.0,0.006631107535213232,0.001,0.04736899957060814,0.9977868448477238,279,1.006522297859192,51.60662369728088
575488,24.0,613.58985,281,10647,54,1.0,0.008601673878729343,0.001,0.05752364173531532,0.9981634848518297,280,1.0067301988601685,53.7317332983017
577536,24.0,613.71365,282,10686,54,1.0,0.006583675742149353,0.001,0.05024417117238045,0.997336545959115,281,1.0041390657424927,53.86810795068741
579584,24.0,613.6761000000001,283,10724,54,1.0,0.0067132036201655865,0.001,0.05485505610704422,0.9973560026846826,282,1.004268765449524,56.75578622817993
581632,24.0,613.5607699999999,284,10762,54,1.0,0.007355429232120514,0.001,0.06740647554397583,0.9979343479499221,283,1.0078599452972412,50.714324140548705
583680,24.0,613.5824600000001,285,10800,54,1.0,0.0072533320635557175,0.001,0.05067501962184906,0.9976734879892319,284,1.005568504333496,51.80752673149109
585728,24.0,613.50303,286,10838,54,1.0,0.006312665529549122,0.001,0.06676192581653595,0.9979714823421091,285,1.006851315498352,55.860641384124754
587776,24.0,613.58302,287,10876,54,1.0,0.008923298679292202,0.001,0.06955394148826599,0.9980273777619004,286,1.0049865245819092,49.75019965171814
589824,24.0,613.1635799999999,288,10914,54,1.0,0.008570480160415173,0.001,0.07021138072013855,0.9979194297920913,287,1.0016040802001953,63.64946608543396
591872,24.0,613.01142,289,10952,54,1.0,0.008543116971850395,0.001,0.04410148411989212,0.9976782407611609,288,1.0038142204284668,50.35461435317993
593920,24.0,613.13064,290,10990,54,1.0,0.009109019301831722,0.001,0.08616213500499725,0.997923540417105,289,1.0067726373672485,50.54873771667481
595968,24.0,613.60408,291,11028,54,1.0,0.008628725074231625,0.001,0.05967295914888382,0.998105647508055,290,1.009239912033081,51.00343328714371
598016,24.0,613.24266,292,11066,54,1.0,0.008635559119284153,0.001,0.05329054594039917,0.9979637311771512,291,1.0060508251190186,56.97405209541321
600064,24.0,612.97786,293,11104,54,1.0,0.008499295450747013,0.001,0.0679761990904808,0.9962240380700678,292,1.009061336517334,53.441316676139834
602112,24.0,613.0629299999999,294,11141,54,1.0,0.00933899823576212,0.001,0.05501852557063103,0.9945492455735803,293,1.0119104385375977,59.1660920381546
604160,24.0,613.2167999999999,295,11179,54,1.0,0.009461822919547558,0.001,0.07056459784507751,0.9980134372599423,294,1.0124796628952026,53.26185762882233
606208,24.0,613.4221400000001,296,11217,54,1.0,0.007373302709311247,0.001,0.0444144681096077,0.998229801771231,295,1.0087088346481323,46.82034372091293
608256,24.0,613.48196,297,11254,54,1.0,0.007755023427307606,0.001,0.056563880294561386,0.9982197429053485,296,1.01082181930542,49.76084772348404
610304,24.0,613.78775,298,11292,54,1.0,0.009127423167228699,0.001,0.06762675940990448,0.9981681637000293,297,1.0142849683761597,47.254941654205325
612352,24.0,613.81339,299,11329,54,1.0,0.008408545516431332,0.001,0.04800475388765335,0.9974518525414169,298,1.0103837251663208,55.7591420173645
614400,24.0,613.43768,300,11367,54,1.0,0.007290227338671684,0.001,0.05657956004142761,0.9979862826876342,299,1.0117313861846924,58.1344988822937
616448,24.0,613.3171699999999,301,11406,54,1.0,0.009164058603346348,0.001,0.08607496321201324,0.9979577551130205,300,1.0103919506072998,50.712656152248385
618496,24.0,613.4109300000001,302,11443,54,1.0,0.008797467686235905,0.001,0.05783916637301445,0.9978893252555281,301,1.0111277103424072,54.64332044124603
620544,24.0,613.78385,303,11481,54,1.0,0.007925577461719513,0.001,0.05106983333826065,0.9974362070206553,302,1.0131092071533203,65.80181243419648
622592,24.0,614.05775,304,11520,54,1.0,0.006764986086636782,0.001,0.04190512374043465,0.9978060096036643,303,1.0098850727081299,54.34211468696594
624640,24.0,614.22712,305,11558,54,1.0,0.009043574333190918,0.001,0.06836692988872528,0.9978393600322306,304,1.011715292930603,60.826602935791016
626688,24.0,614.18885,306,11597,54,1.0,0.008594213984906673,0.001,0.049535591155290604,0.9975312184542418,305,1.011016607284546,49.22543656826019
628736,24.0,614.06737,307,11635,54,1.0,0.007615080568939447,0.001,0.05139508843421936,0.9980033568572253,306,1.014208436012268,52.83995316028595
630784,24.0,614.1324499999998,308,11673,54,1.0,0.007524280343204737,0.001,0.07400453090667725,0.9975945581682026,307,1.0196067094802856,53.36215724945068
632832,24.0,614.3821699999999,309,11710,54,1.0,0.009036827832460403,0.001,0.05970686674118042,0.9978893809020519,308,1.0220582485198975,48.275275111198425
634880,24.0,614.1567100000001,310,11749,54,1.0,0.007659795694053173,0.001,0.07621832191944122,0.9981731929583475,309,1.009066104888916,54.43359571695328
636928,24.0,613.99091,311,11787,54,1.0,0.007188519462943077,0.001,0.04419035464525223,0.9978691227734089,310,1.0067168474197388,49.27577986717224
638976,24.0,614.21569,312,11826,54,1.0,0.007869110442698002,0.001,0.05851728469133377,0.998187949298881,311,1.006101369857788,55.38793485164642
641024,24.0,614.37569,313,11865,54,1.0,0.008864369243383408,0.001,0.05542504042387009,0.9980489996960387,312,1.0054473876953125,57.77689037322998
643072,24.0,614.2515099999999,314,11903,54,1.0,0.008341224864125252,0.001,0.07466515153646469,0.993523187469691,313,1.0054513216018677,63.39918540716171
645120,24.0,614.4848299999999,315,11942,54,1.0,0.00838781800121069,0.001,0.06089356541633606,0.9979084804654121,314,1.0107769966125488,53.65794953107834
647168,24.0,614.57583,316,11981,54,1.0,0.007555845659226179,0.001,0.06689149886369705,0.9980260585434735,315,1.01181960105896,51.12878122329712
649216,24.0,614.84604,317,12020,54,1.0,0.008708297275006771,0.001,0.056485116481781006,0.9982401225715876,316,1.0137503147125244,44.126129269599915
651264,24.0,614.90774,318,12058,54,1.0,0.009098435752093792,0.001,0.06602483987808228,0.9981064585736021,317,1.0097529888153076,52.83429526090622
653312,24.0,614.8189500000001,319,12096,54,1.0,0.00866860430687666,0.001,0.06657082587480545,0.9980937042273581,318,1.0120335817337036,53.13068821430206
655360,24.0,614.85789,320,12134,54,1.0,0.008350825868546963,0.001,0.06613375246524811,0.9980092849582434,319,1.0159881114959717,57.10491795539856
657408,24.0,614.9094399999999,321,12173,54,1.0,0.008908858522772789,0.001,0.06416566669940948,0.998279066523537,320,1.0122414827346802,52.984508621692655
659456,24.0,615.26246,322,12211,54,1.0,0.008151347748935223,0.001,0.06749052554368973,0.9978692585136741,321,1.0075570344924927,46.81475577354431
661504,24.0,615.1555600000002,323,12250,53,1.0,0.007842561230063438,0.001,0.057203251868486404,0.9980340036563575,322,1.003817081451416,50.314259147644044
663552,24.0,615.23728,324,12289,53,1.0,0.008089782670140266,0.001,0.07309243828058243,0.9980710739037022,323,1.0067496299743652,57.92840948104858
665600,24.0,615.2558600000001,325,12327,53,1.0,0.008123418316245079,0.001,0.03636102005839348,0.9976444265339524,324,1.0023505687713623,51.847574734687804
667648,24.0,615.20089,326,12366,53,1.0,0.007953422144055367,0.001,0.06716568022966385,0.9980212487280369,325,0.9986380934715271,50.62612774372101
669696,24.0,615.49083,327,12405,53,1.0,0.009003731422126293,0.001,0.07496832311153412,0.9964244053699076,326,1.002732276916504,55.29004085063934
671744,24.0,615.4009199999999,328,12443,53,1.0,0.008907253853976727,0.001,0.06331413984298706,0.9981508231721818,327,0.9984281659126282,48.643786025047305
673792,24.0,615.42052,329,12481,53,1.0,0.008590982295572758,0.001,0.03735342249274254,0.9982672231271863,328,0.9986530542373657,53.07667545080185
675840,24.0,615.39089,330,12519,53,1.0,0.008566733449697495,0.001,0.07082884758710861,0.9979880526661873,329,0.996988832950592,53.65218594074249
677888,24.0,614.9327400000001,331,12556,53,1.0,0.008755908347666264,0.001,0.08688091486692429,0.9980174973607063,330,0.9965000748634338,52.043524217605594
679936,24.0,614.948,332,12594,53,1.0,0.00956042017787695,0.001,0.07363665103912354,0.998128998442553,331,0.9942371249198914,50.535936987400056
681984,24.0,614.86832,333,12632,53,1.0,0.009156765416264534,0.001,0.0744735598564148,0.9979309923946857,332,0.9926979541778564,58.353134107589725
684032,24.0,615.2275500000001,334,12669,53,1.0,0.00918892864137888,0.001,0.06835991144180298,0.9981976441340521,333,0.9909660220146179,46.97174186706543
686080,24.0,614.7530300000001,335,12708,53,1.0,0.0070833307690918446,0.001,0.06073877960443497,0.9983186620520428,334,0.9934995770454407,44.48444548845291
688128,24.0,614.7837199999999,336,12746,53,1.0,0.008485943078994751,0.001,0.07360295206308365,0.9982609528815374,335,0.9958510994911194,48.599547028541565
690176,24.0,614.6460099999999,337,12784,53,1.0,0.009264099411666393,0.001,0.07121892273426056,0.998354404931888,336,0.9945173263549805,45.907834815979
692224,24.0,614.8811900000001,338,12824,53,1.0,0.009650934487581253,0.001,0.055925868451595306,0.998278001206927,337,0.9927478432655334,62.18300776481628
694272,24.0,615.04647,339,12865,53,1.0,0.009665693156421185,0.001,0.07413727045059204,0.9978765619453043,338,0.9918636679649353,45.77393075227737
696320,24.0,615.0352000000001,340,12904,53,1.0,0.008858038112521172,0.001,0.05829513818025589,0.9981440575793386,339,0.9936150908470154,56.08741832971573
698368,24.0,615.3996899999999,341,12944,53,1.0,0.008610927499830723,0.001,0.07708649337291718,0.9983482797397301,340,0.988477349281311,44.16440374851227
700416,24.0,615.3163300000001,342,12985,53,1.0,0.009136248379945755,0.001,0.09929262846708298,0.9982983004301786,341,0.9934629797935486,50.64351689815521
702464,24.0,615.02967,343,13024,53,1.0,0.008650045841932297,0.001,0.054601170122623444,0.9979888836387545,342,0.9919602870941162,43.11282629966736
704512,24.0,615.2579799999999,344,13065,53,1.0,0.009301618672907352,0.001,0.07030073553323746,0.9984121142188087,343,0.9930152297019958,43.221923685073854
706560,24.0,615.19249,345,13104,53,1.0,0.009567166678607464,0.001,0.06653889268636703,0.997912754304707,344,0.9936792850494385,51.19915965795517
708608,24.0,615.5992500000001,346,13142,53,1.0,0.009946485050022602,0.001,0.0683492124080658,0.9981114570982754,345,0.9916616082191467,49.073649322986604
710656,24.0,615.1551900000001,347,13181,53,1.0,0.00913828331977129,0.001,0.06597346812486649,0.9982256692601368,346,0.9890548586845398,45.236156368255614
712704,24.0,614.9383999999999,348,13220,53,1.0,0.00789799727499485,0.001,0.07199816405773163,0.9969663508236408,347,0.987870991230011,48.21555547714233
714752,24.0,615.5056500000001,349,13259,53,1.0,0.008833033964037895,0.001,0.05755919590592384,0.9980828568805009,348,0.992439329624176,56.51654007434845
716800,24.0,614.3291,350,13298,53,1.0,0.00794639065861702,0.001,0.06307071447372437,0.9983148971805349,349,0.9970861673355103,59.40646647214889
718848,24.0,614.82381,351,13337,53,1.0,0.009080944582819939,0.001,0.044729556888341904,0.9968000873923302,350,0.9985746741294861,53.249078476428984
720896,24.0,614.83677,352,13374,53,1.0,0.009058128111064434,0.001,0.0734294056892395,0.9983622948639095,351,0.9996709823608398,43.90234980583191
722944,24.0,614.2152600000001,353,13412,53,1.0,0.009000342339277267,0.001,0.06513186544179916,0.9979921197518706,352,1.0010014772415161,47.74055399894714
724992,24.0,613.84459,354,13451,53,1.0,0.005683764815330505,0.001,0.04397158324718475,0.9980526235885918,353,1.002219319343567,49.93190598487854
727040,24.0,614.49195,355,13489,53,1.0,0.007314652670174837,0.001,0.06317334622144699,0.9971843068487942,354,1.0011012554168701,48.814620196819305
729088,24.0,614.58542,356,13527,53,1.0,0.008847882971167564,0.001,0.08747665584087372,0.9977926372084767,355,1.0002020597457886,51.9095180273056
731136,24.0,614.2244300000001,357,13565,53,1.0,0.008991984650492668,0.001,0.07967729866504669,0.9982420881278813,356,0.9958606958389282,49.642443454265596
733184,24.0,613.7918099999999,358,13604,53,1.0,0.008078139275312424,0.001,0.05535717308521271,0.9977599361445755,357,0.9926479458808899,47.0899597287178
735232,24.0,613.2812200000001,359,13642,53,1.0,0.009444660507142544,0.001,0.0717897117137909,0.9982964273076504,358,0.9890466928482056,53.29934011697769
737280,24.0,614.1112899999999,360,13681,53,1.0,0.008900466375052929,0.001,0.0730205774307251,0.997877491870895,359,0.9841057062149048,48.673508977890016
739328,24.0,614.54866,361,13718,53,1.0,0.008625773712992668,0.001,0.06327582895755768,0.9984370104502887,360,0.9860655069351196,50.91449288129807
741376,24.0,614.29952,362,13755,53,1.0,0.008656785823404789,0.001,0.07641160488128662,0.9976212561596185,361,0.9885094165802002,42.410030925273894
743424,24.0,613.86593,363,13793,53,1.0,0.008420259691774845,0.001,0.06591689586639404,0.9983930138405412,362,0.9884151816368103,45.24733030796051
745472,24.0,614.40367,364,13832,53,1.0,0.00886773131787777,0.001,0.07136618345975876,0.9983799328329042,363,0.987652063369751,51.78620384931564
747520,24.0,614.61049,365,13871,53,1.0,0.006438024342060089,0.001,0.058143921196460724,0.9979460653848946,364,0.9889988303184509,46.34124757051468
749568,24.0,614.55944,366,13909,53,1.0,0.009260623715817928,0.001,0.07329504936933517,0.9981765520060435,365,0.9870154857635498,49.952569890022275
751616,24.0,614.46446,367,13947,53,1.0,0.009116237983107567,0.001,0.05877956748008728,0.997636818792671,366,0.9882667660713196,49.29224458932877
753664,24.0,614.88096,368,13985,53,1.0,0.008946722373366356,0.001,0.07713626325130463,0.9981095802504569,367,0.9922694563865662,44.71924726963043
755712,24.0,614.9897199999999,369,14022,53,1.0,0.00830354355275631,0.001,0.0708245113492012,0.9980710399104282,368,0.9920942187309265,47.89024269580841
